,0,1,2,3,4,5,6,7,8,9,10
0,,,4.0,9.0,,,3.0,,2.0,2.0,8.0
1,2.0,0.0,7.0,,6.0,8.0,,,,7.0,
2,7.0,6.0,1.0,2.0,3.0,,,5.0,,,
3,10.0,,1.0,3.0,,,,8.0,,,6.0
4,9.0,,,,5.0,0.0,3.0,3.0,,,
5,9.0,8.0,,,5.0,,8.0,4.0,,1.0,6.0
6,0.0,,10.0,8.0,8.0,,,,,,10.0
7,3.0,,,3.0,5.0,1.0,9.0,9.0,9.0,,
8,,1.0,4.0,,7.0,,1.0,0.0,,,6.0
9,,,9.0,8.0,,9.0,3.0,2.0,,3.0,2.0
10,10.0,,,5.0,,4.0,4.0,4.0,,,
11,,6.0,,,4.0,,,,,6.0,6.0
12,3.0,0.0,4.0,,0.0,6.0,9.0,,1.0,3.0,8.0
13,,,3.0,,,,,,7.0,4.0,
14,,8.0,,,,,,,,,
15,2.0,,3.0,,2.0,9.0,,,2.0,7.0,2.0
16,3.0,,,,,,5.0,,8.0,,2.0
17,1.0,3.0,,4.0,,,,9.0,1.0,,
18,,4.0,,,,2.0,1.0,,,0.0,3.0
19,,,2.0,4.0,7.0,3.0,2.0,4.0,,,8.0
20,5.0,,,7.0,,0.0,,3.0,,0.0,
21,1.0,,,6.0,,,9.0,3.0,,,7.0
22,,5.0,4.0,7.0,10.0,7.0,,2.0,8.0,8.0,6.0
23,,,10.0,3.0,,1.0,6.0,,1.0,0.0,2.0
24,5.0,,1.0,,,6.0,,4.0,8.0,1.0,2.0
25,,1.0,,,,,0.0,,10.0,,
26,9.0,3.0,,,,,,1.0,7.0,4.0,
27,,,4.0,,,,,,,2.0,
28,,6.0,,9.0,3.0,,,6.0,1.0,,
29,,,9.0,,,,,2.0,10.0,7.0,0.0
30,8.0,1.0,,5.0,2.0,4.0,9.0,,4.0,,5.0
31,,5.0,7.0,,2.0,7.0,5.0,,2.0,9.0,6.0
32,,,,,,1.0,8.0,,,0.0,6.0
33,2.0,,,2.0,,8.0,,,7.0,,6.0
34,,4.0,3.0,10.0,,6.0,3.0,9.0,,7.0,
35,,,,9.0,8.0,5.0,,1.0,8.0,,9.0
36,0.0,,,10.0,6.0,1.0,,,,8.0,
37,,,10.0,,,9.0,7.0,7.0,,,
38,,7.0,,10.0,,,,0.0,,4.0,6.0
39,8.0,,,,,0.0,0.0,,,2.0,9.0
40,,9.0,0.0,10.0,1.0,9.0,,,,8.0,
41,7.0,7.0,8.0,,0.0,2.0,10.0,5.0,,7.0,
42,,,,,,,,,0.0,4.0,
43,1.0,0.0,,,9.0,,10.0,3.0,,,6.0
44,4.0,8.0,7.0,,3.0,,,2.0,,4.0,1.0
45,5.0,3.0,,,1.0,,,7.0,9.0,7.0,10.0
46,,,,,7.0,9.0,0.0,,,6.0,4.0
47,,,,,,6.0,,,,,4.0
