0,1,2,3,4,5,6,7
10,56,26,42,10,7,0,0
10,94,37,60,10,73,0,5
10,21,59,5,10,65,8,9
9,4,98,7,10,77,7,7
10,0,22,19,10,87,6,3
10,81,47,63,10,16,6,10
10,40,70,93,10,20,7,4
10,96,3,31,10,76,6,6
10,28,40,75,10,70,1,4
10,97,31,68,10,89,9,10
10,97,94,96,10,23,4,4
10,14,23,5,10,39,4,9
10,70,25,60,1,29,5,1
4,74,88,100,10,48,8,10
10,63,9,94,1,61,3,3
10,77,44,68,10,50,7,10
10,65,4,1,10,72,10,3
10,26,66,19,10,59,2,3
10,38,51,41,10,50,10,1
10,17,45,75,10,57,6,4
10,84,84,23,10,21,10,1
10,90,67,60,10,0,1,4
10,61,88,18,10,34,9,0
10,51,34,12,10,47,1,3
10,97,63,42,10,39,5,2
10,67,29,25,10,55,4,3
10,22,69,84,1,82,7,9
10,70,26,78,10,57,5,5
10,86,20,47,10,82,8,2
10,46,26,82,10,27,3,2
10,31,100,4,10,45,4,4
10,57,66,3,10,70,9,1
10,85,61,1,10,28,5,6
10,70,85,63,10,33,5,3
10,17,3,29,10,48,9,3
10,97,41,96,10,39,5,2
10,45,97,62,10,98,5,9
1,37,90,81,10,19,8,4
10,46,33,54,2,56,5,4
10,20,100,67,10,13,7,5
10,90,73,31,4,97,3,3
10,27,3,84,5,3,6,1
10,8,38,17,10,71,1,6
10,24,21,27,10,12,3,8
10,91,68,28,10,51,10,6
10,72,31,72,10,36,4,7
10,40,10,89,10,32,5,10
10,42,60,51,10,60,8,2
8,27,38,86,10,23,8,7
10,56,71,34,10,95,7,5
10,19,72,91,10,62,0,3
10,8,87,47,2,51,4,6
10,97,30,36,10,27,4,3
10,44,92,18,10,74,6,1
4,80,53,49,10,29,10,3
10,31,1,64,10,37,8,8
5,7,75,70,10,98,3,4
10,37,84,23,10,13,8,7
10,65,41,30,10,53,4,4
10,38,100,44,10,77,4,0
10,52,28,96,8,87,6,6
