0,1,2,3,4,5,6,7
49,56,26,42,74,7,0,0
15,94,37,60,35,10,0,5
68,21,59,5,55,10,8,9
9,4,98,7,76,10,7,7
15,0,22,19,28,10,6,3
54,81,47,63,74,10,6,10
12,40,70,93,39,10,7,4
58,96,3,31,57,10,6,6
27,28,40,75,48,10,1,4
40,97,31,68,66,10,9,10
74,97,94,96,15,10,4,4
46,14,23,5,65,10,4,9
18,70,25,60,1,10,5,1
4,74,88,100,16,10,8,10
74,63,9,94,1,10,3,3
61,77,44,68,34,10,7,10
59,65,4,1,69,10,10,3
84,26,66,19,78,10,2,3
15,38,51,41,75,10,10,1
45,17,45,75,53,10,6,4
53,84,84,23,76,10,10,1
48,90,67,60,84,0,1,4
67,61,88,18,83,10,9,0
89,51,34,12,59,10,1,3
22,97,63,42,99,10,5,2
47,67,29,25,31,10,4,3
67,22,69,84,1,10,7,9
63,70,26,78,22,10,5,5
35,86,20,47,92,10,8,2
12,46,26,82,45,10,3,2
23,31,100,4,78,10,4,4
13,57,66,3,87,10,9,1
25,85,61,1,39,10,5,6
85,70,85,63,80,10,5,3
21,17,3,29,41,10,9,3
83,97,41,96,46,10,5,2
93,45,97,62,19,10,5,9
1,37,90,81,70,10,8,4
35,46,33,54,2,10,5,4
93,20,100,67,34,10,7,5
55,90,73,31,4,10,3,3
78,27,3,84,5,3,6,1
26,8,38,17,75,10,1,6
57,24,21,27,69,10,3,8
19,91,68,28,30,10,10,6
39,72,31,72,57,10,4,7
22,40,10,89,40,10,5,10
34,42,60,51,10,10,8,2
8,27,38,86,53,10,8,7
42,56,71,34,70,10,7,5
38,19,72,91,22,10,0,3
33,8,87,47,2,10,4,6
60,97,30,36,41,10,4,3
35,44,92,18,13,10,6,1
4,80,53,49,61,10,10,3
78,31,1,64,68,10,8,8
5,7,75,70,29,10,3,4
30,37,84,23,88,10,8,7
66,65,41,30,11,10,4,4
76,38,100,44,64,10,4,0
17,52,28,96,8,10,6,6
46,20,2,78,35,10,9,6
73,96,69,95,91,10,7,3
57,86,12,76,3,10,6,9
26,15,14,11,2,10,8,2
32,100,61,45,40,10,8,8
21,24,71,60,22,10,7,9
45,41,14,11,41,5,10,2
72,57,45,52,62,10,0,0
20,62,16,9,5,10,2,3
39,70,17,99,44,10,9,7
42,24,50,49,52,10,9,3
70,32,15,5,43,10,9,4
38,2,13,33,48,10,5,5
61,82,41,52,72,5,9,2
57,57,63,48,35,10,5,6
39,28,45,95,47,10,0,9
53,66,64,76,90,10,2,3
89,22,21,76,42,10,5,2
90,15,5,98,18,10,3,9
76,21,81,93,51,10,4,5
61,87,21,12,12,10,2,0
67,56,79,27,14,10,10,8
97,31,4,67,86,7,5,1
67,30,48,60,42,10,1,4
74,70,10,33,36,10,5,9
98,74,59,45,62,10,6,0
38,74,91,90,88,10,7,5
77,68,79,83,36,10,9,6
