0,1,2,3,4,5,6,7
49,56,26,42,74,7,0,0
15,94,37,60,35,73,0,5
68,21,59,5,55,65,8,9
9,4,98,7,76,77,7,7
15,0,22,19,28,87,6,3
54,81,47,63,74,16,6,10
12,40,70,93,39,20,7,4
58,96,3,31,57,76,6,6
27,28,40,75,48,70,1,4
40,97,31,68,66,89,9,10
74,97,94,96,15,23,4,4
46,14,23,5,65,39,4,9
18,70,25,60,1,29,5,1
4,74,88,100,16,48,8,10
74,63,9,94,1,61,3,3
61,77,44,68,34,50,7,10
59,65,4,1,69,72,10,3
84,26,66,19,78,59,2,3
15,38,51,41,75,50,10,1
45,17,45,75,53,57,6,4
53,84,84,23,76,21,10,1
48,90,67,60,84,0,1,4
67,61,88,18,83,34,9,0
89,51,34,12,59,47,1,3
22,97,63,42,99,39,5,2
47,67,29,25,31,55,4,3
67,22,69,84,1,82,7,9
63,70,26,78,22,57,5,5
35,86,20,47,92,82,8,2
12,46,26,82,45,27,3,2
23,31,100,4,78,45,4,4
13,57,66,3,87,70,9,1
25,85,61,1,39,28,5,6
85,70,85,63,80,33,5,3
21,17,3,29,41,48,9,3
83,97,41,96,46,39,5,2
93,45,97,62,19,98,5,9
1,37,90,81,70,19,8,4
35,46,33,54,2,56,5,4
93,20,100,67,34,13,7,5
55,90,73,31,4,97,3,3
78,27,3,84,5,3,6,1
26,8,38,17,75,71,1,6
57,24,21,27,69,12,3,8
19,91,68,28,30,51,10,6
39,72,31,72,57,36,4,7
22,40,10,89,40,32,5,10
34,42,60,51,10,60,8,2
8,27,38,86,53,23,8,7
42,56,71,34,70,95,7,5
38,19,72,91,22,62,0,3
33,8,87,47,2,51,4,6
60,97,30,36,41,27,4,3
35,44,92,18,13,74,6,1
4,80,53,49,61,29,10,3
78,31,1,64,68,37,8,8
5,7,75,70,29,98,3,4
30,37,84,23,88,13,8,7
66,65,41,30,11,53,4,4
76,38,100,44,64,77,4,0
17,52,28,96,8,87,6,6
46,20,2,78,35,98,9,6
73,96,69,95,91,75,7,3
57,86,12,76,3,51,6,9
26,15,14,11,2,39,8,2
32,100,61,45,40,28,8,8
21,24,71,60,22,45,7,9
45,41,14,11,41,5,10,2
72,57,45,52,62,90,0,0
20,62,16,9,5,26,2,3
39,70,17,99,44,45,9,7
42,24,50,49,52,53,9,3
70,32,15,5,43,91,9,4
38,2,13,33,48,12,5,5
61,82,41,52,72,5,9,2
57,57,63,48,35,61,5,6
39,28,45,95,47,62,0,9
53,66,64,76,90,20,2,3
89,22,21,76,42,10,5,2
90,15,5,98,18,54,3,9
76,21,81,93,51,22,4,5
61,87,21,12,12,14,2,0
67,56,79,27,14,96,10,8
97,31,4,67,86,7,5,1
67,30,48,60,42,56,1,4
74,70,10,33,36,77,5,9
98,74,59,45,62,23,6,0
38,74,91,90,88,75,7,5
77,68,79,83,36,17,9,6
80,60,71,99,4,70,3,9
3,24,77,86,84,13,6,0
97,41,99,98,31,77,7,3
37,61,79,10,82,20,2,3
5,59,19,88,65,89,4,8
55,30,54,17,39,1,4,6
96,12,31,11,31,36,10,4
22,84,4,57,28,91,10,8
50,35,81,72,19,26,8,5
15,3,64,77,13,53,6,10
76,46,26,28,60,21,7,9
71,19,92,9,58,40,8,9
51,94,16,11,84,84,9,7
90,55,99,99,17,62,0,6
78,94,25,22,95,93,5,6
15,89,23,76,61,84,8,3
69,16,43,78,7,95,7,7
23,9,39,40,30,100,4,0
79,97,15,86,45,84,9,8
55,49,59,57,78,46,4,2
65,4,40,99,15,79,2,7
86,18,79,72,92,62,0,5
4,76,45,83,64,87,0,9
61,85,98,71,8,70,2,1
46,17,95,30,73,82,9,9
6,14,47,23,12,73,0,9
33,46,43,95,75,66,4,1
20,10,24,0,58,89,10,6
52,36,19,100,1,36,7,0
59,94,77,28,39,15,9,10
10,79,51,8,23,12,0,4
55,75,78,31,64,95,10,9
22,15,15,88,68,100,3,2
6,39,96,27,41,65,9,3
30,2,77,31,2,21,4,9
31,80,84,57,14,32,9,7
70,37,30,39,44,95,7,0
57,40,84,16,13,92,5,8
64,34,73,66,4,5,5,2
43,31,31,85,82,87,4,8
27,4,69,40,43,60,10,0
18,72,55,11,19,5,8,2
66,26,77,8,28,68,9,9
63,25,68,83,73,73,2,0
45,93,57,80,2,27,3,8
6,72,64,5,23,49,3,9
75,85,49,65,68,27,7,8
1,23,11,86,81,36,1,1
5,7,56,86,70,66,5,4
56,59,22,73,63,77,0,8
38,85,22,81,52,95,4,5
70,14,11,29,56,23,9,3
99,73,29,71,0,97,6,2
63,28,58,96,45,23,4,1
9,11,99,14,20,48,3,5
9,70,42,72,53,92,8,7
94,79,41,18,86,23,10,2
21,43,76,72,35,27,4,1
18,46,40,28,79,43,7,5
95,97,32,100,67,53,7,5
55,76,92,80,31,69,5,4
30,38,33,32,2,68,9,4
67,57,69,2,53,67,6,10
29,34,12,35,89,69,2,5
37,80,25,51,5,54,9,3
2,28,54,4,98,98,9,1
32,52,79,28,60,55,0,10
87,5,14,14,21,18,6,5
47,18,5,59,1,2,2,10
56,66,89,68,78,40,0,5
81,43,22,18,19,92,1,3
20,34,86,48,26,61,5,5
17,7,10,72,51,94,3,7
41,49,77,58,1,87,10,9
93,62,60,15,30,81,6,8
88,51,40,21,23,43,4,9
86,70,40,39,47,8,2,10
1,79,11,72,85,4,0,4
39,94,7,88,21,24,7,3
66,69,94,50,36,0,1,3
91,31,37,77,62,9,10,6
69,39,79,16,30,35,2,2
60,80,48,77,91,4,7,6
46,45,94,10,35,18,2,2
27,14,64,80,99,94,3,5
86,69,54,30,26,69,7,5
25,98,96,24,33,52,6,9
46,95,82,30,99,45,5,6
55,8,37,79,41,35,7,6
35,96,48,40,62,4,0,7
93,65,88,76,51,81,3,5
81,6,96,21,65,78,7,6
7,69,58,1,32,3,0,1
83,67,68,12,16,5,7,7
53,12,2,72,41,52,6,10
52,46,68,83,92,42,5,0
63,39,66,95,68,61,5,10
40,26,9,23,80,17,4,9
29,78,21,55,26,57,10,6
33,40,91,28,28,31,4,6
84,89,83,84,39,66,3,3
16,77,57,61,53,45,7,8
39,82,96,32,48,55,6,6
25,48,49,64,34,22,1,7
20,23,54,11,61,17,7,0
93,20,90,21,95,3,4,6
5,53,87,38,51,15,2,7
79,10,48,12,49,94,4,7
57,34,48,84,34,10,9,1
