,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,,3,,,,,,,,6,,,,
1,,,0,,,,,,,,3,,,,
2,,,5,,,,,,,,5,,2.0,,
3,,,1,,,,,,,,8,,,7.0,
4,,,2,5.0,,,,,,,3,,,,
5,,4.0,1,,,,,,,,9,5.0,,6.0,
6,,,4,,,,,3.0,,,3,,,,
7,,,3,,,,,,4.0,,8,,,,
8,,,4,,,,,,,3.0,4,,,,
9,,,10,,,,,,,,4,,9.0,,
10,,6.0,8,,,,4.0,,4.0,,7,,,,
11,,,5,,,,,,,,0,,6.0,,
12,9.0,,1,,,,,,,,5,,,,
13,,,4,,,,8.0,,,,7,,,,
14,,,3,,,,,,,,2,2.0,,,
15,2.0,,9,,,,,,,,4,,,,
16,,,9,,,,1.0,,,8.0,5,,,,
17,,,6,,,,9.0,,,,2,,,,7.0
18,,,5,,,,,,,,10,,,,
19,,,9,,,,,,,,7,,,,
20,,,4,,,,,,10.0,,1,,,,
21,,,10,,7.0,,,5.0,,,3,,,,
22,,,8,,,,,,,,5,,,,
23,,,7,,,,,,,,8,,,1.0,
24,,,3,,,,,,,,4,,,8.0,
25,,,0,,,,3.0,,,,0,,,,8.0
26,,,5,,,,,,,,10,,,10.0,
27,,,9,,,,,,,,7,,,,
28,,,3,10.0,,,,,,,8,,,,
29,,,8,,,,,,,,0,,,,
30,,,7,,,,,1.0,,,3,,4.0,2.0,
31,,,5,,,,,,,,3,,,,
32,,1.0,2,,,,,,,10.0,3,,,,
33,,6.0,9,,,,,,,,1,,,,
34,,,3,,,,,6.0,10.0,,5,,,,
35,,,6,,,,,,,,2,,,,
36,,,8,,,,9.0,5.0,,,0,,,,
37,,,7,,,,,,,6.0,6,,,,
38,,,6,4.0,,,,2.0,,4.0,0,,,,
39,,,10,,,,,,,,3,,,,
40,,,5,,,,,,,,9,,,,
41,,,6,,,,,,,,8,,,,
42,,5.0,5,,,,,,,5.0,4,,1.0,,
43,,,9,,,,,,,,2,,,,
44,,,0,,,,,,,,9,,,,
45,,,9,0.0,6.0,,,,,,3,,,,
46,,,0,,,,2.0,6.0,,,7,,,,
47,,,0,4.0,,,,,,,7,,,,
48,,,6,,,,,,,,7,,,,
49,1.0,,3,,,,,0.0,,,9,,,,
50,,,6,,,,,,,,7,,,,
51,,,1,,,,,,,6.0,9,3.0,,,4.0
52,,,4,,,,,,,,8,,,,
53,,,2,,,,,,,,10,8.0,,,
54,,,10,,,,,,,,2,,,,
55,,,8,,,,,10.0,,,0,,,,
56,,,1,,,,,,,,4,,,,10.0
57,,,4,,,,,,9.0,0.0,10,0.0,9.0,,
58,,,5,,,,5.0,,,,8,,,,
59,2.0,,6,10.0,3.0,,6.0,,,,2,,,,
60,,,2,,,9.0,,,,,8,,,1.0,
61,,,7,,,,7.0,,,,5,,,,
62,,,10,,,,,,,6.0,9,,,,
63,,,4,,,,,,,9.0,1,8.0,,,
64,,,10,,,,,,,,8,,,,
65,10.0,,1,,,,,,,,10,,,,
66,,,2,,,,,,,,8,,,,9.0
67,,,6,,,,,,,,1,,,,
68,,,3,,,,,,,,10,,,6.0,1.0
69,,,7,,,,,,,,4,,,,
70,,,10,6.0,,,,,,,1,,,,
71,,,1,,,,,,,,7,,,,
72,,,7,9.0,,,,9.0,,,5,,,,
73,,,7,,,,,1.0,,,6,,,,
74,,,2,,,,,,7.0,,1,,,,
75,,,10,4.0,,,,,,,2,,,2.0,
76,,,9,,,,,,,,6,,,,
77,,,6,5.0,,,,,,,4,10.0,,,
78,,,6,,,7.0,,,,2.0,4,,,,
79,6.0,,9,,8.0,,,,,,4,,,,
80,,,6,6.0,,,9.0,,,,4,,,,
81,,,7,,,,,,,,1,,,,
82,,,2,,,,,6.0,,,2,,,,
83,,,10,,,,,,2.0,,9,,,,
84,,,3,,,,,,0.0,,5,,,,
85,3.0,,7,,,3.0,,,,,10,,8.0,,
86,,,1,,,,,,,,1,,,,
87,,,9,,,,,,,8.0,9,,,,
88,,,5,,,,,,,,9,10.0,,,
89,,,1,1.0,,,5.0,,,,0,,,,
90,,,3,,,,,,,,9,10.0,,,
91,,,2,,,,,,4.0,,3,,,,
92,,7.0,4,,4.0,,,,,,1,,,,
93,,,0,2.0,,,,,,,1,,,,
94,,,4,,,,,,,,0,,,,
95,5.0,,8,,,,,,,,4,,,,
96,,,5,9.0,,,,,,,6,,,,
97,,,9,,,,,,,,5,,,,
98,,,8,,,,,,10.0,,7,,,,
99,,4.0,4,,5.0,,,,,,3,,,,
100,10.0,,3,,,,5.0,,,,2,,,,
101,,,3,,,4.0,,,,,10,,,,
102,,,9,,,,,,,,2,,7.0,,
103,,,8,,,,,,,,7,,,,
104,,,8,,,,,,,,1,,8.0,,
105,,,5,,,,,,,,5,,,,8.0
106,,,8,,8.0,,,,,,4,,,,
107,,,10,,,,,,,,6,,,,
108,,,10,,,,,,,,1,,,6.0,
109,,,7,,,,,,,,7,,,,
110,,,2,,3.0,,,,,,0,,,,
111,,,0,,,,,,,,9,,,,
112,,,4,,,,,,,,8,,,,
113,,,6,,,,,,,,4,,,,
114,,,9,10.0,,,,,,,10,,,,10.0
115,,,0,,,,,2.0,,,4,,,,
116,,,1,,,,,,,,2,2.0,1.0,,
117,,,4,,,,,,,,4,,,,
118,,,6,,,,5.0,1.0,,,9,,,8.0,
119,,,10,,,,,,,,5,,,,
120,,,0,,,,,,,,1,2.0,10.0,,
121,,,6,,,,,,,,3,,,,
122,,,4,,,,,,,3.0,10,,,,
123,,,9,,,,,,,,4,,,,
124,,,4,,,2.0,,1.0,,,9,,,,
125,,,8,,,10.0,,,,,5,,,2.0,
126,,,2,,,,,,,,2,0.0,,,
127,,,4,,,,,,,,9,,,,
128,,,1,,8.0,,,,,,2,,,,
129,,,10,,,,,,,,4,,,,
130,,,4,,,,,,,,4,,,,
131,,,9,,,,,,2.0,,8,,,,8.0
132,,,9,,,9.0,,,,,10,,10.0,,
133,,,7,,,,,,,,9,,,,
134,,,9,,2.0,,,,,,2,1.0,,,
135,,,0,,,,,5.0,,,7,,,,
136,10.0,,4,,,,,,,,0,,1.0,,
137,,,10,,,,,,,,1,,,,0.0
138,,,2,,,,,,,,2,,,,
139,,,9,10.0,,,,,2.0,,10,4.0,,,
140,,,10,,,,6.0,,,,9,2.0,,,4.0
141,,,6,,,,,,,,1,8.0,,,
142,,,2,7.0,,,,2.0,,,9,,,,
143,,,3,,,,,,,,2,,,,
144,,,10,,,,,,,,4,,,,
145,,,3,5.0,,,,,,,2,,,,
146,,,2,,,,,,,,8,,,,
147,,,6,,,7.0,,,,,4,,,,
148,,,6,,,,,,,,1,1.0,4.0,7.0,
149,,,3,1.0,,,,,3.0,8.0,9,,0.0,,
150,,,3,,,,,,,,6,,,,
151,,,8,,,,,,,,5,,,,
152,,,7,5.0,,,,,,7.0,1,,,,
153,0.0,,5,,,,,,,,8,0.0,,,
154,,5.0,6,,,,,,,8.0,1,,,,
155,,2.0,4,,,,,,,,8,,,,
156,,,2,,,,,,,,9,,,,0.0
157,3.0,0.0,10,,,,0.0,,4.0,,7,,,,
158,10.0,,8,4.0,,,,,,,4,6.0,,,
159,,,2,,,,10.0,,,,2,2.0,,,
160,,2.0,9,1.0,,,,,,,7,,,,
161,,,8,,,,,,,,3,,,10.0,
162,,,8,,,,,,,,10,,10.0,,
163,5.0,,7,,,,,,,,9,,0.0,,
164,,,3,,,,,,2.0,,9,,,,
165,9.0,,9,,,,,,,,2,,,,
166,,,4,,10.0,,,,,,10,,,,4.0
167,0.0,,9,,,,,,,,2,10.0,10.0,,
168,,,5,,,,,,,,7,,,,
169,,,1,,,,,,,,8,,,,
170,,,9,,,,,,10.0,,5,,,,
171,,,8,,,,,,,,9,,,1.0,1.0
172,,,7,5.0,9.0,9.0,,,9.0,,10,,,,
173,,,5,0.0,,,,,,,10,,,,
174,,,3,,9.0,,,,,,4,,,,
175,,,9,,3.0,,,,,,2,,,,10.0
176,,,1,,,,,,,,10,,,,
177,,,7,,,,,,,,10,,,,
178,,,1,,9.0,,,,,,1,,3.0,,
179,4.0,,0,,,,,,,,0,,9.0,1.0,
180,,,9,,,,,3.0,,,4,,,,
181,,,1,,,,6.0,,,,9,,,,
182,,,6,,,,,,,,0,,,,
183,,10.0,8,,,,,,,,4,,7.0,,
184,,,6,,,,,,,,2,,0.0,,
185,,,1,,,,,,0.0,,6,,,,1.0
186,,,7,,,,,,,,8,,,,
187,,,7,,,,,,,,4,,,10.0,
188,,,5,,,,,,,,10,,,,
189,,,4,3.0,8.0,,,,,,4,,,,
190,2.0,,0,,,,,,,,0,,,,
191,,,9,,3.0,,,,,10.0,0,,,,
192,10.0,9.0,10,,,,,1.0,,,0,10.0,,,
193,,,1,,,,,,,,4,,,,
194,,,3,,,,,,,,7,,,5.0,
195,,,6,,,,,,,8.0,6,,,,
196,5.0,,8,3.0,,,,,,,3,,,,
197,,,4,,,,4.0,,,,7,,,,
198,,,8,,,,,,,4.0,0,,,0.0,
199,,,0,,,,,,,,5,,,1.0,
200,,,8,,,,,5.0,,0.0,10,5.0,,,
201,,,7,,,,,,,,10,,,,
202,,,10,,,,,7.0,4.0,,2,,,,
203,,,5,,,,,,,,5,5.0,,,
204,,,6,,,,,,,,1,5.0,,,
205,8.0,,0,,6.0,,,,10.0,,0,,,,
206,,,7,,,,,,,,10,,,,
207,,,5,,,,10.0,,,,3,,,,4.0
208,,,3,8.0,2.0,,,,,10.0,3,,,,7.0
209,,,8,0.0,2.0,,,,,0.0,5,,,,
210,,,6,,,,,,,,8,,,,
211,,,3,,,,,,,,6,,8.0,,
212,,,3,4.0,,,,10.0,,,9,,,,
213,,,6,,,,,,8.0,0.0,0,,,,
214,,,5,,,,,,,,2,,,,
215,,,8,,,,,,3.0,7.0,0,,,,10.0
216,,,10,,,7.0,,,,,6,,,7.0,
217,,4.0,9,10.0,,,,,,,3,,,,
218,,,8,,,,,,,,6,3.0,,,
219,,9.0,1,,,,,,,,10,,2.0,,
220,,,9,8.0,,,,1.0,,,1,8.0,,,
221,,,0,,,,,,,,7,,,,
222,,,10,,,,,,,,1,,,3.0,
223,,,8,,6.0,,,,7.0,,10,10.0,,,
224,,,9,,,,,,,,10,0.0,,6.0,
225,,,9,,,7.0,,2.0,,,4,,,,
226,,,4,,,,,,,,3,,,,
227,,,6,10.0,,,,,,2.0,2,,,,
228,,,4,,,,,,,4.0,4,,,,
229,4.0,,2,,,,,,,,3,,,,
230,,,0,,,,,,,,5,,5.0,,5.0
231,,,8,,,,4.0,,2.0,,4,,,,
232,,,8,,,,,,,,5,,,,
233,,,10,3.0,0.0,,,,,,8,,,,
234,,,1,,,,,,,,8,,0.0,,
235,,,0,,,,,,,,1,,,,
236,,,4,,,,,,,,2,,,,
237,,,8,,,,,,,,1,,,,
238,,,2,5.0,,,,,,,3,,7.0,2.0,
239,,,8,10.0,,,,,,,1,,,,
240,,,4,,,1.0,,,,,8,,2.0,,
241,,,6,,,,4.0,0.0,,,8,,,,
242,,,3,,,,,5.0,,,2,,,,
243,1.0,,4,,,,,9.0,,,9,,4.0,,
244,9.0,,1,4.0,,,,,,,0,,,,
245,,,4,,8.0,,,,,6.0,9,,,,6.0
246,,,10,,,,,,,,6,10.0,,,10.0
247,,,4,,6.0,,7.0,,,,6,8.0,,,
248,,,0,,,,,,,,3,8.0,,,
249,,,2,,,,,,,,3,1.0,10.0,,2.0
250,,,0,,,,,,,,8,,,,
251,,,3,6.0,2.0,,,,,,7,,,,
252,,,4,,,,5.0,0.0,,,10,,,9.0,
253,,,3,,,,2.0,,,,1,,,7.0,
254,,,7,,,,,,,,6,,,,
255,,,5,,7.0,,,,,,9,,,,
256,,,3,,,,,,,,1,,,,
257,,,0,,,,,,,,7,,,,
258,,,4,,,1.0,,,,,9,,,6.0,6.0
259,,,2,,,,,,9.0,,3,2.0,,,
260,,,0,,,8.0,,,,,1,,,,
261,8.0,,6,,,,4.0,,,,6,,,,
262,,5.0,5,,,,,,,,5,,,5.0,
263,,,5,,,,,,10.0,,0,,,,
264,4.0,,9,,,,,,,,3,7.0,,,
265,,,0,,,,,,,,5,,,,
266,,,6,,,,,,,,6,,,,
267,,,7,,,,,,,1.0,7,,,,
268,,,3,,,,,,,,2,,,,
269,,,5,,,9.0,10.0,,,,1,,,,
270,,,10,,,,,,,,6,,,,
271,,7.0,10,,,,,,,9.0,4,,,,
272,,,10,,,,,5.0,,,10,,,,8.0
273,,,1,,,,8.0,10.0,,,2,2.0,,,
274,,,7,,,,,,,,8,,,,
275,,8.0,7,,,,1.0,,0.0,,1,,2.0,,
276,,,2,,,,,,,,4,,7.0,,
277,,,2,,,,,6.0,,,4,,,,
278,,,3,10.0,,,7.0,,,,9,,,,
279,,,4,,,,,4.0,,,10,,,,
280,,,8,,,,,,,,5,,,,
281,,,4,,,,,0.0,,,9,,,,
282,,1.0,9,,,,,,,,9,,5.0,,
283,,,2,,,,,,,,6,4.0,,,6.0
284,9.0,,7,,,,,,,,10,,,9.0,2.0
285,,,4,,,,,,4.0,9.0,4,10.0,,,0.0
286,,,1,,,,,,,,5,2.0,1.0,,
287,,,4,,,,,,,,9,,8.0,,
288,,,4,,,1.0,,,6.0,,5,,,,
