0,1,2,3,4,5,6,7,8,9,10,11,12
8,0,4,7,10,3,8,2,1,10,0,5,7
3,2,2,12,10,8,10,4,7,0,9,6,1
1,5,6,58,10,9,10,8,5,1,7,9,3
10,7,8,11,10,1,10,9,2,3,3,4,4
7,10,9,93,10,10,10,2,4,2,9,7,5
2,8,7,59,10,1,10,8,5,8,0,10,10
1,5,0,87,10,9,10,6,9,7,9,9,9
4,3,5,95,10,5,10,3,6,0,5,6,3
3,0,5,66,10,2,10,3,9,10,2,1,4
4,6,6,72,10,4,10,10,5,8,4,6,6
2,10,10,4,10,9,10,7,7,10,9,7,8
6,8,3,36,10,4,10,3,10,7,3,0,1
4,8,9,34,10,5,10,3,0,7,5,0,9
10,7,4,34,10,6,10,4,5,10,9,4,5
7,9,8,98,10,9,10,2,6,5,3,10,6
4,1,0,63,10,7,10,0,0,4,9,6,9
0,7,6,52,10,9,10,9,1,6,10,5,6
10,8,8,3,10,2,10,6,7,8,6,8,9
8,5,9,47,1,5,10,2,10,8,0,5,5
4,6,5,47,10,4,10,2,7,4,3,9,8
7,8,0,38,10,8,10,2,6,5,9,5,6
2,6,2,22,10,10,10,2,5,4,3,5,1
7,10,4,33,10,8,10,9,7,0,3,1,3
9,6,7,57,10,1,10,8,5,9,2,3,8
0,2,6,95,10,5,10,4,7,3,7,5,0
9,0,2,89,10,2,10,0,3,8,3,4,8
2,2,2,79,10,6,10,3,6,9,5,10,1
5,8,4,71,10,6,10,0,4,10,9,10,1
10,0,5,69,10,4,8,4,9,0,9,2,10
2,1,6,7,10,8,10,1,5,1,2,3,4
8,0,10,93,10,6,10,3,2,1,8,1,2
9,2,5,68,10,0,10,3,5,0,4,10,5
9,8,1,65,3,7,10,3,5,0,5,9,4
2,1,6,21,10,10,10,0,0,9,7,0,3
9,8,1,83,10,2,10,0,6,9,8,10,7
9,7,6,83,10,4,3,9,4,0,0,5,8
6,7,5,10,10,9,10,3,5,5,0,5,1
9,3,3,54,10,8,10,0,2,4,1,7,4
1,5,7,80,10,5,10,5,2,7,0,7,8
5,6,2,37,10,7,10,0,4,4,1,3,5
7,2,5,38,10,2,10,1,4,9,0,7,4
4,0,0,93,10,4,10,8,1,3,7,0,6
5,1,0,7,10,8,10,5,8,4,9,4,1
7,10,7,3,9,6,2,8,10,6,10,9,4
7,9,10,88,10,4,10,5,10,4,8,6,7
3,4,9,58,10,0,10,4,1,2,0,2,5
2,8,2,69,10,8,7,4,2,4,6,8,9
10,2,10,20,10,2,1,1,4,3,0,5,5
5,7,9,95,10,6,10,4,6,9,3,5,6
4,4,3,76,10,9,10,4,1,10,9,6,4
10,4,8,37,10,2,10,4,8,5,10,0,9
7,10,0,58,10,8,10,6,1,9,5,10,1
2,1,7,33,6,5,10,8,10,10,9,8,9
2,3,5,44,10,7,10,9,6,9,7,10,8
6,4,7,29,10,5,10,9,7,7,4,6,0
7,2,10,50,10,1,10,8,10,7,6,8,3
1,5,1,44,10,2,10,1,2,0,9,4,9
3,8,9,26,10,0,10,4,0,8,10,6,5
9,1,8,37,10,4,10,2,5,1,8,7,5
2,7,1,50,10,10,5,6,9,2,3,3,9
0,10,0,47,0,10,10,7,8,1,7,10,9
1,10,3,35,10,1,10,1,3,1,8,3,9
9,6,5,90,10,8,10,6,2,4,1,5,4
6,5,1,14,10,9,9,7,10,9,7,6,1
2,2,3,78,10,3,10,5,7,10,1,2,8
5,10,4,51,10,9,8,2,2,1,7,1,10
10,0,0,15,10,7,10,10,1,3,5,5,9
3,1,1,40,10,1,10,5,5,9,9,5,7
0,5,2,4,10,8,10,7,6,4,9,6,3
4,7,2,83,10,2,7,1,2,5,3,7,5
0,1,9,83,10,10,10,4,8,10,2,0,3
7,9,2,29,10,1,10,4,9,6,3,4,0
0,10,7,47,10,0,10,6,3,2,0,10,4
7,9,0,45,10,4,10,10,6,3,4,4,4
8,8,8,91,10,4,10,5,4,2,10,8,10
6,9,2,23,2,7,10,9,6,3,8,2,4
2,1,5,93,10,1,10,6,1,2,8,6,3
3,10,5,11,10,8,10,1,6,7,1,2,6
3,9,3,38,10,3,10,0,3,3,2,2,6
8,6,0,21,10,2,10,7,10,0,8,9,4
9,2,7,20,10,0,10,2,7,1,5,0,10
5,8,4,79,10,10,10,9,1,2,5,6,6
3,7,1,70,10,5,10,6,9,6,6,3,9
9,3,8,0,10,3,10,4,3,8,4,0,1
6,5,1,82,10,4,10,3,7,10,4,9,2
8,2,7,88,10,1,10,9,7,2,4,9,7
0,6,9,60,9,1,3,10,6,1,1,4,8
5,1,4,56,10,9,10,9,6,5,1,7,6
6,7,9,40,10,7,10,6,8,3,1,8,8
3,2,9,53,10,6,10,5,10,4,3,4,2
5,7,0,73,10,0,4,7,6,9,3,10,1
7,9,8,50,10,2,10,0,6,3,4,7,1
1,0,5,28,10,0,10,9,7,5,3,10,7
1,1,5,12,10,10,10,2,8,2,8,4,6
6,4,10,25,10,10,10,10,5,8,10,9,0
10,0,7,42,10,3,9,4,9,1,8,9,3
2,2,2,43,10,4,10,3,0,5,10,10,4
3,4,5,15,10,9,10,2,9,7,1,2,7
