,0,1,2,3,4,5,6,7,8
0,96,63,9,5,89,74,11,91,2
1,21,27,1,68,1,39,45,33,60
2,34,63,1,2,70,68,42,82,56
3,41,27,8,25,37,74,54,97,12
4,75,2,9,61,3,51,16,17,31
5,22,90,9,56,86,57,74,52,80
6,68,44,0,18,63,65,23,45,90
7,97,77,2,69,80,6,30,70,33
8,82,16,8,99,91,49,32,20,27
9,35,81,0,99,58,46,43,94,24
10,8,66,2,98,71,12,91,77,13
11,90,57,2,62,31,77,20,52,56
12,13,84,8,16,38,78,99,95,80
13,99,69,9,48,64,24,56,34,85
14,15,78,1,83,87,23,88,12,92
15,91,12,6,89,95,71,89,57,94
16,34,20,6,11,21,43,89,84,76
17,59,57,2,15,13,77,25,52,42
18,79,29,0,100,34,43,12,87,35
19,50,46,9,21,24,91,34,60,88
20,32,75,6,53,14,9,75,68,69
21,88,11,2,60,93,52,37,46,22
22,11,16,0,32,69,56,60,9,14
23,34,42,3,55,93,86,21,41,46
24,32,89,9,49,24,8,41,22,33
25,98,85,2,8,20,93,100,39,76
26,29,51,6,20,2,5,76,58,52
27,98,82,9,5,40,96,90,79,2
28,2,96,4,3,99,36,71,74,92
29,78,5,3,24,9,94,42,73,5
30,61,42,6,38,59,38,83,10,3
31,95,22,5,71,68,47,76,92,8
32,75,75,7,26,77,1,12,6,83
33,13,29,6,58,41,36,22,27,60
34,5,100,6,81,47,70,79,94,15
35,69,70,1,54,48,70,80,61,31
36,11,25,5,37,40,91,63,6,28
37,93,37,6,82,100,19,3,87,58
38,20,78,8,57,31,52,42,22,90
39,31,66,1,54,56,35,57,18,79
40,43,91,6,71,87,100,90,41,58
41,65,98,8,100,48,45,64,3,94
42,37,76,3,87,8,9,42,49,16
43,46,19,1,31,55,70,49,70,11
44,28,37,7,91,70,3,6,80,45
45,29,40,3,88,45,26,83,57,93
46,42,20,0,71,73,96,76,2,89
47,20,2,0,1,35,78,7,57,86
48,45,44,5,24,34,88,19,72,39
49,99,4,8,54,66,8,12,84,91
50,82,34,9,81,12,80,73,11,60
51,51,95,0,21,53,57,56,16,41
52,20,6,3,38,98,15,92,37,12
53,9,66,4,66,42,24,26,32,42
54,85,7,1,20,64,93,100,37,80
55,81,21,1,6,2,52,53,99,1
56,53,55,7,74,19,59,78,29,47
57,44,100,9,67,93,65,50,79,91
58,43,79,6,26,50,6,85,95,3
59,18,26,1,65,11,34,49,21,9
60,35,81,5,67,79,59,70,22,92
61,77,46,3,80,94,63,51,87,53
62,88,89,4,91,77,91,26,70,32
63,97,96,9,29,88,18,36,45,47
64,75,79,1,63,66,58,84,32,72
65,3,14,0,8,13,24,99,81,30
66,86,33,7,43,1,66,97,68,92
67,90,98,6,88,89,55,69,22,33
68,35,32,5,19,67,66,9,62,56
69,12,41,9,40,90,17,67,75,15
70,9,4,6,5,59,60,33,27,70
71,76,10,0,21,79,74,67,87,49
72,55,31,10,93,93,2,78,94,28
73,75,5,9,41,49,73,10,30,80
74,0,26,6,6,69,76,58,61,14
75,10,63,9,63,7,61,87,10,33
76,36,59,4,71,94,39,85,40,70
77,83,15,7,4,15,62,0,23,3
78,93,94,10,1,76,14,38,40,99
79,18,67,8,43,15,84,17,100,81
80,79,31,5,96,45,60,19,99,81
81,36,73,10,58,65,49,46,18,78
82,4,27,2,52,13,95,2,47,10
83,57,65,0,69,23,94,46,96,56
84,54,43,6,44,61,85,1,72,53
85,40,77,10,52,43,97,86,13,30
86,60,54,10,11,34,12,15,83,44
87,75,69,7,20,25,18,34,97,85
88,57,30,0,64,86,7,79,96,69
89,29,90,6,99,4,4,88,92,14
90,30,95,9,47,28,80,39,15,6
91,3,3,3,33,78,86,26,97,77
92,57,85,0,61,13,41,62,28,37
93,23,88,6,68,69,27,43,15,14
94,92,6,7,93,57,62,73,4,24
95,4,32,5,8,50,59,77,9,44
96,48,52,5,39,61,62,28,69,12
97,10,74,0,46,88,34,18,94,35
98,57,35,4,99,23,57,42,82,3
99,40,60,3,100,30,88,13,69,78
100,38,5,0,2,85,22,65,53,75
101,34,71,2,68,88,19,66,99,25
102,61,12,2,13,72,18,49,7,48
103,59,75,7,93,59,79,82,90,5
104,100,4,7,19,16,50,89,56,41
105,25,95,4,36,16,55,96,12,50
106,44,42,0,85,37,41,15,33,37
107,74,54,9,70,80,94,98,24,0
108,27,94,8,45,66,10,56,87,26
109,68,2,7,64,14,17,71,2,79
110,74,28,5,15,67,50,65,24,9
111,54,8,3,18,33,38,55,84,70
112,68,79,7,47,76,47,48,42,96
113,26,44,7,28,47,98,69,93,2
114,73,53,9,83,37,1,84,41,30
115,5,36,0,65,92,36,85,13,17
116,83,87,4,6,40,15,21,7,42
117,17,76,10,24,94,84,34,65,65
118,38,1,2,84,79,39,75,14,97
119,34,41,3,34,45,18,30,99,60
120,77,6,5,79,78,20,76,68,97
121,30,21,7,71,98,48,99,77,53
122,38,73,3,19,61,18,0,45,43
123,92,79,9,20,45,6,0,96,21
124,32,13,7,21,10,70,37,36,71
125,32,9,0,56,16,9,51,56,46
126,53,59,0,89,77,88,71,50,25
127,38,33,5,94,44,84,25,10,68
128,2,46,3,56,5,2,24,35,8
129,17,77,2,98,24,5,82,1,79
130,85,79,5,98,94,14,27,89,7
131,7,99,6,94,24,51,23,16,19
132,41,36,5,31,5,38,43,13,28
133,59,89,5,93,4,94,26,50,99
134,68,8,8,11,82,79,18,51,100
135,69,27,4,30,76,52,28,81,32
136,77,18,3,57,58,40,2,21,16
137,85,14,4,30,14,57,74,25,93
138,32,78,7,46,85,25,61,62,82
139,24,25,2,91,23,53,47,6,85
140,60,60,9,54,19,24,13,28,39
141,31,76,6,47,60,3,36,32,8
142,46,38,8,17,3,75,20,79,30
143,19,89,7,38,56,22,29,30,96
144,53,82,8,98,90,45,75,0,57
145,21,65,2,24,19,73,47,14,48
146,40,6,0,71,75,8,39,95,27
147,75,98,2,68,32,11,37,0,52
148,25,73,9,81,91,52,35,78,93
149,56,40,1,60,47,1,45,25,43
150,4,60,5,96,45,76,36,65,54
151,38,87,0,25,1,94,23,45,8
152,4,17,6,17,56,83,88,72,68
153,64,25,4,85,31,60,93,88,69
154,20,71,4,40,77,5,39,36,6
155,86,17,1,12,53,89,3,81,12
156,27,40,4,18,68,26,17,27,97
157,7,56,10,45,79,90,99,85,79
158,49,21,6,68,91,85,30,45,39
159,87,21,7,37,9,80,62,25,72
160,7,37,2,37,68,68,97,84,75
161,27,78,8,95,93,37,54,18,45
162,73,24,1,96,9,59,10,27,49
163,86,99,3,37,73,46,48,25,29
164,13,36,6,81,28,27,87,41,56
165,2,71,9,7,2,61,9,82,1
166,34,30,4,2,23,73,18,85,30
167,48,39,2,12,90,39,4,23,10
168,89,31,8,83,40,60,30,99,68
169,45,70,8,0,44,83,53,47,28
170,85,82,9,10,93,40,98,63,49
171,92,16,6,20,84,91,71,35,58
172,47,85,4,8,77,30,88,50,49
173,93,74,6,12,70,68,17,17,74
174,52,72,8,8,49,11,86,70,59
175,2,77,1,50,91,52,54,29,0
176,46,40,2,11,60,88,13,85,37
177,59,80,6,64,62,49,0,55,57
178,17,68,5,23,23,32,28,14,51
179,61,45,9,2,52,62,100,12,20
180,99,90,6,14,69,67,29,94,15
181,51,23,6,63,68,8,21,92,15
182,96,77,5,39,14,82,36,55,34
183,65,49,8,60,12,32,68,16,88
184,8,74,5,80,13,39,99,41,44
185,41,84,4,35,6,89,30,52,32
186,87,19,9,98,54,43,34,36,51
187,4,90,5,99,32,65,39,32,52
188,65,62,0,97,95,98,55,8,67
189,50,31,6,42,96,70,76,99,4
190,80,81,8,52,73,95,65,38,96
191,31,94,9,67,24,9,80,25,11
192,81,36,5,73,79,10,81,17,61
193,83,83,0,38,4,88,29,20,65
194,33,46,4,58,99,31,93,33,22
195,12,31,7,44,45,18,85,21,12
196,45,52,6,16,79,47,36,70,63
197,80,38,5,41,92,68,7,60,22
198,61,10,1,29,21,63,95,76,25
199,1,100,7,42,21,76,8,20,100
200,67,87,1,72,30,99,84,51,50
201,2,22,3,40,80,13,70,88,34
202,28,59,4,55,38,66,27,28,55
203,32,24,4,62,24,10,86,29,72
204,3,8,1,55,94,40,8,64,79
205,84,20,10,59,80,26,51,2,8
206,33,66,8,62,0,12,0,44,58
207,94,22,0,57,48,33,1,90,82
208,12,87,2,73,92,30,12,76,52
209,0,47,6,69,9,48,93,0,29
210,29,65,2,52,24,64,13,90,80
211,87,3,3,44,92,68,60,47,92
212,32,55,0,55,1,18,28,81,18
213,42,83,3,45,12,12,97,62,0
214,96,42,1,1,45,34,81,3,61
215,0,88,3,81,43,32,47,26,88
216,21,29,0,38,29,54,41,23,94
217,97,1,5,17,22,4,99,22,45
218,67,97,8,56,19,62,13,86,34
219,100,27,9,67,72,39,8,37,11
220,2,98,10,1,84,31,59,6,69
221,44,4,1,49,1,9,39,70,2
222,27,4,5,60,94,95,82,3,60
223,41,80,10,99,86,51,1,80,35
224,66,3,8,94,21,21,92,2,31
225,45,65,9,58,90,82,44,44,83
226,47,78,3,58,60,61,49,41,1
227,84,56,9,67,2,94,98,49,39
228,1,62,0,5,42,30,97,45,36
229,87,4,2,68,80,37,32,23,31
230,52,60,9,44,41,62,94,8,97
231,54,86,8,8,4,35,77,7,100
232,55,3,1,18,54,51,70,92,33
233,33,3,7,24,27,100,62,88,38
234,69,40,7,29,93,22,39,87,87
235,5,65,1,93,35,44,31,61,67
236,20,4,4,33,21,55,41,3,10
237,95,87,4,69,75,66,54,94,35
238,36,17,0,86,15,87,7,52,97
239,9,89,2,65,36,75,22,79,38
240,58,43,8,62,3,37,40,18,66
241,50,83,7,88,0,6,79,49,2
242,91,60,10,72,88,8,31,64,15
243,64,50,8,26,57,15,95,87,66
244,19,14,10,74,11,56,4,31,91
245,78,97,4,46,0,99,47,56,82
246,72,5,1,46,31,45,0,53,81
247,85,66,3,88,65,17,31,10,26
248,39,47,5,73,31,25,70,16,26
249,59,49,4,20,34,30,46,81,9
250,13,100,1,22,39,60,98,38,46
251,84,18,8,41,31,63,10,70,27
252,27,32,10,98,100,38,42,38,53
253,39,44,3,22,42,58,65,2,31
254,36,47,7,38,10,26,38,4,37
255,39,6,1,41,75,18,19,38,80
256,50,63,7,73,83,35,73,93,9
257,47,25,9,39,6,95,67,53,24
258,31,99,5,81,88,72,69,58,23
259,37,85,1,94,43,88,74,62,36
260,7,28,6,8,70,47,71,62,43
261,31,39,1,65,62,37,47,68,100
262,13,40,3,52,14,10,14,88,19
263,47,24,0,36,97,6,74,22,87
264,0,95,4,25,63,79,80,20,7
265,46,67,0,59,45,16,85,85,8
266,90,87,0,87,94,79,56,16,4
267,93,16,1,27,36,67,55,21,48
268,25,7,6,19,39,11,13,26,35
269,44,32,10,6,62,84,55,1,24
270,87,60,0,60,74,74,49,20,7
271,18,48,6,93,42,8,21,41,42
272,46,82,0,38,13,95,73,34,68
273,43,59,2,14,84,62,49,66,56
274,69,28,5,8,80,14,26,83,22
275,43,99,9,69,76,9,0,36,46
276,71,30,4,45,31,61,50,70,31
277,85,58,2,49,41,12,24,54,28
278,27,65,7,55,77,87,15,30,13
279,5,63,6,10,95,29,43,86,28
280,21,12,1,66,88,77,27,56,54
281,4,53,10,57,81,25,1,9,7
282,94,13,1,45,9,95,64,77,38
283,29,73,7,58,41,42,4,64,41
284,1,3,6,58,72,57,51,22,72
285,5,90,0,72,98,50,61,89,84
286,37,27,9,44,81,100,99,45,80
287,0,73,1,13,39,45,61,74,63
288,61,2,9,10,55,57,47,92,66
289,86,95,3,80,77,56,67,75,35
290,41,63,2,30,92,89,58,14,84
291,0,68,9,54,2,31,52,95,70
292,88,13,4,94,66,83,13,50,39
293,76,37,5,81,13,22,65,29,5
294,26,96,5,68,70,14,11,86,73
295,29,11,8,22,36,79,53,40,80
296,1,8,2,17,68,49,47,34,33
297,67,10,2,95,96,13,72,80,25
298,85,74,0,71,43,65,64,77,60
299,49,67,3,69,83,70,46,68,49
300,28,38,6,17,6,2,48,9,97
301,36,46,6,90,63,31,53,40,85
302,65,86,6,21,51,67,73,25,1
303,25,75,5,39,60,70,23,100,22
304,85,4,6,68,60,68,87,12,16
305,88,88,7,12,70,69,67,72,6
306,57,53,5,97,36,78,88,7,47
307,75,78,4,88,71,24,98,13,30
308,49,5,3,12,79,64,15,97,78
309,63,15,10,14,93,28,96,46,100
310,66,43,6,54,0,2,58,94,21
311,0,41,6,74,22,17,74,22,77
312,66,34,3,63,62,41,51,96,81
313,64,81,7,85,1,27,72,33,77
314,39,24,6,37,79,97,30,5,27
315,63,73,9,35,79,8,6,100,9
316,55,53,8,62,23,44,35,13,67
317,25,57,3,43,17,39,22,56,29
318,1,88,9,32,27,42,24,13,24
319,56,38,5,86,81,59,0,99,52
320,35,46,6,79,25,26,46,92,55
321,23,32,3,43,82,71,67,68,3
322,88,22,0,11,22,52,29,80,65
323,37,32,3,66,81,73,2,78,12
324,85,65,4,40,28,37,8,6,24
325,46,29,7,11,66,84,9,89,84
326,83,49,10,17,59,22,89,53,96
327,43,90,3,46,82,39,44,74,4
328,33,100,9,12,43,28,23,76,96
329,84,4,9,82,7,78,32,83,37
330,49,87,6,78,30,15,26,64,85
331,73,69,6,25,54,75,10,73,3
332,50,8,4,30,4,68,42,69,63
333,24,70,10,60,39,22,63,77,24
334,36,69,4,96,90,50,73,92,30
335,94,67,1,88,68,41,8,13,27
336,82,98,2,100,50,20,6,32,35
337,78,25,0,23,3,51,1,96,5
338,6,97,2,35,23,95,16,75,95
339,62,51,2,6,99,91,96,37,32
340,2,44,8,1,91,30,18,44,12
341,0,24,4,1,50,89,9,25,17
342,25,91,1,93,23,16,93,43,93
343,22,45,5,41,60,71,75,68,79
344,45,93,8,12,97,1,11,52,17
345,92,18,10,56,48,72,65,83,35
346,10,89,10,72,91,56,23,15,16
347,6,43,9,80,86,35,67,36,35
348,41,86,6,56,20,98,47,54,19
349,40,84,4,26,75,29,98,84,13
350,42,40,10,22,92,94,75,1,95
351,44,71,2,55,42,28,36,39,50
352,8,70,10,84,92,30,9,72,61
353,87,3,4,40,13,80,81,93,60
354,79,97,2,46,9,58,1,73,28
355,19,60,7,65,60,67,96,41,80
356,99,43,8,68,98,29,63,19,5
357,39,14,6,82,5,21,77,39,25
358,79,99,7,54,0,80,57,38,95
359,44,43,9,73,86,27,80,98,99
360,96,66,10,18,47,1,31,85,13
361,95,94,6,27,3,14,35,2,73
362,27,48,5,76,31,4,66,82,24
363,12,31,3,81,68,94,36,50,68
364,26,84,8,90,61,7,7,54,92
365,53,87,0,83,52,7,88,48,96
366,91,88,1,39,54,38,47,30,62
367,15,95,5,6,32,30,2,46,2
368,17,73,10,23,4,31,10,35,36
369,46,18,4,97,15,91,50,46,23
370,17,29,8,97,86,39,2,78,11
371,81,74,0,92,83,44,65,19,36
372,41,45,5,91,54,91,54,85,55
373,17,4,3,54,24,76,15,89,73
374,2,20,0,51,66,88,76,17,9
375,52,82,6,0,93,46,76,65,83
376,8,25,6,56,66,40,42,79,13
377,33,94,10,29,23,63,40,31,69
378,77,23,6,35,40,41,65,92,80
379,61,79,4,17,67,91,20,93,15
380,77,67,5,94,24,14,54,49,19
381,97,47,8,89,78,5,73,23,66
382,57,40,2,4,57,47,44,13,20
383,48,25,7,74,42,80,56,53,28
384,14,94,7,25,3,19,46,88,3
385,53,51,7,43,82,72,8,73,35
386,82,89,10,8,13,96,61,63,93
387,26,70,10,87,40,62,30,94,64
388,63,6,3,94,94,96,54,5,3
389,36,50,5,83,99,38,3,16,77
390,43,98,2,86,58,53,88,55,29
391,97,52,2,62,80,88,25,66,44
392,45,16,9,93,82,96,22,70,83
393,19,75,1,3,38,90,43,57,14
394,65,98,8,93,91,69,38,59,41
395,62,98,6,50,13,84,84,4,9
396,59,53,1,21,9,60,90,99,38
397,24,9,2,54,34,86,71,77,19
398,23,59,10,64,49,96,81,24,94
399,36,70,9,98,98,31,67,20,8
400,9,0,3,95,91,93,61,22,59
401,69,1,3,49,57,99,61,49,11
402,71,74,10,76,78,92,75,62,15
403,42,75,5,78,6,67,87,96,97
404,69,65,0,44,35,100,8,11,5
405,7,14,0,37,58,85,42,64,97
406,45,4,6,27,72,22,6,43,93
407,35,53,7,36,87,11,36,65,23
408,87,33,9,58,15,26,88,81,55
409,6,27,8,85,85,71,98,91,86
410,95,29,5,80,94,4,31,8,97
411,98,51,2,33,14,39,77,39,72
412,33,76,5,51,66,50,52,83,89
413,69,9,7,28,1,8,31,96,15
414,12,49,7,1,66,31,64,77,62
415,75,56,6,30,95,70,8,92,52
416,73,51,4,26,89,4,48,57,49
417,28,25,6,58,59,68,53,38,44
418,60,88,2,65,91,27,99,8,100
419,33,41,5,88,43,81,97,21,53
420,15,73,10,77,88,69,57,47,27
421,40,81,0,89,98,57,49,76,44
422,3,98,6,44,93,81,10,44,85
423,37,11,10,64,18,91,98,11,64
424,36,79,5,44,83,95,12,85,56
425,3,4,6,33,70,69,8,8,43
426,9,83,2,3,5,94,31,91,74
427,63,49,0,96,40,39,99,37,15
428,98,33,3,76,67,82,64,37,73
429,76,14,3,7,19,58,40,93,69
430,61,83,7,74,8,37,1,76,59
431,2,26,7,24,18,27,6,95,3
432,46,45,3,23,28,37,31,71,66
433,78,66,9,95,11,18,13,9,63
434,72,42,3,8,3,55,28,57,51
435,39,62,7,19,46,87,27,49,96
436,1,26,4,90,3,66,34,67,85
437,15,40,10,89,38,12,31,3,2
438,40,51,10,87,53,56,15,10,97
439,11,80,8,93,70,33,2,95,11
440,26,42,2,39,88,72,15,99,55
441,42,98,8,18,97,97,87,32,12
442,41,98,9,47,79,57,90,45,89
443,89,24,5,42,78,16,81,85,66
444,34,7,1,12,53,29,39,37,61
445,31,35,2,61,57,37,50,54,11
446,65,82,5,29,4,46,81,35,48
447,85,80,4,46,87,67,24,16,64
448,51,51,5,19,76,68,72,16,29
449,54,66,2,3,31,95,10,8,97
450,95,58,8,81,14,68,13,63,89
451,8,42,6,35,78,60,86,4,50
452,77,29,7,100,3,20,82,22,18
453,83,54,2,66,51,54,97,66,43
454,30,96,1,83,57,58,5,40,23
455,96,44,10,28,67,71,10,89,45
456,72,66,3,98,6,1,83,74,32
457,75,61,8,63,71,4,67,41,91
458,63,27,0,53,82,62,54,78,32
459,34,29,5,29,65,57,95,47,76
460,4,40,1,35,18,97,76,100,92
461,99,16,7,79,70,54,34,36,10
462,35,7,4,24,78,61,63,69,80
463,46,49,4,44,92,1,29,42,40
464,0,94,2,20,46,33,90,15,88
465,22,12,6,1,59,12,80,35,56
466,22,39,10,58,8,60,50,12,37
467,7,64,6,55,2,98,53,32,71
468,60,68,8,74,100,1,65,1,33
469,42,93,1,75,57,97,21,34,65
470,2,0,8,66,96,85,6,81,32
471,72,40,3,89,48,50,70,35,31
472,10,30,9,81,24,26,43,88,89
473,16,52,8,50,64,42,53,77,2
474,18,61,5,87,67,3,25,39,22
475,28,67,2,59,99,36,15,95,92
476,52,92,9,89,100,49,28,44,88
477,38,22,9,60,53,42,77,27,7
478,17,48,1,65,70,8,83,70,51
