0,1,2,3,4,5,6,7,8
10,63,9,5,89,74,11,91,2
10,27,1,68,1,39,45,33,60
10,63,1,2,70,68,42,82,56
10,27,8,25,37,74,54,97,12
10,2,9,61,3,51,16,17,31
10,90,9,56,86,57,74,52,80
10,44,0,18,63,65,23,45,90
10,77,2,69,80,6,30,70,33
10,16,8,99,91,49,32,20,27
10,81,0,99,58,46,43,94,24
8,66,2,98,71,12,91,77,13
10,57,2,62,31,77,20,52,56
10,84,8,16,38,78,99,95,80
10,69,9,48,64,24,56,34,85
10,78,1,83,87,23,88,12,92
10,12,6,89,95,71,89,57,94
10,20,6,11,21,43,89,84,76
10,57,2,15,13,77,25,52,42
10,29,0,100,34,43,12,87,35
10,46,9,21,24,91,34,60,88
10,75,6,53,14,9,75,68,69
10,11,2,60,93,52,37,46,22
10,16,0,32,69,56,60,9,14
10,42,3,55,93,86,21,41,46
10,89,9,49,24,8,41,22,33
10,85,2,8,20,93,100,39,76
10,51,6,20,2,5,76,58,52
10,82,9,5,40,96,90,79,2
2,96,4,3,99,36,71,74,92
10,5,3,24,9,94,42,73,5
10,42,6,38,59,38,83,10,3
10,22,5,71,68,47,76,92,8
10,75,7,26,77,1,12,6,83
10,29,6,58,41,36,22,27,60
5,100,6,81,47,70,79,94,15
10,70,1,54,48,70,80,61,31
10,25,5,37,40,91,63,6,28
10,37,6,82,100,19,3,87,58
10,78,8,57,31,52,42,22,90
10,66,1,54,56,35,57,18,79
10,91,6,71,87,100,90,41,58
10,98,8,100,48,45,64,3,94
10,76,3,87,8,9,42,49,16
10,19,1,31,55,70,49,70,11
10,37,7,91,70,3,6,80,45
10,40,3,88,45,26,83,57,93
10,20,0,71,73,96,76,2,89
10,2,0,1,35,78,7,57,86
10,44,5,24,34,88,19,72,39
10,4,8,54,66,8,12,84,91
10,34,9,81,12,80,73,11,60
10,95,0,21,53,57,56,16,41
10,6,3,38,98,15,92,37,12
9,66,4,66,42,24,26,32,42
10,7,1,20,64,93,100,37,80
10,21,1,6,2,52,53,99,1
10,55,7,74,19,59,78,29,47
10,100,9,67,93,65,50,79,91
10,79,6,26,50,6,85,95,3
10,26,1,65,11,34,49,21,9
10,81,5,67,79,59,70,22,92
10,46,3,80,94,63,51,87,53
10,89,4,91,77,91,26,70,32
10,96,9,29,88,18,36,45,47
10,79,1,63,66,58,84,32,72
3,14,0,8,13,24,99,81,30
10,33,7,43,1,66,97,68,92
10,98,6,88,89,55,69,22,33
10,32,5,19,67,66,9,62,56
10,41,9,40,90,17,67,75,15
9,4,6,5,59,60,33,27,70
10,10,0,21,79,74,67,87,49
10,31,10,93,93,2,78,94,28
10,5,9,41,49,73,10,30,80
0,26,6,6,69,76,58,61,14
10,63,9,63,7,61,87,10,33
10,59,4,71,94,39,85,40,70
10,15,7,4,15,62,0,23,3
10,94,10,1,76,14,38,40,99
10,67,8,43,15,84,17,100,81
