,0,1,2,3,4
0,3.0,4,8.0,9,1
1,1.0,9,10.0,2,1
2,,4,8.0,9,0
3,5.0,9,9.0,3,5
4,4.0,1,,2,5
5,,5,,5,6
6,6.0,9,,4,0
7,0.0,7,,6,0
8,4.0,5,,6,5
9,8.0,9,7.0,6,2
10,,4,,8,5
11,,5,,5,8
12,6.0,2,4.0,4,4
13,10.0,0,8.0,0,10
14,3.0,3,3.0,8,0
15,10.0,3,,6,0
16,3.0,7,,8,7
17,,10,3.0,3,5
18,,4,10.0,8,5
19,9.0,6,,6,9
20,,7,8.0,10,1
21,5.0,9,8.0,8,7
22,,6,,4,1
23,,3,6.0,4,3
24,4.0,0,7.0,4,10
25,,9,3.0,6,8
26,5.0,10,1.0,4,8
27,,5,,3,0
28,0.0,0,1.0,8,9
29,,4,8.0,1,3
30,,6,0.0,5,2
31,,3,2.0,2,7
32,,9,6.0,9,2
33,0.0,3,4.0,5,2
34,,1,,6,1
35,,8,3.0,0,8
36,1.0,1,,6,2
37,,4,,9,0
38,2.0,10,3.0,3,7
39,,0,,6,7
40,10.0,9,,2,7
41,,7,,9,7
42,,10,,8,3
43,,7,0.0,1,1
44,,7,3.0,8,10
45,8.0,5,,9,2
46,,9,,2,7
47,3.0,6,5.0,8,7
48,0.0,7,4.0,0,2
49,0.0,1,,2,6
50,2.0,4,3.0,1,4
51,3.0,10,,8,10
52,3.0,5,5.0,3,0
53,6.0,5,,4,2
54,0.0,2,,6,6
55,3.0,1,3.0,8,5
56,2.0,8,0.0,2,0
57,,5,3.0,5,6
58,9.0,5,,0,9
59,5.0,1,6.0,0,9
60,1.0,5,,5,2
61,,1,,5,9
62,7.0,1,,0,0
63,10.0,7,5.0,3,8
64,,7,,2,2
65,,7,3.0,7,6
66,,4,,0,3
67,3.0,0,5.0,6,4
68,1.0,0,,0,3
69,3.0,10,0.0,5,7
70,,10,8.0,5,1
71,,7,,0,9
72,,1,,5,8
73,,5,,8,8
74,6.0,3,2.0,3,1
75,10.0,3,3.0,9,1
76,1.0,5,9.0,7,9
77,,9,,5,3
78,,2,,0,5
79,,2,,3,6
80,,4,,7,7
81,6.0,1,,2,4
82,,10,7.0,7,6
83,4.0,10,4.0,2,3
84,4.0,6,10.0,5,8
85,,1,8.0,3,6
86,5.0,7,,4,0
87,,3,1.0,2,8
88,4.0,5,0.0,8,6
89,,1,3.0,8,7
90,,10,0.0,7,4
91,,3,,0,10
92,,0,6.0,4,2
93,,6,,8,2
94,,5,,8,7
95,4.0,4,3.0,4,9
96,,9,,10,2
97,5.0,5,,7,10
98,,7,8.0,7,2
99,5.0,4,,7,4
100,,5,7.0,1,5
101,5.0,2,5.0,1,8
102,0.0,4,,6,2
103,,7,,4,10
104,10.0,8,,2,2
105,3.0,8,,7,6
106,,8,,7,5
107,8.0,2,5.0,9,8
108,,7,10.0,5,4
109,3.0,0,0.0,1,7
110,,1,5.0,9,8
111,,9,2.0,6,3
112,9.0,4,8.0,0,5
113,5.0,5,9.0,2,6
114,,7,,8,4
115,,9,,0,2
116,,4,,1,4
117,5.0,2,1.0,4,0
118,,9,0.0,2,2
119,,0,,1,7
120,6.0,1,,5,8
121,0.0,2,,10,3
122,,2,7.0,7,2
123,1.0,7,5.0,10,3
124,1.0,4,10.0,7,4
125,4.0,9,,3,10
126,2.0,5,7.0,0,2
127,3.0,2,,6,5
128,10.0,2,3.0,0,4
129,,9,,1,4
130,0.0,4,8.0,4,10
131,0.0,9,,9,9
132,,2,4.0,4,6
133,,7,7.0,4,6
134,9.0,7,0.0,0,2
135,9.0,0,,7,4
136,,0,,8,3
137,10.0,7,,7,3
138,,1,,2,4
139,5.0,10,1.0,9,0
140,5.0,5,,0,8
141,8.0,0,6.0,7,4
142,0.0,6,5.0,2,5
143,8.0,8,,10,6
144,,4,,5,2
145,10.0,10,,6,8
146,,1,5.0,7,2
147,,5,,5,4
148,7.0,0,2.0,8,8
149,,6,10.0,5,6
150,,6,,0,6
151,1.0,2,1.0,5,0
152,,8,,2,3
153,,2,2.0,4,2
154,,8,4.0,2,0
155,,5,9.0,0,8
156,,5,3.0,10,7
157,1.0,8,,5,6
158,6.0,1,7.0,2,9
159,4.0,0,4.0,2,4
160,8.0,2,,4,7
161,7.0,9,,1,1
162,6.0,7,4.0,4,8
163,,5,,3,10
164,1.0,8,3.0,0,10
165,,9,7.0,4,5
166,9.0,10,,4,10
167,8.0,5,2.0,1,2
168,,3,,3,10
169,,0,0.0,5,9
170,6.0,1,8.0,8,0
171,9.0,5,7.0,10,9
172,5.0,5,,8,4
173,1.0,8,,2,5
174,,6,,3,4
175,0.0,7,7.0,7,6
176,,9,,3,8
177,,9,,4,4
178,,10,1.0,2,7
179,4.0,8,1.0,5,5
180,0.0,9,1.0,7,7
181,3.0,5,0.0,6,2
182,,8,,5,2
183,4.0,3,7.0,2,3
184,2.0,0,4.0,3,2
185,,0,4.0,7,8
186,,9,,8,10
187,,7,,4,5
188,10.0,8,,10,7
189,0.0,5,,6,10
190,,1,,2,3
191,,1,,4,3
192,,3,4.0,9,1
193,10.0,7,,6,4
194,0.0,0,5.0,8,0
195,2.0,6,3.0,1,0
196,1.0,8,,4,1
197,,2,0.0,3,6
198,,9,4.0,7,3
199,,7,9.0,4,4
200,,7,9.0,4,9
201,,10,,6,7
202,,2,,10,5
203,2.0,8,6.0,4,9
204,4.0,2,6.0,6,2
205,0.0,9,,0,0
206,0.0,3,3.0,6,0
207,0.0,1,2.0,2,8
208,8.0,10,10.0,9,10
209,,4,2.0,0,8
210,1.0,8,,4,4
211,4.0,8,5.0,3,0
212,1.0,10,5.0,1,1
213,4.0,2,3.0,7,4
214,8.0,10,6.0,4,2
215,0.0,5,,0,0
216,5.0,1,,2,10
217,,0,8.0,2,8
218,,0,6.0,3,3
219,0.0,5,6.0,7,2
220,4.0,4,,4,1
221,4.0,5,10.0,7,10
222,,2,,6,5
223,9.0,3,1.0,7,6
224,,9,3.0,6,5
225,,1,,0,9
226,7.0,7,8.0,4,10
227,6.0,3,,1,5
228,,1,,5,7
229,7.0,0,,5,8
230,5.0,8,,3,0
231,0.0,7,,0,0
232,4.0,7,,5,0
233,,4,,6,1
234,8.0,2,3.0,4,9
235,,1,5.0,10,1
236,8.0,7,0.0,3,3
237,10.0,1,,2,2
238,4.0,3,3.0,1,7
239,2.0,5,9.0,5,4
240,3.0,10,8.0,8,5
241,5.0,6,,1,0
242,7.0,7,10.0,9,6
243,,9,,1,4
244,,1,0.0,10,2
245,3.0,1,,0,2
246,,0,3.0,3,2
247,,7,0.0,6,2
248,,1,,10,8
249,,1,,3,3
250,4.0,1,,5,0
251,0.0,0,,0,1
252,5.0,2,,0,0
253,,6,0.0,5,2
254,2.0,9,,7,10
255,8.0,8,,0,1
256,,1,8.0,4,7
257,4.0,3,,5,3
258,4.0,7,,1,5
259,,4,,8,7
260,0.0,1,,10,7
261,10.0,6,,9,0
262,0.0,4,9.0,0,3
