0,1,2,3,4,5,6,7,8,9,10,11
8.0,10,0.0,8,5,10,7,10.0,2.0,7,6.0,3
6.5,1,6.0,8,1,9,7,6.0,2.0,3,6.0,4
5.0,8,5.666666666666667,2,10,0,4,10.0,3.5,1,4.0,4
3.5,6,5.333333333333333,8,1,5,7,7.0,5.0,4,3.0,8
2.0,7,5.0,7,3,8,4,0.0,4.6,6,5.0,9
1.5,10,4.666666666666667,3,4,4,0,9.0,4.2,7,7.0,0
1.0,5,4.333333333333334,0,6,10,6,9.0,3.8,1,7.0,5
2.25,2,4.0,9,4,8,1,0.0,3.4,6,7.0,4
3.5,6,7.0,0,1,5,3,2.3333333333333335,3.0,3,7.0,0
4.75,2,1.0,9,4,5,7,4.666666666666667,2.0,5,5.0,6
6.0,5,1.2,3,4,3,3,7.0,6.0,8,6.5,9
5.0,9,1.4,3,3,0,9,6.5,2.0,3,8.0,8
4.0,1,1.6,9,9,3,9,6.0,2.25,8,3.0,9
3.0,4,1.8,1,2,9,8,5.5,2.5,1,6.0,5
2.0,9,2.0,8,3,5,5,5.0,2.75,8,4.75,7
1.0,7,3.0,6,2,10,3,7.0,3.0,1,3.5,6
0.0,1,4.0,9,5,10,7,9.0,2.0,1,2.25,10
4.0,0,5.0,7,7,1,1,8.333333333333334,4.5,8,1.0,9
5.0,3,3.5,0,6,4,3,7.666666666666667,7.0,8,1.6666666666666665,1
9.0,2,2.0,7,4,0,3,7.0,7.0,4,2.333333333333333,1
9.0,9,7.0,8,10,1,3,8.0,7.0,9,3.0,6
8.0,7,5.8,2,6,10,6,9.0,5.0,8,5.0,9
7.0,9,4.6,1,4,3,0,10.0,3.0,7,7.0,8
7.5,3,3.4000000000000004,3,2,9,0,7.0,7.0,0,3.0,4
8.0,2,2.2,2,10,6,3,4.5,6.0,5,1.5,1
8.5,8,1.0,3,1,1,2,2.0,3.5,8,0.0,10
9.0,2,4.0,3,9,4,0,1.5,1.0,6,3.0,5
8.0,4,9.0,5,1,0,9,1.0,4.0,8,6.0,0
7.0,9,1.0,0,0,1,1,6.0,6.0,1,4.0,3
6.0,7,2.666666666666667,6,3,1,7,6.0,1.0,6,2.0,0
5.0,8,4.333333333333334,2,8,1,3,4.0,2.6,5,2.0,5
5.333333333333333,0,6.0,8,5,10,5,4.333333333333333,4.2,5,2.0,3
5.666666666666667,2,8.0,9,0,8,2,4.666666666666667,5.800000000000001,6,2.0,3
6.0,7,10.0,8,6,4,7,5.0,7.4,1,3.4,10
