,0,1,2,3,4,5,6,7,8,9,10,11
0,2,8,3,6,2,2,10,1,8,10,3,5
1,7,1,9,5,3,1,0,8,5,4,1,3
2,1,5,7,10,0,10,4,1,3,9,4,3
3,6,0,6,1,1,2,2,10,4,1,2,3
4,3,4,5,10,9,1,10,10,6,0,4,2
5,6,10,9,0,6,7,9,1,5,4,8,9
6,0,7,0,5,4,1,7,7,2,5,5,9
7,7,7,9,0,7,4,9,3,3,4,4,1
8,8,8,4,2,2,5,1,6,2,0,0,2
9,9,3,8,0,7,9,5,0,4,7,0,1
10,1,3,5,1,0,5,8,0,9,10,5,10
11,5,0,7,6,9,5,7,10,3,5,10,0
12,0,8,2,1,8,5,8,0,3,2,5,3
13,4,6,8,5,3,6,2,9,6,5,6,5
14,2,1,1,9,5,5,5,6,8,1,9,6
15,6,7,2,8,4,10,9,4,6,1,6,6
16,8,5,1,3,5,10,9,3,5,1,4,7
17,9,8,2,2,7,1,0,0,4,0,8,10
18,7,3,7,8,3,9,6,4,8,1,1,1
19,2,10,1,4,9,5,8,4,4,0,6,7
20,3,4,9,9,6,4,10,2,10,1,9,1
21,0,7,7,10,9,5,6,3,9,1,10,1
22,1,1,1,0,10,5,5,1,9,1,6,0
23,0,9,2,1,9,8,3,7,4,6,9,2
24,7,1,8,8,1,1,9,8,7,10,5,2
25,7,5,5,5,10,7,6,0,5,1,9,10
26,2,1,8,8,8,2,9,8,1,2,4,5
27,5,10,9,2,8,0,5,1,2,9,3,9
28,10,4,5,0,10,7,2,5,0,7,8,2
29,9,9,10,0,2,3,5,1,8,6,3,4
30,10,6,1,0,7,0,6,5,2,2,3,9
31,2,0,4,3,10,0,6,2,2,10,3,2
32,0,1,2,3,0,0,9,10,2,3,10,10
33,1,1,5,5,5,8,2,7,8,7,10,2
34,10,9,10,4,1,7,6,7,10,3,7,7
35,7,10,7,4,8,4,4,2,8,6,3,6
36,3,8,6,1,9,1,2,1,4,8,0,5
37,0,10,1,4,9,1,5,3,4,3,10,7
38,1,4,2,2,4,4,7,3,3,6,7,10
39,7,8,1,2,4,5,1,8,2,1,10,10
40,7,10,2,7,7,3,9,5,2,8,0,6
41,2,10,8,1,1,9,4,7,0,8,7,9
42,0,1,10,6,9,10,0,6,1,1,4,4
43,0,0,3,1,5,10,9,2,6,6,5,7
44,6,2,10,2,6,10,7,6,6,5,5,8
45,3,10,3,5,3,10,1,2,0,0,1,7
46,8,9,10,5,0,7,0,9,1,2,4,1
47,1,0,8,3,4,10,7,4,10,3,9,0
48,7,7,2,0,5,1,10,5,9,7,5,2
49,9,9,4,5,2,8,0,9,4,6,9,9
50,2,7,9,9,10,9,2,9,1,1,0,4
51,7,0,5,7,6,4,4,5,2,5,6,5
52,9,9,7,8,5,1,7,2,9,3,8,3
53,0,3,5,7,8,10,7,1,5,4,3,9
54,3,5,4,7,2,0,5,0,5,3,5,3
