,0,1,2,3,4,5,6,7,8,9,10,11
0,8.0,10,0.0,8,5,10,7,10.0,2.0,7,6.0,3
1,,1,6.0,8,1,9,7,6.0,2.0,3,6.0,4
2,,8,,2,10,0,4,10.0,,1,4.0,4
3,,6,,8,1,5,7,7.0,5.0,4,3.0,8
4,2.0,7,,7,3,8,4,0.0,,6,5.0,9
5,,10,,3,4,4,0,9.0,,7,7.0,0
6,1.0,5,,0,6,10,6,9.0,,1,7.0,5
7,,2,4.0,9,4,8,1,0.0,,6,,4
8,,6,7.0,0,1,5,3,,3.0,3,7.0,0
9,,2,1.0,9,4,5,7,,2.0,5,5.0,6
10,6.0,5,,3,4,3,3,7.0,6.0,8,,9
11,,9,,3,3,0,9,,2.0,3,8.0,8
12,,1,,9,9,3,9,,,8,3.0,9
13,,4,,1,2,9,8,,,1,6.0,5
14,,9,2.0,8,3,5,5,5.0,,8,,7
15,,7,,6,2,10,3,7.0,3.0,1,,6
16,0.0,1,,9,5,10,7,9.0,2.0,1,,10
17,4.0,0,5.0,7,7,1,1,,,8,1.0,9
18,5.0,3,,0,6,4,3,,7.0,8,,1
19,9.0,2,2.0,7,4,0,3,7.0,,4,,1
20,9.0,9,7.0,8,10,1,3,8.0,7.0,9,3.0,6
21,,7,,2,6,10,6,,,8,,9
22,7.0,9,,1,4,3,0,10.0,3.0,7,7.0,8
23,,3,,3,2,9,0,7.0,7.0,0,3.0,4
24,,2,,2,10,6,3,,6.0,5,,1
25,,8,1.0,3,1,1,2,2.0,,8,0.0,10
26,9.0,2,4.0,3,9,4,0,,1.0,6,,5
27,8.0,4,9.0,5,1,0,9,1.0,4.0,8,6.0,0
28,,9,1.0,0,0,1,1,6.0,6.0,1,,3
29,,7,,6,3,1,7,6.0,1.0,6,2.0,0
30,5.0,8,,2,8,1,3,4.0,,5,,5
31,,0,6.0,8,5,10,5,,,5,,3
32,,2,,9,0,8,2,,,6,2.0,3
33,6.0,7,10.0,8,6,4,7,5.0,,1,,10
34,9.0,1,2.0,1,0,5,10,,9.0,4,,7
35,,8,4.0,3,5,8,8,9.0,0.0,7,,3
36,3.0,4,0.0,5,0,6,8,2.0,,1,,10
37,,2,,5,3,3,1,4.0,,4,9.0,0
38,,8,,2,3,1,7,,1.0,5,,3
39,,10,,3,2,7,9,,,8,0.0,9
40,9.0,7,2.0,8,4,1,10,10.0,,6,,8
41,,9,,10,4,2,4,,2.0,4,,6
42,,2,7.0,9,7,10,3,,9.0,7,,2
43,1.0,1,,1,2,0,10,,6.0,10,,7
44,,9,3.0,2,4,5,1,,2.0,10,4.0,1
45,,4,7.0,1,10,10,9,3.0,9.0,2,,8
46,,5,,10,2,8,0,,5.0,10,9.0,9
47,2.0,5,0.0,8,9,1,10,,1.0,6,,10
48,10.0,2,,9,2,7,2,,,5,,10
49,0.0,6,8.0,2,2,4,3,3.0,7.0,7,9.0,10
50,10.0,4,3.0,0,1,4,2,2.0,,3,10.0,6
51,,0,2.0,10,1,5,4,,,0,7.0,6
52,,9,,7,8,5,0,,,10,1.0,0
53,,9,7.0,1,1,3,6,,2.0,6,,8
54,,10,1.0,1,1,9,9,6.0,,3,,3
55,,6,1.0,0,5,5,5,3.0,,4,9.0,5
56,,1,6.0,4,3,10,8,,0.0,8,,9
57,8.0,8,,8,9,7,2,2.0,,9,,5
58,,10,4.0,4,9,10,9,,,0,,8
59,10.0,6,3.0,6,1,2,2,2.0,3.0,6,,5
60,,3,,2,2,7,1,2.0,,0,9.0,6
61,6.0,7,3.0,9,7,8,2,4.0,6.0,8,3.0,7
62,3.0,6,,2,8,7,7,8.0,,10,,10
63,4.0,8,,10,7,6,4,,9.0,6,,6
64,,4,,0,1,3,8,,6.0,2,,8
65,5.0,10,3.0,10,3,6,7,,9.0,4,3.0,6
66,5.0,4,8.0,8,9,5,3,,,8,4.0,3
