,0,1,2,3,4,5
0,4,6,3,5,6,0
1,8,3,4,4,8,3
2,0,8,3,5,4,8
3,5,7,9,0,5,3
4,0,6,9,9,9,7
5,3,9,1,2,9,4
6,10,9,9,0,9,10
7,6,6,10,10,10,10
8,6,8,2,2,4,9
9,5,10,9,9,2,0
10,9,5,3,4,4,8
11,2,3,4,0,7,5
12,9,8,4,3,2,3
13,0,0,9,2,2,2
14,4,0,9,1,4,0
15,6,0,5,6,7,0
16,9,4,9,8,7,0
17,10,6,0,10,10,10
18,10,1,0,6,3,4
19,4,10,2,6,5,7
20,9,5,2,9,7,6
21,4,10,0,6,0,10
22,4,10,5,7,4,2
23,1,9,6,4,8,3
24,10,0,8,2,6,9
25,2,3,1,0,5,3
26,0,1,3,0,10,5
27,5,9,0,2,7,6
28,10,0,5,7,5,1
29,8,7,2,5,7,1
30,9,1,7,10,4,4
31,9,7,9,2,1,0
32,4,8,4,10,1,8
33,3,0,4,1,0,3
34,0,9,6,0,9,0
35,6,7,7,0,10,10
36,9,4,8,7,1,3
37,8,9,8,10,8,5
38,10,5,7,2,0,5
39,1,7,3,10,2,8
40,1,0,9,1,4,5
41,7,9,0,6,1,10
42,3,5,7,1,1,7
43,7,10,10,9,10,8
44,10,3,4,0,5,6
45,1,7,9,5,9,1
46,0,1,3,6,10,3
47,5,9,6,6,5,5
48,4,4,2,3,6,0
49,6,5,3,7,2,9
50,4,6,4,0,3,6
51,8,10,4,8,0,0
52,4,7,10,7,10,4
53,8,9,8,4,9,1
54,2,5,8,5,1,6
55,5,2,4,8,7,1
56,6,6,4,3,10,7
57,5,1,4,6,0,7
58,2,2,0,7,8,9
59,0,7,2,3,0,0
60,7,1,3,10,9,8
61,2,4,1,5,5,5
62,9,6,2,1,5,4
63,6,2,4,7,10,7
64,5,4,6,10,5,1
65,6,2,0,9,3,8
66,2,5,0,5,10,10
67,7,7,2,8,4,6
68,10,10,6,1,9,3
69,10,2,9,9,0,8
70,4,6,0,4,1,10
71,6,2,5,1,8,6
72,8,5,7,9,7,4
73,6,5,9,1,8,7
74,1,10,3,2,2,5
75,4,2,6,0,0,5
76,2,6,1,9,2,3
77,3,0,10,7,7,1
78,9,6,1,7,9,5
79,9,9,8,0,5,3
80,10,8,3,8,1,6
81,5,3,6,4,10,5
82,7,3,6,4,3,6
83,8,4,5,1,4,5
84,9,8,10,9,1,9
85,10,8,1,9,7,10
86,5,7,10,8,6,9
87,5,1,10,0,6,10
88,2,9,2,1,10,1
89,2,7,7,7,4,9
90,3,3,5,9,2,2
91,8,8,0,7,1,0
92,7,9,1,1,1,2
93,1,5,1,1,2,8
94,8,6,8,7,4,1
95,7,6,3,9,6,0
96,0,7,7,5,2,7
97,5,7,6,7,2,6
98,5,10,3,3,1,1
99,3,1,1,7,0,6
100,3,7,8,6,2,10
101,6,2,0,8,1,8
102,1,0,7,2,6,7
103,0,5,8,9,6,6
104,2,6,6,5,5,6
105,0,4,4,7,0,2
106,9,4,3,1,5,1
107,1,7,7,7,4,5
108,8,5,6,2,4,0
109,6,8,2,1,0,1
110,7,6,3,4,6,5
111,5,6,1,7,5,2
112,9,8,0,7,2,6
113,5,9,3,6,5,6
114,7,6,10,3,5,10
115,8,9,4,6,10,7
116,3,4,5,8,4,9
117,7,5,8,2,9,7
118,6,9,8,1,4,5
119,4,2,0,1,3,8
120,8,4,3,8,2,10
121,2,7,2,8,10,3
122,10,9,10,3,0,7
123,6,9,6,7,4,9
124,1,3,4,6,8,1
125,8,0,0,6,10,6
126,7,1,4,1,1,8
127,10,3,6,1,1,4
128,9,4,0,8,8,0
129,3,5,10,0,9,8
130,0,0,8,6,7,10
131,1,3,9,10,9,3
132,5,10,6,1,8,7
133,2,2,0,5,7,4
134,8,3,5,9,1,2
135,6,4,2,1,1,3
136,8,5,9,4,9,3
137,9,4,4,5,8,1
138,2,0,6,4,7,3
139,7,7,1,5,4,1
140,8,8,7,4,3,9
141,9,9,4,3,9,8
142,4,5,4,7,1,0
143,8,2,9,5,7,3
144,3,3,4,9,3,9
145,4,10,1,7,2,4
146,3,7,5,7,4,0
147,7,8,9,6,3,4
148,2,10,10,7,1,9
149,5,4,2,1,0,2
150,6,8,5,10,1,3
151,0,3,8,7,4,5
152,7,0,8,1,9,1
153,9,0,4,9,7,10
154,10,6,10,1,10,4
155,6,1,9,9,8,2
156,3,10,3,4,4,3
157,0,2,0,1,2,6
158,1,6,9,0,0,2
159,5,4,4,3,6,10
160,6,8,3,10,9,3
161,5,2,6,10,2,4
162,1,7,6,6,2,6
163,9,4,10,7,0,5
164,4,10,9,4,4,0
165,4,3,10,0,4,0
166,4,5,7,2,3,3
167,7,7,6,9,7,9
168,9,5,6,2,1,7
169,6,9,3,5,1,4
