,0,1,2,3,4,5
0,5,5.0,0.0,5,,3.0
1,9,0.0,9.0,8,,
2,4,,9.0,1,,
3,9,5.0,,5,,8.0
4,4,10.0,,2,10.0,
5,9,4.0,,8,2.0,4.0
6,8,6.0,10.0,7,3.0,
7,10,0.0,5.0,0,,2.0
8,8,6.0,1.0,2,,4.0
9,0,4.0,,6,5.0,10.0
10,0,,7.0,2,5.0,5.0
11,4,,4.0,2,2.0,
12,8,4.0,,9,2.0,4.0
13,6,,,10,,
14,3,4.0,10.0,1,3.0,5.0
15,4,4.0,,7,,3.0
16,2,,,0,,
17,2,3.0,,4,10.0,10.0
18,9,8.0,,9,3.0,
19,8,,4.0,8,,
20,5,3.0,,9,0.0,6.0
21,5,,,5,6.0,
22,1,2.0,,3,,
23,8,5.0,2.0,10,3.0,
24,3,2.0,3.0,4,,9.0
25,6,8.0,4.0,2,,
26,8,,,9,5.0,9.0
27,9,,,4,,
28,3,,,8,4.0,3.0
29,1,,,9,,
30,6,10.0,,4,3.0,
31,1,9.0,9.0,9,,
32,8,,,10,,
33,5,1.0,6.0,4,,8.0
34,6,10.0,,3,,
35,2,4.0,3.0,0,1.0,
36,6,,9.0,0,,
37,0,,,1,,
38,10,,10.0,4,,4.0
39,10,3.0,,7,,
40,5,5.0,,2,1.0,5.0
41,2,8.0,,3,6.0,
42,2,,9.0,4,,2.0
43,8,8.0,0.0,7,,4.0
44,0,,7.0,2,6.0,3.0
45,6,,,3,9.0,10.0
46,1,,,0,4.0,
47,4,5.0,0.0,10,,
48,4,,,6,,
49,4,10.0,4.0,10,,10.0
50,7,10.0,,6,,10.0
51,7,9.0,,5,10.0,8.0
52,6,,9.0,1,3.0,
53,6,8.0,,5,,10.0
54,3,6.0,0.0,3,,
55,7,2.0,6.0,7,2.0,1.0
56,10,,8.0,1,5.0,2.0
57,7,,,10,,10.0
58,0,7.0,,9,9.0,
59,6,6.0,,0,10.0,
60,0,,10.0,5,10.0,
61,7,,6.0,4,,
62,7,,1.0,4,8.0,4.0
63,5,9.0,10.0,5,,
64,10,5.0,8.0,4,0.0,
65,8,,3.0,6,,
66,4,,,7,,5.0
67,6,10.0,1.0,1,9.0,
68,7,8.0,,4,7.0,
69,1,3.0,3.0,9,,5.0
70,8,10.0,2.0,4,7.0,
71,3,7.0,,7,5.0,
72,5,6.0,,3,,
73,1,,4.0,0,,3.0
74,3,,,2,,7.0
75,10,,1.0,4,,10.0
76,8,,,9,0.0,3.0
77,7,,7.0,10,,
78,5,8.0,,1,,2.0
79,3,,,9,,3.0
80,0,4.0,6.0,10,2.0,10.0
81,10,,2.0,4,8.0,4.0
82,6,,,9,,5.0
83,0,6.0,,3,4.0,2.0
84,6,,,0,9.0,5.0
85,0,7.0,,9,9.0,
86,1,9.0,,4,,
87,10,,3.0,1,,
88,9,,,4,,
89,7,,,8,0.0,
90,10,7.0,7.0,2,9.0,
91,7,10.0,10.0,1,,
92,1,4.0,,6,,8.0
93,1,,5.0,6,,0.0
94,5,,,4,,
95,2,4.0,2.0,5,,1.0
96,5,,,2,9.0,
97,9,,,9,,
98,2,2.0,,1,,
99,0,7.0,3.0,9,,10.0
100,3,7.0,,8,9.0,2.0
101,0,,7.0,3,3.0,0.0
102,7,,,8,,
103,9,,,8,,
104,7,,,9,,
105,2,1.0,10.0,2,,6.0
106,8,,0.0,2,,
107,0,10.0,,7,1.0,9.0
108,1,4.0,10.0,2,,7.0
109,1,,,10,,
110,7,9.0,,10,,6.0
111,5,,,1,9.0,
112,3,,10.0,1,,
113,9,,1.0,3,4.0,
114,3,,0.0,2,3.0,0.0
115,3,2.0,10.0,9,7.0,
116,8,8.0,,9,3.0,2.0
117,1,,6.0,10,,
118,2,,,3,,
119,10,,,2,,
120,1,7.0,,6,1.0,10.0
121,3,1.0,,4,7.0,3.0
122,4,3.0,,2,0.0,2.0
123,10,6.0,0.0,3,5.0,4.0
124,8,,,9,0.0,
125,9,0.0,,6,9.0,5.0
126,9,5.0,,0,,8.0
127,9,,7.0,7,8.0,
128,3,7.0,,9,,8.0
129,0,2.0,,9,1.0,
130,1,2.0,,10,6.0,
131,1,10.0,,2,,
132,8,1.0,9.0,5,,
133,7,3.0,9.0,2,,
134,8,9.0,0.0,5,0.0,4.0
135,6,,,2,4.0,2.0
136,1,,,5,,10.0
137,1,9.0,,4,,
138,1,,,0,,10.0
139,9,5.0,10.0,6,3.0,6.0
140,4,10.0,,9,4.0,2.0
141,4,,,10,,0.0
142,4,4.0,8.0,1,5.0,
143,4,,,7,1.0,
144,2,,1.0,2,,
145,0,1.0,1.0,2,,
146,10,,,7,3.0,4.0
147,8,,,7,6.0,
148,6,,5.0,3,7.0,
149,4,,,10,1.0,5.0
150,9,,,1,8.0,7.0
151,3,5.0,,4,3.0,7.0
152,4,2.0,,6,,5.0
153,3,,1.0,7,,4.0
154,6,0.0,,10,3.0,
155,8,4.0,0.0,3,,4.0
156,3,8.0,,8,0.0,
157,8,0.0,,4,9.0,5.0
158,0,,,4,10.0,
159,8,,9.0,7,3.0,
160,5,,5.0,2,0.0,10.0
161,4,,,4,,
162,8,6.0,7.0,10,4.0,
163,3,1.0,10.0,1,,9.0
164,0,6.0,4.0,2,,
165,3,,7.0,9,1.0,
166,8,8.0,4.0,5,4.0,3.0
167,7,1.0,,4,10.0,1.0
168,4,,8.0,7,7.0,
169,8,,,4,,
170,0,9.0,6.0,4,,3.0
171,6,5.0,,2,,
172,9,9.0,4.0,7,,
173,6,,8.0,7,5.0,8.0
174,6,3.0,6.0,3,10.0,
175,3,,,1,0.0,1.0
176,9,0.0,,4,,4.0
177,6,,7.0,7,,
178,5,2.0,,1,,6.0
179,7,6.0,10.0,10,3.0,6.0
180,9,0.0,1.0,3,3.0,
181,9,8.0,3.0,10,1.0,
182,1,2.0,,8,,
183,3,4.0,,7,,4.0
184,0,,10.0,5,,7.0
185,4,,,8,4.0,
186,8,,6.0,9,8.0,
187,3,6.0,3.0,8,3.0,5.0
188,10,,,4,5.0,5.0
189,7,9.0,0.0,2,,
190,5,,10.0,7,0.0,
191,4,,1.0,8,,7.0
192,6,,3.0,8,1.0,5.0
193,10,,,7,,1.0
194,2,,,0,,
195,4,,,6,6.0,8.0
196,2,,,9,2.0,4.0
197,6,,,10,,1.0
198,6,,5.0,4,9.0,
199,4,,,6,,3.0
200,10,,5.0,9,,6.0
201,1,,1.0,1,0.0,
202,2,7.0,,1,0.0,
203,2,,,3,2.0,
204,6,,7.0,2,5.0,7.0
205,7,5.0,7.0,7,0.0,0.0
206,9,,0.0,4,,7.0
207,8,8.0,7.0,7,9.0,
208,2,8.0,,6,,0.0
209,9,0.0,5.0,6,8.0,
210,2,10.0,2.0,10,,
211,1,,,3,,1.0
212,8,1.0,2.0,6,6.0,10.0
213,5,,10.0,1,9.0,10.0
214,1,3.0,8.0,7,9.0,1.0
215,5,,,2,2.0,
216,7,,8.0,9,4.0,
217,7,,9.0,6,10.0,9.0
218,2,4.0,6.0,10,,
219,3,0.0,,1,,
220,2,6.0,2.0,6,9.0,9.0
221,10,,10.0,4,,1.0
222,6,,,7,3.0,
223,6,1.0,,0,9.0,
224,1,6.0,7.0,9,,
225,9,,,8,3.0,
226,5,,0.0,1,,6.0
227,3,0.0,3.0,7,9.0,9.0
228,9,2.0,6.0,0,,
229,7,,8.0,3,6.0,
230,9,,,0,,
231,5,,,7,,9.0
232,3,7.0,,3,,7.0
233,9,8.0,6.0,3,,5.0
234,9,9.0,,7,,
235,10,8.0,,6,10.0,
236,7,,,6,,7.0
237,2,5.0,,10,,3.0
238,3,5.0,,7,,
239,4,,,5,,
240,9,2.0,,4,,
241,8,0.0,,8,,
242,0,0.0,,1,,5.0
243,0,6.0,,8,2.0,
244,8,,8.0,1,4.0,
245,3,7.0,6.0,9,,1.0
246,6,9.0,1.0,6,,2.0
247,4,4.0,5.0,5,9.0,
248,7,10.0,,0,5.0,
249,9,,,7,,7.0
250,4,1.0,6.0,7,4.0,
251,8,0.0,,6,,
252,8,,,1,7.0,
253,4,0.0,,4,,
254,9,,9.0,10,,6.0
255,10,,8.0,5,0.0,1.0
256,9,,3.0,8,5.0,7.0
257,6,10.0,6.0,7,,0.0
258,7,6.0,3.0,9,,10.0
259,3,,9.0,9,,4.0
260,5,1.0,2.0,10,,
261,5,8.0,,1,,3.0
262,3,10.0,2.0,7,,6.0
263,4,,,2,3.0,1.0
264,3,8.0,,6,,
265,3,,0.0,7,6.0,
266,10,8.0,,1,,
267,9,4.0,,6,7.0,
268,0,,1.0,3,10.0,0.0
269,0,,1.0,0,,2.0
270,8,,8.0,8,8.0,
271,6,,,3,,
272,6,6.0,,6,9.0,
273,2,4.0,1.0,9,,
274,2,7.0,10.0,0,4.0,
275,0,10.0,0.0,6,1.0,1.0
276,10,,,10,2.0,
277,10,,8.0,9,,10.0
278,1,2.0,,2,,5.0
279,7,4.0,,0,,5.0
280,6,,9.0,2,,1.0
281,5,,,2,9.0,6.0
282,8,,4.0,9,2.0,
283,6,,,9,,
284,10,,0.0,8,7.0,
285,6,,,8,,
286,7,,2.0,4,0.0,3.0
287,2,7.0,,7,1.0,8.0
288,10,10.0,10.0,0,,9.0
289,9,3.0,6.0,4,,
290,0,,10.0,0,7.0,
291,1,,0.0,2,9.0,5.0
292,5,8.0,,7,0.0,
293,8,1.0,9.0,9,5.0,
294,5,8.0,,2,8.0,
295,1,0.0,1.0,3,5.0,
296,3,,5.0,0,,6.0
297,7,0.0,,3,2.0,
298,8,2.0,,3,,7.0
299,5,,6.0,4,5.0,4.0
300,9,3.0,,10,,
301,1,,4.0,7,10.0,6.0
302,10,,,6,,
303,1,,,9,,4.0
304,5,,,1,7.0,
305,10,,,6,,8.0
306,5,,10.0,2,6.0,
307,8,5.0,,5,6.0,10.0
308,2,,5.0,0,8.0,2.0
309,10,9.0,2.0,7,5.0,9.0
310,5,2.0,7.0,10,3.0,
311,8,,,10,,
312,0,,,1,5.0,
313,4,,1.0,2,1.0,
314,6,,8.0,9,,0.0
315,10,5.0,8.0,4,10.0,
316,2,,10.0,9,2.0,4.0
317,4,7.0,,0,,
318,6,,,8,,
319,8,,,1,9.0,2.0
320,8,5.0,,0,,
321,5,,7.0,0,,7.0
322,10,,3.0,2,,7.0
323,4,6.0,,4,,
324,6,,0.0,1,,8.0
325,9,,5.0,7,,4.0
326,8,3.0,0.0,10,,
327,9,9.0,,4,,2.0
328,8,,3.0,10,4.0,3.0
329,0,0.0,,4,,6.0
330,7,8.0,7.0,9,10.0,
331,8,,,8,7.0,
332,8,3.0,,7,9.0,
333,7,5.0,4.0,2,10.0,7.0
334,5,4.0,1.0,5,7.0,
335,0,,,8,,3.0
336,1,,,5,,8.0
337,3,,8.0,7,1.0,2.0
338,10,,10.0,7,4.0,1.0
339,6,10.0,8.0,9,4.0,7.0
340,5,,,6,,3.0
341,5,,,2,,
342,10,,6.0,8,,6.0
343,9,5.0,,5,4.0,5.0
344,1,,,7,,3.0
345,3,10.0,10.0,9,,
346,7,,,0,2.0,
347,1,6.0,7.0,0,8.0,6.0
348,10,2.0,2.0,5,,9.0
349,9,3.0,10.0,1,4.0,
350,10,10.0,3.0,2,6.0,
351,0,5.0,,9,1.0,
352,9,8.0,,10,,4.0
353,4,,,9,,7.0
354,10,,,2,,
355,9,,,4,4.0,4.0
356,9,,,5,7.0,
357,1,,7.0,2,0.0,
358,0,,9.0,7,,5.0
359,5,,,6,,
360,5,,0.0,8,9.0,
361,9,,,9,0.0,3.0
362,8,,4.0,4,8.0,
363,7,5.0,8.0,9,5.0,
364,5,,,2,,
365,2,1.0,0.0,4,,
366,8,,,8,,10.0
367,7,,,9,,
368,10,4.0,,2,,7.0
369,6,9.0,,0,4.0,
370,3,,9.0,4,9.0,6.0
371,3,7.0,,2,,
372,4,,,3,,
373,8,,,1,,
374,7,,8.0,9,,1.0
375,5,6.0,8.0,3,,
376,2,8.0,0.0,3,,
377,3,5.0,,4,0.0,
378,1,,,8,5.0,
379,9,,,4,,2.0
380,3,3.0,7.0,7,4.0,
381,1,,,9,,8.0
382,8,,10.0,3,5.0,
383,4,,,4,4.0,9.0
384,10,7.0,,3,,7.0
385,2,,,1,,
386,10,,6.0,10,6.0,
387,10,,2.0,4,,
388,6,2.0,,8,,
389,1,,5.0,6,9.0,10.0
390,6,,1.0,5,8.0,
391,1,,,8,,
392,5,4.0,7.0,5,,
393,4,2.0,1.0,9,,
394,5,,10.0,8,9.0,
395,8,9.0,3.0,7,0.0,
396,9,,,8,0.0,1.0
397,1,,2.0,9,8.0,8.0
398,1,,,10,2.0,
399,1,5.0,,7,3.0,
400,9,,8.0,5,,1.0
401,3,8.0,,4,,1.0
402,3,5.0,,0,,
403,3,,8.0,9,0.0,
404,5,4.0,,8,10.0,6.0
405,1,8.0,,2,4.0,
406,7,10.0,3.0,5,7.0,
407,10,,,2,9.0,
408,1,,,9,,4.0
409,0,,,10,,
410,4,5.0,5.0,1,8.0,7.0
411,10,,2.0,8,5.0,5.0
412,3,10.0,,1,10.0,8.0
413,8,,5.0,10,,5.0
414,1,,,9,,3.0
415,7,,3.0,3,4.0,
416,10,,,4,7.0,8.0
417,7,7.0,7.0,8,10.0,
418,1,3.0,7.0,6,,
419,3,1.0,,3,0.0,9.0
420,3,9.0,,0,9.0,
421,5,,,8,9.0,2.0
422,1,9.0,7.0,5,3.0,
423,7,0.0,,6,0.0,
424,0,9.0,,8,,0.0
425,6,,7.0,2,4.0,
426,10,,,1,,9.0
427,2,1.0,,8,,0.0
428,7,1.0,10.0,6,,
429,1,8.0,3.0,5,10.0,
430,1,,,1,,
431,5,,,7,2.0,
432,5,7.0,,10,,
433,2,,1.0,3,7.0,
434,7,7.0,,0,,10.0
435,2,0.0,10.0,7,,5.0
436,9,3.0,6.0,4,,4.0
437,7,10.0,,4,2.0,
438,1,,9.0,4,,2.0
439,6,,2.0,1,8.0,1.0
440,10,,,1,,9.0
441,4,9.0,10.0,5,,0.0
442,10,6.0,5.0,9,,9.0
443,9,,,10,0.0,8.0
444,0,,4.0,9,,5.0
445,9,,9.0,10,,1.0
446,4,0.0,,1,3.0,1.0
447,1,10.0,,6,,5.0
448,4,5.0,9.0,4,2.0,
449,0,,6.0,10,6.0,1.0
450,4,,,3,7.0,1.0
451,5,10.0,5.0,9,,10.0
452,0,,3.0,1,,6.0
453,2,,,4,,
454,0,,5.0,1,10.0,
455,2,,4.0,1,0.0,
456,6,,3.0,6,,
457,9,,,5,,10.0
458,8,1.0,7.0,4,4.0,6.0
459,9,0.0,5.0,10,4.0,
460,6,5.0,,6,8.0,9.0
461,10,,9.0,3,3.0,
462,1,0.0,,6,,
463,7,1.0,,1,4.0,
464,4,,,6,,6.0
465,0,,,3,0.0,
466,9,,5.0,7,0.0,
467,2,,5.0,5,,6.0
468,2,5.0,1.0,6,,10.0
469,6,,8.0,3,,9.0
470,5,0.0,,8,6.0,
471,7,,,1,5.0,5.0
472,1,,,9,,5.0
473,10,,10.0,3,,7.0
474,6,8.0,,4,8.0,1.0
475,1,5.0,,8,8.0,6.0
476,7,6.0,,8,,2.0
477,6,,,5,4.0,
478,0,,7.0,6,,10.0
479,3,10.0,,7,,
480,3,,3.0,7,,8.0
481,1,3.0,,7,6.0,8.0
482,9,,3.0,2,,9.0
483,0,6.0,,6,2.0,9.0
484,1,,9.0,10,3.0,10.0
485,1,2.0,,9,,10.0
486,7,,10.0,6,,
487,8,9.0,,6,,0.0
488,8,,0.0,5,3.0,5.0
489,10,,8.0,0,5.0,2.0
490,7,3.0,,0,2.0,8.0
491,8,,,0,,9.0
492,10,,,7,10.0,9.0
493,0,6.0,3.0,7,0.0,
494,3,,,1,5.0,
495,8,4.0,2.0,6,,
496,8,,8.0,2,,3.0
497,9,,,1,,2.0
498,9,2.0,,9,10.0,0.0
499,1,,,5,,8.0
500,7,,,10,6.0,
501,1,4.0,,10,,10.0
502,4,5.0,,3,,
503,10,,,5,4.0,7.0
504,2,5.0,,10,4.0,1.0
505,10,,9.0,9,,2.0
506,5,5.0,,3,2.0,
507,9,3.0,,10,4.0,
508,3,,,4,1.0,
509,0,2.0,10.0,3,0.0,
510,7,0.0,4.0,10,8.0,6.0
511,7,6.0,3.0,7,0.0,4.0
512,7,,6.0,0,5.0,
513,7,,,7,,
514,0,,,2,4.0,3.0
515,7,7.0,8.0,4,2.0,5.0
516,3,,,3,0.0,1.0
517,0,,6.0,3,,6.0
518,6,1.0,1.0,2,,2.0
519,4,2.0,,0,,
520,3,,,3,1.0,
521,0,,9.0,2,,8.0
522,6,,,5,,
523,1,8.0,,2,9.0,
524,6,,10.0,7,5.0,
525,7,,1.0,8,9.0,
526,8,,,10,6.0,0.0
527,5,,,3,9.0,
528,0,1.0,10.0,5,7.0,
529,4,0.0,7.0,0,5.0,
530,4,2.0,,6,,
531,6,5.0,,3,,
532,5,5.0,,6,,6.0
533,6,6.0,5.0,6,5.0,1.0
534,7,,8.0,9,5.0,8.0
535,8,10.0,7.0,2,,
536,0,6.0,9.0,4,4.0,8.0
537,4,,5.0,2,,2.0
538,8,,1.0,2,1.0,
539,4,6.0,0.0,9,10.0,
540,0,,,10,8.0,0.0
541,6,1.0,,4,,3.0
542,3,4.0,,2,3.0,2.0
543,0,10.0,,1,,
544,9,3.0,5.0,9,,9.0
545,10,8.0,3.0,3,1.0,4.0
546,7,,,9,2.0,
547,9,,,4,8.0,7.0
548,2,,,1,,9.0
549,1,,0.0,0,,3.0
550,5,10.0,10.0,5,3.0,7.0
551,10,,1.0,9,,1.0
552,10,10.0,,9,6.0,
553,3,3.0,6.0,6,,10.0
554,1,,,10,,
555,0,2.0,0.0,9,,4.0
556,0,,5.0,5,,8.0
557,9,8.0,0.0,7,,
558,0,,,1,5.0,1.0
559,3,7.0,,8,,
560,2,,,3,,5.0
561,4,,,4,,10.0
562,3,,5.0,8,2.0,
563,8,,,0,6.0,
564,1,,,2,,
565,2,7.0,7.0,6,7.0,
566,5,2.0,,8,,
567,2,,,7,7.0,3.0
568,1,,3.0,2,,0.0
569,9,,,10,0.0,
570,7,1.0,,9,9.0,
571,8,2.0,6.0,5,,
572,8,,,7,0.0,
573,5,1.0,3.0,3,10.0,
574,6,,,0,,
575,5,,,10,7.0,
576,0,3.0,,7,,0.0
577,1,3.0,,3,,4.0
578,0,,2.0,0,5.0,
579,5,,,5,,
580,0,7.0,,3,,9.0
581,2,6.0,,3,2.0,10.0
582,6,9.0,,5,7.0,5.0
583,4,,,10,,9.0
584,6,5.0,,1,,8.0
585,5,2.0,,5,,5.0
586,8,6.0,,9,,4.0
587,0,,9.0,2,,10.0
588,5,,2.0,0,2.0,
589,10,,8.0,3,,10.0
590,2,6.0,2.0,5,,
591,6,0.0,,9,6.0,
592,6,,2.0,10,10.0,
593,9,4.0,,3,,0.0
594,5,0.0,,1,,1.0
595,8,1.0,4.0,2,,
596,10,,,3,3.0,1.0
597,10,9.0,,1,2.0,0.0
598,8,,6.0,4,4.0,
599,9,6.0,,3,,
600,9,,8.0,10,,10.0
601,7,0.0,6.0,3,,9.0
602,1,9.0,,1,,9.0
603,1,4.0,2.0,4,1.0,
604,4,,,6,8.0,
605,5,10.0,,10,3.0,7.0
606,2,,,9,4.0,4.0
607,3,2.0,,3,,
608,2,,3.0,3,2.0,
609,10,0.0,,3,10.0,
610,3,,5.0,0,4.0,5.0
611,5,10.0,9.0,6,2.0,7.0
612,5,,,10,,5.0
613,5,,10.0,2,8.0,
614,4,8.0,8.0,6,,5.0
615,6,,9.0,8,9.0,
616,3,,,5,3.0,7.0
617,6,,0.0,8,5.0,5.0
618,2,10.0,,7,1.0,10.0
619,7,,3.0,1,7.0,6.0
620,9,,9.0,9,,1.0
621,5,9.0,10.0,8,5.0,
622,6,10.0,,1,7.0,
623,2,,1.0,3,3.0,10.0
624,3,0.0,,5,9.0,
625,5,7.0,,6,4.0,
626,4,5.0,,7,,1.0
627,6,,5.0,9,,8.0
628,9,,3.0,3,0.0,
629,9,4.0,,7,,
630,8,0.0,9.0,5,0.0,10.0
631,6,9.0,9.0,2,,2.0
632,7,,0.0,4,6.0,9.0
633,0,3.0,,10,9.0,1.0
634,1,6.0,,7,8.0,7.0
635,6,9.0,,0,,
636,2,10.0,0.0,10,5.0,
637,4,,,0,,8.0
638,3,7.0,9.0,8,,6.0
639,7,,5.0,5,1.0,1.0
640,8,,,6,5.0,3.0
641,6,5.0,,5,2.0,
642,10,,6.0,2,9.0,0.0
643,9,0.0,,5,,
644,3,0.0,0.0,8,10.0,2.0
645,7,,,8,5.0,
646,5,6.0,,3,,
647,1,,8.0,0,,10.0
648,10,0.0,4.0,6,6.0,
649,5,7.0,2.0,4,,
650,6,8.0,4.0,9,,
651,3,8.0,10.0,6,2.0,9.0
652,5,6.0,,1,,
653,2,5.0,,7,,9.0
654,7,10.0,,9,,
655,9,,,7,,
656,8,1.0,9.0,4,,3.0
657,0,6.0,,0,4.0,7.0
658,5,,,5,,4.0
659,7,3.0,,4,0.0,
660,8,0.0,,1,9.0,10.0
