0,1,2,3,4,5
5,5.0,0.0,5,,3.0
9,0.0,9.0,8,,4.666666666666667
4,2.5,9.0,1,,6.333333333333334
9,5.0,9.25,5,,8.0
4,10.0,9.5,2,10.0,6.0
9,4.0,9.75,8,2.0,4.0
8,6.0,10.0,7,3.0,3.0
10,0.0,5.0,0,3.6666666666666665,2.0
8,6.0,1.0,2,4.333333333333333,4.0
0,4.0,4.0,6,5.0,10.0
0,4.0,7.0,2,5.0,5.0
4,4.0,4.0,2,2.0,4.5
8,4.0,6.0,9,2.0,4.0
6,4.0,8.0,10,2.5,4.5
3,4.0,10.0,1,3.0,5.0
4,4.0,8.8,7,5.333333333333334,3.0
2,3.5,7.6,0,7.666666666666667,6.5
2,3.0,6.4,4,10.0,10.0
9,8.0,5.2,9,3.0,8.666666666666666
8,5.5,4.0,8,1.5,7.333333333333334
5,3.0,3.5,9,0.0,6.0
5,2.5,3.0,5,6.0,6.75
1,2.0,2.5,3,4.5,7.5
8,5.0,2.0,10,3.0,8.25
3,2.0,3.0,4,3.6666666666666665,9.0
6,8.0,4.0,2,4.333333333333333,9.0
8,8.4,4.833333333333333,9,5.0,9.0
9,8.8,5.666666666666667,4,4.5,6.0
3,9.2,6.5,8,4.0,3.0
1,9.6,7.333333333333334,9,3.5,4.0
6,10.0,8.166666666666668,4,3.0,5.0
1,9.0,9.0,9,2.6,6.0
8,5.0,7.5,10,2.2,7.0
5,1.0,6.0,4,1.7999999999999998,8.0
6,10.0,4.5,3,1.4,7.2
2,4.0,3.0,0,1.0,6.4
6,3.75,9.0,0,1.0,5.6
0,3.5,9.5,1,1.0,4.8
10,3.25,10.0,4,1.0,4.0
10,3.0,9.75,7,1.0,4.5
5,5.0,9.5,2,1.0,5.0
2,8.0,9.25,3,6.0,3.5
2,8.0,9.0,4,6.0,2.0
8,8.0,0.0,7,6.0,4.0
0,7.25,7.0,2,6.0,3.0
6,6.5,4.666666666666666,3,9.0,10.0
1,5.75,2.333333333333333,0,4.0,10.0
4,5.0,0.0,10,5.2,10.0
4,7.5,2.0,6,6.4,10.0
4,10.0,4.0,10,7.6,10.0
7,10.0,5.666666666666667,6,8.8,10.0
7,9.0,7.333333333333334,5,10.0,8.0
6,8.5,9.0,1,3.0,9.0
6,8.0,4.5,5,2.6666666666666665,10.0
3,6.0,0.0,3,2.3333333333333335,5.5
7,2.0,6.0,7,2.0,1.0
10,3.666666666666667,8.0,1,5.0,2.0
7,5.333333333333334,8.5,10,7.0,10.0
0,7.0,9.0,9,9.0,8.8
6,6.0,9.5,0,10.0,7.6
0,6.75,10.0,5,10.0,6.4
7,7.5,6.0,4,9.0,5.2
7,8.25,1.0,4,8.0,4.0
5,9.0,10.0,5,4.0,4.25
10,5.0,8.0,4,0.0,4.5
8,6.666666666666667,3.0,6,3.0,4.75
4,8.333333333333334,2.0,7,6.0,5.0
6,10.0,1.0,1,9.0,5.0
7,8.0,2.0,4,7.0,5.0
1,3.0,3.0,9,7.0,5.0
8,10.0,2.0,4,7.0,4.5
3,7.0,2.6666666666666665,7,5.0,4.0
5,6.0,3.333333333333333,3,4.0,3.5
1,6.333333333333333,4.0,0,3.0,3.0
3,6.666666666666667,2.5,2,2.0,7.0
10,7.0,1.0,4,1.0,10.0
8,7.333333333333333,4.0,9,0.0,3.0
7,7.666666666666666,7.0,10,0.5,2.5
5,8.0,6.666666666666667,1,1.0,2.0
3,6.0,6.333333333333333,9,1.5,3.0
0,4.0,6.0,10,2.0,10.0
10,4.666666666666667,2.0,4,8.0,4.0
6,5.333333333333333,2.1666666666666665,9,6.0,5.0
0,6.0,2.3333333333333335,3,4.0,2.0
6,6.5,2.5,0,9.0,5.0
0,7.0,2.6666666666666665,9,9.0,5.375
1,9.0,2.833333333333333,4,6.75,5.75
10,8.5,3.0,1,4.5,6.125
9,8.0,4.333333333333333,4,2.25,6.5
7,7.5,5.666666666666666,8,0.0,6.875
10,7.0,7.0,2,9.0,7.25
7,10.0,10.0,1,9.0,7.625
1,4.0,7.5,6,9.0,8.0
1,4.0,5.0,6,9.0,0.0
5,4.0,3.5,4,9.0,0.5
2,4.0,2.0,5,9.0,1.0
5,3.3333333333333335,2.25,2,9.0,3.25
9,2.666666666666667,2.5,9,9.0,5.5
2,2.0,2.75,1,9.0,7.75
0,7.0,3.0,9,9.0,10.0
3,7.0,5.0,8,9.0,2.0
0,5.8,7.0,3,3.0,0.0
7,4.6,7.75,8,2.6666666666666665,1.5
9,3.4000000000000004,8.5,8,2.3333333333333335,3.0
7,2.2,9.25,9,2.0,4.5
2,1.0,10.0,2,1.6666666666666667,6.0
8,5.5,0.0,2,1.3333333333333335,7.5
0,10.0,5.0,7,1.0,9.0
1,4.0,10.0,2,3.0,7.0
1,6.5,10.0,10,5.0,6.5
7,9.0,10.0,10,7.0,6.0
5,7.6,10.0,1,9.0,4.5
3,6.2,10.0,1,6.5,3.0
9,4.800000000000001,1.0,3,4.0,1.5
3,3.4000000000000004,0.0,2,3.0,0.0
3,2.0,10.0,9,7.0,1.0
8,8.0,8.0,9,3.0,2.0
1,7.75,6.0,10,2.5,4.0
2,7.5,5.0,3,2.0,6.0
10,7.25,4.0,2,1.5,8.0
1,7.0,3.0,6,1.0,10.0
3,1.0,2.0,4,7.0,3.0
4,3.0,1.0,2,0.0,2.0
10,6.0,0.0,3,5.0,4.0
8,3.0,1.75,9,0.0,4.5
9,0.0,3.5,6,9.0,5.0
9,5.0,5.25,0,8.5,8.0
9,6.0,7.0,7,8.0,8.0
3,7.0,7.4,9,4.5,8.0
0,2.0,7.8,9,1.0,7.333333333333333
1,2.0,8.2,10,6.0,6.666666666666667
1,10.0,8.6,2,4.5,6.0
8,1.0,9.0,5,3.0,5.333333333333334
7,3.0,9.0,2,1.5,4.666666666666667
8,9.0,0.0,5,0.0,4.0
6,9.0,2.0,2,4.0,2.0
1,9.0,4.0,5,3.75,10.0
1,9.0,6.0,4,3.5,10.0
1,7.0,8.0,0,3.25,10.0
9,5.0,10.0,6,3.0,6.0
4,10.0,9.333333333333334,9,4.0,2.0
4,7.0,8.666666666666666,10,4.5,0.0
4,4.0,8.0,1,5.0,0.8
4,3.0,4.5,7,1.0,1.6
2,2.0,1.0,2,1.6666666666666665,2.4000000000000004
0,1.0,1.0,2,2.333333333333333,3.2
10,1.6666666666666665,2.333333333333333,7,3.0,4.0
8,2.333333333333333,3.6666666666666665,7,6.0,4.333333333333333
6,3.0,5.0,3,7.0,4.666666666666667
4,3.6666666666666665,4.2,10,1.0,5.0
9,4.333333333333333,3.4,1,8.0,7.0
3,5.0,2.5999999999999996,4,3.0,7.0
4,2.0,1.7999999999999998,6,3.0,5.0
3,1.0,1.0,7,3.0,4.0
6,0.0,0.5,10,3.0,4.0
8,4.0,0.0,3,1.5,4.0
3,8.0,2.25,8,0.0,4.5
8,0.0,4.5,4,9.0,5.0
0,1.2,6.75,4,10.0,6.666666666666667
8,2.4,9.0,7,3.0,8.333333333333334
5,3.5999999999999996,5.0,2,0.0,10.0
4,4.8,6.0,4,2.0,9.666666666666666
8,6.0,7.0,10,4.0,9.333333333333334
3,1.0,10.0,1,3.0,9.0
0,6.0,4.0,2,2.0,7.0
3,7.0,7.0,9,1.0,5.0
8,8.0,4.0,5,4.0,3.0
7,1.0,6.0,4,10.0,1.0
4,3.6666666666666665,8.0,7,7.0,1.6666666666666665
8,6.333333333333333,7.0,4,6.6,2.333333333333333
0,9.0,6.0,4,6.2,3.0
6,5.0,5.0,2,5.8,4.666666666666667
9,9.0,4.0,7,5.4,6.333333333333334
6,6.0,8.0,7,5.0,8.0
6,3.0,6.0,3,10.0,4.5
3,1.5,6.333333333333333,1,0.0,1.0
9,0.0,6.666666666666667,4,0.75,4.0
6,1.0,7.0,7,1.5,5.0
5,2.0,8.5,1,2.25,6.0
7,6.0,10.0,10,3.0,6.0
9,0.0,1.0,3,3.0,5.5
9,8.0,3.0,10,1.0,5.0
1,2.0,5.333333333333334,8,1.75,4.5
3,4.0,7.666666666666667,7,2.5,4.0
0,4.5,10.0,5,3.25,7.0
4,5.0,8.0,8,4.0,6.333333333333333
8,5.5,6.0,9,8.0,5.666666666666667
3,6.0,3.0,8,3.0,5.0
10,7.5,1.5,4,5.0,5.0
7,9.0,0.0,2,2.5,5.666666666666667
5,8.846153846153847,10.0,7,0.0,6.333333333333333
4,8.692307692307692,1.0,8,0.5,7.0
6,8.538461538461538,3.0,8,1.0,5.0
10,8.384615384615385,3.3333333333333335,7,2.666666666666667,1.0
2,8.23076923076923,3.6666666666666665,0,4.333333333333334,4.5
4,8.076923076923077,4.0,6,6.0,8.0
2,7.923076923076923,4.333333333333333,9,2.0,4.0
6,7.769230769230769,4.666666666666666,10,5.5,1.0
6,7.615384615384615,5.0,4,9.0,2.0
4,7.461538461538462,5.0,6,6.0,3.0
10,7.3076923076923075,5.0,9,3.0,6.0
1,7.153846153846153,1.0,1,0.0,6.25
2,7.0,3.0,1,0.0,6.5
2,6.333333333333333,5.0,3,2.0,6.75
6,5.666666666666667,7.0,2,5.0,7.0
7,5.0,7.0,7,0.0,0.0
9,6.5,0.0,4,4.5,7.0
8,8.0,7.0,7,9.0,3.5
2,8.0,6.0,6,8.5,0.0
9,0.0,5.0,6,8.0,0.3333333333333333
2,10.0,2.0,10,7.333333333333333,0.6666666666666666
1,5.5,2.0,3,6.666666666666667,1.0
8,1.0,2.0,6,6.0,10.0
5,2.0,10.0,1,9.0,10.0
1,3.0,8.0,7,9.0,1.0
5,3.25,8.0,2,2.0,3.6666666666666665
7,3.5,8.0,9,4.0,6.333333333333333
7,3.75,9.0,6,10.0,9.0
2,4.0,6.0,10,9.666666666666666,9.0
3,0.0,4.0,1,9.333333333333334,9.0
2,6.0,2.0,6,9.0,9.0
10,4.333333333333333,10.0,4,6.0,1.0
6,2.6666666666666665,9.0,7,3.0,2.0
6,1.0,8.0,0,9.0,3.0
1,6.0,7.0,9,6.0,4.0
9,4.0,3.5,8,3.0,5.0
5,2.0,0.0,1,6.0,6.0
3,0.0,3.0,7,9.0,9.0
9,2.0,6.0,0,7.5,9.0
7,3.25,8.0,3,6.0,9.0
9,4.5,7.5,0,6.666666666666667,9.0
5,5.75,7.0,7,7.333333333333333,9.0
3,7.0,6.5,3,8.0,7.0
9,8.0,6.0,3,8.666666666666666,5.0
9,9.0,6.181818181818182,7,9.333333333333332,5.666666666666667
10,8.0,6.363636363636363,6,10.0,6.333333333333333
7,6.5,6.545454545454545,6,9.0,7.0
2,5.0,6.7272727272727275,10,8.0,3.0
3,5.0,6.909090909090909,7,7.0,3.4
4,3.5,7.090909090909091,5,6.0,3.8
9,2.0,7.2727272727272725,4,5.0,4.2
8,0.0,7.454545454545455,8,4.0,4.6
0,0.0,7.636363636363637,1,3.0,5.0
0,6.0,7.818181818181818,8,2.0,3.666666666666667
8,6.5,8.0,1,4.0,2.3333333333333335
3,7.0,6.0,9,5.666666666666667,1.0
6,9.0,1.0,6,7.333333333333334,2.0
4,4.0,5.0,5,9.0,3.666666666666667
7,10.0,5.333333333333333,0,5.0,5.333333333333334
9,5.5,5.666666666666667,7,4.5,7.0
4,1.0,6.0,7,4.0,6.8
8,0.0,6.75,6,5.5,6.6
8,0.0,7.5,1,7.0,6.4
4,0.0,8.25,4,4.666666666666666,6.2
9,2.5,9.0,10,2.333333333333333,6.0
10,5.0,8.0,5,0.0,1.0
9,7.5,3.0,8,5.0,7.0
6,10.0,6.0,7,4.714285714285714,0.0
7,6.0,3.0,9,4.428571428571429,10.0
3,3.5,9.0,9,4.142857142857143,4.0
5,1.0,2.0,10,3.857142857142857,3.5
5,8.0,2.0,1,3.5714285714285716,3.0
3,10.0,2.0,7,3.2857142857142856,6.0
4,9.0,1.3333333333333335,2,3.0,1.0
3,8.0,0.6666666666666667,6,4.5,0.8
3,8.0,0.0,7,6.0,0.6
10,8.0,0.3333333333333333,1,6.5,0.3999999999999999
9,4.0,0.6666666666666666,6,7.0,0.19999999999999996
0,4.4,1.0,3,10.0,0.0
0,4.8,1.0,0,9.0,2.0
8,5.2,8.0,8,8.0,1.8333333333333333
6,5.6,5.666666666666666,3,8.5,1.6666666666666667
6,6.0,3.333333333333333,6,9.0,1.5
2,4.0,1.0,9,6.5,1.3333333333333335
2,7.0,10.0,0,4.0,1.1666666666666667
0,10.0,0.0,6,1.0,1.0
10,7.333333333333334,4.0,10,2.0,5.5
10,4.666666666666667,8.0,9,3.4,10.0
1,2.0,8.333333333333334,2,4.8,5.0
7,4.0,8.666666666666666,0,6.199999999999999,5.0
6,4.375,9.0,2,7.6,1.0
5,4.75,6.5,2,9.0,6.0
8,5.125,4.0,9,2.0,5.4
6,5.5,2.0,9,4.5,4.8
10,5.875,0.0,8,7.0,4.2
6,6.25,1.0,8,3.5,3.6
7,6.625,2.0,4,0.0,3.0
2,7.0,6.0,7,1.0,8.0
10,10.0,10.0,0,3.0,9.0
9,3.0,6.0,4,5.0,7.666666666666667
0,4.666666666666667,10.0,0,7.0,6.333333333333334
1,6.333333333333334,0.0,2,9.0,5.0
5,8.0,4.5,7,0.0,5.2
8,1.0,9.0,9,5.0,5.4
5,8.0,5.0,2,8.0,5.6
1,0.0,1.0,3,5.0,5.8
3,0.0,5.0,0,3.5,6.0
7,0.0,5.333333333333333,3,2.0,6.5
8,2.0,5.666666666666667,3,3.5,7.0
5,2.5,6.0,4,5.0,4.0
9,3.0,5.0,10,7.5,5.0
1,3.2857142857142856,4.0,7,10.0,6.0
10,3.571428571428571,5.2,6,9.0,5.0
1,3.857142857142857,6.4,9,8.0,4.0
5,4.142857142857142,7.6,1,7.0,6.0
10,4.428571428571429,8.8,6,6.5,8.0
5,4.714285714285714,10.0,2,6.0,9.0
8,5.0,7.5,5,6.0,10.0
2,7.0,5.0,0,8.0,2.0
10,9.0,2.0,7,5.0,9.0
5,2.0,7.0,10,3.0,7.2
8,2.6,5.0,10,4.0,5.4
0,3.2,3.0,1,5.0,3.5999999999999996
4,3.8,1.0,2,1.0,1.7999999999999998
6,4.4,8.0,9,5.5,0.0
10,5.0,8.0,4,10.0,2.0
2,6.0,10.0,9,2.0,4.0
4,7.0,9.4,0,4.333333333333334,3.3333333333333335
6,6.333333333333333,8.8,8,6.666666666666667,2.666666666666667
8,5.666666666666667,8.2,1,9.0,2.0
8,5.0,7.6,0,8.444444444444445,4.5
5,5.333333333333333,7.0,0,7.888888888888889,7.0
10,5.666666666666667,3.0,2,7.333333333333333,7.0
4,6.0,1.5,4,6.777777777777778,7.5
6,5.0,0.0,1,6.222222222222222,8.0
9,4.0,5.0,7,5.666666666666666,4.0
8,3.0,0.0,10,5.111111111111111,3.0
9,9.0,1.5,4,4.555555555555555,2.0
8,4.5,3.0,10,4.0,3.0
0,0.0,5.0,4,7.0,6.0
7,8.0,7.0,9,10.0,6.25
8,5.5,6.0,8,7.0,6.5
8,3.0,5.0,7,9.0,6.75
7,5.0,4.0,2,10.0,7.0
5,4.0,1.0,5,7.0,5.0
0,5.2,3.3333333333333335,8,5.0,3.0
1,6.4,5.666666666666667,5,3.0,8.0
3,7.6,8.0,7,1.0,2.0
10,8.8,10.0,7,4.0,1.0
6,10.0,8.0,9,4.0,7.0
5,8.75,7.333333333333333,6,4.0,3.0
5,7.5,6.666666666666667,2,4.0,4.5
10,6.25,6.0,8,4.0,6.0
9,5.0,7.333333333333333,5,4.0,5.0
1,7.5,8.666666666666666,7,3.3333333333333335,3.0
3,10.0,10.0,9,2.666666666666667,4.0
7,8.0,8.5,0,2.0,5.0
1,6.0,7.0,0,8.0,6.0
10,2.0,2.0,5,6.0,9.0
9,3.0,10.0,1,4.0,7.75
10,10.0,3.0,2,6.0,6.5
0,5.0,3.571428571428571,9,1.0,5.25
9,8.0,4.142857142857142,10,1.75,4.0
4,7.7272727272727275,4.714285714285714,9,2.5,7.0
10,7.454545454545455,5.285714285714286,2,3.25,5.5
9,7.181818181818182,5.857142857142857,4,4.0,4.0
9,6.909090909090909,6.428571428571429,5,7.0,4.333333333333333
1,6.636363636363637,7.0,2,0.0,4.666666666666667
0,6.363636363636363,9.0,7,3.0,5.0
5,6.090909090909091,4.5,6,6.0,4.333333333333333
5,5.818181818181818,0.0,8,9.0,3.666666666666667
9,5.545454545454546,2.0,9,0.0,3.0
8,5.272727272727273,4.0,4,8.0,4.4
7,5.0,8.0,9,5.0,5.8
