0,1,2,3,4,5,6,7,8,9,10,11
77,6,72,7,10,3,45,9,8,5,31,10
15,28,15,6,10,27,25,2,4,4,18,10
55,28,72,9,10,4,86,6,9,2,71,10
13,66,45,6,10,23,21,9,10,1,6,4
52,76,28,3,10,74,19,3,8,0,11,10
69,34,86,0,0,43,50,1,7,6,60,10
82,85,21,5,10,59,58,3,10,5,40,10
92,100,85,10,10,5,0,5,2,1,56,10
60,69,33,10,10,98,63,5,2,2,19,10
74,28,32,8,10,95,16,1,1,2,36,10
9,64,60,2,10,25,88,2,2,1,82,10
65,60,9,0,10,46,90,7,3,10,90,10
96,12,34,3,10,81,63,2,0,5,1,10
74,46,34,0,10,92,25,5,4,5,14,10
14,55,58,2,10,15,75,0,7,0,63,8
59,79,68,7,1,34,29,6,7,7,77,10
52,77,59,3,10,59,48,3,2,8,80,10
57,6,4,4,7,89,50,9,5,3,45,10
16,9,65,2,10,28,24,10,4,2,94,10
14,100,67,7,10,77,32,8,2,1,12,10
42,69,80,1,10,64,43,10,0,3,39,10
72,0,83,5,10,85,90,9,8,5,28,10
91,69,58,6,10,79,70,0,7,1,54,10
86,3,65,8,10,48,10,2,6,6,100,10
44,42,32,8,10,80,72,1,0,3,7,10
66,16,17,3,10,69,25,5,5,3,0,10
48,88,52,0,10,96,34,3,2,5,62,10
47,78,8,10,10,77,46,4,7,6,34,10
73,86,63,3,10,8,44,1,2,5,59,10
84,36,6,9,10,0,18,5,7,2,79,10
63,85,82,5,10,52,87,1,8,9,27,10
66,93,61,7,1,82,24,2,4,3,24,10
47,68,100,10,10,27,70,8,9,0,10,10
68,96,21,7,10,23,34,10,6,5,87,10
18,85,22,1,10,73,99,10,4,10,97,10
68,30,58,9,10,28,67,9,3,9,73,10
85,91,54,8,10,10,13,6,4,5,5,10
90,90,45,3,10,15,50,7,0,8,56,7
55,12,22,7,6,34,49,9,0,2,26,10
35,67,41,7,10,30,48,8,0,10,93,10
77,68,28,4,10,84,63,10,1,9,83,10
75,83,12,8,10,32,58,5,4,10,30,10
20,87,67,8,10,82,14,2,3,10,20,10
39,2,86,7,5,88,76,5,1,10,81,10
13,78,47,9,10,51,28,3,4,7,73,10
59,87,11,3,10,0,69,6,8,0,84,1
77,89,93,5,10,86,91,7,8,0,14,10
98,57,86,7,10,54,25,5,5,3,40,0
7,38,54,6,10,8,65,7,5,1,37,10
42,31,7,4,10,33,24,9,6,3,70,10
44,79,54,1,10,91,52,2,7,5,1,10
38,80,0,1,10,83,67,7,1,5,69,10
19,58,35,10,9,77,94,8,2,1,59,10
33,93,12,4,10,13,53,3,7,5,66,10
