0,1,2,3,4,5,6
,6,,5,6,,8
,4,9.0,3,4,0.0,5
,3,8.25,0,2,0.5,9
1.0,4,7.5,5,4,1.0,8
7.0,2,6.75,3,6,1.5,8
3.0,1,6.0,6,10,2.0,2
3.571428571428571,10,5.0,2,6,2.5,6
4.142857142857142,5,3.0,0,0,3.0,7
4.714285714285714,6,1.0,8,7,3.0,8
5.285714285714286,0,2.0,1,3,4.5,0
5.857142857142857,1,3.0,4,0,6.0,3
6.428571428571429,1,4.0,6,3,7.0,9
7.0,4,3.3333333333333335,5,2,8.0,4
7.75,9,2.666666666666667,0,3,6.5,6
8.5,4,2.0,4,9,5.0,4
9.25,3,1.3333333333333335,2,10,7.0,3
10.0,9,0.666666666666667,5,3,2.0,2
1.0,9,0.0,4,7,7.0,2
1.0,3,4.0,0,5,5.333333333333333,7
1.0,8,8.0,10,8,3.6666666666666665,9
1.0,1,8.25,6,7,2.0,5
1.0,2,8.5,0,0,2.0,4
1.0,8,8.75,4,0,3.0,10
1.0,2,9.0,5,6,4.0,7
2.0,9,9.0,5,6,5.0,7
3.0,7,9.0,5,4,6.0,8
4.0,0,9.0,10,6,5.666666666666667,5
9.0,9,9.0,5,0,5.333333333333333,6
7.5,4,9.0,2,1,5.0,0
6.0,8,7.5,0,7,0.0,1
6.5,0,6.0,4,3,0.5,8
7.0,0,4.5,7,10,1.0,1
5.0,5,3.0,5,2,1.2,7
8.0,1,5.333333333333334,8,0,1.4,9
6.0,0,7.666666666666667,10,4,1.6,4
4.0,4,10.0,0,8,1.8,7
2.0,9,4.0,4,8,2.0,1
3.0,2,1.0,4,7,10.0,0
3.8,2,2.333333333333333,4,10,10.0,4
4.6,7,3.6666666666666665,8,2,10.0,0
5.4,10,5.0,0,6,10.0,1
6.2,6,3.0,1,10,8.0,6
7.0,6,2.3333333333333335,1,4,8.4,3
5.75,6,1.6666666666666667,7,7,8.8,10
4.5,6,1.0,9,8,9.2,1
3.25,6,10.0,10,0,9.6,8
2.0,8,0.0,3,8,10.0,4
7.0,6,1.0,3,0,9.0,1
7.333333333333333,1,0.0,8,2,5.0,0
7.666666666666667,1,1.75,7,3,4.0,4
8.0,6,3.5,7,1,5.0,8
6.0,1,5.25,0,1,4.0,3
3.0,6,7.0,10,5,4.0,3
1.5,3,2.0,1,0,4.0,10
0.0,9,4.0,10,4,4.0,6
10.0,3,6.0,10,4,4.0,9
9.5,4,5.0,9,1,6.5,5
9.0,5,2.0,2,7,9.0,5
5.0,0,2.0,2,8,1.0,1
10.0,1,2.0,8,5,4.0,10
9.0,7,2.0,8,10,7.0,10
8.0,1,2.0,6,5,10.0,0
7.4,3,2.0,7,7,9.75,5
6.8,7,2.0,2,2,9.5,2
6.2,0,0.0,8,2,9.25,3
5.6,5,4.0,1,5,9.0,7
5.0,6,6.0,5,7,7.2,6
5.444444444444445,9,4.666666666666667,5,9,5.4,4
