,0,1,2,3,4,5,6
0,,6,,5,6,,8
1,,4,9.0,3,4,0.0,5
2,,3,,0,2,,9
3,1.0,4,,5,4,,8
4,7.0,2,,3,6,,8
5,3.0,1,6.0,6,10,,2
6,,10,5.0,2,6,,6
7,,5,,0,0,3.0,7
8,,6,1.0,8,7,3.0,8
9,,0,,1,3,,0
10,,1,,4,0,6.0,3
11,,1,4.0,6,3,,9
12,7.0,4,,5,2,8.0,4
13,,9,,0,3,,6
14,,4,,4,9,5.0,4
15,,3,,2,10,7.0,3
16,10.0,9,,5,3,2.0,2
17,1.0,9,0.0,4,7,7.0,2
18,,3,,0,5,,7
19,,8,8.0,10,8,,9
20,,1,,6,7,2.0,5
21,,2,,0,0,2.0,4
22,,8,,4,0,,10
23,1.0,2,9.0,5,6,,7
24,,9,,5,6,,7
25,,7,,5,4,6.0,8
26,4.0,0,9.0,10,6,,5
27,9.0,9,9.0,5,0,,6
28,,4,9.0,2,1,5.0,0
29,6.0,8,,0,7,0.0,1
30,,0,,4,3,,8
31,7.0,0,,7,10,1.0,1
32,5.0,5,3.0,5,2,,7
33,8.0,1,,8,0,,9
34,,0,,10,4,,4
35,,4,10.0,0,8,,7
36,2.0,9,4.0,4,8,2.0,1
37,3.0,2,1.0,4,7,10.0,0
38,,2,,4,10,,4
39,,7,,8,2,,0
40,,10,5.0,0,6,10.0,1
41,,6,3.0,1,10,8.0,6
42,7.0,6,,1,4,,3
43,,6,,7,7,,10
44,,6,1.0,9,8,,1
45,,6,10.0,10,0,,8
46,2.0,8,0.0,3,8,10.0,4
47,7.0,6,1.0,3,0,9.0,1
48,,1,0.0,8,2,5.0,0
49,,1,,7,3,4.0,4
50,8.0,6,,7,1,5.0,8
51,6.0,1,,0,1,4.0,3
52,3.0,6,7.0,10,5,4.0,3
53,,3,2.0,1,0,,10
54,0.0,9,,10,4,,6
55,10.0,3,6.0,10,4,4.0,9
56,,4,5.0,9,1,,5
57,9.0,5,2.0,2,7,9.0,5
58,5.0,0,,2,8,1.0,1
59,10.0,1,,8,5,,10
60,,7,,8,10,,10
61,8.0,1,,6,5,10.0,0
62,,3,,7,7,,5
63,,7,2.0,2,2,,2
64,,0,0.0,8,2,,3
65,,5,4.0,1,5,9.0,7
66,5.0,6,6.0,5,7,,6
67,,9,,5,9,,4
68,,9,,8,8,,5
69,,7,2.0,7,6,,1
70,,5,1.0,9,0,0.0,5
71,,3,2.0,1,8,6.0,4
72,,7,0.0,8,9,1.0,0
73,,10,,8,1,,2
74,,6,3.0,7,10,6.0,5
75,9.0,1,,2,2,1.0,2
76,8.0,2,4.0,4,8,,9
77,1.0,9,,8,4,,8
78,,6,,9,8,4.0,2
79,,8,8.0,5,8,1.0,1
80,,5,,7,5,5.0,6
81,,8,,4,4,,7
82,0.0,9,3.0,8,2,10.0,3
83,,5,0.0,3,1,4.0,0
84,2.0,7,8.0,1,7,8.0,2
85,10.0,9,5.0,0,1,4.0,10
86,0.0,0,2.0,3,6,,3
87,,6,,4,3,,6
88,9.0,7,3.0,8,0,,2
89,,5,7.0,3,7,0.0,4
90,3.0,4,,7,0,,9
91,,2,,3,4,,0
92,,1,,7,4,4.0,10
93,,0,5.0,0,0,2.0,1
94,,9,3.0,4,2,,6
95,0.0,5,6.0,8,7,4.0,8
96,,0,,6,0,5.0,7
97,10.0,8,2.0,0,8,7.0,5
98,,7,1.0,4,8,,7
99,,10,,4,10,,10
100,3.0,10,10.0,4,5,,7
101,2.0,10,,1,10,,6
102,,1,,6,4,3.0,8
103,,5,,10,9,,1
104,,6,,10,9,8.0,6
105,4.0,6,4.0,4,2,1.0,8
106,0.0,7,,7,10,1.0,5
107,,4,8.0,0,1,0.0,10
108,10.0,8,3.0,7,9,,7
109,0.0,0,5.0,5,9,1.0,3
110,3.0,10,5.0,5,5,,2
111,0.0,1,,4,1,,5
112,,8,,4,0,,9
113,3.0,3,4.0,1,10,0.0,9
114,0.0,6,5.0,2,0,1.0,8
115,,1,,9,10,,2
116,,8,,9,5,,1
117,,9,,9,8,,6
118,4.0,10,,8,9,,8
119,,3,3.0,6,2,1.0,4
120,,6,5.0,0,10,,8
121,6.0,1,,1,0,4.0,0
122,1.0,2,2.0,5,0,5.0,8
123,7.0,3,10.0,3,9,,8
124,3.0,3,7.0,2,0,,5
125,,1,1.0,5,3,7.0,9
126,,9,0.0,10,6,3.0,9
127,7.0,2,10.0,10,6,10.0,3
128,,7,5.0,2,9,7.0,4
129,5.0,1,2.0,0,0,,10
130,9.0,9,4.0,4,9,0.0,6
131,8.0,6,,5,7,1.0,5
132,1.0,3,5.0,3,4,10.0,6
133,4.0,2,1.0,10,5,9.0,2
134,2.0,4,,7,7,8.0,10
135,,3,1.0,0,6,,5
136,0.0,5,,3,0,2.0,7
137,1.0,7,,5,5,,10
138,4.0,0,,0,5,5.0,7
139,,4,7.0,1,4,8.0,10
140,,9,9.0,8,1,4.0,1
141,8.0,9,,1,3,,0
142,6.0,0,2.0,9,7,0.0,2
143,7.0,10,,9,1,6.0,2
144,5.0,8,0.0,7,2,,0
145,7.0,8,,9,6,4.0,4
146,9.0,10,3.0,10,6,8.0,3
147,,9,,10,10,,9
148,,9,,7,5,,10
149,5.0,0,,9,4,,9
150,,5,,2,6,10.0,3
151,,1,9.0,0,9,9.0,4
152,9.0,6,7.0,4,3,4.0,1
153,,1,,8,0,6.0,4
154,,0,2.0,8,8,7.0,5
155,,9,8.0,4,10,6.0,4
156,,5,10.0,6,5,,3
157,10.0,7,8.0,5,10,0.0,8
