,0,1,2,3,4,5,6
0,4,5,3,9,7,7,9
1,3,8,7,1,7,8,8
2,10,9,10,9,5,1,2
3,3,8,0,3,6,4,8
4,3,5,10,10,5,6,3
5,4,7,5,1,5,8,6
6,1,3,10,7,3,1,10
7,1,7,5,1,7,8,3
8,9,9,5,9,5,1,1
9,10,0,1,7,3,6,0
10,8,5,10,2,10,2,2
11,1,1,1,7,5,5,3
12,1,2,10,3,9,4,0
13,1,2,4,8,6,5,2
14,2,3,3,6,10,2,4
15,7,9,3,10,10,9,4
16,7,8,9,8,9,7,8
17,1,9,10,6,3,7,8
18,6,5,6,4,8,10,8
19,6,7,0,6,8,6,2
20,8,7,9,10,1,2,6
21,4,3,2,3,5,7,4
22,3,8,7,8,1,9,3
23,2,3,4,1,10,9,2
24,5,7,8,9,6,9,6
25,5,6,2,5,3,2,6
26,1,2,5,0,1,0,6
27,7,4,1,7,8,9,10
28,0,5,2,5,4,5,3
29,7,2,2,2,5,7,4
30,8,2,6,5,5,7,3
31,6,5,10,8,6,0,3
32,5,8,0,7,0,8,1
33,3,8,5,5,1,0,2
34,6,5,10,9,4,5,6
35,4,7,10,10,8,0,10
36,7,1,5,7,6,5,1
37,8,2,1,7,6,2,4
38,0,3,7,6,1,6,5
39,5,4,7,7,8,5,6
40,0,9,6,3,0,4,4
41,1,6,5,2,3,6,5
42,4,2,7,0,6,4,0
43,3,8,1,10,6,6,4
44,7,0,8,10,3,6,4
45,10,5,6,8,8,1,2
46,8,9,1,9,5,0,0
47,5,0,1,8,7,1,6
48,4,9,0,6,1,7,4
49,2,0,6,3,9,6,6
50,9,2,8,10,0,4,3
51,1,3,4,0,4,7,7
52,7,3,7,10,5,0,0
53,5,0,2,9,9,3,2
54,2,0,4,9,7,2,4
55,10,6,9,8,5,10,4
56,5,8,5,1,10,7,8
57,6,9,2,6,3,5,5
58,9,3,10,1,10,6,5
59,0,5,5,4,5,4,4
60,0,4,3,2,0,10,0
61,0,10,6,6,7,8,1
62,7,10,8,5,8,6,5
63,2,3,2,0,5,5,7
64,7,7,4,10,5,9,2
65,2,8,2,6,4,5,10
66,2,3,9,9,7,9,0
67,7,5,8,9,1,0,10
68,1,8,1,7,8,1,1
69,10,0,9,6,9,4,10
70,4,3,6,10,0,10,8
71,1,7,2,0,3,0,10
72,8,1,8,10,10,7,0
73,4,7,0,2,6,5,5
74,10,5,1,9,6,1,5
75,0,10,6,5,6,4,2
76,1,5,2,8,6,9,6
77,8,8,1,3,4,4,10
78,10,0,1,7,5,2,1
79,1,8,4,4,0,0,5
80,5,3,4,8,0,2,4
81,8,1,0,1,1,5,7
82,7,6,9,0,4,3,4
83,3,6,6,1,10,8,8
84,9,7,3,3,8,6,0
85,5,7,0,0,2,3,10
86,7,6,1,8,1,6,7
87,5,9,10,2,4,9,3
88,8,5,5,10,0,3,7
89,4,10,8,3,1,1,6
90,0,9,7,1,4,0,9
91,9,0,5,9,8,8,10
92,9,9,10,9,8,10,5
93,9,2,3,6,0,0,3
94,0,6,6,5,0,0,5
95,3,4,8,6,5,8,0
96,4,2,10,3,0,7,8
97,0,3,2,2,7,8,0
98,5,3,10,2,4,9,1
99,7,1,1,1,2,6,8
100,7,3,3,2,7,6,0
101,5,9,0,0,1,0,10
102,7,5,5,2,0,5,2
103,10,3,4,8,3,9,1
104,0,9,3,8,1,5,1
105,9,7,8,2,7,7,7
106,2,5,2,10,7,6,9
107,1,7,2,3,5,4,0
108,3,1,10,2,1,6,5
109,6,8,5,8,3,7,6
110,6,6,3,6,0,0,7
111,8,4,5,6,10,0,3
112,1,2,4,10,4,3,2
113,2,9,6,7,2,4,4
114,7,7,8,0,6,7,7
115,4,8,9,4,7,4,9
116,2,0,8,7,1,6,6
117,2,10,10,10,7,2,4
118,2,8,6,2,10,10,8
119,10,3,10,10,1,8,2
120,8,1,6,9,7,0,2
121,0,1,4,4,3,0,1
122,4,2,7,1,9,3,2
123,6,2,5,7,6,1,1
124,0,9,7,0,10,10,1
125,2,7,3,4,1,9,7
126,6,1,7,6,0,2,6
127,5,4,0,1,5,2,5
128,10,3,8,9,8,8,0
129,6,4,7,1,3,2,9
130,9,10,8,6,7,9,3
131,6,0,3,6,7,10,10
132,8,6,10,5,4,5,4
133,4,4,10,8,7,7,8
134,4,3,8,8,5,0,10
135,4,5,3,0,9,8,6
136,3,10,10,8,10,8,5
137,7,9,9,0,3,7,1
138,1,4,5,9,2,3,8
139,3,3,0,5,4,3,4
140,3,1,3,7,9,3,0
141,5,0,0,2,2,5,9
142,4,10,3,8,2,10,9
143,9,6,7,8,10,6,2
144,1,6,0,3,3,8,6
145,5,5,4,6,3,6,6
146,10,6,9,6,9,6,9
147,4,4,8,1,8,2,5
148,7,8,2,9,0,6,1
149,6,2,7,4,3,4,9
150,3,8,5,6,10,3,7
151,9,0,3,2,7,4,9
152,8,5,9,5,0,4,2
153,1,2,10,7,0,10,9
154,2,3,2,2,4,3,8
155,10,2,1,0,8,5,10
156,5,7,7,7,7,2,3
157,5,0,4,5,10,1,1
158,6,8,2,7,4,2,2
