,0,1,2,3,4
0,0,1,0,3,5
1,1,9,1,1,8
2,8,3,6,3,8
3,4,1,2,7,0
4,3,10,9,8,7
5,9,3,10,2,4
6,6,2,9,8,10
7,3,0,7,2,4
8,8,1,4,5,9
9,4,10,4,5,3
10,3,6,8,6,6
11,8,7,7,1,4
12,2,8,8,6,3
13,7,0,1,10,5
14,1,2,3,4,8
15,0,8,4,5,10
16,8,7,5,10,4
17,4,5,10,0,1
18,5,1,4,7,3
19,3,1,10,10,5
20,8,0,8,7,7
21,7,4,6,0,8
22,7,10,0,3,0
23,5,7,4,0,2
24,9,5,5,1,1
25,5,7,0,10,9
26,8,7,10,7,1
27,10,3,1,2,6
28,4,3,0,1,6
29,5,8,7,6,5
30,2,0,0,7,3
31,10,10,4,4,7
32,5,5,1,9,4
33,5,6,7,1,5
34,8,3,3,8,3
35,2,2,5,6,7
36,5,8,5,4,7
37,3,7,2,10,7
38,6,0,0,1,4
39,6,4,3,1,3
40,4,5,5,0,5
41,2,9,4,5,9
42,6,0,9,2,6
43,1,1,10,1,2
44,8,7,8,2,10
45,9,5,6,8,0
46,5,7,6,2,0
47,7,10,1,6,5
48,6,2,0,9,7
49,4,9,8,2,4
50,0,2,5,7,4
51,1,4,4,0,5
52,7,0,8,2,5
53,7,10,6,3,7
54,2,10,10,7,6
55,9,6,0,7,1
56,1,4,4,4,4
57,10,0,3,2,5
58,9,2,2,6,6
59,5,10,8,3,10
60,1,10,8,8,8
61,3,2,8,3,9
62,7,5,10,5,10
63,1,10,4,3,6
64,10,3,8,4,5
65,0,2,4,9,5
66,2,3,4,0,6
67,1,0,5,10,2
68,8,0,10,7,2
69,10,9,0,6,3
70,5,10,8,2,6
71,3,7,2,4,2
72,3,4,0,2,6
73,8,9,3,5,8
74,7,7,6,1,2
75,7,10,6,6,1
76,2,1,2,4,1
77,6,4,2,9,2
78,7,7,6,4,0
79,1,1,4,8,2
80,1,1,3,0,7
81,8,8,8,10,5
82,4,2,0,1,1
83,9,6,4,2,9
84,6,0,6,6,6
85,2,10,0,7,10
86,1,0,5,1,7
87,1,1,8,7,4
88,4,8,3,7,8
89,0,3,10,8,1
90,9,8,1,0,4
91,3,1,8,9,2
92,7,1,9,7,5
93,3,1,3,7,8
94,7,2,9,3,5
95,1,5,1,0,8
96,5,7,0,7,7
97,5,1,7,2,6
98,6,0,1,2,4
99,1,9,0,3,10
100,2,1,3,8,6
