,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,3,3,1,0,8,4,5,1,1,1,8,2,6,5,3
1,6,10,5,8,0,9,2,10,3,3,0,0,1,1,7
2,7,7,2,5,8,9,7,8,6,10,2,10,10,10,2
3,4,0,7,2,2,9,9,0,9,5,5,7,2,4,8
4,3,0,8,8,2,7,7,7,5,9,0,4,7,3,7
5,8,8,8,7,5,4,1,3,9,2,3,7,0,9,9
6,3,2,9,10,1,7,5,10,10,0,3,10,0,1,0
7,5,4,9,8,5,2,5,0,5,0,4,3,6,4,3
8,5,6,9,0,3,8,5,4,3,9,3,6,0,10,7
9,4,5,6,6,10,9,2,4,0,2,2,4,5,2,10
10,10,9,3,10,8,9,1,3,1,0,10,0,6,0,9
11,1,8,4,1,0,2,0,4,10,7,7,8,0,5,9
12,2,8,0,0,1,9,2,2,2,1,10,5,5,0,8
13,1,4,7,8,5,1,4,6,9,4,6,2,7,1,3
14,9,0,4,10,0,7,4,6,10,1,3,9,6,4,0
15,10,6,6,7,10,7,2,7,8,5,1,6,7,3,3
16,1,2,2,0,7,9,10,1,1,1,4,8,0,9,8
17,0,5,4,2,3,9,8,2,1,6,3,3,6,6,0
18,1,5,7,6,9,2,7,3,10,0,3,9,4,2,9
19,8,4,2,8,2,6,6,2,2,4,5,10,0,6,2
20,6,10,3,8,7,5,8,0,0,8,9,9,1,7,3
21,8,1,6,2,8,10,5,2,7,3,7,1,4,6,10
22,9,1,9,4,6,2,9,0,2,1,4,8,5,6,1
23,4,9,6,5,9,5,10,8,10,9,0,1,0,10,3
24,0,2,6,3,7,0,9,9,4,0,0,3,5,1,8
25,0,5,4,0,2,5,8,7,6,9,2,3,4,10,9
26,6,1,2,2,1,10,1,3,4,1,3,6,2,9,10
27,5,2,3,0,1,5,10,3,2,2,10,7,6,1,5
28,7,3,8,5,7,1,10,3,0,4,7,7,8,4,0
29,5,2,6,0,9,8,10,4,10,3,6,6,6,7,3
30,4,6,6,4,7,7,7,6,8,10,5,2,1,10,3
