0,1,2,3,4,5,6,7,8,9
7,8,90,0,4,0,4,10,10,3
4,2,56,10,3,1,5,10,10,6
9,9,23,2,5,6,8,10,10,2
2,3,59,2,7,1,9,10,10,0
8,1,88,1,1,3,4,10,8,6
10,8,46,2,3,3,4,10,10,7
9,6,70,1,0,6,0,10,10,0
1,4,45,8,4,1,10,10,10,4
8,3,83,0,6,4,0,10,10,4
4,10,1,2,10,5,9,10,10,6
8,5,22,5,6,2,4,10,10,10
5,5,58,9,2,4,2,10,10,4
4,10,88,6,7,2,2,10,10,10
6,1,52,6,2,10,2,10,10,10
6,5,22,7,7,0,10,10,10,2
1,1,0,4,10,6,6,10,10,9
4,7,96,3,10,10,7,5,10,6
4,3,50,10,8,0,10,10,10,6
6,9,81,8,9,5,8,10,10,0
0,5,20,1,9,1,6,10,10,8
3,7,99,0,1,9,2,10,10,10
3,2,80,0,1,4,8,10,10,9
4,0,85,7,0,7,2,10,10,3
1,2,85,5,8,2,3,10,10,7
7,7,90,9,9,5,5,10,1,8
9,1,72,7,8,9,10,10,10,10
6,6,21,0,9,10,6,10,10,2
1,6,21,0,3,4,9,10,1,5
9,0,92,0,8,2,0,10,10,1
3,10,29,6,0,5,3,10,10,7
2,3,48,0,8,4,7,10,10,1
3,6,11,9,10,1,4,10,10,7
2,7,16,1,10,1,3,10,10,4
9,5,12,6,6,4,7,10,2,0
9,2,55,5,8,5,0,10,10,0
7,3,39,7,4,0,6,8,10,8
4,10,20,8,6,9,8,7,10,5
3,3,18,9,3,3,3,10,10,8
3,7,35,8,1,4,2,10,10,10
2,0,14,5,9,0,0,10,10,2
6,0,23,6,5,9,1,10,10,2
1,7,78,7,2,9,6,10,10,2
10,7,16,6,7,9,6,10,10,1
3,3,0,1,5,5,9,10,2,6
5,2,33,5,1,4,5,10,10,7
8,5,58,4,1,3,7,10,10,8
4,8,77,9,3,7,7,10,3,5
1,4,44,10,7,5,4,10,10,8
6,3,47,3,5,6,8,10,10,6
1,7,35,10,0,7,5,10,10,1
1,6,76,3,9,3,3,10,10,2
9,6,80,2,3,1,2,10,10,5
10,6,37,1,6,10,7,10,10,1
9,5,73,4,1,9,2,10,10,2
1,2,20,3,1,8,6,10,10,3
3,4,98,9,3,4,4,10,4,5
1,1,30,10,0,7,7,10,10,5
6,8,34,9,1,9,4,10,10,6
6,0,80,8,6,10,5,10,10,0
1,6,77,1,3,0,5,10,9,7
2,10,80,5,0,8,2,10,10,7
