,0,1,2,3,4,5,6,7,8,9
0,5,5,7,10,4,9,1,5,10,0
1,5,10,8,7,6,1,4,0,0,4
2,7,7,3,2,4,7,9,0,0,6
3,5,4,7,3,3,5,5,9,4,9
4,1,8,4,0,10,5,9,7,7,8
5,9,3,6,0,8,10,9,10,6,2
6,2,4,7,10,4,0,2,4,10,3
7,1,8,8,8,4,3,7,7,0,10
8,4,0,5,5,4,5,1,10,3,9
9,0,8,10,0,5,2,2,4,6,1
10,2,7,6,9,2,3,4,8,1,8
11,9,8,2,10,0,10,5,9,3,10
12,0,10,0,3,0,9,10,2,5,6
13,7,8,10,9,5,4,3,0,5,8
14,3,10,10,4,2,1,0,10,2,0
15,8,6,10,10,2,4,1,2,6,0
16,5,4,8,0,5,9,10,6,1,7
17,6,6,5,9,6,10,5,2,8,10
18,1,5,2,1,9,0,6,0,10,3
19,8,0,4,3,1,6,9,6,3,5
20,4,5,9,7,0,1,8,9,3,4
21,2,8,10,3,8,1,10,5,0,5
22,8,7,6,5,2,0,3,0,2,2
23,5,0,4,4,7,3,2,8,4,3
24,3,1,5,3,10,0,9,9,3,3
25,4,6,5,2,4,8,1,9,4,2
26,4,2,1,5,0,3,5,7,10,9
27,8,9,0,4,5,9,10,5,8,7
28,2,1,9,4,9,10,10,2,5,9
29,3,2,10,0,4,8,4,8,6,3
30,5,0,2,6,2,0,9,10,10,1
31,0,4,3,7,3,1,1,4,9,6
32,2,9,3,3,0,2,10,2,10,2
33,7,2,2,7,8,9,4,3,6,10
34,10,2,8,10,9,8,8,4,9,5
35,7,4,2,10,7,4,9,6,10,3
36,7,0,7,3,6,8,10,8,6,6
37,9,10,8,9,6,2,10,7,0,6
38,6,1,1,8,7,5,7,8,3,10
39,1,8,9,3,2,8,4,2,3,0
40,4,0,0,0,1,9,5,0,10,2
41,9,3,5,3,6,3,9,7,3,7
42,5,0,2,1,1,7,1,7,9,10
43,6,9,10,5,7,4,9,8,7,8
44,5,3,9,5,7,7,5,1,2,9
45,0,3,8,8,7,9,1,0,9,6
46,7,8,5,3,9,4,6,9,2,8
47,8,4,8,10,8,4,1,4,1,0
48,6,3,10,0,1,8,6,5,6,8
49,9,2,8,8,3,8,1,10,1,2
50,1,0,9,6,10,4,3,4,7,9
51,1,5,6,0,4,5,5,2,8,9
52,1,1,2,5,8,9,10,4,9,4
53,10,9,4,5,5,0,1,8,0,8
54,10,10,0,6,10,7,5,1,4,4
55,2,9,10,0,8,9,1,10,3,6
56,7,7,9,2,2,9,6,1,6,6
57,2,4,4,7,9,4,6,6,9,3
58,9,7,3,8,4,4,2,1,8,1
59,6,0,9,4,6,9,2,3,6,9
60,7,3,7,6,10,3,5,7,0,10
61,3,7,6,2,9,0,4,2,8,10
62,3,7,4,8,5,6,9,7,10,0
63,9,4,1,10,7,6,8,7,5,6
64,6,3,7,10,2,5,8,8,9,6
65,0,5,5,1,5,3,10,7,10,4
66,10,10,10,9,1,9,6,9,6,0
67,4,4,5,7,6,7,4,5,5,5
68,0,6,9,8,1,3,10,6,10,2
69,6,6,7,9,7,2,8,9,3,4
70,3,0,8,6,10,7,9,10,0,10
71,6,2,4,6,6,10,8,7,10,4
72,6,0,9,9,2,0,1,9,10,7
73,6,8,1,7,9,5,3,2,3,5
74,4,1,10,7,7,5,9,10,8,1
75,6,8,6,2,7,5,10,6,9,3
76,9,0,2,10,0,6,1,3,5,8
77,9,2,5,9,3,4,6,7,2,0
78,2,3,9,0,2,0,6,7,8,6
79,9,0,0,4,4,10,8,7,8,10
80,9,6,3,8,1,4,3,1,6,2
81,9,9,0,8,8,9,0,8,1,2
82,7,3,0,6,1,0,10,9,0,10
83,0,1,8,2,9,7,3,6,9,4
84,9,2,2,5,3,10,7,2,4,1
85,6,0,3,6,7,1,10,3,0,0
86,9,1,7,5,0,5,9,6,8,5
87,5,5,5,3,7,3,9,3,5,3
88,0,10,6,10,3,9,1,3,10,3
89,2,2,1,3,5,10,9,3,1,7
90,4,9,1,10,6,2,4,6,0,8
91,1,1,7,5,0,0,2,2,4,10
92,1,8,9,9,10,2,5,9,6,8
93,7,10,10,1,9,10,4,1,3,3
94,5,6,2,1,9,0,10,5,8,7
95,10,10,9,7,0,6,2,9,2,3
96,8,4,1,8,4,5,2,3,0,4
97,8,8,8,7,8,4,9,3,9,7
98,10,5,6,0,9,7,7,0,6,2
99,1,5,10,2,6,7,5,9,0,10
100,8,8,3,6,10,4,1,10,5,8
101,10,10,4,1,9,3,8,3,2,7
102,2,10,2,1,2,1,2,7,0,8
103,5,5,1,9,9,9,2,6,0,5
104,9,10,8,3,9,0,3,0,10,6
105,9,7,2,5,7,3,7,8,1,1
106,4,3,2,4,4,1,8,8,8,8
107,8,10,6,0,2,5,7,3,10,3
108,0,7,9,1,1,9,8,5,8,10
109,4,5,6,3,10,9,10,2,3,4
110,3,0,0,4,2,2,8,5,8,0
111,9,10,3,6,5,1,10,5,8,9
112,3,2,8,1,7,9,8,3,2,10
113,1,7,0,7,10,10,6,6,10,7
114,4,2,0,0,4,8,6,0,6,1
115,6,3,1,3,5,8,4,2,7,4
116,9,5,6,1,2,1,4,8,7,10
117,0,7,5,3,3,7,6,4,8,6
118,9,7,5,7,2,4,7,8,9,8
119,8,6,4,8,9,0,0,1,4,5
120,1,8,1,9,6,1,4,7,10,10
121,3,6,1,9,1,5,3,8,9,3
122,7,6,1,4,10,6,2,9,5,7
123,6,10,7,9,8,9,5,10,1,3
124,5,2,2,10,5,8,10,2,2,0
125,10,8,9,3,9,3,7,5,7,1
126,3,1,7,8,6,10,0,6,5,1
127,0,3,6,5,10,9,5,2,3,7
128,10,4,4,0,6,1,5,2,0,4
129,10,5,0,3,2,5,10,3,4,1
130,3,10,9,2,6,3,1,3,6,7
131,4,3,0,10,6,8,4,8,0,3
132,5,6,2,7,1,9,7,7,2,5
133,0,4,0,7,4,0,3,3,5,2
134,2,5,0,4,0,8,4,2,3,4
135,8,1,5,4,5,3,8,10,8,2
136,2,8,0,0,7,9,9,0,8,1
137,8,4,4,9,0,1,7,5,6,8
138,4,4,9,4,0,0,7,4,9,3
139,8,7,10,5,5,5,0,8,8,5
140,6,4,5,4,7,3,10,8,10,10
141,4,2,7,0,1,2,6,4,8,8
142,7,4,1,3,10,5,0,6,10,2
143,4,7,0,5,1,5,2,2,8,3
144,5,6,6,4,0,2,2,8,10,2
145,8,4,5,10,6,5,7,5,5,2
146,5,2,4,4,3,10,4,2,8,8
147,6,9,0,8,0,8,4,2,5,9
148,9,5,6,3,0,1,3,9,4,4
149,9,7,7,4,5,7,8,2,7,6
150,4,9,8,4,6,6,10,9,7,0
151,7,5,2,8,6,4,9,0,2,7
152,7,3,9,9,3,3,1,7,9,1
153,6,0,5,7,6,0,8,4,6,3
154,7,7,3,3,0,9,8,10,1,7
155,0,7,5,4,1,2,0,3,0,5
156,5,1,8,5,6,8,0,9,9,9
157,8,5,5,6,9,3,5,0,2,4
158,3,10,9,7,8,2,5,9,10,7
159,4,8,8,0,8,8,8,3,0,0
160,9,5,2,10,3,8,7,0,9,3
161,4,2,8,5,3,3,6,0,8,10
162,1,5,1,1,10,10,8,10,2,6
163,5,5,9,10,1,7,7,6,0,5
164,5,5,0,3,9,8,1,1,5,10
165,0,0,2,10,3,0,8,4,10,10
166,1,10,2,10,9,5,7,10,3,4
167,1,10,4,8,1,5,2,6,4,5
168,4,4,2,8,2,5,9,7,7,10
169,3,9,8,9,2,0,2,7,3,1
170,7,4,6,9,8,5,0,3,6,5
171,2,3,7,7,7,7,2,6,1,5
172,3,5,1,9,10,1,7,2,3,7
