0,1,2,3,4,5,6,7,8,9
7,8,90,0,4,0,4,99,96,3
4,2,56,10,3,1,5,10,43,6
9,9,23,2,5,6,8,96,66,2
2,3,59,2,7,1,9,42,73,0
8,1,88,1,1,3,4,95,8,6
10,8,46,2,3,3,4,83,80,7
9,6,70,1,0,6,0,73,42,0
1,4,45,8,4,1,10,93,50,4
8,3,83,0,6,4,0,66,95,4
4,10,1,2,10,5,9,71,31,6
8,5,22,5,6,2,4,56,35,10
5,5,58,9,2,4,2,30,83,4
4,10,88,6,7,2,2,60,19,10
6,1,52,6,2,10,2,72,71,10
6,5,22,7,7,0,10,59,80,2
1,1,0,4,10,6,6,44,36,9
4,7,96,3,10,10,7,5,27,6
4,3,50,10,8,0,10,85,85,6
6,9,81,8,9,5,8,77,83,0
0,5,20,1,9,1,6,76,56,8
3,7,99,0,1,9,2,82,90,10
3,2,80,0,1,4,8,40,85,9
4,0,85,7,0,7,2,59,81,3
1,2,85,5,8,2,3,20,94,7
7,7,90,9,9,5,5,73,1,8
9,1,72,7,8,9,10,71,76,10
6,6,21,0,9,10,6,94,45,2
1,6,21,0,3,4,9,48,1,5
9,0,92,0,8,2,0,77,73,1
3,10,29,6,0,5,3,20,14,7
2,3,48,0,8,4,7,43,63,1
3,6,11,9,10,1,4,10,37,7
2,7,16,1,10,1,3,72,54,4
9,5,12,6,6,4,7,14,2,0
9,2,55,5,8,5,0,46,79,0
7,3,39,7,4,0,6,8,38,8
4,10,20,8,6,9,8,7,78,5
3,3,18,9,3,3,3,50,81,8
3,7,35,8,1,4,2,47,45,10
2,0,14,5,9,0,0,57,20,2
6,0,23,6,5,9,1,72,88,2
1,7,78,7,2,9,6,26,75,2
10,7,16,6,7,9,6,12,54,1
3,3,0,1,5,5,9,93,2,6
5,2,33,5,1,4,5,53,74,7
8,5,58,4,1,3,7,56,98,8
4,8,77,9,3,7,7,81,3,5
1,4,44,10,7,5,4,41,64,8
6,3,47,3,5,6,8,17,79,6
1,7,35,10,0,7,5,14,43,1
1,6,76,3,9,3,3,85,55,2
9,6,80,2,3,1,2,63,12,5
10,6,37,1,6,10,7,75,26,1
9,5,73,4,1,9,2,32,98,2
1,2,20,3,1,8,6,12,68,3
3,4,98,9,3,4,4,50,4,5
1,1,30,10,0,7,7,72,42,5
6,8,34,9,1,9,4,37,33,6
6,0,80,8,6,10,5,94,26,0
1,6,77,1,3,0,5,63,9,7
2,10,80,5,0,8,2,100,25,7
3,10,83,0,10,9,4,85,77,10
2,1,83,2,7,0,3,25,25,8
9,6,97,2,4,8,9,3,28,8
6,10,37,9,8,2,2,86,27,7
7,8,46,7,5,4,9,95,31,3
3,3,93,9,3,5,4,4,78,7
7,0,36,2,5,9,9,70,70,6
10,8,87,7,3,7,6,28,58,4
3,0,80,0,0,4,1,5,27,0
6,4,51,1,7,4,3,45,0,9
4,8,41,10,1,7,0,4,31,0
4,0,98,7,3,7,6,17,23,9
10,9,1,0,7,8,9,87,18,4
0,3,30,7,8,2,1,0,2,9
9,7,43,9,2,5,0,98,68,7
9,7,87,0,10,5,4,1,46,8
5,10,19,2,8,6,8,50,38,6
9,9,90,1,5,1,2,8,98,0
6,8,28,4,8,8,2,4,17,6
8,5,29,8,6,9,9,11,90,1
6,2,90,10,7,4,3,53,63,6
2,6,75,8,7,8,9,18,90,3
1,8,20,8,3,1,1,46,44,0
1,2,12,0,5,2,5,87,3,8
10,10,61,9,9,8,8,43,86,7
5,9,100,10,10,9,9,88,64,1
9,9,25,10,8,8,6,1,34,3
7,10,81,8,7,9,8,41,67,7
3,3,21,10,9,3,4,41,96,1
7,7,12,2,0,0,5,82,91,6
9,8,99,0,4,4,6,21,40,2
9,0,62,9,6,3,2,40,12,9
7,7,38,2,10,5,2,58,49,9
9,6,42,7,6,4,6,89,75,4
7,7,44,4,7,1,9,33,94,6
2,3,49,6,0,6,4,0,75,7
9,9,53,6,9,8,7,38,96,2
3,7,6,3,0,7,5,92,32,3
10,6,64,6,4,9,1,72,90,7
3,5,87,9,8,3,6,41,82,9
3,9,12,4,2,9,1,86,90,4
10,9,77,1,0,3,6,48,11,3
2,3,31,5,5,4,7,45,35,6
1,7,65,6,10,3,0,36,54,3
3,4,6,3,4,0,7,13,75,3
3,5,59,4,8,7,0,11,77,10
7,8,62,10,7,1,10,4,65,7
2,8,17,1,10,1,7,70,42,1
8,4,77,9,8,1,10,7,77,9
5,7,95,10,8,6,3,49,20,1
6,2,49,2,9,6,0,42,94,7
3,2,8,9,4,10,7,97,68,9
4,5,29,8,3,1,5,22,47,9
1,4,96,4,5,8,5,42,24,7
3,5,39,6,0,5,2,99,76,2
4,0,15,8,2,10,5,24,0,1
5,10,68,6,4,5,3,63,96,4
10,6,2,0,10,3,9,40,39,9
2,7,60,9,0,9,6,12,95,8
5,2,36,3,1,10,0,33,72,9
7,9,55,5,8,6,4,77,83,9
5,10,40,0,5,10,3,82,19,10
8,4,87,8,5,4,0,63,26,7
10,0,8,10,2,4,8,66,89,6
5,4,14,10,2,1,10,55,82,1
0,2,55,8,2,7,5,75,58,2
10,5,14,8,5,10,1,54,93,10
10,4,38,6,1,9,9,98,41,4
7,9,88,4,1,6,5,16,1,6
9,10,97,5,7,8,0,75,76,0
1,1,8,3,10,9,10,68,20,4
3,10,58,4,3,8,1,35,42,1
3,7,78,3,7,8,1,23,72,9
9,6,71,7,10,6,9,77,99,9
6,2,29,1,3,0,1,60,7,4
1,9,85,8,6,6,5,79,81,2
2,8,41,1,9,4,6,43,15,6
1,10,40,5,4,2,4,70,10,9
7,3,53,8,5,0,7,76,93,9
7,4,72,2,8,3,10,36,48,8
6,10,54,10,3,0,0,45,68,0
1,4,92,5,8,7,8,45,6,3
5,8,64,6,3,9,7,27,27,6
1,0,48,5,8,2,5,95,49,4
4,9,60,8,2,2,10,75,78,5
2,4,44,4,7,2,5,96,12,1
4,3,78,1,5,2,0,4,51,10
6,0,55,9,7,6,0,10,9,8
10,8,93,4,7,2,4,85,8,10
8,2,24,4,5,3,0,68,10,8
10,10,62,0,4,8,9,35,86,7
5,10,4,2,9,5,7,96,64,9
9,5,10,3,8,10,3,47,62,1
2,6,42,5,5,0,0,27,12,8
10,6,57,3,9,0,2,94,4,1
5,4,80,10,8,7,5,80,100,0
6,4,98,1,5,10,2,63,51,4
6,2,0,4,4,3,6,23,60,0
0,4,4,9,8,3,10,81,35,6
4,8,80,5,5,2,5,90,32,8
2,9,100,10,6,0,7,2,63,7
2,7,25,0,6,6,6,96,27,10
5,3,78,5,0,9,2,93,88,4
9,4,36,3,8,1,8,82,68,1
3,8,55,3,9,8,2,70,88,0
1,8,86,3,3,0,7,94,60,10
8,10,60,10,1,1,9,79,68,5
9,6,36,0,5,0,4,0,74,7
10,7,71,10,2,4,3,11,0,6
3,7,5,8,4,3,4,13,0,7
10,9,37,3,10,10,10,53,17,9
6,10,79,3,1,1,0,84,76,10
0,4,10,9,7,8,5,36,82,10
1,1,24,5,7,2,8,8,6,7
1,6,92,4,6,3,0,86,33,2
7,2,33,10,4,8,4,86,34,3
1,4,16,8,1,10,0,32,44,1
2,2,35,7,5,5,6,71,67,10
1,8,57,9,4,5,6,60,64,10
9,10,81,8,8,3,4,91,98,7
8,9,0,1,10,5,6,22,48,5
8,1,3,8,10,2,7,25,87,4
10,1,56,8,2,10,1,85,11,10
1,9,25,9,5,5,9,72,71,4
5,3,50,7,1,2,7,22,82,0
4,8,92,2,10,10,9,64,100,8
0,8,80,4,0,8,4,33,45,0
8,1,95,7,9,7,8,45,69,6
3,9,84,1,6,4,8,33,90,0
3,7,7,1,10,2,4,19,45,4
2,0,4,2,2,1,8,15,48,2
3,3,74,2,4,0,5,99,16,1
3,8,97,2,8,3,8,85,64,4
8,10,31,6,6,2,4,13,74,6
6,9,100,6,2,10,5,98,79,9
6,7,77,10,4,8,3,94,42,1
5,0,3,2,6,0,10,71,28,5
2,1,14,3,4,4,10,44,35,5
7,3,64,3,5,7,4,85,89,7
0,10,1,0,1,2,8,99,93,8
7,5,70,0,1,4,8,74,44,9
0,7,54,4,4,7,10,22,77,9
8,1,46,5,7,0,9,51,49,5
5,2,82,4,6,0,4,68,87,6
8,7,17,1,4,10,7,17,22,1
2,2,64,4,9,1,6,36,62,10
4,4,92,2,10,4,8,84,84,2
0,7,73,4,1,2,4,25,90,7
3,0,91,8,9,5,4,60,40,3
4,4,2,0,1,8,9,0,69,0
10,0,29,3,1,7,7,23,95,9
7,1,5,2,1,0,8,0,31,1
6,3,88,3,0,2,5,45,82,10
8,6,32,10,10,4,6,38,77,2
4,9,81,5,9,8,6,63,98,10
10,8,96,2,8,7,0,39,56,1
10,10,33,8,6,4,7,50,32,4
3,4,17,2,6,10,9,38,3,5
10,2,47,10,1,4,1,64,93,7
8,5,25,0,8,9,8,53,51,2
7,1,31,6,2,0,5,83,79,6
6,2,74,2,3,10,0,92,81,1
4,1,21,3,2,5,2,100,72,10
3,0,59,1,5,4,1,100,57,7
9,0,67,0,4,6,8,84,83,7
5,6,71,2,5,7,7,76,41,9
8,3,36,10,10,8,5,82,15,1
1,1,72,4,6,5,6,45,48,2
1,3,44,1,3,0,10,99,38,6
2,7,23,10,7,3,6,66,76,6
4,0,6,9,9,6,10,21,39,2
6,1,8,6,1,5,0,88,82,6
1,4,94,9,8,7,2,55,76,0
2,1,15,10,8,7,6,71,77,10
5,9,54,3,2,9,7,44,78,10
8,5,26,10,7,1,7,33,5,7
4,4,79,8,4,2,1,75,100,1
1,8,13,10,4,2,6,74,31,6
4,1,47,7,7,2,8,28,51,7
3,6,78,1,10,0,1,99,22,6
6,1,54,7,8,6,6,27,22,10
4,4,98,9,6,9,4,1,71,1
9,6,61,1,7,2,0,24,15,6
4,2,30,2,6,7,5,77,24,7
1,6,3,9,3,1,8,28,42,5
5,4,97,2,2,7,9,58,2,8
7,4,21,6,0,8,6,11,86,7
1,2,78,3,10,4,8,80,40,1
2,7,4,5,0,9,7,28,85,9
9,3,55,7,2,1,8,20,28,0
1,10,1,3,5,7,9,16,14,5
4,6,27,3,3,4,1,95,18,6
9,9,96,9,7,2,6,0,4,0
5,3,100,8,2,5,9,94,82,7
5,0,95,6,8,0,6,100,7,4
9,10,50,3,3,4,7,28,91,8
10,5,46,7,1,0,0,79,70,3
9,6,76,4,3,9,1,99,39,1
7,5,49,0,4,3,0,69,50,10
6,5,64,7,10,10,3,60,34,5
7,4,4,8,6,7,6,69,81,6
0,10,49,10,0,9,0,69,48,3
10,10,86,0,5,9,10,33,13,6
7,2,40,2,2,4,3,78,83,8
10,6,97,10,8,1,3,11,92,5
3,9,94,0,3,5,9,51,33,7
0,3,38,9,6,8,4,92,91,6
9,8,29,0,9,5,5,7,23,3
10,0,3,9,3,8,1,17,97,1
9,9,93,4,3,10,4,17,22,6
6,6,19,8,4,3,1,71,89,9
8,8,98,6,5,8,1,47,73,8
4,7,28,8,6,10,6,6,14,10
3,6,54,3,1,10,0,43,72,5
9,1,1,5,6,0,5,65,55,2
2,2,26,6,8,7,10,77,37,1
10,0,74,5,4,10,6,37,94,3
9,1,33,10,8,8,3,56,67,5
0,4,32,3,10,7,2,98,9,3
8,6,66,0,10,7,8,1,10,0
7,1,18,2,6,10,7,75,46,6
1,9,33,6,4,5,8,81,47,5
5,4,16,0,4,8,6,23,90,3
8,6,16,5,6,9,1,28,51,4
10,6,36,10,9,7,4,40,9,1
9,5,64,0,2,8,3,41,68,10
10,10,65,9,5,5,3,55,83,4
5,4,50,5,6,0,1,37,1,6
0,5,28,9,6,3,5,32,71,4
5,8,62,3,3,6,8,46,65,0
10,4,70,9,4,9,0,39,45,2
10,3,52,6,2,10,2,3,21,4
5,5,30,2,0,0,0,20,2,4
6,9,6,2,4,1,3,41,59,0
9,6,49,1,7,3,6,57,0,3
1,4,72,7,7,2,6,40,93,0
6,7,27,8,1,0,2,60,55,10
7,1,99,3,5,0,9,61,55,2
1,1,33,9,9,6,3,36,43,7
5,6,71,2,5,10,9,49,43,9
9,6,13,4,10,0,1,81,13,3
2,6,16,2,6,4,5,18,6,5
6,10,28,2,4,3,0,47,42,10
10,8,24,1,1,9,6,49,60,8
1,8,27,0,3,5,6,77,65,1
2,0,80,5,6,10,0,27,55,7
8,2,2,0,7,10,9,94,21,9
9,2,69,0,3,9,4,70,33,5
3,7,43,0,8,0,2,76,38,9
2,8,16,9,2,10,0,1,8,7
3,7,3,6,0,2,5,81,38,2
6,6,75,4,10,10,8,69,30,3
3,1,47,3,3,1,7,66,32,10
10,5,21,9,2,8,4,30,40,4
0,2,41,1,4,3,1,29,40,8
3,2,91,8,0,9,1,16,72,2
10,8,36,0,1,4,8,19,31,3
7,8,63,7,7,8,4,25,51,2
10,0,64,6,6,7,8,77,79,7
8,3,0,5,7,3,0,29,13,2
5,10,61,8,6,0,3,53,56,4
1,5,11,2,2,7,1,39,9,6
0,9,76,6,7,6,6,3,4,6
9,0,5,9,6,10,5,99,67,1
9,2,32,2,4,4,9,65,70,2
4,6,99,5,2,5,0,94,40,10
3,0,98,4,2,10,2,75,31,10
6,0,10,4,9,6,1,44,89,2
5,5,33,7,9,5,0,22,89,5
0,9,85,4,0,7,4,63,34,0
9,1,78,2,5,10,6,17,73,9
4,6,51,4,6,4,6,48,91,7
6,2,91,1,3,9,10,3,83,4
7,1,0,5,7,2,4,56,52,10
9,9,76,2,7,1,2,2,78,6
3,9,9,1,2,10,10,88,56,1
2,2,14,4,6,10,0,76,25,8
10,0,17,2,4,6,2,13,84,1
0,9,93,9,1,7,8,24,28,7
9,4,87,0,2,7,9,22,57,9
8,1,57,5,7,10,2,17,0,5
2,0,1,1,7,6,1,25,47,3
1,2,50,1,6,4,6,96,44,5
3,7,18,0,0,1,6,27,80,2
7,0,52,5,9,6,7,39,15,10
0,7,42,4,8,0,5,95,78,9
7,1,83,2,6,2,2,97,81,0
10,8,34,0,10,0,0,14,8,3
8,6,45,6,1,1,3,100,7,0
4,2,45,4,4,1,9,79,42,4
7,7,32,2,7,0,9,50,54,9
10,1,7,2,10,6,5,49,84,6
7,8,34,0,10,2,2,38,47,4
7,2,86,2,1,9,4,44,13,5
7,4,35,6,7,8,6,78,9,1
6,0,14,8,5,8,7,97,21,10
5,7,81,6,10,3,7,80,78,8
9,0,89,1,10,10,6,8,45,7
10,6,57,6,0,7,4,46,42,10
0,1,28,9,9,1,6,40,74,7
10,7,92,4,2,10,5,51,34,3
8,7,35,10,5,6,5,67,63,0
5,8,62,8,10,4,2,87,99,2
7,2,41,3,9,5,10,33,48,10
1,1,44,8,8,1,0,87,39,10
1,5,16,5,3,8,8,42,58,9
7,0,60,3,7,3,4,57,2,2
4,1,4,4,5,6,5,4,15,10
6,3,77,7,0,9,2,36,10,6
2,9,85,10,4,3,3,90,17,9
0,8,2,8,3,3,2,92,97,10
5,8,8,7,2,2,8,4,31,5
10,3,39,9,3,8,10,52,33,4
4,7,41,10,8,9,4,3,55,10
10,0,81,9,7,7,2,24,60,10
7,5,57,9,8,2,8,93,77,3
10,4,65,1,4,3,7,1,98,2
4,4,39,8,9,1,2,33,73,6
3,7,50,8,6,2,6,56,34,3
8,1,24,2,1,5,8,98,47,2
4,5,79,0,2,1,7,61,23,7
3,1,98,5,1,2,1,11,92,2
0,2,90,9,9,4,8,99,40,10
5,5,29,7,7,0,5,18,33,8
2,8,83,6,4,2,5,20,91,0
1,10,0,5,5,7,7,53,62,8
8,2,31,1,8,2,3,70,22,7
0,3,67,10,2,8,6,37,74,4
4,8,15,3,5,9,2,28,7,3
6,4,76,6,10,1,4,33,74,10
4,1,56,4,8,8,1,10,61,5
3,3,27,4,3,4,6,97,81,8
6,0,2,4,9,4,9,8,52,7
4,4,22,4,2,4,8,15,9,2
0,8,4,4,4,2,7,75,71,6
6,5,56,7,2,8,8,97,78,3
0,7,87,0,0,4,0,59,87,6
3,0,71,7,0,10,3,61,49,5
10,1,58,9,1,8,3,12,21,9
7,0,96,5,4,10,3,29,49,1
3,6,10,0,7,8,1,67,17,3
9,3,77,6,4,8,3,1,58,4
10,1,6,0,5,1,3,84,79,9
4,6,66,2,6,0,1,44,69,2
2,2,67,9,2,2,1,63,51,10
7,5,29,1,0,9,4,41,100,3
1,5,93,2,9,6,8,44,86,6
0,9,94,5,0,2,6,68,77,10
5,0,12,9,10,1,9,18,41,6
9,6,48,6,8,10,0,42,23,10
8,4,50,1,3,6,8,92,13,8
2,2,86,9,10,5,10,31,82,5
2,4,1,4,4,1,2,11,13,8
10,8,74,6,9,4,1,14,6,9
7,6,10,2,6,0,8,41,57,2
10,8,90,8,8,1,4,81,6,0
9,6,49,3,5,1,7,93,18,10
4,1,15,7,2,8,5,26,92,5
8,6,15,1,8,5,3,27,84,0
9,2,72,2,2,5,1,21,95,5
8,3,87,3,7,4,9,41,42,4
4,6,2,5,6,10,1,94,64,10
5,1,14,5,10,4,4,6,96,9
7,4,47,3,5,9,4,19,68,4
3,3,37,9,8,5,5,10,36,7
7,6,72,3,3,3,8,10,34,2
5,1,25,9,3,9,2,85,29,7
3,10,10,10,10,3,8,17,53,9
