,0,1,2,3,4
0,42,88,1,71,38
1,42,62,9,13,72
2,42,44,4,45,89
3,4,97,3,47,30
4,74,98,6,28,52
5,27,63,9,71,52
6,52,34,6,49,20
7,52,70,0,15,29
8,71,99,0,17,34
9,41,73,6,45,86
10,18,10,6,4,6
11,3,78,4,29,93
12,5,56,7,75,1
13,48,4,9,56,23
14,69,28,7,74,21
15,94,79,1,9,78
16,5,53,5,62,98
17,14,40,0,29,76
18,12,86,5,83,32
19,90,81,7,29,77
20,46,7,4,56,62
21,20,27,5,72,72
22,39,24,2,54,42
23,38,30,3,58,48
24,15,25,9,7,31
25,100,66,5,51,27
26,41,20,1,26,20
27,27,11,2,41,88
28,26,29,3,65,65
29,3,18,9,9,64
30,79,69,4,5,84
31,47,73,9,44,1
32,73,30,2,30,96
33,52,94,10,4,80
34,75,44,8,23,83
35,99,30,6,53,66
36,32,69,10,11,90
37,25,22,7,86,64
38,78,89,10,61,59
39,33,53,2,18,13
40,28,13,4,27,9
41,93,59,3,80,87
42,20,92,10,42,40
43,93,84,10,39,100
44,24,5,7,39,58
45,2,63,2,68,68
46,17,38,2,48,55
47,74,25,2,20,95
48,13,28,4,19,52
49,63,79,5,99,97
50,66,34,0,64,42
51,7,69,1,39,7
52,62,63,5,71,11
53,45,73,0,13,98
54,3,21,0,76,73
55,39,74,5,58,68
56,22,67,6,5,7
57,5,7,5,61,66
58,34,27,5,11,51
59,65,61,1,58,84
60,85,6,1,68,94
61,89,66,10,5,36
62,11,60,0,46,26
63,0,24,5,95,20
64,74,48,6,15,3
65,57,75,10,44,58
66,16,11,10,0,81
67,50,90,4,19,38
68,6,88,5,49,31
69,52,85,4,90,85
70,39,9,0,63,35
71,84,82,7,26,22
72,90,9,8,26,28
73,99,0,4,61,20
74,63,75,4,73,67
75,83,13,6,6,66
76,46,39,5,86,43
77,43,97,2,14,47
78,85,26,6,74,2
79,75,25,5,32,96
80,4,95,9,31,2
81,40,92,2,98,78
82,94,63,5,12,55
83,2,88,6,75,48
84,9,93,4,2,0
85,39,4,4,98,55
86,1,81,0,58,44
87,21,54,4,73,30
88,46,79,6,17,40
89,75,57,4,53,15
90,75,43,8,69,81
91,78,39,7,12,75
92,78,98,10,24,20
93,51,74,6,39,92
94,36,62,5,100,99
95,47,5,6,89,48
96,75,4,2,56,45
97,47,54,9,87,100
98,53,33,2,36,53
99,1,27,9,20,66
100,76,6,3,76,27
101,59,4,7,43,11
102,28,3,10,76,85
103,57,47,9,0,63
104,49,9,6,27,52
105,6,74,0,81,39
106,65,66,1,21,14
107,97,57,0,96,59
108,80,50,9,57,0
109,27,9,5,36,81
110,85,47,1,57,46
111,68,57,0,79,95
112,58,79,0,49,99
113,88,35,2,17,10
114,71,100,1,27,33
115,95,27,7,31,56
116,22,31,4,16,55
117,28,86,4,22,45
118,93,38,7,76,72
119,19,13,10,7,9
120,34,33,4,56,96
121,10,48,8,97,89
122,61,89,5,37,66
123,41,30,1,84,45
124,87,95,8,25,1
125,57,90,4,97,13
126,35,18,9,1,72
127,62,93,4,97,46
128,51,82,7,42,78
129,26,76,5,39,72
130,29,90,0,67,13
131,54,39,5,44,32
132,1,94,1,10,68
133,62,74,1,19,47
134,51,56,10,14,4
135,46,2,10,87,67
136,57,93,10,18,48
137,31,97,9,42,13
138,28,62,4,43,53
139,80,29,7,34,27
140,79,37,5,64,63
141,21,37,10,17,70
142,34,74,9,34,2
143,89,66,10,90,65
144,93,6,4,75,8
145,13,97,7,97,63
146,68,30,3,44,60
147,64,60,2,49,87
148,87,38,7,50,70
149,5,32,6,22,16
150,39,75,10,42,47
151,91,42,9,65,53
152,3,26,3,32,28
153,83,33,6,98,39
154,36,13,6,6,86
155,59,6,9,67,86
156,5,41,6,8,73
157,23,29,10,23,86
158,63,95,7,82,89
159,96,40,3,74,5
160,76,26,10,73,62
161,62,5,1,59,49
162,34,14,9,68,60
163,57,51,0,42,7
164,48,92,6,94,76
165,10,60,1,8,95
166,93,33,8,48,60
167,60,65,9,23,33
168,62,28,1,7,2
169,100,40,9,41,42
170,94,0,2,17,16
171,35,26,9,24,79
172,3,15,10,71,42
173,37,80,9,97,24
174,93,85,5,73,59
175,48,58,6,26,35
176,12,83,10,1,81
177,61,92,3,6,50
178,35,7,7,29,81
179,14,36,6,1,20
180,88,6,4,18,37
181,18,63,1,80,39
182,77,90,9,30,60
183,80,10,3,50,4
184,15,45,2,5,83
185,51,84,8,72,62
186,3,100,1,11,51
187,79,68,8,28,31
188,4,41,7,76,66
189,8,80,6,6,5
190,58,77,7,88,62
191,20,34,1,58,37
192,25,73,9,8,29
193,7,41,0,70,65
194,32,88,4,15,31
195,5,28,1,63,42
196,54,60,2,49,29
197,36,77,6,13,88
198,42,98,9,18,19
199,42,44,8,91,47
200,1,1,1,45,93
201,16,9,7,100,55
202,94,18,1,74,55
203,56,42,6,30,36
204,48,93,10,62,60
205,46,32,9,4,58
206,49,78,9,3,33
207,49,62,8,98,4
208,11,32,8,91,2
209,25,83,4,52,72
210,41,94,10,85,14
211,80,41,9,65,66
212,68,36,1,51,56
213,100,29,1,97,36
214,90,28,10,88,72
215,93,94,10,58,84
216,51,72,1,75,10
217,25,20,2,60,2
218,49,52,7,20,75
219,17,6,3,46,34
220,58,7,5,10,18
221,66,63,2,42,34
222,100,91,0,52,73
223,92,41,8,61,12
224,55,13,5,83,71
225,3,27,1,48,79
226,59,44,2,22,93
227,8,11,2,53,48
228,15,66,8,25,87
229,29,89,8,100,89
230,27,85,8,31,88
231,48,28,8,2,23
232,95,61,3,100,7
233,61,11,3,57,53
234,59,93,0,87,40
235,63,99,0,9,11
236,2,17,8,52,98
237,3,91,8,6,69
238,68,43,10,59,77
239,40,4,2,32,90
240,24,3,5,100,79
241,90,4,1,42,17
242,71,0,2,28,17
243,19,18,8,36,85
244,19,31,10,69,26
245,55,43,9,86,98
246,14,37,8,38,50
247,7,90,3,50,29
248,14,0,4,77,12
249,38,91,2,19,12
250,26,61,8,65,4
251,61,63,8,42,65
252,0,75,6,14,47
253,34,50,2,56,13
254,22,9,7,61,2
255,79,73,0,55,81
256,49,20,7,27,46
257,47,50,1,21,25
258,25,48,2,54,46
259,66,20,4,23,90
260,10,39,7,87,64
261,38,19,5,85,66
262,54,100,0,60,77
263,55,85,4,46,45
264,2,16,7,10,24
265,12,55,6,69,0
266,9,40,1,55,83
267,27,77,8,56,28
268,90,3,5,36,58
269,37,29,1,73,91
270,60,47,10,28,94
271,55,37,5,25,70
272,68,15,7,30,10
273,86,9,0,54,27
274,85,69,9,86,68
275,20,17,8,69,37
276,4,41,10,6,29
277,6,22,7,43,40
278,84,72,3,40,11
279,23,8,3,37,63
280,56,63,5,59,62
281,7,28,8,7,75
282,11,43,4,59,17
283,3,76,10,72,94
284,68,30,0,86,48
285,84,11,1,26,70
286,54,63,7,6,40
287,40,37,10,94,96
288,21,4,5,63,69
289,67,75,0,68,67
290,47,0,8,35,27
291,2,95,7,18,90
292,98,89,6,85,9
293,29,78,5,0,20
294,46,33,8,5,41
295,9,17,8,49,77
296,3,24,6,34,42
297,36,79,7,69,11
298,16,94,6,95,91
299,52,53,8,94,20
300,70,98,1,32,0
301,93,78,1,51,65
302,66,48,2,16,31
303,3,18,8,55,33
304,46,21,5,99,49
305,91,18,9,9,48
306,40,62,4,93,68
307,18,1,7,61,78
308,31,37,7,91,60
309,65,89,4,80,2
310,53,26,5,100,12
311,73,17,2,9,85
312,1,6,0,13,80
313,5,89,5,10,84
314,16,13,4,38,39
315,19,54,6,77,85
316,42,11,10,17,58
317,90,1,2,8,4
318,14,83,8,28,5
319,45,73,9,18,51
320,81,47,5,52,35
321,47,79,10,97,43
322,26,19,7,18,11
323,18,83,2,15,48
324,9,50,7,86,30
325,27,70,9,91,98
326,69,48,7,81,70
327,85,81,5,78,76
328,74,82,1,58,26
329,25,46,0,71,63
330,60,30,1,85,18
331,97,50,4,88,83
332,5,56,0,52,23
333,80,60,2,8,8
334,76,42,4,60,7
335,51,100,6,82,81
336,17,28,4,31,90
337,82,25,2,78,6
338,30,7,2,11,31
339,43,47,7,64,61
340,95,52,3,6,70
341,46,88,10,72,26
342,42,13,6,58,47
343,52,35,1,5,57
344,91,6,6,68,69
345,51,92,4,45,100
346,59,13,3,92,10
347,10,60,3,76,69
348,17,9,9,58,72
349,55,60,7,38,27
350,45,71,3,73,5
351,68,93,9,62,9
352,83,44,0,16,56
353,17,79,2,83,99
354,27,6,6,19,42
355,98,58,1,24,32
356,19,47,8,48,69
357,13,96,10,96,96
358,13,19,0,99,30
359,85,68,6,92,33
360,30,58,0,61,60
361,96,64,8,59,52
362,73,32,9,20,79
363,48,73,4,48,60
364,17,4,1,50,51
365,1,25,8,74,69
366,18,25,2,18,41
367,15,46,7,78,4
368,91,37,2,91,65
369,61,1,4,33,61
