0,1,2,3,4
42,88,1,71,38
42,62,9,13,72
42,44,4,45,89
4,97,3,47,30
74,98,6,28,52
27,63,9,71,52
52,34,6,49,20
52,70,0,15,29
71,99,0,17,34
41,73,6,45,86
18,10,6,4,6
3,78,4,29,93
5,56,7,75,1
48,4,9,56,23
69,28,7,74,21
94,79,1,9,78
5,53,5,62,98
14,40,0,29,76
12,86,5,83,32
90,81,7,29,77
46,7,4,56,62
20,27,5,72,72
39,24,2,54,42
38,30,3,58,48
15,25,9,7,31
100,66,5,51,27
41,20,1,26,20
27,11,2,41,88
26,29,3,65,65
3,18,9,9,64
79,69,4,5,84
47,73,9,44,1
73,30,2,30,96
52,94,10,4,80
75,44,8,23,83
99,30,6,53,66
32,69,10,11,90
25,22,7,86,64
78,89,10,61,59
33,53,2,18,13
28,13,4,27,9
93,59,3,80,87
20,92,10,42,40
93,84,10,39,100
24,5,7,39,58
2,63,2,68,68
17,38,2,48,55
74,25,2,20,95
13,28,4,19,52
63,79,5,99,97
66,34,0,64,42
7,69,1,39,7
62,63,5,71,11
45,73,0,13,98
3,21,0,76,73
39,74,5,58,68
22,67,6,5,7
5,7,5,61,66
34,27,5,11,51
65,61,1,58,84
85,6,1,68,94
89,66,10,5,36
11,60,0,46,26
0,24,5,95,20
74,48,6,15,3
57,75,10,44,58
16,11,10,0,81
50,90,4,19,38
6,88,5,49,31
52,85,4,90,85
39,9,0,63,35
84,82,7,26,22
90,9,8,26,28
99,0,4,61,20
63,75,4,73,67
83,13,6,6,66
46,39,5,86,43
43,97,2,14,47
85,26,6,74,2
75,25,5,32,96
4,95,9,31,2
40,92,2,98,78
94,63,5,12,55
2,88,6,75,48
9,93,4,2,0
39,4,4,98,55
1,81,0,58,44
21,54,4,73,30
46,79,6,17,40
75,57,4,53,15
75,43,8,69,81
78,39,7,12,75
78,98,10,24,20
51,74,6,39,92
36,62,5,100,99
47,5,6,89,48
75,4,2,56,45
47,54,9,87,100
53,33,2,36,53
1,27,9,20,66
76,6,3,76,27
59,4,7,43,11
28,3,10,76,85
57,47,9,0,63
49,9,6,27,52
6,74,0,81,39
65,66,1,21,14
97,57,0,96,59
80,50,9,57,0
27,9,5,36,81
85,47,1,57,46
68,57,0,79,95
58,79,0,49,99
88,35,2,17,10
71,100,1,27,33
95,27,7,31,56
22,31,4,16,55
28,86,4,22,45
93,38,7,76,72
19,13,10,7,9
34,33,4,56,96
10,48,8,97,89
61,89,5,37,66
41,30,1,84,45
87,95,8,25,1
57,90,4,97,13
35,18,9,1,72
62,93,4,97,46
51,82,7,42,78
26,76,5,39,72
29,90,0,67,13
54,39,5,44,32
1,94,1,10,68
62,74,1,19,47
51,56,10,14,4
46,2,10,87,67
57,93,10,18,48
31,97,9,42,13
28,62,4,43,53
80,29,7,34,27
79,37,5,64,63
21,37,10,17,70
34,74,9,34,2
89,66,10,90,65
93,6,4,75,8
13,97,7,97,63
68,30,3,44,60
64,60,2,49,87
87,38,7,50,70
5,32,6,22,16
39,75,10,42,47
91,42,9,65,53
3,26,3,32,28
83,33,6,98,39
36,13,6,6,86
59,6,9,67,86
5,41,6,8,73
23,29,10,23,86
63,95,7,82,89
96,40,3,74,5
76,26,10,73,62
62,5,1,59,49
34,14,9,68,60
57,51,0,42,7
48,92,6,94,76
10,60,1,8,95
93,33,8,48,60
60,65,9,23,33
62,28,1,7,2
100,40,9,41,42
94,0,2,17,16
35,26,9,24,79
3,15,10,71,42
37,80,9,97,24
93,85,5,73,59
48,58,6,26,35
12,83,10,1,81
61,92,3,6,50
35,7,7,29,81
14,36,6,1,20
88,6,4,18,37
18,63,1,80,39
77,90,9,30,60
80,10,3,50,4
15,45,2,5,83
51,84,8,72,62
3,100,1,11,51
79,68,8,28,31
4,41,7,76,66
8,80,6,6,5
58,77,7,88,62
