0,1,2,3,4
10,88,1,10,10
10,62,9,10,10
10,44,4,10,10
4,97,3,10,10
10,98,6,10,10
10,63,9,10,10
10,34,6,10,10
10,70,0,10,10
10,99,0,10,10
10,73,6,10,10
10,10,6,4,6
3,78,4,10,10
5,56,7,10,1
10,4,9,10,10
10,28,7,10,10
10,79,1,9,10
5,53,5,10,10
10,40,0,10,10
10,86,5,10,10
10,81,7,10,10
10,7,4,10,10
10,27,5,10,10
10,24,2,10,10
10,30,3,10,10
10,25,9,7,10
10,66,5,10,10
10,20,1,10,10
10,11,2,10,10
10,29,3,10,10
3,18,9,9,10
10,69,4,5,10
10,73,9,10,1
10,30,2,10,10
10,94,10,4,10
10,44,8,10,10
10,30,6,10,10
10,69,10,10,10
10,22,7,10,10
10,89,10,10,10
10,53,2,10,10
10,13,4,10,9
10,59,3,10,10
10,92,10,10,10
10,84,10,10,10
10,5,7,10,10
2,63,2,10,10
10,38,2,10,10
10,25,2,10,10
10,28,4,10,10
10,79,5,10,10
10,34,0,10,10
7,69,1,10,7
10,63,5,10,10
10,73,0,10,10
3,21,0,10,10
10,74,5,10,10
10,67,6,5,7
5,7,5,10,10
10,27,5,10,10
10,61,1,10,10
10,6,1,10,10
10,66,10,5,10
10,60,0,10,10
0,24,5,10,10
10,48,6,10,3
10,75,10,10,10
10,11,10,0,10
10,90,4,10,10
6,88,5,10,10
10,85,4,10,10
10,9,0,10,10
10,82,7,10,10
10,9,8,10,10
10,0,4,10,10
10,75,4,10,10
10,13,6,6,10
10,39,5,10,10
10,97,2,10,10
10,26,6,10,2
10,25,5,10,10
4,95,9,10,2
10,92,2,10,10
10,63,5,10,10
2,88,6,10,10
9,93,4,2,0
10,4,4,10,10
1,81,0,10,10
10,54,4,10,10
10,79,6,10,10
10,57,4,10,10
10,43,8,10,10
10,39,7,10,10
10,98,10,10,10
10,74,6,10,10
10,62,5,10,10
10,5,6,10,10
10,4,2,10,10
10,54,9,10,10
10,33,2,10,10
1,27,9,10,10
10,6,3,10,10
10,4,7,10,10
10,3,10,10,10
10,47,9,0,10
10,9,6,10,10
6,74,0,10,10
10,66,1,10,10
10,57,0,10,10
10,50,9,10,0
10,9,5,10,10
10,47,1,10,10
10,57,0,10,10
10,79,0,10,10
10,35,2,10,10
10,100,1,10,10
10,27,7,10,10
10,31,4,10,10
10,86,4,10,10
10,38,7,10,10
10,13,10,7,9
10,33,4,10,10
10,48,8,10,10
10,89,5,10,10
10,30,1,10,10
10,95,8,10,1
10,90,4,10,10
10,18,9,1,10
10,93,4,10,10
10,82,7,10,10
10,76,5,10,10
10,90,0,10,10
10,39,5,10,10
1,94,1,10,10
10,74,1,10,10
10,56,10,10,4
10,2,10,10,10
10,93,10,10,10
10,97,9,10,10
10,62,4,10,10
10,29,7,10,10
10,37,5,10,10
10,37,10,10,10
10,74,9,10,2
10,66,10,10,10
10,6,4,10,8
