,0,1,2,3,4
0,4,0,7,10,7
1,7,1,4,1,9
2,5,10,9,6,2
3,9,7,3,10,3
4,0,1,4,10,10
5,6,1,10,1,5
6,3,3,0,6,8
7,3,3,2,8,5
8,8,10,6,3,9
9,10,3,6,10,8
10,7,3,3,8,7
11,7,8,10,5,9
12,8,7,3,10,6
13,8,1,9,9,3
14,1,1,10,10,9
15,3,6,10,3,8
16,5,10,0,7,7
17,2,3,8,9,0
18,2,9,8,0,10
19,0,2,4,4,8
20,3,1,6,6,8
21,0,0,9,6,6
22,0,10,3,7,9
23,4,2,1,2,6
24,10,2,3,10,4
25,2,6,8,6,7
26,0,6,9,4,6
27,5,1,3,3,5
28,10,9,4,4,0
29,10,5,1,3,6
30,1,1,5,8,2
31,2,10,1,3,4
32,1,0,3,0,6
33,8,7,10,0,4
34,6,0,5,10,9
35,0,6,5,8,0
36,3,3,5,3,0
37,3,3,6,2,4
38,1,4,8,0,5
39,3,3,2,5,4
40,5,7,4,8,0
41,6,5,2,5,1
42,10,8,9,2,0
43,5,4,2,3,7
44,3,3,10,0,5
45,10,4,4,4,9
46,1,6,6,4,1
47,10,1,3,10,1
48,2,6,4,0,0
49,3,8,2,0,4
50,5,5,6,5,5
51,1,10,6,0,9
52,8,10,5,3,9
53,0,2,8,5,1
54,0,0,1,8,0
55,8,10,1,9,10
56,4,0,2,10,3
57,7,9,4,0,6
58,2,7,7,8,7
59,10,4,10,0,10
60,3,7,0,2,0
61,0,1,4,3,0
62,5,2,7,1,2
63,8,9,9,7,1
64,10,6,2,1,0
65,0,5,0,9,10
66,5,10,8,7,4
67,6,8,6,5,6
68,5,4,5,3,1
69,4,6,6,8,7
70,6,1,10,7,8
71,4,0,10,10,9
72,3,4,10,4,8
73,0,5,10,9,8
74,10,7,7,7,7
75,7,10,9,6,8
76,10,1,0,1,8
77,9,1,7,3,4
78,3,7,7,8,6
79,0,7,4,0,1
80,7,5,8,10,10
81,7,4,1,4,4
82,8,10,2,7,8
83,4,0,0,7,7
84,4,4,0,8,6
85,8,7,2,5,3
86,6,10,4,3,8
87,3,3,1,5,9
88,0,1,10,1,10
89,4,1,1,8,5
90,4,3,9,5,8
91,6,3,2,2,3
92,2,7,3,9,5
93,5,0,5,9,5
94,10,5,3,1,10
95,7,6,9,2,7
96,8,6,8,7,3
97,5,3,10,8,5
98,7,7,6,6,9
99,8,10,10,10,8
100,3,3,1,9,2
101,6,4,1,9,6
102,9,7,2,5,10
103,4,1,5,10,8
104,5,0,8,6,0
105,3,6,8,2,7
106,4,2,2,2,10
107,7,2,9,10,4
108,1,6,6,4,8
109,0,2,4,9,7
110,4,1,7,10,3
111,1,1,0,8,7
112,1,1,0,7,4
113,6,8,6,6,0
114,2,7,2,7,1
115,1,9,10,1,6
116,10,7,1,3,2
117,10,1,5,0,3
118,2,5,8,8,9
119,6,7,4,1,1
120,10,4,6,3,3
121,5,2,9,0,6
122,3,10,10,1,2
123,2,7,2,6,5
124,2,8,0,5,0
125,10,9,2,10,10
126,3,2,7,8,8
127,0,7,5,5,1
128,0,0,9,3,6
129,0,4,6,3,9
130,8,8,8,2,0
131,6,7,8,8,9
132,1,1,6,10,8
133,6,3,2,8,10
134,4,5,4,2,3
135,6,5,10,2,6
136,5,8,0,3,8
137,2,2,10,8,7
138,0,3,9,9,8
139,0,6,9,4,4
140,3,5,5,5,10
141,9,10,6,0,1
142,6,1,5,8,8
143,5,3,5,3,8
144,0,1,10,9,7
145,4,10,8,9,5
146,0,10,7,3,9
147,4,8,3,1,0
148,3,2,5,6,9
149,7,9,5,2,4
150,3,1,0,5,2
151,7,7,0,8,0
152,3,6,2,1,5
153,10,0,8,1,8
154,10,9,7,3,10
155,10,4,1,3,0
156,7,7,4,10,9
157,8,9,4,2,0
158,3,1,10,0,3
159,0,7,4,6,6
160,7,4,6,5,10
161,6,4,8,2,1
162,8,10,2,8,9
163,9,0,0,5,10
164,8,4,8,5,6
165,2,5,6,10,7
166,8,8,2,6,8
167,4,0,2,8,10
168,2,7,1,0,1
169,3,1,4,5,0
170,7,9,0,10,9
171,1,5,7,8,0
172,5,0,6,1,0
173,4,2,9,6,7
174,7,0,4,5,4
175,1,3,6,6,5
176,10,8,1,0,6
177,9,0,9,4,2
178,0,8,9,9,6
179,1,6,1,5,7
180,10,2,6,0,10
181,6,3,4,0,0
182,7,3,7,8,2
183,6,0,8,0,6
184,0,8,7,0,8
185,10,10,7,1,5
186,3,10,4,8,5
187,8,10,5,9,2
188,10,3,8,7,0
189,7,3,4,9,7
190,7,2,7,8,10
191,10,1,8,5,3
192,1,10,2,8,5
193,0,8,2,5,1
194,1,5,3,10,1
195,9,6,6,4,10
196,5,5,1,4,4
197,1,10,0,5,10
198,2,1,2,9,6
199,10,0,9,9,0
200,1,6,9,5,10
201,10,8,8,7,9
202,3,0,7,9,2
203,9,1,5,3,4
204,1,6,4,3,6
205,3,8,1,9,7
206,4,4,2,5,3
207,0,1,6,9,3
208,10,6,1,8,2
209,8,5,5,1,2
210,8,3,0,0,8
211,2,8,5,3,5
212,3,6,1,4,9
213,3,7,5,10,3
214,6,9,3,5,3
215,0,2,8,9,6
216,2,9,8,3,5
217,4,2,4,7,1
218,6,3,6,2,6
219,7,3,2,5,7
220,1,7,8,8,7
221,0,9,4,3,4
222,2,3,2,0,2
223,10,9,8,3,3
224,8,6,8,5,8
225,0,3,10,0,4
226,3,10,6,6,9
227,7,4,5,6,9
228,5,4,8,5,5
229,5,3,5,3,4
230,6,4,1,3,8
231,1,3,8,5,5
232,8,8,4,9,1
233,7,1,6,4,2
234,1,3,5,4,7
235,7,10,5,4,9
236,8,0,4,6,5
237,5,2,0,8,9
238,0,9,1,1,8
239,3,2,0,0,4
240,7,6,7,9,1
241,6,9,6,4,1
242,1,0,2,3,10
243,10,7,7,2,10
244,3,2,2,6,1
245,1,4,5,3,10
246,6,6,6,5,6
247,7,9,0,3,5
248,2,7,7,8,10
249,6,8,1,0,0
250,10,1,3,5,6
251,4,0,6,10,6
252,5,8,7,6,9
253,3,7,9,0,2
254,7,6,6,0,2
255,4,5,2,3,10
256,3,4,3,7,1
257,0,8,6,2,1
258,10,4,9,1,6
259,5,4,9,7,0
260,10,4,8,8,9
261,3,5,0,1,4
262,6,7,8,2,2
263,6,10,7,9,10
264,0,10,5,5,8
265,0,10,10,1,1
266,0,7,7,4,5
267,10,1,7,5,9
268,8,0,8,3,0
269,9,9,4,1,10
270,2,0,2,8,8
271,10,10,9,4,8
272,9,6,2,6,7
273,3,4,10,0,6
274,0,1,10,9,9
275,4,10,8,6,10
276,2,5,6,5,2
277,8,2,8,7,4
278,7,10,1,9,8
279,5,9,8,8,4
280,6,8,10,4,6
281,10,2,3,5,3
282,1,7,3,5,8
283,3,9,7,4,8
284,1,4,7,7,3
285,7,8,1,0,0
286,5,8,8,2,10
287,8,2,4,4,2
288,6,6,3,5,4
289,8,0,7,7,0
290,8,0,5,0,5
291,5,1,10,7,6
292,1,1,9,5,4
293,4,9,5,7,7
294,1,3,9,9,6
295,3,2,4,1,5
296,8,1,1,8,2
297,6,9,6,10,1
298,5,5,5,10,0
299,3,10,4,7,8
300,3,5,6,8,2
301,5,9,3,4,4
302,9,6,1,2,6
303,0,2,10,1,4
304,4,0,9,10,7
305,5,9,2,1,8
306,7,3,6,10,3
307,8,5,4,2,3
308,5,4,0,4,0
309,7,4,10,8,2
310,3,2,8,5,3
311,6,10,2,1,6
312,3,10,0,6,2
313,10,8,0,8,7
314,1,0,10,10,9
315,8,8,3,8,5
316,7,0,4,8,1
317,5,9,3,8,2
318,6,5,6,1,3
319,3,0,0,6,1
320,8,8,6,5,7
321,1,9,7,10,10
322,9,4,1,8,9
323,7,7,8,1,4
324,1,10,7,4,0
325,1,10,7,1,10
326,7,1,8,7,8
327,7,6,7,4,5
328,0,0,1,8,4
329,4,6,5,5,4
330,9,3,5,5,4
331,8,10,8,4,8
332,0,4,10,1,10
333,9,7,9,0,3
334,10,3,3,5,6
335,1,10,4,7,8
336,7,6,0,1,5
337,7,5,10,1,9
338,4,7,8,2,1
339,7,5,4,8,8
340,2,9,3,8,6
341,3,7,4,5,3
342,9,10,2,10,9
343,7,8,10,4,2
344,5,1,0,9,7
345,4,5,0,4,5
346,6,3,9,8,0
347,7,5,2,8,9
348,5,7,1,5,4
349,7,9,9,0,0
350,7,10,3,10,6
351,5,0,3,8,5
352,7,6,10,0,3
353,10,3,7,8,8
354,7,3,4,3,5
355,10,0,1,10,2
356,9,5,8,2,7
357,3,3,0,2,0
358,5,3,0,2,3
359,4,7,5,8,9
360,3,10,1,10,2
361,9,2,3,0,0
362,0,10,7,2,5
363,1,1,5,1,1
364,2,5,10,6,2
365,5,7,4,0,0
366,2,9,5,1,5
367,4,10,5,9,2
368,5,2,10,10,6
369,9,3,2,3,8
370,10,4,7,0,6
371,7,9,10,5,4
372,3,4,2,0,6
373,6,7,2,6,2
374,0,1,0,9,8
375,7,0,9,7,4
376,2,6,0,3,10
377,0,1,9,6,6
378,6,0,7,0,1
379,8,1,7,6,3
380,10,2,5,6,10
381,3,6,0,7,8
382,4,5,5,8,7
383,6,0,8,6,10
384,9,4,5,10,2
385,9,6,3,0,6
386,6,6,8,8,9
387,0,1,8,1,6
388,3,5,2,6,5
389,1,5,6,9,4
390,2,9,9,4,6
391,5,0,0,8,0
392,5,1,5,3,10
393,5,4,1,4,5
394,7,2,2,3,5
395,6,8,7,3,7
396,8,5,5,0,4
397,2,5,2,9,6
398,4,3,3,5,3
399,3,7,2,8,1
400,3,0,8,8,3
401,4,3,2,8,0
402,9,4,3,7,6
403,6,9,9,0,5
404,8,0,8,4,8
405,3,8,1,9,8
406,2,7,9,3,1
407,3,4,6,1,5
408,5,1,8,3,4
409,2,7,4,9,6
410,1,2,7,8,0
411,7,10,0,2,0
412,0,4,0,10,9
413,0,5,4,3,2
414,6,9,3,3,9
415,2,5,5,1,2
416,7,6,2,4,6
417,4,3,10,8,2
418,8,7,7,9,1
419,3,5,8,9,2
420,4,7,6,10,7
421,5,3,5,1,6
422,6,10,1,2,10
423,9,8,1,6,5
424,4,3,10,6,8
425,0,6,9,5,8
426,0,5,10,0,4
427,6,0,0,3,3
428,2,1,8,6,9
429,5,6,8,9,8
430,2,3,1,4,2
431,5,5,10,8,0
432,4,0,5,9,7
433,8,6,9,6,6
434,0,3,1,5,2
435,1,1,7,9,2
436,6,10,4,9,10
437,5,9,2,8,2
438,3,8,6,5,8
439,9,3,3,8,5
440,6,2,5,6,5
441,5,3,1,0,10
442,0,3,2,8,7
443,10,1,7,8,10
444,0,5,4,3,7
445,10,2,1,5,1
446,3,1,3,2,1
447,10,8,1,0,5
448,3,10,6,1,0
449,1,9,7,5,3
450,6,1,6,2,2
451,2,3,4,10,5
452,9,1,3,2,4
453,7,6,9,10,5
454,2,2,1,10,9
455,6,9,3,9,1
456,10,4,10,2,0
457,8,8,3,9,3
458,1,5,2,7,1
459,5,10,6,0,10
460,2,5,9,5,4
461,1,9,8,4,8
462,10,5,3,7,9
463,1,1,3,4,4
464,4,0,7,1,5
465,7,8,6,8,6
466,9,9,7,1,6
467,2,9,5,3,7
468,1,0,7,10,0
469,4,0,4,5,3
470,5,4,10,5,7
471,0,5,8,3,1
472,5,5,4,6,1
473,0,10,9,2,7
474,2,2,9,9,0
475,3,7,1,2,6
476,9,3,1,10,1
477,9,2,7,6,8
478,10,10,3,2,8
479,2,2,2,8,10
480,1,1,10,5,0
481,1,2,8,8,3
482,10,2,10,4,0
483,0,4,3,2,8
484,0,5,4,5,0
485,9,4,4,6,9
486,0,1,1,1,6
487,4,9,1,1,6
488,3,1,2,1,7
489,7,4,7,1,2
490,2,3,7,1,0
491,1,0,4,8,8
492,10,9,5,10,1
493,0,3,10,2,7
494,10,2,5,3,7
495,9,0,4,2,6
496,10,4,2,6,3
497,8,9,7,2,9
498,9,1,2,6,10
499,7,5,7,4,1
500,7,10,0,8,1
501,3,5,2,6,0
502,2,10,0,0,2
503,6,4,9,1,8
504,10,4,8,6,7
505,2,1,7,8,8
506,6,8,4,1,8
507,6,3,0,0,0
508,10,5,4,6,9
509,3,0,1,7,2
510,10,7,3,9,6
511,2,0,5,5,7
512,5,8,6,1,9
513,9,7,6,8,8
514,1,1,0,5,0
515,6,9,0,8,7
516,5,5,9,0,3
517,10,1,1,9,2
518,9,4,7,7,9
519,3,3,4,6,10
520,1,1,8,1,1
521,3,2,4,5,5
522,1,8,10,0,8
523,2,7,5,4,5
524,3,1,7,2,6
525,6,0,9,8,0
526,9,3,1,10,0
527,3,8,0,2,0
528,1,9,4,2,0
529,10,5,0,3,6
530,7,5,4,7,4
531,4,9,6,7,5
532,1,2,7,2,8
533,0,7,4,9,7
534,6,8,5,7,2
535,7,1,7,5,2
536,8,5,6,6,2
537,3,7,4,4,9
538,9,7,7,8,5
539,0,1,9,1,7
540,1,2,6,8,5
541,6,3,1,1,0
542,8,1,9,4,2
543,9,1,2,2,2
544,3,8,5,8,5
545,2,4,7,4,0
546,0,1,6,8,5
547,1,1,2,9,9
548,6,8,10,9,1
549,9,2,4,4,7
550,6,8,1,1,8
551,0,6,2,10,6
552,7,5,0,5,9
553,0,3,2,0,6
554,0,8,9,0,1
555,2,0,1,10,7
556,4,1,5,2,5
557,10,6,6,3,2
558,7,9,1,9,7
559,2,1,9,2,1
560,8,3,3,1,9
561,5,2,10,7,7
562,4,9,7,8,4
563,4,8,5,0,1
564,9,2,9,7,4
565,3,6,9,9,3
566,4,7,1,2,5
567,5,0,4,5,7
568,10,7,0,1,7
569,9,9,4,6,2
570,5,5,7,4,3
571,4,7,3,2,1
572,7,9,8,9,8
573,8,10,9,8,3
574,4,4,10,4,3
575,2,3,4,2,7
576,9,7,10,10,3
577,4,9,2,0,6
578,0,8,8,2,7
579,5,7,6,6,3
580,2,6,9,3,0
581,0,4,0,8,9
582,10,8,10,4,0
583,8,10,1,4,5
584,5,3,0,9,3
585,2,8,3,6,8
586,2,1,1,4,0
587,8,2,0,0,1
588,3,2,9,9,4
589,10,10,0,2,9
590,0,7,7,0,5
591,0,0,4,7,7
592,9,7,9,3,9
593,8,10,4,8,10
594,6,10,6,6,0
595,3,1,1,7,0
596,2,3,8,1,6
597,9,4,6,7,10
598,5,10,8,7,2
599,4,5,9,7,9
600,3,9,1,10,0
601,5,10,10,8,6
602,3,9,6,1,9
603,3,8,6,4,10
604,7,9,2,0,0
605,6,4,9,6,8
606,3,1,1,0,7
607,3,0,9,4,7
608,0,1,0,0,9
609,5,0,2,9,8
610,5,7,0,6,7
611,1,0,8,5,1
612,0,10,9,10,9
613,1,7,3,9,8
614,0,7,1,2,7
615,6,1,8,8,2
616,9,1,2,3,0
617,5,4,9,1,1
618,2,9,4,8,2
619,1,1,7,5,0
620,5,3,3,6,6
621,3,4,1,1,5
622,0,7,10,9,1
623,1,8,8,6,7
624,3,9,3,9,6
625,6,3,3,10,7
626,0,6,1,6,10
627,7,2,9,6,5
628,3,7,6,8,5
629,9,8,8,4,0
630,1,6,10,1,1
631,7,6,5,4,10
632,7,1,5,4,1
633,0,7,5,8,2
634,1,0,8,5,0
635,9,5,7,6,2
636,1,2,7,8,3
637,6,7,10,1,7
638,9,4,1,1,1
639,5,9,10,1,1
