,0,1,2,3,4,5,6,7,8,9
0,4,8,0,6,8,9,3,4,0,9
1,9,4,3,2,9,1,7,10,2,5
2,1,4,5,3,8,8,7,4,8,10
3,7,0,1,4,10,7,1,6,3,6
4,3,10,10,3,5,5,10,10,10,0
5,8,7,8,7,3,10,5,9,2,8
6,0,1,0,5,5,0,9,9,8,10
7,6,10,7,6,10,4,8,0,6,5
8,7,10,6,10,8,1,1,5,7,1
9,4,3,3,1,3,6,9,6,9,10
10,3,0,9,2,6,10,6,5,9,5
11,4,5,0,7,9,5,0,8,3,6
12,0,0,3,9,7,8,3,5,10,2
13,4,2,3,0,6,6,0,6,2,0
14,9,0,2,6,4,4,2,5,8,1
15,3,3,8,9,10,5,5,2,10,5
16,6,1,10,3,4,9,7,0,7,1
17,6,10,10,6,8,8,2,8,7,0
18,1,4,4,6,7,1,1,3,2,3
19,5,9,5,10,5,4,10,1,9,8
20,1,0,2,0,6,0,7,3,5,8
21,2,5,8,4,5,4,9,9,8,0
22,4,1,7,3,0,2,0,4,2,6
23,3,8,10,0,6,5,9,9,9,7
24,2,9,0,9,1,2,7,1,2,5
25,3,5,5,3,1,10,3,10,4,8
26,6,4,2,4,2,8,7,8,4,1
27,6,8,8,9,0,8,8,4,1,1
28,0,6,5,9,1,6,1,1,6,2
29,10,10,6,7,1,9,3,5,9,9
30,7,5,0,4,6,6,8,1,7,1
31,10,3,10,6,2,9,6,4,8,4
32,1,0,9,4,1,10,3,0,2,10
33,2,4,7,7,3,2,4,9,10,10
34,2,1,6,3,10,8,7,8,9,6
35,7,4,3,0,7,0,4,7,10,10
36,5,10,3,5,5,7,7,9,1,10
37,8,6,5,8,3,9,9,4,7,7
38,3,2,2,8,5,1,3,6,2,5
39,7,2,3,5,8,6,1,8,3,0
40,3,7,6,5,8,3,8,6,10,2
41,3,8,3,0,0,8,6,9,0,2
42,7,9,6,10,1,8,5,8,7,3
43,3,8,3,1,10,10,6,9,0,7
44,6,9,0,10,6,7,0,2,7,7
45,3,0,5,4,6,0,5,9,3,9
46,6,8,0,2,0,0,5,4,8,1
47,1,6,1,0,5,3,5,10,2,3
48,0,0,6,8,8,6,2,7,5,1
49,5,3,8,0,2,2,10,10,2,10
50,0,1,3,10,5,9,9,5,2,10
51,7,2,10,7,0,8,5,6,2,8
52,1,5,9,8,10,5,7,9,4,3
53,8,6,0,10,4,8,7,5,3,10
54,6,8,6,8,5,10,4,6,2,0
55,1,5,1,9,1,3,7,2,5,6
56,1,8,2,0,4,2,3,8,3,1
57,10,10,8,7,6,6,10,6,8,8
58,10,5,8,10,6,5,4,0,1,2
59,3,0,6,2,2,8,1,4,5,7
60,4,9,4,2,1,0,1,1,1,5
61,5,4,8,1,9,1,8,10,0,5
62,0,7,8,5,9,8,9,7,8,6
63,0,6,6,1,9,10,0,8,7,5
64,7,7,10,4,9,10,8,3,6,8
65,5,3,5,5,3,10,6,1,8,4
66,1,1,3,9,3,8,4,5,7,2
67,6,8,8,0,6,4,6,5,10,5
68,1,8,9,0,9,6,4,10,2,3
69,1,7,3,7,9,9,1,9,7,4
70,6,3,5,9,9,1,2,7,8,10
71,6,3,10,5,1,3,0,7,3,0
72,4,4,7,4,7,2,0,2,1,0
73,4,7,4,2,9,4,6,3,6,0
74,5,4,4,8,7,1,7,1,9,2
75,3,7,1,6,6,0,4,0,8,1
