0,1,2,3,4,5,6,7,8,9
9,10,63,0,2,8,0,10,5,18
3,10,78,9,8,1,7,3,8,25
6,10,10,7,4,7,7,7,0,47
8,10,86,10,7,4,4,7,9,41
0,10,53,9,10,0,10,5,7,74
10,10,11,9,8,9,6,3,1,75
10,10,82,1,0,3,6,6,1,13
9,10,62,0,5,8,8,10,3,42
7,10,90,0,3,6,3,2,3,37
8,2,21,6,5,7,0,2,5,30
5,10,60,10,7,6,7,3,5,2
4,10,32,4,3,0,1,3,1,57
5,10,16,9,7,0,8,7,0,15
8,10,50,9,5,0,1,2,3,10
3,10,88,4,10,4,8,5,6,25
0,10,74,2,6,5,7,10,10,89
7,10,77,6,10,1,5,3,0,6
1,10,12,3,4,3,1,2,7,5
3,10,35,10,7,2,6,9,8,75
9,1,95,1,6,7,3,7,7,28
1,10,34,8,5,2,4,5,8,56
9,10,30,5,0,10,5,6,1,92
1,4,15,7,6,4,4,3,1,35
0,10,0,2,4,8,7,1,10,61
6,10,89,7,3,1,7,7,8,15
6,10,15,8,4,1,0,1,5,18
8,10,21,0,0,8,4,1,7,92
2,10,33,6,9,10,0,7,4,12
1,0,16,9,5,4,6,9,2,80
3,10,15,3,1,9,6,7,4,89
6,10,1,10,10,3,3,9,5,70
3,10,93,5,10,9,9,4,4,68
9,10,40,4,6,1,9,9,8,6
8,10,8,6,0,5,5,7,9,67
6,10,21,6,5,8,6,8,6,52
5,10,9,4,9,8,2,7,0,75
2,10,6,3,5,0,8,5,4,35
6,10,56,3,2,9,3,10,2,94
1,10,46,2,9,8,2,5,0,26
9,9,37,8,4,9,2,9,6,92
10,10,94,9,8,2,10,5,1,56
8,10,9,7,10,9,6,5,7,21
7,10,34,5,7,7,10,6,5,25
1,8,20,8,8,9,7,5,10,28
7,5,98,2,6,1,10,8,6,8
5,10,53,10,9,10,7,1,1,2
9,7,78,5,9,2,3,0,1,85
10,10,28,9,9,1,3,1,10,22
8,7,50,1,9,0,10,1,3,13
8,2,62,1,6,8,0,9,3,72
10,10,23,3,9,7,1,8,5,67
10,10,42,9,7,7,2,4,7,65
9,10,11,4,2,9,10,3,6,68
2,10,89,10,8,5,7,2,7,79
7,3,52,3,2,7,1,9,7,6
7,7,90,3,9,1,1,5,5,6
9,10,77,9,4,2,7,6,8,29
5,10,24,6,1,0,7,4,2,6
3,10,45,6,8,1,1,4,5,80
9,10,12,7,2,7,6,6,10,36
9,10,61,8,10,9,7,0,8,11
0,5,98,2,1,6,8,6,0,73
2,10,47,1,0,6,10,2,10,71
10,10,16,0,8,1,9,10,1,15
9,10,23,7,2,8,6,6,1,51
2,10,17,8,0,3,9,4,2,76
6,10,99,6,9,6,5,8,4,51
1,4,60,10,10,7,0,3,10,65
6,10,72,3,9,4,9,4,4,100
6,10,2,5,10,10,4,3,9,14
1,10,45,8,1,0,8,3,4,24
6,4,75,2,10,6,6,5,4,9
2,10,21,7,0,6,5,1,6,94
8,10,56,4,6,8,3,0,6,15
0,10,24,7,5,5,9,5,0,13
9,4,86,5,8,9,4,9,3,11
1,10,17,6,6,9,1,8,2,71
6,10,46,5,3,2,0,5,2,93
9,10,4,1,0,0,9,9,0,77
10,10,47,9,6,4,1,9,10,38
5,10,78,3,6,0,7,6,8,23
4,10,4,6,10,4,8,10,10,2
2,10,91,9,2,9,6,7,0,22
3,10,9,8,5,2,0,7,1,65
3,10,74,0,10,10,7,6,4,77
4,10,25,8,0,7,8,4,7,13
4,10,84,5,8,8,6,0,5,88
10,5,5,2,2,6,5,7,1,66
4,10,19,9,8,6,6,4,3,5
5,10,86,8,1,7,1,1,2,23
10,10,41,10,9,3,4,7,8,99
10,10,68,10,1,3,0,9,4,62
6,10,6,10,0,8,5,3,8,5
9,10,50,3,4,2,1,6,10,7
2,10,2,1,5,0,5,2,5,54
7,10,44,2,5,8,7,0,7,33
8,2,97,0,8,9,6,5,9,56
0,10,15,3,3,10,6,0,2,62
7,10,48,5,8,5,5,0,2,99
7,10,19,6,1,4,9,2,6,89
3,10,21,10,2,8,4,6,6,75
3,10,90,9,3,9,3,9,7,43
8,2,25,0,7,2,5,5,8,27
3,4,24,1,0,8,4,0,5,88
9,10,6,6,10,0,1,5,3,2
0,10,78,10,7,0,2,8,7,86
10,10,20,4,10,2,7,3,3,38
8,2,87,10,2,6,3,0,3,100
7,10,83,6,7,9,8,3,6,93
0,10,48,0,9,4,7,5,2,59
1,10,86,2,9,2,6,5,10,91
8,10,50,5,9,0,2,0,7,20
5,10,96,6,2,9,6,8,9,38
8,10,75,1,8,2,7,2,6,57
5,10,64,10,0,9,0,4,9,1
5,10,75,6,6,5,9,3,3,17
3,10,47,3,8,3,0,2,10,19
7,10,15,8,2,8,5,4,9,31
8,8,71,4,6,7,3,3,4,41
8,10,9,0,4,3,8,6,10,48
10,10,36,0,1,4,6,4,8,88
8,10,89,10,8,7,0,3,10,14
6,10,5,8,9,1,10,8,4,22
2,10,80,6,6,5,4,8,1,14
1,8,82,2,5,10,0,3,7,56
6,10,37,6,3,6,8,10,3,38
10,10,68,5,0,0,9,5,10,3
6,10,92,5,4,4,2,2,7,50
7,10,68,4,1,6,3,5,7,19
1,10,97,8,5,1,0,0,10,90
6,10,1,8,7,3,9,5,2,69
3,10,14,10,1,4,5,10,9,22
2,10,79,8,2,1,3,2,9,20
4,10,54,10,7,2,3,9,4,69
0,10,73,3,2,1,7,0,5,75
10,6,5,8,5,2,6,0,5,55
9,10,23,4,7,1,2,0,4,38
9,10,1,5,5,3,10,7,7,95
8,10,97,8,6,8,9,0,1,89
0,9,16,6,1,1,0,7,6,76
4,10,33,10,10,9,0,6,10,19
0,10,35,5,0,1,9,0,4,60
6,2,4,9,5,7,7,1,10,16
4,10,29,4,8,4,10,8,9,9
2,10,85,0,1,6,0,1,4,85
9,10,5,9,2,2,2,1,1,47
1,10,1,8,0,0,7,10,10,17
9,10,16,3,0,8,1,10,10,18
1,10,16,3,2,0,9,7,4,39
8,10,16,2,0,3,6,8,5,3
6,10,19,2,6,10,0,7,8,67
2,10,56,8,9,1,7,10,4,70
6,10,76,10,9,0,1,7,5,96
8,10,75,9,0,4,1,9,4,79
5,10,85,6,4,6,3,8,3,99
1,10,68,7,4,9,1,5,9,10
0,10,87,0,8,7,10,7,0,55
5,10,84,6,2,0,2,0,10,52
9,10,31,9,3,1,7,5,9,78
10,10,37,4,7,10,1,9,0,30
4,10,50,6,4,2,10,2,9,85
8,10,41,1,2,0,7,3,0,95
5,10,93,3,7,8,0,0,5,18
10,10,2,5,2,2,2,7,0,59
8,10,88,4,8,4,5,4,1,71
9,10,59,3,1,4,5,10,6,87
6,10,8,5,1,9,3,5,3,40
0,10,8,7,9,8,8,9,5,97
4,10,77,4,8,4,9,4,1,38
6,10,95,6,10,1,2,1,5,16
4,10,99,8,10,7,7,3,6,82
7,10,54,3,2,2,5,6,8,79
6,10,66,3,4,7,1,9,2,32
4,10,35,6,3,6,5,10,2,56
6,10,7,10,7,9,7,6,5,54
6,10,34,10,6,9,5,10,7,76
9,10,59,0,2,0,4,7,10,50
5,10,13,6,9,5,5,5,0,3
2,10,58,5,10,0,4,0,4,55
10,10,13,0,7,2,1,9,8,54
10,10,42,2,7,1,8,10,9,20
2,10,51,1,0,0,8,9,3,22
4,10,14,10,3,7,9,6,0,23
2,7,42,3,3,0,7,2,2,80
10,8,20,7,6,6,5,1,2,84
4,10,99,6,8,2,2,7,9,80
5,10,67,4,2,4,9,5,8,51
2,10,21,3,1,10,7,9,3,1
8,10,13,10,1,0,6,4,10,55
7,10,12,0,10,1,3,0,6,45
1,10,1,7,3,10,7,0,7,34
2,10,6,3,2,7,10,9,2,83
10,8,10,5,1,2,3,8,9,68
0,10,66,7,1,10,1,8,10,91
6,10,36,5,5,10,0,8,1,23
3,10,31,6,2,5,9,6,6,81
0,10,86,4,0,10,3,6,4,12
4,10,28,9,2,2,2,4,9,52
4,4,21,1,9,6,5,6,10,47
9,10,77,4,5,9,9,7,8,84
4,10,65,2,4,10,4,3,7,95
6,10,41,10,2,3,4,6,1,1
4,10,23,4,4,2,7,6,3,54
7,10,88,5,2,4,4,4,2,16
4,8,70,8,7,0,9,0,6,98
4,10,53,0,1,2,0,5,7,80
8,10,79,2,10,1,10,6,6,79
3,10,81,10,9,7,3,2,7,95
10,10,91,10,10,3,9,6,1,36
9,10,41,3,5,9,10,0,4,88
7,10,52,8,2,8,9,8,7,99
5,10,86,8,8,6,4,9,10,93
7,10,81,7,9,2,1,7,7,87
5,10,14,7,2,10,8,3,4,38
1,10,41,6,6,4,10,2,5,46
9,10,92,6,1,5,1,3,9,93
2,10,33,1,4,3,6,4,0,37
8,10,15,2,4,4,5,9,0,88
3,10,86,5,5,6,8,0,8,43
8,10,24,6,4,8,7,7,2,56
1,10,17,6,6,8,4,10,2,84
6,10,84,9,3,8,7,10,1,15
7,10,3,4,3,2,0,10,0,17
9,10,7,8,1,6,8,10,5,3
6,10,70,7,3,6,3,1,3,81
3,10,64,8,3,10,8,5,1,26
0,10,23,1,3,2,1,8,2,74
10,10,25,3,6,8,6,10,8,0
2,10,4,6,4,2,9,8,9,39
6,10,30,10,3,6,6,2,8,39
10,10,25,0,9,2,8,5,9,41
3,10,13,2,3,5,1,5,8,43
5,10,62,4,6,7,2,6,7,27
2,10,83,7,10,6,2,1,6,5
6,10,27,2,8,6,1,6,10,44
8,10,45,4,5,4,8,1,3,75
10,10,52,6,2,6,5,4,2,61
3,10,30,7,8,9,5,1,8,31
5,10,90,9,10,8,10,3,3,3
8,10,71,7,9,0,9,0,2,6
10,8,94,2,9,3,6,0,6,97
7,10,70,9,7,9,0,4,9,47
7,10,67,7,10,3,7,9,9,74
4,10,89,5,1,7,3,10,5,49
6,10,6,8,5,10,4,4,9,3
3,6,21,4,8,1,6,2,4,24
7,1,3,0,5,8,5,2,10,49
1,10,97,0,2,0,1,1,10,23
10,10,33,0,1,7,7,3,9,54
7,0,78,9,7,1,3,3,1,25
2,10,79,7,7,2,3,7,7,2
2,10,84,2,1,5,5,9,0,43
9,10,91,6,4,4,4,8,9,76
0,10,58,1,8,8,8,0,4,72
2,10,34,6,0,6,1,4,4,20
6,10,26,10,10,3,4,9,6,20
