0,1,2,3,4,5,6,7,8
3,8,5,7,9,,3.0,6,10
2,1,10,10,10,8.0,2.5,8,6
7,6,4,1,4,8.0,2.0,8,0
6,7,10,1,8,8.0,1.5,8,9
2,0,9,5,0,3.0,1.0,3,7
4,4,0,5,3,9.0,2.0,5,6
1,0,4,2,1,2.0,3.0,6,9
3,10,5,5,10,0.0,4.0,6,6
3,4,5,4,7,0.0,2.0,1,5
1,4,10,0,8,0.0,0.0,8,10
3,10,6,7,3,0.0,8.0,9,6
7,1,6,3,5,3.0,4.5,0,10
8,7,8,0,9,6.0,1.0,9,6
9,1,7,5,1,3.0,3.0,5,4
1,1,9,0,8,2.0,3.0,3,8
7,8,6,3,8,1.0,2.0,8,4
2,8,10,2,3,4.0,3.333333333333333,4,0
0,10,5,9,10,7.0,4.666666666666666,10,8
6,9,7,7,3,3.0,6.0,2,3
7,9,5,1,5,1.0,5.25,3,3
4,10,9,9,9,9.0,4.5,3,9
3,1,3,0,5,8.666666666666666,3.75,2,3
5,1,10,3,1,8.333333333333334,3.0,8,4
7,5,7,0,9,8.0,2.0,5,4
3,10,1,3,2,7.333333333333333,8.0,8,2
10,6,10,5,3,6.666666666666667,7.0,8,10
9,1,7,7,9,6.0,6.0,8,9
0,10,8,4,6,4.0,6.0,5,2
3,6,1,5,3,5.5,5.0,9,8
10,2,2,10,4,7.0,9.0,2,0
6,8,4,7,5,5.0,6.666666666666666,0,7
2,7,7,10,8,3.0,4.333333333333333,0,6
2,6,0,4,9,9.0,2.0,2,5
4,6,4,3,1,0.0,3.666666666666667,9,3
8,4,4,1,10,4.0,5.333333333333334,7,1
2,3,3,4,3,10.0,7.0,1,9
1,10,4,8,0,7.0,4.5,2,5
4,3,1,2,7,6.8,2.0,2,0
2,4,10,5,5,6.6,6.0,2,3
7,0,4,0,1,6.4,4.0,9,4
3,10,5,0,2,6.2,4.0,8,9
5,10,4,9,4,6.0,4.0,7,0
2,5,4,8,1,4.0,5.0,7,8
3,8,7,10,5,3.0,3.0,8,10
5,6,8,10,9,2.0,1.0,8,9
5,8,4,2,9,9.0,3.0,1,3
9,1,9,8,9,9.0,9.0,2,3
8,8,6,7,7,10.0,10.0,7,6
7,3,3,7,10,8.5,7.666666666666666,9,3
10,2,8,8,9,7.0,5.333333333333333,2,7
10,3,10,7,2,5.5,3.0,7,5
10,3,9,10,4,4.0,3.4,2,0
7,5,2,10,2,5.5,3.8,7,4
6,10,2,2,4,7.0,4.2,8,7
3,2,10,10,1,8.5,4.6,3,2
2,3,3,0,0,10.0,5.0,10,1
7,1,5,1,7,9.0,5.25,3,9
3,9,10,5,1,8.0,5.5,5,0
3,3,10,4,9,7.5,5.75,2,8
9,2,6,5,1,7.0,6.0,7,0
8,4,7,5,9,0.0,5.0,2,7
6,9,6,2,9,0.0,6.5,1,10
9,8,2,8,5,9.0,8.0,7,6
10,6,7,7,8,9.0,4.5,6,7
2,3,1,7,10,9.0,1.0,0,0
3,1,10,7,1,7.5,2.0,5,3
7,4,2,5,3,6.0,1.3333333333333335,2,10
4,5,4,2,0,4.5,0.6666666666666667,4,7
2,8,2,1,4,3.0,0.0,0,5
5,3,9,3,9,2.0,2.0,10,4
10,10,10,6,2,1.0,4.0,9,5
7,9,0,9,9,3.0,6.0,8,9
1,1,8,1,1,2.25,10.0,3,7
7,10,4,3,10,1.5,5.0,3,10
5,8,4,10,10,0.75,0.0,7,10
9,3,3,5,9,0.0,1.25,8,4
2,3,7,6,1,6.0,2.5,1,2
10,8,4,8,2,7.0,3.75,2,1
9,9,9,10,4,5.5,5.0,1,1
5,7,3,5,8,4.0,7.0,4,0
10,2,7,0,6,8.0,9.0,1,10
3,10,10,8,10,9.0,5.5,5,5
8,2,9,4,0,4.0,2.0,10,7
5,10,8,6,0,3.75,3.0,2,9
7,3,8,6,2,3.5,1.0,7,1
10,3,5,5,10,3.25,2.0,10,2
1,0,9,10,4,3.0,2.5,1,2
6,2,0,2,10,7.0,3.0,1,5
1,7,3,9,2,8.0,2.0,2,10
2,5,9,1,3,5.666666666666666,3.5,6,4
7,2,8,1,6,3.333333333333333,5.0,7,10
8,5,2,5,10,1.0,0.0,4,1
2,2,10,1,8,1.0,1.5,9,6
0,0,0,6,3,1.0,3.0,0,1
2,2,8,5,6,1.6666666666666665,2.0,6,10
6,4,3,3,9,2.333333333333333,1.0,10,9
4,3,2,6,4,3.0,1.0,7,9
9,0,9,2,10,4.0,2.5,0,9
4,9,1,2,5,5.0,4.0,9,2
6,4,1,1,4,7.0,6.5,2,9
9,3,2,9,2,6.5,9.0,8,7
9,5,9,8,2,6.0,9.0,6,9
1,7,4,2,8,5.5,9.0,2,8
6,5,6,9,4,5.0,9.5,2,10
1,1,6,1,2,7.0,10.0,3,0
7,4,0,1,5,7.428571428571429,4.0,9,6
9,1,7,0,8,7.857142857142857,10.0,0,8
1,4,7,0,8,8.285714285714285,8.5,0,8
8,10,7,5,7,8.714285714285714,7.0,9,3
6,1,4,9,2,9.142857142857142,5.5,8,0
7,0,6,2,2,9.571428571428571,4.0,1,3
8,2,10,7,2,10.0,6.0,6,5
0,5,7,0,10,9.833333333333334,8.0,4,10
7,1,6,9,0,9.666666666666666,10.0,9,1
4,0,1,10,2,9.5,2.0,2,0
7,9,9,0,4,9.333333333333334,3.75,4,4
5,5,6,0,9,9.166666666666666,5.5,9,6
8,6,3,2,8,9.0,7.25,9,10
10,7,7,4,9,4.5,9.0,5,3
1,10,1,10,8,0.0,4.5,1,1
3,0,2,1,0,5.0,0.0,2,9
5,1,1,5,2,1.0,1.0,2,5
5,8,0,4,4,5.0,3.5,10,8
10,1,0,9,1,6.0,6.0,0,3
3,8,7,10,10,7.0,6.0,9,5
10,3,8,6,1,8.0,8.0,3,4
9,8,1,1,7,9.0,10.0,0,4
4,10,6,8,4,10.0,6.0,9,7
0,3,8,6,2,10.0,6.0,6,0
1,5,8,10,3,6.5,0.0,0,0
2,7,6,1,0,3.0,7.0,7,1
5,10,1,3,7,7.0,8.0,1,10
7,9,3,10,8,6.5,9.0,9,3
4,10,8,8,3,6.0,10.0,3,2
4,0,10,7,2,5.5,5.5,2,3
9,1,4,4,3,5.0,1.0,8,9
2,0,0,7,2,5.0,10.0,5,3
4,4,7,0,4,5.0,8.0,6,10
6,3,4,0,4,5.0,7.0,4,1
2,2,0,6,5,5.0,6.0,3,6
0,2,0,3,3,5.0,5.0,4,8
8,8,5,3,9,7.0,10.0,9,10
9,2,5,7,0,0.0,8.5,10,7
10,8,4,2,5,1.0,7.0,5,2
9,2,5,9,3,2.0,4.0,7,0
9,5,5,2,8,4.666666666666666,4.0,9,2
7,2,3,4,4,7.333333333333333,5.5,1,3
2,1,6,2,10,10.0,7.0,3,7
2,10,3,10,1,2.0,2.0,5,10
4,6,2,1,1,8.0,5.0,7,5
10,3,7,1,4,5.5,4.5,1,0
