,0,1,2,3,4,5,6,7,8,9
0,2,2,0,7,1,4,2,39,52,3
1,7,10,9,2,3,9,7,23,39,6
2,5,4,0,8,8,6,7,51,3,7
3,0,2,7,9,3,3,5,13,76,4
4,8,10,0,5,10,10,7,83,44,1
5,4,6,5,5,10,10,10,24,16,1
6,2,6,5,1,2,6,6,45,45,8
7,9,0,9,10,4,6,7,99,37,3
8,5,5,9,6,8,10,4,88,51,2
9,4,5,9,10,10,2,7,63,14,8
10,4,8,5,7,0,3,10,11,88,4
11,2,10,10,3,6,10,10,22,59,10
12,8,7,0,9,0,8,2,32,57,10
13,5,2,8,9,10,10,3,99,18,5
14,7,1,10,2,1,6,6,61,97,7
15,0,1,7,8,8,5,7,77,56,2
16,6,6,9,7,6,0,9,89,71,8
17,7,2,7,7,7,10,1,89,91,3
18,3,0,7,1,3,5,8,55,68,3
19,9,0,3,8,3,9,1,29,25,5
20,0,8,7,5,6,4,8,65,32,0
21,10,4,9,4,10,1,2,83,12,3
22,1,0,2,7,9,8,1,86,50,8
23,2,3,10,10,4,6,5,26,0,9
24,3,4,10,8,8,8,1,44,27,0
25,3,0,3,5,3,0,8,88,91,0
26,2,2,0,3,9,10,1,0,23,0
27,3,1,1,3,2,1,4,73,44,9
28,7,8,6,1,10,7,6,87,67,3
29,10,3,8,8,9,10,9,9,54,8
30,1,6,4,3,6,7,3,69,53,9
31,4,6,1,7,8,3,6,11,59,4
32,0,0,8,2,5,1,9,35,8,10
33,8,4,5,3,6,1,1,86,98,3
34,0,0,7,1,5,2,9,63,72,0
35,10,3,3,3,7,3,2,23,53,7
36,4,2,1,1,3,0,6,0,2,9
37,4,8,9,2,8,9,5,27,32,0
38,6,3,5,0,0,3,10,45,7,10
39,9,0,2,7,1,3,3,80,0,10
40,0,8,5,0,4,8,7,52,13,0
41,0,10,7,0,10,3,2,67,97,2
42,7,5,3,9,2,1,7,28,38,7
43,1,2,8,4,5,8,7,67,39,6
44,7,2,5,2,8,4,8,3,56,4
45,2,5,0,4,6,8,1,90,60,7
46,1,1,9,5,1,0,8,32,39,0
47,8,8,6,2,1,1,1,56,8,6
48,7,2,6,3,8,0,10,54,15,0
49,9,4,6,3,9,10,8,84,58,5
50,6,8,8,10,4,3,8,65,7,8
51,6,1,6,4,5,9,3,35,69,3
52,9,3,3,5,7,3,1,77,8,3
53,5,10,6,6,3,3,4,69,87,6
54,8,4,8,7,8,1,1,70,48,8
55,8,4,6,4,2,1,5,33,32,4
56,0,4,5,6,0,1,1,0,10,1
57,2,9,9,9,5,5,4,92,54,3
58,9,3,1,7,8,5,5,6,49,3
59,1,8,5,10,7,1,1,45,49,3
60,6,8,4,1,8,4,1,85,48,10
61,3,8,2,10,0,5,0,38,84,2
62,10,0,3,5,10,7,3,49,87,1
63,2,0,5,1,3,0,3,5,27,10
64,7,10,0,0,2,7,4,45,57,8
65,8,2,7,1,3,7,6,11,41,9
66,0,4,4,6,9,4,0,61,17,2
67,8,6,10,3,3,0,1,100,34,5
68,8,10,5,2,7,5,3,37,17,5
69,8,4,2,8,3,6,5,41,45,9
70,10,0,9,9,8,7,4,52,32,6
71,1,9,8,5,0,5,5,96,64,9
72,4,1,0,9,7,2,8,75,5,3
73,9,3,5,10,7,5,7,56,78,0
74,0,2,1,5,6,10,8,93,41,8
75,4,1,9,0,10,6,9,68,84,4
76,8,3,1,2,1,4,6,26,4,6
77,3,8,0,8,6,8,8,54,56,8
78,9,8,2,0,1,2,1,87,19,8
79,6,2,4,2,1,1,9,31,33,0
80,8,3,3,2,0,6,7,3,0,10
81,1,6,6,5,10,9,2,19,19,10
82,10,6,1,8,5,2,9,34,95,0
83,10,1,7,10,6,6,1,13,97,5
84,8,9,10,5,0,9,1,94,52,4
85,6,6,9,4,5,6,9,67,4,6
