,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,6,1,1,10,3,5,0,0,0,6,5,1,9,7,5
1,9,4,1,3,6,10,1,1,0,5,3,5,4,0,4
2,7,1,1,8,5,7,9,8,1,2,4,1,4,9,8
3,5,5,9,8,1,0,0,2,7,7,0,0,7,0,4
4,0,10,9,8,6,6,4,0,5,6,1,5,7,0,10
5,7,3,9,6,4,5,5,9,8,3,1,8,2,1,9
6,8,10,3,4,8,5,0,5,6,6,6,10,4,8,7
7,5,10,1,8,5,7,7,5,6,2,9,3,3,9,10
8,1,0,1,6,2,9,4,6,10,10,1,4,1,4,4
9,7,4,10,0,2,5,9,3,10,6,7,8,4,1,7
10,9,8,9,0,3,0,8,7,6,7,10,2,9,7,10
11,1,9,4,8,7,8,7,10,2,0,7,9,2,8,1
12,5,10,5,2,1,5,10,8,1,2,2,5,8,5,4
13,4,2,0,7,8,3,10,2,3,2,1,9,5,0,3
14,9,4,3,6,10,2,8,2,10,6,10,6,10,0,7
15,0,0,5,3,0,9,1,9,4,10,2,9,4,7,2
16,0,5,9,1,10,7,9,8,5,6,3,3,8,5,4
17,9,0,3,2,1,8,6,10,5,4,5,8,2,10,3
18,4,3,7,10,8,7,2,7,1,8,4,4,2,1,4
19,9,7,7,4,8,5,5,5,0,10,6,7,9,9,8
20,2,1,7,4,3,7,7,7,0,7,9,3,9,2,5
21,3,9,9,3,3,6,9,4,10,1,7,0,0,2,4
22,5,3,8,6,4,8,6,9,7,1,3,7,3,9,1
23,1,5,8,6,10,7,2,3,8,6,7,9,10,3,6
24,1,0,0,3,6,2,6,7,7,3,7,7,1,7,0
25,5,2,10,8,5,10,5,2,3,4,8,0,1,7,7
26,5,5,0,8,6,2,1,4,3,6,7,10,3,5,10
27,5,3,8,0,2,5,3,10,5,3,6,9,10,6,5
28,8,9,4,2,1,4,7,1,0,0,5,8,7,10,5
29,7,1,2,5,10,2,9,3,1,7,8,9,5,8,8
30,10,9,3,8,4,1,5,0,8,5,7,2,1,7,2
31,9,6,6,7,7,7,3,6,2,2,9,7,2,9,6
32,5,3,3,1,5,7,3,8,10,5,2,4,7,10,10
33,4,1,3,2,10,0,2,8,4,2,10,8,10,1,2
34,6,5,2,0,9,0,8,0,8,0,2,7,6,10,1
35,3,5,5,10,5,9,0,1,0,5,5,2,2,8,0
36,6,9,9,7,8,8,2,10,1,4,1,5,8,3,4
37,8,2,9,0,1,7,5,0,8,1,3,5,3,1,6
38,5,6,3,3,4,2,0,10,2,9,6,7,2,7,9
39,0,3,7,0,5,7,0,2,10,4,6,4,8,6,0
40,7,6,3,5,2,8,0,1,5,8,10,8,6,3,4
41,0,0,0,8,1,6,0,10,10,3,7,9,5,3,9
42,4,7,4,7,0,9,5,6,9,8,6,6,0,5,6
43,9,3,7,10,9,1,1,5,1,6,8,6,0,10,9
44,7,2,5,2,10,0,8,0,7,6,10,0,8,7,2
45,9,9,9,3,3,0,4,0,8,10,1,1,0,2,2
46,10,2,10,8,8,5,8,4,1,0,8,4,7,4,10
47,7,9,5,8,4,8,4,7,9,9,0,5,2,8,5
48,10,8,5,3,0,8,5,6,0,3,10,10,7,8,8
49,8,5,4,3,5,1,9,10,0,0,8,9,5,4,4
50,1,6,4,5,7,7,6,8,8,9,8,9,4,6,3
51,9,9,4,4,7,8,3,6,2,6,8,4,1,7,6
52,7,0,6,10,9,7,5,6,1,10,3,0,6,6,2
53,1,8,6,4,7,10,7,5,8,7,7,4,2,6,6
54,0,6,6,3,9,3,1,4,5,2,4,7,1,0,4
55,8,5,7,10,6,5,8,6,6,10,4,4,6,4,1
56,1,4,5,8,10,1,10,9,8,6,3,6,1,7,3
57,2,4,6,2,9,9,0,9,8,3,1,0,2,7,6
58,6,2,7,1,8,9,6,3,8,4,0,10,9,5,2
59,0,0,0,5,2,4,10,0,6,2,8,6,9,10,10
60,9,3,7,10,0,2,9,8,8,2,4,9,8,4,6
61,5,10,5,8,3,5,7,10,0,2,9,9,9,0,0
62,4,8,10,1,7,7,10,2,5,2,5,6,4,5,7
63,2,10,10,4,0,7,10,10,3,9,2,9,8,8,1
64,9,10,5,7,10,0,0,3,4,7,9,9,2,8,9
65,9,0,3,5,5,3,5,5,9,3,10,7,0,6,5
66,9,0,2,7,8,9,8,2,0,4,6,8,8,6,6
67,0,2,7,5,6,1,3,10,6,10,4,5,5,6,1
68,0,9,0,10,3,10,2,1,8,1,5,5,8,6,5
69,1,1,5,8,5,7,7,5,2,1,10,1,10,6,2
70,5,7,6,3,8,9,1,7,10,7,7,6,9,1,6
71,3,5,3,2,10,5,0,8,2,10,3,8,4,3,3
72,3,8,2,8,10,3,3,9,2,9,5,0,9,6,9
73,10,9,0,4,8,1,5,5,7,4,8,10,10,5,10
74,10,0,0,1,6,2,6,0,8,5,6,3,10,1,3
75,4,1,1,3,10,0,5,10,8,1,10,0,1,9,2
76,4,2,1,5,8,1,8,1,5,6,6,1,4,6,10
77,0,7,9,10,1,5,8,7,10,3,4,5,3,10,7
78,3,2,2,1,1,9,5,9,5,4,8,6,3,5,7
79,2,0,0,0,1,6,9,7,2,3,4,4,7,9,3
80,6,4,0,0,10,9,5,6,0,6,9,4,5,9,10
81,2,0,10,10,9,9,10,5,9,0,9,4,8,10,4
82,8,10,9,10,3,8,5,0,1,4,9,4,0,9,8
83,2,10,6,10,2,8,2,7,8,10,1,5,10,8,6
84,4,4,7,7,2,1,4,2,0,2,6,3,0,2,6
85,7,7,5,1,10,2,8,2,9,1,6,6,1,6,5
86,2,10,7,3,8,3,6,8,4,3,4,3,0,9,9
87,3,9,5,2,4,7,5,10,9,8,7,6,5,1,9
88,6,8,9,7,10,0,2,5,8,5,1,9,8,5,5
89,9,4,8,9,10,3,8,7,10,3,9,7,7,4,8
90,10,7,8,1,7,3,9,0,6,1,6,7,3,8,2
91,4,4,6,3,2,7,9,8,0,9,2,3,6,7,7
92,9,1,6,8,3,7,6,0,7,0,5,1,7,10,5
93,9,7,7,10,5,4,0,6,4,6,8,5,1,6,2
94,5,9,9,10,6,0,3,6,6,4,2,10,5,8,4
95,2,2,2,10,8,8,9,6,6,8,0,6,8,3,8
96,1,1,1,6,6,2,0,4,0,8,3,3,3,7,4
97,10,6,5,6,7,3,10,7,1,4,0,9,2,1,2
98,3,5,8,8,1,10,1,7,0,10,6,2,5,9,10
99,1,3,5,2,0,3,0,10,7,6,10,6,6,7,0
100,5,2,1,6,9,10,9,4,4,2,0,2,3,10,6
101,9,7,7,7,1,5,4,2,3,7,8,6,7,1,5
102,7,7,9,6,3,4,3,7,3,10,6,8,2,7,7
103,7,7,7,6,3,4,9,9,6,4,0,9,7,6,8
104,1,3,4,1,2,1,3,5,6,1,2,6,6,8,9
105,1,0,0,4,3,0,0,6,8,3,7,4,8,4,4
106,0,4,6,4,0,3,7,1,1,10,1,9,1,9,5
107,9,2,0,8,7,5,9,5,9,4,6,8,8,2,5
108,5,9,2,6,4,10,6,5,3,10,1,5,8,1,6
109,5,3,8,4,7,4,8,0,9,9,9,10,6,1,4
110,3,9,2,1,9,6,7,5,3,3,4,8,4,10,4
111,9,4,8,4,4,0,0,10,9,4,4,0,1,9,4
112,9,6,2,0,6,8,3,3,5,2,6,2,8,1,4
113,0,7,0,7,5,3,8,5,6,2,3,7,8,7,9
114,9,1,7,1,9,2,9,0,6,8,3,10,10,7,8
115,4,8,5,0,0,0,2,6,5,1,6,8,5,8,10
116,2,2,8,5,3,7,9,7,3,5,0,8,5,5,10
117,5,8,8,2,10,10,1,3,5,6,1,4,9,6,5
118,2,3,6,5,7,1,3,2,0,1,4,0,2,9,6
119,0,0,6,3,8,3,8,6,1,0,0,3,2,3,0
120,10,6,0,3,5,6,10,1,2,2,3,9,3,4,4
121,8,2,5,0,5,2,4,6,6,7,5,7,1,1,9
122,6,9,7,2,6,4,8,5,3,6,9,8,6,3,4
123,3,6,6,2,10,1,5,2,6,6,1,2,3,7,4
124,10,7,4,6,2,2,10,4,7,4,3,5,2,3,5
125,10,5,8,4,7,0,5,3,10,9,5,8,5,4,7
126,10,4,10,9,9,3,9,9,9,8,4,0,10,9,10
127,4,1,9,9,4,10,2,3,5,2,0,9,5,0,8
128,5,7,10,10,3,8,7,7,1,10,4,8,6,3,8
129,7,4,0,3,0,1,6,1,9,5,10,3,9,1,4
130,4,4,9,5,4,10,9,7,10,5,5,1,0,0,9
131,3,0,5,7,7,8,4,9,7,4,1,8,4,4,10
132,2,0,10,6,6,9,4,8,1,8,3,4,5,3,7
133,4,4,10,4,4,3,6,9,0,7,10,10,9,5,1
134,1,8,9,1,1,2,0,7,9,7,4,9,10,1,6
135,0,9,0,4,5,6,5,1,3,4,8,9,4,9,6
136,10,3,3,0,1,0,7,6,3,5,3,10,5,6,9
137,6,0,7,6,1,3,2,6,10,9,7,5,3,7,6
138,1,10,1,6,3,9,3,9,1,7,3,3,7,8,1
139,3,8,7,1,2,5,10,5,1,5,8,4,2,3,1
140,2,5,10,8,1,1,5,8,8,5,6,3,3,10,2
141,3,10,0,9,8,2,3,7,10,7,5,1,8,7,10
142,4,1,9,0,3,9,4,2,7,10,3,8,4,0,8
143,8,1,0,2,3,2,2,1,1,4,1,1,3,4,6
144,7,10,9,6,9,0,2,5,6,8,6,3,9,3,2
145,7,10,10,6,8,2,0,5,5,4,8,8,5,9,9
146,3,7,5,4,2,0,10,6,6,3,9,6,10,9,1
147,3,8,5,6,9,5,3,1,3,1,4,4,2,4,2
148,1,9,9,3,9,10,10,9,6,0,2,5,2,5,0
149,8,9,2,4,10,5,8,4,3,0,3,10,5,7,10
150,10,10,9,5,8,5,9,9,10,0,6,3,3,2,7
151,7,4,0,3,8,4,10,10,6,6,2,1,5,3,7
152,1,7,2,4,3,4,0,4,3,2,7,3,7,5,7
153,0,1,3,8,10,7,2,8,0,9,4,7,9,2,4
154,9,5,5,10,1,1,1,6,1,7,3,7,1,9,5
155,6,0,1,9,8,5,0,4,3,0,6,2,0,6,4
156,2,8,8,10,9,6,1,10,10,0,9,3,3,7,5
157,3,1,5,3,3,6,9,5,5,9,10,4,1,0,10
158,2,1,6,1,2,10,6,0,2,2,10,9,0,7,5
159,0,5,9,5,10,5,2,2,10,5,9,6,1,4,8
160,4,10,5,4,9,2,7,6,0,5,5,3,5,3,6
161,7,8,8,10,7,0,6,7,4,5,0,10,9,6,1
162,0,7,1,5,9,9,6,3,10,5,2,4,1,0,0
163,7,8,1,0,9,9,8,0,3,7,10,7,2,4,6
164,8,1,9,5,8,5,3,9,8,1,10,10,8,10,9
165,10,9,5,4,5,3,6,1,6,1,5,10,10,4,5
166,0,4,1,3,10,2,1,7,3,8,8,1,0,6,10
167,3,2,10,10,10,7,5,10,7,0,7,7,5,5,5
168,9,4,4,5,7,1,7,6,4,4,6,10,7,1,2
169,7,9,8,5,10,2,9,9,2,4,0,7,5,10,2
170,2,2,2,1,9,4,10,5,9,4,4,7,10,10,9
171,7,3,2,6,5,3,2,1,1,3,9,3,8,10,7
172,4,8,1,3,0,1,7,4,1,4,1,3,6,0,7
173,10,10,6,8,7,2,8,5,3,3,9,8,1,5,4
174,3,4,6,0,7,6,10,4,2,7,4,3,5,4,7
175,7,5,10,10,9,10,4,7,4,9,4,7,7,7,10
176,6,9,4,4,10,7,2,8,9,1,2,6,10,10,9
177,7,1,0,6,1,5,3,7,9,9,9,10,6,1,7
178,6,7,5,5,0,6,9,0,7,6,0,5,2,2,8
179,10,3,7,7,6,10,0,10,7,0,6,4,4,6,4
180,6,6,10,0,4,9,7,3,2,6,1,5,8,2,9
181,6,8,0,6,2,5,2,10,7,10,9,6,7,3,2
182,4,4,6,3,8,6,10,0,4,2,6,7,7,4,6
183,7,5,6,5,10,7,4,3,3,6,10,7,0,4,10
184,0,0,2,2,8,1,9,0,2,9,1,1,5,9,3
185,4,6,0,0,0,5,8,3,0,0,7,3,2,7,2
186,4,0,9,3,7,0,5,1,1,4,7,3,10,3,1
187,5,7,9,9,1,4,6,1,7,5,8,8,5,3,6
188,3,3,8,5,10,5,6,2,7,3,5,8,5,6,0
189,4,4,9,9,8,4,2,0,2,10,9,10,9,1,6
190,3,7,3,4,10,4,5,8,8,9,6,0,3,3,4
191,1,0,8,0,7,8,6,8,7,2,9,1,5,10,5
192,9,10,6,4,8,10,10,10,4,5,0,3,5,8,7
193,3,10,8,6,9,10,0,3,10,5,2,8,10,5,4
194,4,7,2,0,8,1,7,6,0,3,2,10,1,7,0
195,7,1,5,3,6,9,6,3,8,0,9,7,3,10,5
196,1,4,2,10,4,0,8,6,9,10,0,8,4,5,1
197,4,3,3,3,4,7,6,7,6,1,1,5,4,3,3
198,0,2,0,8,2,5,3,8,10,4,2,10,8,7,7
199,6,10,4,10,3,6,9,7,7,8,9,1,0,3,3
200,10,10,5,5,5,6,7,0,6,4,2,8,9,6,1
201,7,4,6,0,5,1,10,3,4,6,3,8,8,7,2
202,10,7,6,8,2,7,1,3,2,4,7,2,8,9,4
203,7,9,2,7,9,9,2,3,1,5,1,0,6,5,2
204,5,4,10,9,4,5,4,1,10,5,0,1,2,4,6
205,10,0,3,4,10,10,8,4,2,5,9,2,1,10,1
206,4,1,2,5,0,6,4,10,6,6,0,1,6,8,4
207,2,7,9,7,6,9,2,1,8,9,6,7,4,4,6
208,7,9,6,3,3,7,6,8,0,10,3,6,1,1,3
209,8,4,10,5,6,5,3,5,10,7,7,8,7,5,6
210,4,4,7,5,6,10,4,2,8,4,5,6,9,6,8
211,8,0,3,9,9,7,7,10,4,9,4,10,9,6,9
212,6,4,7,1,1,9,8,2,3,3,6,0,0,5,1
213,9,1,7,3,0,6,1,3,7,8,3,3,6,6,4
214,7,0,8,4,10,8,6,3,6,4,3,10,5,7,5
215,10,8,10,0,6,9,10,5,1,1,7,7,6,0,5
216,3,2,9,9,5,10,1,6,0,9,2,2,9,3,7
217,1,6,9,2,6,4,4,10,8,7,4,2,9,7,5
218,5,1,10,9,3,0,7,2,7,7,4,4,3,10,6
219,2,4,3,10,3,9,9,10,9,7,10,7,7,1,3
220,10,6,5,6,10,2,4,4,2,0,8,4,2,7,1
221,4,8,5,5,0,6,4,9,4,3,1,10,4,7,0
222,6,10,3,9,5,6,9,8,1,2,10,2,2,6,10
223,9,5,2,10,6,8,8,0,1,3,2,5,7,2,2
224,5,7,7,8,10,5,6,0,2,7,7,4,10,6,3
225,7,4,3,3,4,8,4,3,8,4,8,6,7,6,1
226,5,6,9,5,6,2,8,7,1,0,5,0,4,0,10
227,1,10,3,9,1,8,7,0,6,8,6,6,0,6,1
228,10,5,9,10,2,7,1,8,0,7,7,9,7,5,4
229,3,0,3,8,1,1,3,1,6,3,10,5,3,10,4
230,6,10,6,5,0,1,0,4,9,7,8,9,10,8,5
231,3,4,5,4,6,6,3,8,8,1,3,0,7,6,8
232,0,4,1,2,6,6,8,7,1,2,2,1,1,5,0
233,0,4,7,8,5,9,4,6,8,3,8,7,6,3,9
234,7,2,8,8,4,1,2,7,5,8,3,10,9,0,0
235,1,2,10,0,10,0,8,3,3,7,8,6,7,0,1
236,8,4,2,10,4,1,7,4,6,2,4,4,10,7,7
237,7,3,10,2,4,3,10,2,5,7,2,9,5,1,4
238,7,7,3,6,6,6,1,5,8,1,1,1,10,5,3
239,4,0,8,9,4,9,1,2,2,6,9,10,10,7,4
240,6,10,3,10,4,0,10,7,3,0,8,10,0,1,2
241,4,8,1,7,0,3,5,5,7,10,3,3,8,2,4
242,7,6,5,1,6,10,4,9,0,0,5,8,0,8,1
243,7,9,9,6,7,10,8,5,9,1,5,8,5,9,9
244,6,5,4,10,9,6,7,10,8,7,7,0,8,10,5
245,6,3,3,9,8,0,6,3,7,3,5,4,8,10,3
246,0,6,4,6,3,9,10,1,2,5,5,6,9,9,1
247,0,0,7,7,4,8,4,4,4,0,7,7,8,9,9
248,7,8,7,4,9,5,6,2,4,4,8,4,3,0,7
249,1,8,4,10,1,9,0,7,6,4,0,10,2,0,5
250,4,10,1,10,10,6,3,8,4,7,6,4,4,9,2
251,1,5,6,7,6,5,0,2,4,4,8,9,1,4,2
252,4,7,8,6,10,7,1,10,3,0,0,0,4,1,8
253,2,1,3,10,0,2,3,0,1,5,2,0,3,4,5
254,3,1,5,0,8,9,10,6,5,5,3,5,9,2,7
255,4,0,9,8,6,8,0,2,4,6,2,9,1,5,10
256,8,8,4,8,9,6,0,6,3,6,6,5,4,7,6
257,6,3,10,0,10,7,2,4,10,9,8,10,10,10,7
258,8,6,0,3,4,6,2,5,8,1,10,9,6,8,5
259,4,9,8,5,7,2,2,2,9,2,6,7,8,3,3
260,1,3,6,4,2,3,7,2,5,2,8,10,8,2,3
261,2,9,5,7,10,10,5,5,7,6,5,10,2,6,10
262,6,6,10,0,5,3,4,3,6,8,4,3,4,4,9
263,0,0,1,7,2,7,3,1,7,6,4,7,7,5,5
264,3,3,8,10,5,1,4,1,8,8,8,8,6,8,6
265,5,3,10,0,7,5,8,9,3,5,7,3,8,4,4
266,4,9,3,1,9,10,9,7,3,0,6,2,9,8,2
267,2,9,5,0,6,5,2,5,6,3,0,2,6,3,7
268,7,8,4,6,5,4,3,1,2,8,7,2,7,1,9
269,5,8,0,2,8,10,0,7,0,2,2,0,10,9,5
270,4,10,4,8,6,1,6,7,0,4,6,5,5,5,3
271,8,10,3,4,3,8,4,9,8,10,1,5,7,10,1
272,3,10,9,10,1,4,9,6,7,8,2,0,1,0,2
273,10,0,7,1,5,0,9,4,7,3,0,6,0,9,5
274,4,6,9,5,2,4,8,10,3,7,9,6,6,3,9
275,0,2,10,10,5,1,9,9,8,8,8,2,6,10,4
276,0,7,1,9,5,9,2,9,4,5,0,8,4,3,6
277,1,3,0,4,6,0,2,8,1,0,1,4,10,10,1
278,2,0,5,0,0,10,4,0,3,7,3,5,6,7,3
279,4,8,7,2,9,1,5,7,9,5,6,8,5,2,6
280,3,4,8,8,1,9,6,5,0,3,8,5,6,5,0
281,8,5,8,0,4,1,2,10,0,7,10,8,9,3,8
282,6,8,8,9,6,9,4,8,5,3,5,4,9,1,4
283,0,0,3,1,6,9,1,9,1,6,6,9,1,3,7
284,1,7,10,10,5,2,3,9,3,7,10,5,10,6,6
285,9,9,3,1,0,0,10,9,4,8,4,10,5,0,10
286,3,5,7,8,1,9,7,9,4,7,5,0,8,3,3
287,8,10,0,3,4,10,2,5,3,6,6,10,5,8,7
288,4,0,9,2,1,8,2,1,7,4,8,10,8,0,1
289,0,6,7,5,1,8,3,3,2,5,5,6,4,2,3
290,6,1,0,1,0,4,0,5,2,8,4,3,0,2,8
291,7,10,3,8,9,4,4,7,2,8,10,10,9,4,8
292,7,0,0,1,1,3,9,3,4,1,10,1,8,1,1
293,3,5,9,1,1,2,4,8,6,1,4,3,9,3,7
294,1,10,8,0,0,9,0,10,3,3,6,1,8,6,2
295,3,3,10,10,7,8,8,1,2,8,4,2,1,6,3
296,8,8,8,6,2,1,6,5,7,9,1,7,4,4,2
297,4,9,5,4,5,2,3,6,9,9,10,2,4,3,7
298,9,5,0,4,10,1,4,1,4,0,1,6,8,7,1
299,0,1,5,7,10,4,5,9,6,10,8,6,2,7,4
300,8,6,7,3,1,0,6,6,8,2,5,1,1,9,0
301,9,2,3,3,9,1,1,8,3,0,8,0,6,7,10
302,5,4,1,7,0,3,3,6,6,8,7,4,3,3,2
303,7,9,8,10,10,3,7,10,0,9,1,8,1,6,1
304,3,2,4,2,2,4,10,9,3,6,2,1,9,5,2
305,0,9,10,7,4,8,2,2,0,5,10,9,8,10,4
306,7,6,3,10,7,8,3,3,9,10,0,10,6,5,7
307,5,4,9,10,5,9,1,3,5,7,0,9,0,3,6
308,1,9,3,2,3,4,8,9,1,2,6,7,8,1,1
309,5,9,3,10,3,2,7,3,6,2,0,0,0,7,4
310,8,1,3,5,3,1,4,9,7,4,10,4,9,1,4
311,2,5,8,1,4,10,0,3,9,3,5,2,4,1,0
312,4,6,10,1,1,8,9,6,5,9,9,9,3,3,8
313,8,9,1,7,10,3,6,2,2,7,4,7,5,5,0
314,5,3,4,10,10,2,6,4,3,0,9,5,4,10,2
315,4,9,0,0,0,5,9,2,1,2,9,2,8,0,2
316,10,2,6,6,5,10,1,0,0,5,9,10,3,4,1
317,10,6,9,7,3,4,10,6,3,10,5,7,4,9,10
318,1,7,6,9,8,2,4,0,9,7,0,3,7,7,8
319,1,10,8,3,4,5,6,0,4,10,8,8,10,3,0
320,4,4,8,10,5,1,0,9,2,7,0,3,8,4,8
321,3,3,1,4,1,4,2,10,10,3,2,5,9,5,6
322,5,0,7,5,5,9,2,3,6,7,10,9,9,9,5
323,7,6,0,5,5,3,4,8,2,9,1,3,5,1,1
324,9,0,9,6,2,1,8,1,7,0,9,1,4,5,4
325,4,0,2,8,4,10,9,2,6,6,8,0,3,3,7
326,5,5,2,8,4,4,7,10,0,0,7,2,7,7,1
327,0,3,0,1,8,0,0,5,2,3,4,10,10,1,0
328,0,5,9,1,0,7,10,9,5,3,1,7,0,7,2
329,1,4,10,2,9,8,2,0,0,5,10,1,4,5,7
330,4,0,0,10,0,9,8,1,1,7,3,2,0,4,9
331,9,2,5,8,5,6,0,7,3,9,4,10,8,3,9
332,5,6,2,6,2,9,2,3,2,1,3,1,7,9,7
333,2,4,5,9,9,5,0,5,4,9,2,10,0,5,5
334,7,8,3,4,6,0,3,2,3,6,6,9,1,9,1
335,1,9,8,8,7,3,7,2,7,3,1,0,5,5,7
336,5,7,10,10,6,2,2,0,1,1,7,2,9,0,0
337,0,10,7,1,9,2,8,4,4,4,2,4,10,3,7
338,3,1,4,10,5,2,9,1,7,5,2,5,6,1,7
339,5,6,7,3,2,7,4,2,3,10,1,8,1,0,7
340,10,6,6,1,7,6,1,3,2,8,9,6,9,1,7
341,3,0,10,2,9,7,10,4,10,3,0,8,1,4,4
342,10,7,9,7,4,1,5,8,2,10,2,8,2,2,4
343,8,10,5,0,2,4,0,8,4,9,7,3,3,10,4
344,5,2,4,3,3,9,5,3,4,6,0,2,5,7,0
345,0,5,2,7,1,4,3,2,10,5,10,10,6,0,0
346,7,3,9,5,0,5,10,2,9,5,1,5,8,7,1
347,7,2,3,9,6,9,7,9,2,0,6,0,3,4,0
348,3,9,10,7,10,1,10,5,9,3,4,4,10,10,6
349,4,0,0,9,3,3,8,8,2,2,3,5,9,8,1
350,0,1,10,1,2,5,7,7,2,3,8,5,9,8,10
351,8,0,2,10,10,6,10,0,1,2,5,0,7,0,2
352,5,7,4,2,5,8,6,4,3,5,2,6,6,5,3
353,4,6,5,8,2,5,9,8,10,3,6,2,10,8,0
354,3,10,1,8,10,10,9,2,1,1,0,9,0,3,4
355,5,9,3,3,4,10,1,2,8,3,7,6,2,8,0
356,5,9,5,7,0,10,4,0,0,7,9,8,10,3,6
357,4,10,2,3,5,3,6,10,9,8,1,7,4,7,10
358,2,2,9,6,0,6,6,7,10,10,10,10,7,6,0
359,5,2,2,6,2,8,0,5,0,5,8,5,8,10,1
360,3,6,9,1,8,3,4,4,6,7,5,0,2,4,8
361,3,5,3,8,0,8,3,10,10,5,0,9,10,5,10
362,7,4,4,1,3,1,4,9,9,2,0,2,2,0,2
363,3,10,3,6,6,7,0,0,1,6,9,10,9,7,9
364,2,5,9,0,10,4,2,2,4,7,7,4,7,3,4
365,2,0,3,9,5,1,4,10,3,9,2,8,0,6,2
366,1,7,10,1,8,0,2,6,7,4,6,4,8,6,0
367,0,1,3,3,2,7,8,2,9,3,10,0,3,3,9
368,7,8,8,7,7,2,9,7,10,3,0,6,6,4,5
369,4,2,4,0,1,10,6,0,3,1,6,4,5,5,9
370,8,1,5,0,9,9,9,7,3,0,2,5,2,2,6
371,10,5,5,1,4,7,3,8,4,8,6,3,1,5,8
372,9,10,9,9,7,2,7,6,7,1,8,3,8,5,7
373,10,5,10,6,3,2,3,5,8,1,4,9,1,1,6
374,1,4,2,9,0,8,1,0,0,2,7,10,10,4,10
375,8,10,7,1,1,2,2,4,9,8,7,9,1,7,6
376,8,8,8,1,7,2,0,4,6,8,10,8,9,3,10
377,4,10,4,1,2,3,1,10,6,4,8,2,0,4,9
378,8,1,0,7,2,5,2,7,9,8,0,2,4,10,0
379,4,5,5,2,3,8,2,5,2,6,3,10,6,10,9
380,0,0,4,10,5,5,6,4,5,5,10,3,7,10,8
381,5,10,0,1,2,2,1,0,7,7,0,4,2,7,8
382,8,1,6,6,1,7,10,5,2,4,6,3,3,9,5
383,1,4,10,9,6,7,2,7,10,10,3,5,10,8,3
384,1,7,10,6,0,0,6,0,0,4,1,8,6,3,7
385,8,3,9,2,3,7,8,1,0,6,9,10,7,6,1
386,7,7,9,2,6,3,1,6,7,6,7,2,9,6,10
387,9,1,9,0,9,8,7,10,2,3,9,2,7,7,5
388,5,0,5,2,2,7,10,9,9,8,5,5,8,9,8
389,0,0,9,10,3,1,5,5,10,10,0,6,0,1,9
390,5,5,2,8,2,10,2,3,7,0,0,9,10,1,7
391,4,1,0,7,1,10,0,0,7,6,10,6,2,8,1
392,3,1,9,10,10,0,2,0,4,5,6,6,3,2,8
393,1,4,1,4,5,5,10,0,5,3,8,8,8,1,5
394,7,7,1,7,3,3,10,1,9,7,6,3,5,3,1
