0,1,2,3,4,5,6,7,8,9,10,11,12,13
2,2,7,,1.0,5,9,6,,10.0,4.0,1,6,5
8,3,7,,1.5,8,1,5,1.0,10.0,3.0,5,10,1
2,6,10,4.0,2.0,6,10,7,4.0,10.0,2.0,9,5,7
7,1,4,2.5,1.75,6,7,3,10.0,9.0,2.0,10,6,5
6,9,7,1.0,1.5,9,3,9,6.0,8.0,5.0,3,10,8
7,3,6,1.6666666666666665,1.25,0,2,5,3.0,7.0,5.0,5,5,4
4,5,4,2.333333333333333,1.0,0,5,9,9.0,6.0,4.25,2,9,4
2,10,9,3.0,3.0,7,8,8,7.0,5.0,3.5,6,9,10
2,4,7,3.0,5.0,8,0,0,5.333333333333333,5.0,2.75,3,1,5
6,1,6,6.0,5.0,0,2,2,3.6666666666666665,5.0,2.0,6,3,3
9,3,3,7.0,5.0,7,5,7,2.0,5.0,1.0,2,1,4
3,10,3,1.0,5.0,5,2,6,6.0,5.0,8.0,7,3,10
2,9,9,5.5,6.0,8,1,8,10.0,5.0,10.0,0,4,5
10,8,0,10.0,7.0,0,9,7,9.5,9.0,4.0,3,1,1
9,3,8,9.0,3.0,10,3,5,9.0,7.8,1.0,6,6,2
5,6,9,8.0,3.7142857142857144,5,6,9,8.5,6.6,0.8,3,3,7
2,6,2,8.0,4.428571428571429,3,1,0,8.0,5.4,0.6,2,2,1
2,4,9,8.0,5.142857142857142,6,8,0,8.0,4.2,0.3999999999999999,10,7,5
2,2,6,8.0,5.857142857142858,1,7,0,8.0,3.0,0.19999999999999996,6,1,3
4,0,9,9.0,6.571428571428571,10,1,9,9.0,3.0,0.0,3,7,7
7,3,0,10.0,7.285714285714286,8,8,9,10.0,6.0,8.0,6,2,1
3,8,5,2.0,8.0,1,6,2,4.0,5.166666666666667,7.4,4,2,7
8,8,9,4.0,7.0,3,3,3,5.0,4.333333333333333,6.8,3,0,9
0,3,6,5.0,6.0,9,7,5,6.333333333333333,3.5,6.2,0,1,4
7,5,8,5.5,5.0,8,1,9,7.666666666666666,2.6666666666666665,5.6,1,2,0
8,3,8,6.0,6.333333333333333,8,7,8,9.0,1.833333333333333,5.0,5,1,1
1,3,4,6.5,7.666666666666666,9,7,2,9.333333333333334,1.0,4.75,10,10,3
1,0,5,7.0,9.0,9,8,8,9.666666666666666,1.6666666666666665,4.5,1,2,6
6,7,5,1.0,7.0,10,2,2,10.0,2.333333333333333,4.25,4,0,2
10,5,4,2.0,5.0,7,8,2,7.0,3.0,4.0,4,0,7
7,1,5,2.0,3.0,4,10,3,7.75,2.0,2.666666666666667,7,3,4
8,5,5,2.0,4.25,7,5,5,8.5,2.0,1.3333333333333335,5,9,1
0,1,8,2.0,5.5,10,7,10,9.25,2.0,0.0,1,6,2
10,2,6,4.666666666666666,6.75,1,5,4,10.0,2.0,0.8,5,7,7
6,8,3,7.333333333333333,8.0,4,0,10,5.5,2.0,1.6,4,1,9
2,10,4,10.0,4.0,10,6,1,1.0,2.0,2.4000000000000004,8,4,1
4,6,10,5.0,3.0,4,8,7,3.0,7.0,3.2,0,10,7
4,2,6,1.0,0.0,6,0,5,5.0,10.0,4.0,10,7,8
0,2,9,2.8,0.75,9,0,5,6.333333333333333,9.5,7.0,8,0,0
0,6,8,4.6,1.5,0,10,2,7.666666666666666,9.0,8.0,7,2,7
2,0,4,6.4,2.25,3,8,3,9.0,7.6,7.75,6,5,8
0,8,2,8.2,3.0,3,3,1,10.0,6.2,7.5,0,4,7
7,2,7,10.0,3.0,8,4,0,8.0,4.800000000000001,7.25,10,4,2
9,6,3,5.0,3.0,8,1,4,6.0,3.4000000000000004,7.0,4,3,3
9,2,6,0.0,4.5,9,7,6,10.0,2.0,6.0,0,7,8
7,6,5,1.5,6.0,8,0,4,10.0,1.6666666666666667,6.0,0,7,6
7,4,2,3.0,2.0,5,0,5,7.5,1.3333333333333335,6.0,4,5,7
4,7,3,4.5,1.0,7,2,1,5.0,1.0,8.0,2,7,2
10,9,2,6.0,0.0,6,10,0,4.0,5.0,10.0,6,2,9
8,3,5,6.0,0.5,5,1,3,3.0,6.0,9.833333333333334,8,2,9
3,4,0,6.0,1.0,10,4,0,2.0,6.0,9.666666666666666,5,7,3
6,6,1,6.0,4.0,1,7,1,7.0,0.0,9.5,1,8,0
3,4,3,5.666666666666667,6.0,6,2,7,10.0,1.6666666666666667,9.333333333333334,8,9,1
10,8,0,5.333333333333333,7.0,0,10,8,9.0,3.3333333333333335,9.166666666666666,2,8,5
4,0,0,5.0,5.666666666666667,8,3,10,7.0,5.0,9.0,2,10,6
9,7,0,1.0,4.333333333333334,0,8,6,5.0,3.666666666666667,10.0,7,4,6
8,10,10,10.0,3.0,2,9,3,3.0,2.3333333333333335,8.0,1,3,1
5,4,3,6.0,2.5,0,0,9,4.2,1.0,6.0,10,10,7
0,3,7,1.0,2.0,2,4,6,5.4,7.0,4.0,9,2,6
1,3,9,6.0,3.75,8,1,4,6.6,7.0,2.0,1,8,10
6,1,4,7.0,5.5,5,10,6,7.8,7.0,1.0,6,8,5
8,6,1,8.0,7.25,4,5,6,9.0,7.0,0.5,5,6,5
6,10,3,9.0,9.0,2,9,2,9.0,8.0,0.0,0,0,10
0,9,10,6.0,9.0,7,2,3,9.0,5.5,0.5,7,3,9
7,3,3,5.0,0.0,9,6,5,9.0,3.0,1.0,1,1,9
2,9,9,3.0,8.0,4,3,3,6.0,2.0,0.5,4,1,8
0,10,0,1.0,6.0,4,5,5,1.0,1.0,0.0,7,2,6
9,1,4,2.5,9.0,7,6,5,6.0,8.0,4.0,10,0,3
10,8,6,4.0,9.0,10,4,7,5.75,5.0,8.0,7,0,9
7,8,3,4.666666666666667,9.0,0,1,4,5.5,4.0,7.0,10,6,7
5,8,4,5.333333333333333,9.0,0,7,7,5.25,8.0,6.0,10,10,1
10,10,0,6.0,6.666666666666666,10,6,5,5.0,6.0,5.0,3,9,7
3,3,5,6.0,4.333333333333333,4,0,8,5.0,6.0,10.0,9,4,1
7,10,7,6.0,2.0,7,7,8,5.0,3.0,9.0,6,3,9
9,0,1,6.0,3.2,3,3,5,5.0,2.6,8.0,2,2,4
1,2,5,7.0,4.4,3,7,2,5.0,2.2,6.0,4,3,7
2,7,1,1.0,5.6,10,2,6,6.0,1.7999999999999998,4.0,7,1,1
6,7,0,7.0,6.8,8,5,5,7.0,1.4,2.0,6,4,7
3,5,1,9.0,8.0,5,10,0,8.0,1.0,3.75,9,5,3
10,0,4,2.0,9.0,4,6,8,9.0,0.6666666666666667,5.5,0,3,7
0,5,9,3.0,2.0,5,9,8,9.333333333333334,0.33333333333333337,7.25,5,0,6
5,2,7,7.0,3.0,6,10,6,9.666666666666666,0.0,9.0,7,7,6
1,4,7,3.5,4.0,8,10,2,10.0,4.5,2.0,2,8,8
6,1,6,0.0,5.0,8,2,2,6.0,9.0,5.0,7,0,3
2,5,1,2.5,6.0,5,8,8,5.0,8.0,4.0,8,7,0
6,9,4,5.0,6.5,2,8,7,4.0,8.666666666666666,3.0,10,4,4
8,0,4,3.0,7.0,0,8,10,3.0,9.333333333333334,2.0,7,0,2
3,5,9,4.0,5.0,8,7,9,2.0,10.0,6.0,9,7,7
1,2,0,6.5,3.0,3,5,5,2.7142857142857144,8.75,10.0,3,7,3
0,3,6,9.0,0.0,2,10,2,3.428571428571429,7.5,9.0,7,3,9
9,4,3,8.666666666666666,6.0,2,0,5,4.142857142857142,6.25,8.666666666666666,3,8,9
9,9,0,8.333333333333334,0.0,0,9,2,4.857142857142858,5.0,8.333333333333334,4,8,1
0,2,0,8.0,1.0,8,8,7,5.571428571428571,10.0,8.0,9,6,5
3,4,8,0.0,2.0,2,2,5,6.285714285714286,10.0,5.0,4,7,6
3,5,10,0.0,0.0,8,8,2,7.0,7.5,3.0,6,5,8
2,0,5,5.0,3.0,7,10,0,2.0,5.0,1.0,8,8,0
2,2,9,4.0,3.5,1,0,8,3.0,3.0,10.0,3,8,10
6,8,9,5.0,4.0,9,0,3,5.0,3.0,8.0,1,3,7
10,6,0,7.0,7.0,1,4,6,7.0,2.3333333333333335,6.0,7,4,10
0,5,2,8.0,0.0,5,3,2,4.0,1.6666666666666667,4.5,8,4,0
3,10,0,9.0,3.0,6,2,5,4.0,1.0,3.0,3,3,5
9,2,2,10.0,6.0,5,5,8,4.0,0.5,1.5,1,10,6
6,6,10,1.0,9.0,2,2,9,4.0,0.0,0.0,7,10,0
2,5,10,0.5,7.666666666666667,8,7,7,4.0,1.1428571428571428,2.0,8,9,9
0,5,4,0.0,6.333333333333334,6,5,7,4.0,2.2857142857142856,4.5,9,1,6
3,8,7,1.0,5.0,6,3,7,7.0,3.4285714285714284,7.0,10,6,0
8,0,6,7.0,2.0,10,7,10,7.125,4.571428571428571,8.5,9,0,9
8,1,2,6.4,1.3333333333333335,9,1,8,7.25,5.7142857142857135,10.0,1,5,1
5,7,8,5.8,0.6666666666666667,4,4,4,7.375,6.857142857142857,5.5,2,2,10
6,10,10,5.2,0.0,6,2,5,7.5,8.0,1.0,4,3,4
7,3,4,4.6,0.3333333333333333,8,9,10,7.625,1.0,6.0,5,8,7
5,4,7,4.0,0.6666666666666666,8,2,9,7.75,10.0,10.0,3,9,0
8,4,1,0.0,1.0,3,3,10,7.875,5.0,9.0,10,9,2
0,2,10,9.0,1.3333333333333333,8,1,4,8.0,6.333333333333333,8.0,1,6,6
10,0,2,6.0,1.6666666666666665,7,5,6,0.0,7.666666666666666,7.0,0,8,9
7,9,4,4.0,2.0,2,4,4,3.3333333333333335,9.0,6.0,3,8,7
