,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,0,5,2,8,7,1,6,6,1,1,0,3,7,5
1,6,9,10,10,10,10,8,8,6,7,5,9,9,2
2,5,2,4,6,5,6,5,8,10,8,3,9,0,9
3,3,7,6,8,7,5,5,6,8,10,7,0,6,2
4,2,9,10,0,1,4,10,3,9,9,7,4,4,8
5,2,0,8,5,2,4,4,4,1,6,9,8,0,6
6,5,0,4,6,7,8,7,4,1,1,2,3,3,1
7,9,10,5,6,6,2,3,1,5,2,7,3,1,9
8,10,3,9,2,10,4,9,2,4,8,7,1,8,9
9,1,3,6,6,0,6,1,6,0,7,8,4,6,4
10,10,3,8,1,10,2,7,7,1,10,9,10,6,0
11,3,3,7,5,3,3,7,4,3,6,0,9,8,3
12,10,9,2,3,8,9,3,10,8,2,3,10,10,3
13,0,5,0,7,0,4,2,2,3,9,7,8,9,2
14,7,4,9,0,1,8,8,2,10,8,8,1,4,8
15,0,6,1,1,5,8,1,4,7,10,3,1,4,5
16,0,3,10,3,3,3,2,2,2,4,10,4,2,9
17,5,2,3,8,1,7,6,4,7,7,0,1,2,0
18,2,5,9,3,9,4,9,3,7,5,3,5,9,6
19,2,1,0,10,2,6,0,4,6,4,0,9,2,5
20,8,1,2,0,0,0,3,10,0,0,4,7,6,3
21,3,10,6,4,0,7,5,6,4,9,1,5,9,7
22,7,3,8,0,2,7,10,1,2,2,9,6,8,1
23,3,4,0,2,5,1,7,3,2,6,3,8,1,4
24,5,1,5,9,4,4,1,2,3,9,4,3,9,10
25,6,10,4,8,7,8,5,6,1,7,3,7,4,9
26,10,10,1,9,4,6,9,0,6,2,7,0,0,2
27,4,7,1,0,5,10,10,7,2,5,10,2,9,0
28,4,1,7,9,7,8,8,8,1,4,10,7,4,1
29,1,8,9,5,9,5,6,2,1,8,8,9,5,8
30,0,5,0,5,0,5,8,6,3,6,6,3,3,10
31,10,10,5,0,2,10,10,8,10,9,9,1,3,8
32,0,7,10,2,10,2,10,0,0,10,4,3,0,10
33,10,4,4,6,4,2,9,6,2,1,5,10,8,0
34,3,0,0,2,6,4,10,0,6,2,9,10,7,5
35,2,9,7,1,2,6,10,4,1,0,10,7,5,3
36,7,9,1,10,4,4,0,5,1,10,7,4,7,3
37,6,4,8,8,4,6,8,4,6,5,6,3,0,1
38,3,3,8,4,7,3,5,2,7,7,3,5,0,2
39,4,3,5,3,9,5,5,2,0,3,6,0,1,8
40,4,2,3,8,7,1,1,0,2,0,3,1,7,7
41,7,7,10,10,3,8,1,4,10,1,10,1,2,3
42,3,9,10,9,9,0,9,4,10,5,4,0,7,4
43,4,6,6,10,4,6,3,0,5,8,6,8,4,9
44,6,10,7,2,1,5,6,1,7,9,1,8,7,3
45,7,4,3,5,3,10,1,8,5,2,5,3,5,2
46,9,4,0,6,0,0,10,7,9,2,0,2,6,8
47,4,3,1,8,7,6,2,4,9,2,10,8,8,5
48,10,2,4,8,5,9,8,2,1,8,3,7,6,1
49,8,4,1,5,10,0,6,9,4,3,5,4,0,3
50,8,8,9,2,9,2,10,6,5,1,9,2,10,3
51,9,10,2,6,5,6,9,5,0,7,10,0,5,2
52,6,10,3,3,1,5,8,7,7,1,0,4,3,10
53,4,4,0,2,2,0,5,7,4,3,6,8,0,4
54,2,0,2,7,7,9,3,4,7,3,7,0,2,9
55,9,9,9,8,3,9,3,9,9,5,10,3,3,10
56,0,3,3,1,3,0,6,3,3,9,9,6,5,0
57,6,10,10,6,1,4,2,3,4,6,4,1,3,9
58,5,4,7,9,10,0,9,10,8,7,10,4,8,4
59,5,10,5,2,7,8,8,4,3,2,5,4,10,5
60,2,6,0,10,7,6,2,9,6,7,2,3,0,1
61,1,9,10,4,8,6,8,8,4,10,2,6,2,1
62,5,0,7,6,10,8,4,7,2,8,2,10,4,8
63,9,5,3,6,0,7,8,1,8,8,6,5,10,10
64,9,9,10,8,4,9,9,6,0,0,0,3,9,0
65,3,8,1,10,8,8,0,7,3,6,3,2,10,3
66,7,7,0,6,8,3,5,10,7,6,3,1,3,1
67,4,8,3,7,3,9,10,7,6,3,3,4,1,2
68,5,5,8,7,2,4,9,9,10,1,7,9,3,5
69,2,4,2,9,4,2,2,10,7,10,7,5,4,1
70,1,8,5,2,0,10,7,9,2,8,5,8,5,1
71,3,9,0,9,3,3,1,7,7,2,5,2,10,10
72,1,8,2,3,1,9,3,4,7,6,2,9,7,10
73,5,10,10,0,1,4,0,8,4,7,3,5,2,9
74,6,5,2,4,9,6,1,2,2,4,5,6,0,8
75,6,4,8,7,6,2,7,8,4,7,6,0,8,3
76,5,3,4,1,0,1,9,7,3,6,5,10,0,7
77,3,8,8,5,5,5,3,7,1,1,6,5,3,6
78,1,7,7,0,7,2,4,0,10,4,4,6,4,2
79,8,6,7,1,10,4,0,2,8,6,10,7,9,4
80,9,2,2,7,6,5,9,10,5,7,7,6,3,8
81,9,1,7,8,7,5,8,5,0,5,6,7,3,6
82,7,3,3,6,3,7,4,0,5,4,2,10,8,3
83,4,9,4,4,4,9,8,2,6,7,2,3,4,0
84,4,8,8,0,4,4,7,8,6,8,8,10,0,0
85,7,7,0,0,8,7,0,5,9,5,3,10,9,2
86,9,6,5,10,6,10,9,9,4,1,2,2,8,1
87,2,4,3,1,5,6,6,10,6,1,7,9,7,0
88,0,0,8,7,1,6,0,7,8,4,2,7,0,2
89,0,6,3,3,8,1,2,5,4,1,5,9,0,1
90,5,9,9,1,0,6,9,6,4,8,10,0,9,8
91,9,3,7,8,3,5,7,8,5,2,9,2,2,0
92,10,0,2,5,8,5,3,8,1,6,0,5,2,3
93,8,7,5,3,6,6,10,10,2,0,3,7,1,2
94,1,9,4,6,2,7,8,9,3,4,3,3,0,9
95,3,2,2,3,2,0,2,10,8,10,10,6,3,7
96,3,2,10,9,8,8,6,8,2,0,3,4,7,6
97,10,4,2,0,6,8,8,10,5,2,7,6,4,6
98,3,3,0,9,4,1,5,8,2,8,10,3,10,3
99,10,8,8,4,1,9,4,0,0,1,3,2,6,2
100,5,10,10,9,4,9,0,1,10,8,8,3,0,8
101,2,0,3,1,2,9,5,10,3,9,3,6,2,9
102,10,1,2,8,10,8,3,3,6,2,8,4,9,5
103,8,2,9,9,10,6,3,3,1,2,1,2,9,3
104,0,6,0,0,7,6,5,7,6,1,9,7,0,9
105,4,9,8,10,4,10,9,10,8,6,9,9,6,10
106,2,3,3,4,9,2,3,3,10,4,9,0,2,0
107,10,7,3,3,0,0,0,7,6,10,4,9,7,7
108,7,5,2,2,10,4,0,5,10,9,2,4,1,5
109,3,7,7,5,1,7,10,0,0,9,5,9,4,2
110,3,8,8,8,4,10,4,7,10,4,9,10,7,0
111,1,4,6,2,0,1,3,2,7,4,7,10,7,0
112,1,0,4,9,4,4,6,10,1,7,5,8,0,2
113,5,6,4,7,9,2,8,3,7,0,9,4,10,0
114,4,8,7,8,6,0,8,7,4,9,0,2,3,4
115,4,4,6,6,6,3,8,3,6,0,9,5,9,2
116,8,2,1,7,7,6,8,2,8,10,8,1,0,9
117,6,3,2,1,7,1,3,0,5,10,2,0,1,3
118,3,3,6,2,10,8,9,8,4,3,4,5,0,10
119,8,4,0,1,0,5,6,5,0,3,1,5,3,9
120,9,0,3,7,10,7,7,7,1,1,8,0,1,1
121,9,0,8,10,1,3,1,2,2,4,0,10,4,4
122,7,10,2,3,2,8,8,4,1,2,9,8,8,6
123,4,9,3,0,10,1,8,2,9,7,9,8,3,0
124,9,5,1,10,1,4,5,7,4,1,4,0,3,1
125,3,6,1,1,7,9,4,7,10,1,3,1,10,5
126,3,1,1,3,3,7,8,7,3,0,4,9,5,8
127,3,0,8,0,0,2,5,7,2,10,7,1,1,10
128,6,3,10,6,9,9,2,3,5,4,0,0,6,1
129,1,3,6,2,8,5,1,3,5,2,8,3,0,3
130,2,0,0,2,2,2,0,5,5,2,5,1,1,6
131,1,2,4,7,1,9,9,8,0,8,3,0,10,7
132,4,5,1,0,8,7,4,6,5,8,1,2,5,5
133,2,7,7,1,0,4,8,10,6,2,2,5,3,6
134,3,9,10,1,7,8,9,8,4,7,2,4,4,0
135,5,2,7,4,1,5,7,5,4,7,9,10,6,1
136,6,3,3,6,10,1,4,2,5,0,3,5,1,7
137,6,8,6,1,7,2,2,9,10,2,4,5,7,7
138,6,0,1,4,1,1,6,7,1,10,1,4,10,5
139,1,6,8,6,6,1,9,2,7,5,0,9,9,1
140,4,2,8,10,7,9,1,7,2,9,9,6,0,5
141,0,6,5,9,3,3,6,0,3,6,7,5,8,10
142,3,4,5,1,9,2,6,8,8,2,8,3,3,9
143,9,8,2,7,6,3,7,0,9,4,9,10,5,7
144,4,8,0,0,6,2,8,7,6,7,5,10,4,9
145,9,9,2,5,6,9,8,9,9,3,0,7,10,7
