,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,2,2,7,,1.0,5,9,6,,10.0,4.0,1,6,5
1,8,3,7,,,8,1,5,1.0,,,5,10,1
2,2,6,10,4.0,2.0,6,10,7,4.0,10.0,2.0,9,5,7
3,7,1,4,,,6,7,3,10.0,,2.0,10,6,5
4,6,9,7,1.0,,9,3,9,6.0,,5.0,3,10,8
5,7,3,6,,,0,2,5,3.0,,5.0,5,5,4
6,4,5,4,,1.0,0,5,9,9.0,,,2,9,4
7,2,10,9,3.0,,7,8,8,7.0,5.0,,6,9,10
8,2,4,7,3.0,5.0,8,0,0,,,,3,1,5
9,6,1,6,6.0,,0,2,2,,,2.0,6,3,3
10,9,3,3,7.0,,7,5,7,2.0,,1.0,2,1,4
11,3,10,3,1.0,5.0,5,2,6,,,8.0,7,3,10
12,2,9,9,,,8,1,8,10.0,5.0,10.0,0,4,5
13,10,8,0,10.0,7.0,0,9,7,,9.0,4.0,3,1,1
14,9,3,8,,3.0,10,3,5,,,1.0,6,6,2
15,5,6,9,8.0,,5,6,9,,,,3,3,7
16,2,6,2,,,3,1,0,8.0,,,2,2,1
17,2,4,9,,,6,8,0,,,,10,7,5
18,2,2,6,8.0,,1,7,0,8.0,3.0,,6,1,3
19,4,0,9,,,10,1,9,,3.0,0.0,3,7,7
20,7,3,0,10.0,,8,8,9,10.0,6.0,8.0,6,2,1
21,3,8,5,2.0,8.0,1,6,2,4.0,,,4,2,7
22,8,8,9,4.0,,3,3,3,5.0,,,3,0,9
23,0,3,6,5.0,,9,7,5,,,,0,1,4
24,7,5,8,,5.0,8,1,9,,,,1,2,0
25,8,3,8,,,8,7,8,9.0,,5.0,5,1,1
26,1,3,4,,,9,7,2,,1.0,,10,10,3
27,1,0,5,7.0,9.0,9,8,8,,,,1,2,6
28,6,7,5,1.0,,10,2,2,10.0,,,4,0,2
29,10,5,4,2.0,,7,8,2,7.0,3.0,4.0,4,0,7
30,7,1,5,,3.0,4,10,3,,2.0,,7,3,4
31,8,5,5,,,7,5,5,,,,5,9,1
32,0,1,8,2.0,,10,7,10,,,0.0,1,6,2
33,10,2,6,,,1,5,4,10.0,,,5,7,7
