,0,1,2,3,4,5,6
0,4,0.0,6,,8.0,4,
1,0,,7,,1.0,3,
2,4,6.0,10,5.0,,1,10.0
3,3,8.0,3,,1.0,6,
4,1,,0,6.0,3.0,0,
5,5,4.0,3,,5.0,5,
6,5,6.0,6,,,0,
7,2,6.0,0,,2.0,10,
8,3,,7,,1.0,7,
9,9,1.0,0,3.0,,6,3.0
10,5,,6,2.0,,9,7.0
11,1,,5,,,9,6.0
12,3,,1,10.0,2.0,7,
13,0,,4,,,1,
14,6,,9,,,8,10.0
15,4,,0,,1.0,10,10.0
16,4,8.0,3,8.0,,3,5.0
17,9,2.0,9,,,9,0.0
18,7,6.0,8,,,1,
19,4,9.0,3,,0.0,0,2.0
20,1,,0,2.0,,8,
21,5,,2,,5.0,0,
22,1,,10,,,6,
23,3,8.0,6,,,4,3.0
24,10,0.0,0,5.0,,1,
25,7,6.0,10,,0.0,10,
26,4,6.0,10,10.0,,10,
27,6,1.0,9,4.0,10.0,1,10.0
28,10,,10,,0.0,2,9.0
29,6,8.0,6,8.0,1.0,8,3.0
30,2,9.0,5,,,6,8.0
31,10,,1,,,10,8.0
32,2,,8,,,1,
33,4,5.0,4,10.0,1.0,5,
34,2,2.0,1,2.0,,3,
35,6,7.0,7,0.0,,6,10.0
36,2,,0,,,0,
37,3,0.0,3,,0.0,8,
38,1,,2,0.0,,10,2.0
39,6,,7,2.0,,1,0.0
40,0,7.0,3,,,0,
41,10,,5,1.0,,9,5.0
42,7,4.0,1,5.0,1.0,1,
43,6,6.0,6,,6.0,6,1.0
44,6,,4,,9.0,0,
45,7,0.0,2,4.0,,1,
46,0,6.0,8,4.0,7.0,9,4.0
47,7,10.0,2,6.0,,1,
48,4,,1,,,6,
49,3,8.0,7,3.0,10.0,6,4.0
50,4,7.0,6,8.0,,5,2.0
51,2,,1,5.0,,4,5.0
52,8,7.0,5,,6.0,2,
53,7,,7,10.0,10.0,2,9.0
54,1,,0,,,8,6.0
55,8,,4,1.0,,10,3.0
56,0,5.0,0,,5.0,8,
57,5,,0,5.0,5.0,0,
58,7,,0,,0.0,10,10.0
59,1,4.0,1,1.0,,5,
60,8,4.0,2,,,10,4.0
61,3,,7,,4.0,7,8.0
62,3,1.0,8,,7.0,8,
63,9,8.0,9,,,4,5.0
64,3,10.0,9,,,9,5.0
65,8,0.0,3,0.0,,10,4.0
66,0,,6,,4.0,4,
67,10,6.0,6,,10.0,8,
68,7,3.0,8,,1.0,7,
69,5,6.0,10,9.0,0.0,1,
70,6,1.0,2,10.0,,5,1.0
71,3,,7,10.0,8.0,6,2.0
72,4,,10,9.0,9.0,3,2.0
73,8,8.0,5,,4.0,3,2.0
74,2,,6,,0.0,0,
75,6,3.0,3,0.0,9.0,0,7.0
76,6,4.0,4,,,4,
77,1,7.0,0,,,0,
78,7,,6,6.0,,5,4.0
79,4,,4,,,8,
80,9,3.0,6,,2.0,3,8.0
81,8,,4,8.0,0.0,7,
82,10,,1,2.0,0.0,8,
83,0,,2,8.0,3.0,4,7.0
84,4,,6,2.0,,2,9.0
85,8,2.0,9,,,2,
86,5,,0,,1.0,5,
87,1,,6,6.0,,4,7.0
88,3,,7,,5.0,0,8.0
89,1,2.0,9,,,5,2.0
90,5,,5,7.0,,9,
91,9,3.0,6,0.0,5.0,9,
92,6,,4,5.0,4.0,7,8.0
93,1,4.0,1,,0.0,6,6.0
94,1,7.0,10,,9.0,3,10.0
95,6,2.0,2,,1.0,1,3.0
96,3,,5,7.0,,3,3.0
97,1,,8,,3.0,7,2.0
98,2,0.0,6,7.0,9.0,9,8.0
99,2,,9,3.0,,10,10.0
100,6,4.0,3,6.0,,1,
101,9,3.0,8,0.0,0.0,6,9.0
102,4,,0,,,6,
103,1,6.0,2,,,3,0.0
104,4,,0,,,5,
105,10,,8,3.0,9.0,1,
106,5,,0,,3.0,10,
107,9,,2,7.0,,7,
108,1,,8,,,10,
109,0,5.0,1,,,3,4.0
110,5,,8,,,1,1.0
111,8,5.0,6,,,6,10.0
112,7,,0,,2.0,10,
113,7,,3,8.0,,10,6.0
114,8,0.0,5,,2.0,6,
115,4,,4,5.0,,4,
116,0,8.0,5,9.0,1.0,2,
117,0,,4,,9.0,7,
118,0,,5,,,8,9.0
119,1,9.0,10,,,1,7.0
120,8,4.0,10,,2.0,1,9.0
121,2,5.0,6,,6.0,1,5.0
122,9,,10,9.0,,4,5.0
123,6,,0,2.0,,7,9.0
124,4,,7,,,7,6.0
125,4,4.0,7,,8.0,0,8.0
126,10,,0,10.0,,2,
127,6,,6,,,2,10.0
128,5,,9,,1.0,6,3.0
129,5,9.0,9,9.0,7.0,1,
130,0,9.0,3,,9.0,9,
131,0,,10,,,4,
132,2,10.0,1,,5.0,4,8.0
133,0,,0,10.0,,5,10.0
134,2,,3,8.0,,7,10.0
135,1,4.0,7,6.0,,2,
136,0,9.0,0,,,0,2.0
137,10,,3,,10.0,3,3.0
138,8,6.0,0,4.0,5.0,10,3.0
139,1,,1,,7.0,6,
140,0,3.0,9,0.0,1.0,7,10.0
141,0,,4,,9.0,0,
142,0,,5,3.0,2.0,7,4.0
143,0,,3,,9.0,3,5.0
144,9,3.0,4,9.0,,5,
145,10,6.0,4,8.0,,4,9.0
146,4,9.0,7,3.0,0.0,4,
147,5,3.0,5,8.0,9.0,8,
148,0,,3,,,6,
149,10,,5,,7.0,5,10.0
150,2,1.0,6,,,4,8.0
151,4,,6,1.0,2.0,8,
152,10,,5,9.0,7.0,7,
153,5,6.0,5,,,2,
154,10,3.0,8,,,1,
155,10,1.0,10,,,1,
156,10,,10,,1.0,9,
157,10,,9,6.0,,7,7.0
158,9,,5,6.0,,5,4.0
159,6,7.0,3,,8.0,1,
160,4,8.0,7,10.0,8.0,2,6.0
161,0,,2,7.0,5.0,8,1.0
162,10,,2,7.0,7.0,9,7.0
163,5,2.0,7,4.0,,4,
164,0,,1,,,4,
165,10,0.0,4,9.0,,1,4.0
166,5,1.0,1,5.0,6.0,10,1.0
167,0,,9,6.0,,8,
168,1,,6,,1.0,7,
169,0,,3,,,3,
170,0,10.0,7,,,7,9.0
171,7,,6,,,5,6.0
172,3,0.0,6,7.0,,2,4.0
173,4,,6,,8.0,8,
174,1,6.0,4,5.0,6.0,0,3.0
175,2,,10,8.0,,10,7.0
176,1,,9,,,9,5.0
177,7,,10,,9.0,7,0.0
178,1,,2,,,8,4.0
