,0,1,2,3,4,5,6
0,4.0,,,3.0,4.0,6.0,
1,,,7.0,,,6.0,
2,,,,9.0,7.0,9.0,
3,8.0,0.0,,7.0,,,
4,6.0,1.0,,,,5.0,1.0
5,,,,,2.0,,
6,,3.0,4.0,,1.0,,9.0
7,7.0,,9.0,,,,3.0
8,3.0,,,5.0,5.0,,5.0
9,,,,,,,
10,,6.0,4.0,4.0,0.0,,6.0
11,,,6.0,,,,
12,,10.0,,0.0,,10.0,
13,,,,,5.0,,
14,3.0,9.0,,10.0,2.0,,
15,10.0,10.0,,0.0,,,
16,,,,,,,8.0
17,,,,3.0,10.0,,2.0
18,8.0,,,,,,6.0
19,10.0,,6.0,,4.0,4.0,9.0
20,,,2.0,9.0,7.0,2.0,
21,,,,2.0,4.0,10.0,8.0
22,,,2.0,,1.0,9.0,
23,,,5.0,,,,
24,,7.0,1.0,,3.0,0.0,6.0
25,,,6.0,,3.0,,8.0
26,,8.0,,1.0,,,
27,10.0,7.0,,,,1.0,5.0
28,0.0,5.0,7.0,8.0,,3.0,5.0
29,,10.0,,2.0,,,5.0
30,0.0,,,,8.0,5.0,6.0
31,10.0,,9.0,,9.0,8.0,3.0
32,,0.0,,10.0,,10.0,8.0
33,8.0,3.0,6.0,,,9.0,
34,9.0,4.0,6.0,,0.0,3.0,
35,9.0,0.0,,1.0,5.0,,5.0
36,,3.0,,,,,
37,,5.0,6.0,,,4.0,0.0
38,,,,4.0,,,2.0
39,,,,,,,0.0
40,9.0,2.0,,,8.0,,
41,10.0,9.0,6.0,10.0,2.0,4.0,
42,0.0,,3.0,,3.0,,10.0
43,,2.0,,0.0,,,1.0
44,,,,,0.0,,
45,6.0,,,0.0,,,0.0
46,4.0,4.0,6.0,,8.0,,5.0
47,9.0,7.0,,9.0,,,
48,,,,0.0,8.0,,4.0
49,0.0,1.0,4.0,6.0,1.0,10.0,9.0
50,,,,9.0,,6.0,8.0
51,0.0,,,,0.0,8.0,
52,,,10.0,3.0,,,
53,5.0,2.0,3.0,5.0,6.0,3.0,
54,,,,,10.0,,10.0
55,,3.0,3.0,6.0,10.0,,
56,1.0,,10.0,,10.0,0.0,
57,2.0,,,8.0,,10.0,3.0
58,6.0,,8.0,,,7.0,3.0
59,3.0,6.0,,0.0,,,7.0
60,8.0,8.0,1.0,,,0.0,
61,,0.0,,,,5.0,
62,9.0,,,,,,1.0
63,,,9.0,,,4.0,2.0
64,10.0,8.0,0.0,0.0,4.0,,7.0
65,5.0,5.0,6.0,7.0,,,9.0
66,,,,6.0,0.0,2.0,8.0
67,7.0,4.0,6.0,,,,
68,3.0,,7.0,9.0,,,
69,4.0,,,6.0,8.0,1.0,2.0
70,,5.0,,10.0,,0.0,
71,9.0,,,5.0,,2.0,
72,10.0,5.0,10.0,,6.0,,4.0
73,10.0,,,,,3.0,3.0
74,,,,,,2.0,
75,7.0,,5.0,2.0,0.0,7.0,
76,8.0,2.0,,,,,
77,1.0,4.0,2.0,1.0,6.0,,2.0
78,,,,,0.0,8.0,
79,2.0,,10.0,5.0,,,6.0
80,1.0,6.0,,,5.0,,0.0
81,2.0,9.0,,,1.0,1.0,8.0
82,,,5.0,,0.0,,
83,0.0,,8.0,9.0,,9.0,7.0
84,,,,,2.0,7.0,5.0
85,2.0,,10.0,7.0,3.0,,0.0
86,,5.0,,4.0,0.0,10.0,
87,7.0,,6.0,,,0.0,
88,,7.0,8.0,5.0,1.0,,
89,,3.0,,,10.0,3.0,
90,,,,,,,
91,10.0,,,9.0,5.0,,
92,9.0,,,1.0,,,
93,,2.0,,8.0,,1.0,4.0
94,,,4.0,5.0,,,
95,,1.0,0.0,10.0,0.0,,0.0
96,2.0,1.0,8.0,,2.0,,
97,1.0,3.0,0.0,,,0.0,10.0
98,8.0,8.0,4.0,7.0,7.0,6.0,
99,3.0,,,0.0,2.0,,
100,7.0,,,,9.0,3.0,4.0
101,,,7.0,,7.0,2.0,
102,,1.0,4.0,,10.0,3.0,
103,,,,1.0,,,
104,9.0,4.0,3.0,,,,1.0
105,,,,0.0,,,0.0
106,,,,1.0,,,5.0
107,,1.0,6.0,,6.0,,
108,5.0,9.0,0.0,10.0,4.0,,
109,1.0,,,4.0,,,
110,,10.0,10.0,5.0,,,
111,,9.0,,2.0,9.0,8.0,3.0
112,1.0,,,5.0,,,0.0
113,2.0,1.0,9.0,,6.0,,4.0
114,9.0,,,,,6.0,8.0
115,3.0,1.0,,7.0,1.0,9.0,2.0
116,,5.0,,,,,0.0
117,,8.0,,,2.0,,
118,6.0,,,,,9.0,5.0
119,2.0,,5.0,2.0,,5.0,
120,,,9.0,,,6.0,1.0
121,6.0,,,,,,2.0
122,,,9.0,,,,5.0
123,,1.0,,1.0,1.0,,7.0
124,8.0,,9.0,10.0,6.0,5.0,4.0
125,,,3.0,,7.0,,
126,,10.0,,,7.0,3.0,9.0
127,,6.0,7.0,,9.0,3.0,
128,0.0,5.0,,3.0,5.0,0.0,
129,5.0,,,3.0,10.0,10.0,6.0
130,,6.0,0.0,,0.0,,9.0
131,,7.0,,,,10.0,10.0
132,4.0,7.0,,9.0,2.0,,
133,,,8.0,,2.0,,
134,3.0,,10.0,10.0,8.0,6.0,6.0
135,3.0,,,6.0,,9.0,
136,,8.0,10.0,,,,
137,9.0,,,4.0,,,
138,,8.0,10.0,,,6.0,
139,2.0,5.0,1.0,0.0,,,
140,,,9.0,4.0,10.0,,0.0
141,,,0.0,,2.0,4.0,10.0
142,7.0,,,7.0,,1.0,
143,,3.0,,8.0,9.0,9.0,7.0
144,9.0,,9.0,0.0,5.0,4.0,8.0
145,5.0,2.0,,,0.0,1.0,5.0
146,6.0,,,10.0,,,
147,,2.0,,,7.0,8.0,7.0
148,,8.0,3.0,1.0,3.0,5.0,0.0
149,5.0,5.0,,7.0,,,
150,4.0,,,9.0,1.0,4.0,7.0
151,9.0,,8.0,,,8.0,
152,,6.0,,7.0,3.0,4.0,9.0
153,,,,,1.0,2.0,
154,8.0,8.0,,8.0,,2.0,
155,10.0,8.0,4.0,6.0,,,
156,,4.0,3.0,,,10.0,4.0
157,3.0,,,,6.0,9.0,
158,,,7.0,6.0,,10.0,
159,,,1.0,,8.0,8.0,5.0
160,,0.0,6.0,1.0,4.0,,
161,,10.0,,6.0,,6.0,2.0
162,3.0,3.0,,,10.0,0.0,
163,,,0.0,,2.0,7.0,8.0
164,,5.0,6.0,3.0,,0.0,7.0
165,,,,10.0,,,2.0
166,4.0,7.0,7.0,4.0,,,9.0
167,1.0,,9.0,,,,7.0
168,10.0,6.0,3.0,,,,
169,7.0,,,,5.0,,
170,,5.0,1.0,,1.0,,
171,8.0,,2.0,5.0,5.0,,
172,,8.0,,,9.0,,7.0
173,10.0,2.0,,,2.0,7.0,
174,7.0,,,,1.0,7.0,
175,10.0,,4.0,7.0,,7.0,
176,,,5.0,,,,
177,0.0,,,7.0,6.0,3.0,
178,,,,,,3.0,9.0
179,,6.0,,5.0,,,
180,2.0,9.0,2.0,,8.0,,
181,,,2.0,,,9.0,6.0
182,10.0,4.0,,8.0,,,
183,,,,7.0,,8.0,
184,,4.0,,,8.0,,9.0
185,,5.0,,7.0,,,
186,1.0,,,7.0,3.0,6.0,
187,5.0,,,,3.0,,
188,6.0,2.0,9.0,,,,4.0
189,,,3.0,,,2.0,8.0
190,,3.0,3.0,,2.0,,
191,,0.0,7.0,2.0,,,
192,3.0,0.0,,,7.0,5.0,1.0
193,1.0,8.0,,,,,9.0
194,,,,,4.0,5.0,8.0
195,,,0.0,,,7.0,
196,,,,4.0,,,
197,10.0,,4.0,7.0,7.0,,
198,,,,,,,10.0
199,8.0,2.0,,3.0,9.0,0.0,4.0
200,10.0,6.0,,10.0,,0.0,10.0
201,,1.0,2.0,7.0,,,2.0
202,,,0.0,4.0,,,4.0
203,5.0,,2.0,,,9.0,
204,9.0,2.0,,,3.0,,0.0
205,,9.0,10.0,6.0,,,0.0
206,,3.0,,8.0,7.0,4.0,3.0
207,,9.0,,,,,
208,7.0,0.0,2.0,,4.0,,5.0
209,10.0,9.0,,,,9.0,7.0
210,,,,,,,0.0
211,0.0,,,,0.0,4.0,3.0
212,,,1.0,,,,
213,,,3.0,,,0.0,5.0
214,3.0,6.0,,5.0,1.0,10.0,7.0
215,4.0,9.0,,,,6.0,
216,1.0,3.0,10.0,,,0.0,
217,,9.0,8.0,8.0,6.0,,5.0
218,10.0,,,,,,5.0
219,,,,,,,3.0
220,2.0,3.0,7.0,3.0,,0.0,
221,,6.0,1.0,,,10.0,
222,,,1.0,0.0,,5.0,4.0
223,,3.0,,,1.0,2.0,
224,,,9.0,9.0,7.0,,5.0
225,1.0,2.0,,,,2.0,
226,,,7.0,5.0,7.0,,9.0
227,,5.0,10.0,,,,10.0
228,,3.0,,,,1.0,
229,,1.0,,,4.0,,
230,,8.0,,8.0,,5.0,3.0
231,,0.0,,,,8.0,4.0
232,,7.0,6.0,7.0,,6.0,10.0
233,,,4.0,8.0,,,
234,9.0,2.0,,,10.0,,
235,9.0,3.0,,4.0,9.0,8.0,5.0
236,9.0,,,,2.0,,
237,,,1.0,,8.0,,8.0
238,,,1.0,,,,0.0
239,,,3.0,6.0,8.0,10.0,6.0
240,2.0,2.0,,0.0,5.0,,4.0
241,6.0,9.0,6.0,0.0,4.0,,0.0
242,10.0,6.0,,6.0,4.0,3.0,8.0
243,,3.0,,,,3.0,10.0
244,5.0,,,,,,
245,0.0,,,,4.0,,
246,5.0,0.0,,6.0,4.0,9.0,6.0
247,,1.0,4.0,,,1.0,
248,7.0,,,,9.0,7.0,1.0
249,,,,,2.0,7.0,7.0
250,,1.0,,,6.0,,
251,2.0,0.0,8.0,,0.0,7.0,9.0
252,8.0,9.0,,3.0,5.0,10.0,3.0
253,7.0,,4.0,,3.0,9.0,
254,,9.0,3.0,2.0,6.0,,
255,3.0,2.0,4.0,,1.0,9.0,3.0
256,,,,,,7.0,6.0
257,,,10.0,8.0,,9.0,5.0
258,,7.0,,6.0,,8.0,1.0
259,3.0,,,,,7.0,8.0
260,,,,,,4.0,
261,,,6.0,,10.0,1.0,
262,,,8.0,,,0.0,
263,,8.0,6.0,6.0,,2.0,2.0
264,,8.0,,1.0,10.0,7.0,7.0
265,2.0,0.0,,,,,
266,6.0,,2.0,,5.0,,2.0
267,,,,,,8.0,8.0
268,4.0,,,,9.0,,
269,,6.0,,,5.0,3.0,4.0
270,0.0,0.0,9.0,,,,10.0
271,,,0.0,5.0,1.0,,0.0
272,1.0,,,10.0,4.0,,1.0
273,,1.0,,,,,7.0
274,,,2.0,4.0,0.0,,
275,,,,7.0,,,
276,5.0,,,,,5.0,2.0
277,,3.0,0.0,10.0,2.0,,4.0
278,,4.0,2.0,5.0,,,
279,4.0,,,3.0,,10.0,3.0
280,3.0,,5.0,,,5.0,0.0
281,,,5.0,8.0,,0.0,
282,2.0,,,9.0,7.0,10.0,3.0
283,8.0,,8.0,,,2.0,
284,,,2.0,,1.0,,
285,,9.0,,3.0,,8.0,
286,,8.0,7.0,10.0,7.0,,
287,7.0,,,10.0,,,
288,,,9.0,,,,
289,9.0,2.0,,2.0,,5.0,0.0
290,7.0,,,3.0,,,10.0
291,,,10.0,,,4.0,
292,,6.0,,,,1.0,
293,6.0,7.0,5.0,3.0,,0.0,
294,3.0,,10.0,,,6.0,4.0
295,7.0,10.0,0.0,0.0,2.0,,
296,6.0,8.0,,,,6.0,3.0
297,,,,,,,
298,,7.0,9.0,7.0,8.0,,1.0
299,10.0,,9.0,1.0,,,
300,4.0,7.0,6.0,,3.0,,4.0
301,2.0,,,10.0,,3.0,1.0
302,,10.0,2.0,,7.0,,
303,,3.0,,4.0,6.0,8.0,8.0
304,2.0,2.0,2.0,1.0,,10.0,
305,,3.0,2.0,,,,10.0
306,7.0,1.0,,,6.0,,9.0
307,6.0,,,4.0,,4.0,10.0
308,2.0,,,,2.0,4.0,
309,,2.0,9.0,8.0,9.0,9.0,
310,,3.0,,,,,6.0
311,2.0,0.0,,,6.0,5.0,3.0
312,,,,4.0,,,
313,,,5.0,4.0,10.0,1.0,
314,3.0,,,,,,
315,10.0,8.0,,10.0,3.0,,
316,2.0,,,8.0,,,0.0
317,,5.0,,1.0,5.0,,0.0
318,,,9.0,4.0,9.0,2.0,
319,5.0,10.0,4.0,0.0,7.0,9.0,8.0
320,1.0,6.0,7.0,7.0,7.0,7.0,
321,,1.0,,,,4.0,2.0
322,,9.0,,9.0,,5.0,
323,2.0,8.0,9.0,9.0,,,4.0
324,,,3.0,9.0,9.0,,4.0
325,,,,,,,
326,,,0.0,5.0,0.0,6.0,
327,0.0,9.0,,5.0,0.0,,
328,1.0,6.0,,8.0,,,
329,2.0,,,4.0,,1.0,
330,,8.0,,4.0,9.0,5.0,7.0
331,8.0,,,,9.0,,
332,6.0,,,,,7.0,
333,,,,,0.0,,8.0
334,,,5.0,,9.0,8.0,1.0
335,5.0,3.0,,,1.0,8.0,
336,,4.0,5.0,6.0,5.0,,0.0
337,4.0,,,,10.0,,
338,7.0,,,6.0,,,
339,,6.0,,4.0,,,
340,4.0,10.0,0.0,,9.0,6.0,5.0
341,,,5.0,,,9.0,7.0
342,4.0,,,,9.0,1.0,
343,,,8.0,7.0,3.0,,8.0
344,8.0,3.0,,,,2.0,
345,5.0,2.0,,,5.0,,9.0
346,10.0,9.0,6.0,0.0,4.0,,7.0
347,,7.0,8.0,2.0,9.0,,
348,,,10.0,,3.0,2.0,
349,,,7.0,,,6.0,
350,,0.0,2.0,7.0,,6.0,1.0
351,,9.0,,1.0,,,2.0
352,,5.0,9.0,8.0,,10.0,9.0
353,5.0,5.0,,,4.0,,
354,,,1.0,4.0,1.0,1.0,
355,10.0,,7.0,10.0,,6.0,9.0
356,4.0,,0.0,,,,3.0
357,1.0,4.0,2.0,,,,
358,,,2.0,5.0,,3.0,3.0
359,5.0,8.0,,4.0,,5.0,
360,,,9.0,,,7.0,9.0
361,5.0,,,,10.0,3.0,2.0
362,2.0,,,,8.0,,3.0
363,,4.0,0.0,6.0,4.0,9.0,
364,,,9.0,4.0,,,3.0
365,6.0,4.0,7.0,10.0,,,
366,1.0,2.0,,,6.0,6.0,2.0
367,5.0,9.0,0.0,,,0.0,8.0
368,6.0,0.0,,1.0,,,10.0
369,,,10.0,,8.0,,
370,4.0,6.0,7.0,,3.0,7.0,10.0
371,,,,,1.0,,4.0
372,0.0,7.0,,,,10.0,2.0
373,5.0,,,0.0,1.0,,
374,,,3.0,8.0,,6.0,
375,8.0,,,,3.0,,
376,,2.0,2.0,,3.0,1.0,
377,4.0,4.0,3.0,3.0,,4.0,
378,,,,10.0,9.0,4.0,5.0
379,,,,,6.0,3.0,2.0
380,,,,,10.0,0.0,
381,8.0,6.0,,1.0,,,
382,,7.0,,0.0,,7.0,10.0
383,,9.0,,,,,0.0
384,10.0,9.0,7.0,,,,10.0
385,4.0,,,6.0,,6.0,
386,6.0,,4.0,,,,
387,6.0,,,8.0,,,3.0
388,,1.0,,,10.0,,
389,,9.0,,,,,
390,,,3.0,4.0,,,10.0
391,,0.0,,,4.0,0.0,5.0
392,7.0,,5.0,,6.0,2.0,5.0
393,,,,,,1.0,
394,10.0,,,2.0,,,9.0
395,,3.0,,1.0,2.0,3.0,
396,,,,,,9.0,
397,,,10.0,3.0,,9.0,1.0
398,1.0,,,7.0,,,1.0
399,9.0,7.0,6.0,,4.0,9.0,
400,7.0,,5.0,4.0,,2.0,
401,10.0,,,2.0,,,8.0
402,0.0,5.0,0.0,8.0,,3.0,
403,5.0,2.0,6.0,,2.0,,0.0
404,0.0,,3.0,,3.0,,
405,4.0,,4.0,,,,4.0
406,6.0,,6.0,,0.0,6.0,9.0
407,,,7.0,5.0,10.0,9.0,
408,,,2.0,,,5.0,5.0
409,8.0,,,10.0,,10.0,
410,1.0,9.0,2.0,,5.0,,7.0
411,,7.0,0.0,,,3.0,
412,,2.0,,,,7.0,
413,5.0,,8.0,1.0,,8.0,
414,6.0,,,,10.0,3.0,
415,,,3.0,,,,
416,6.0,3.0,,7.0,8.0,10.0,2.0
417,7.0,,6.0,,8.0,,3.0
418,2.0,8.0,1.0,8.0,,,6.0
419,,0.0,7.0,9.0,3.0,2.0,
420,9.0,,10.0,9.0,5.0,10.0,
421,,,7.0,,2.0,,0.0
422,0.0,10.0,,,9.0,,1.0
423,,6.0,2.0,,10.0,,3.0
424,4.0,3.0,2.0,,10.0,,0.0
425,,10.0,,1.0,,10.0,
426,7.0,5.0,,8.0,,,1.0
427,5.0,10.0,,,,3.0,
428,1.0,3.0,,8.0,,,
429,,,10.0,,,7.0,
430,,,9.0,10.0,9.0,,2.0
431,8.0,8.0,10.0,5.0,10.0,,10.0
432,2.0,8.0,8.0,,,,
433,3.0,,,,2.0,10.0,
434,10.0,0.0,10.0,0.0,4.0,3.0,1.0
435,,,2.0,9.0,8.0,2.0,8.0
436,,3.0,0.0,,7.0,,6.0
437,,,,1.0,,4.0,9.0
438,6.0,,6.0,,3.0,3.0,
439,1.0,,0.0,,1.0,2.0,
440,,,,,2.0,,
441,6.0,0.0,9.0,,,,1.0
442,,9.0,,1.0,,7.0,
443,,3.0,1.0,9.0,9.0,,0.0
444,,6.0,,7.0,,,
445,0.0,,,,,,
446,6.0,6.0,4.0,2.0,4.0,3.0,
447,5.0,,,,,,
448,,9.0,,10.0,,2.0,
449,10.0,0.0,10.0,,7.0,,2.0
450,1.0,,,,0.0,2.0,10.0
451,1.0,,2.0,5.0,,2.0,
452,9.0,,,,1.0,0.0,
453,,5.0,4.0,9.0,7.0,,
454,,,6.0,,4.0,,
455,4.0,,9.0,,,,
456,5.0,,1.0,10.0,3.0,0.0,5.0
457,0.0,6.0,,,,10.0,9.0
458,8.0,4.0,4.0,,,8.0,
459,2.0,,7.0,10.0,5.0,2.0,4.0
460,,7.0,,6.0,,,
461,,,0.0,,,,
462,,3.0,4.0,4.0,,7.0,3.0
463,,10.0,7.0,,1.0,,7.0
464,,,6.0,,7.0,8.0,
465,10.0,8.0,6.0,9.0,6.0,7.0,8.0
466,6.0,,9.0,1.0,0.0,2.0,
467,,9.0,7.0,7.0,10.0,10.0,6.0
468,,5.0,,7.0,,1.0,
469,,,,2.0,1.0,9.0,8.0
470,6.0,8.0,,7.0,,7.0,0.0
