0,1,2,3,4,5,6
4.0,,,3.0,4.0,6.0,
5.333333333333333,,7.0,6.0,5.5,6.0,
6.666666666666666,,6.4,9.0,7.0,9.0,
8.0,0.0,5.8,7.0,5.333333333333333,7.0,
6.0,1.0,5.2,6.6,3.6666666666666665,5.0,1.0
6.333333333333333,2.0,4.6,6.2,2.0,5.625,5.0
6.666666666666667,3.0,4.0,5.8,1.0,6.25,9.0
7.0,3.75,9.0,5.4,3.0,6.875,3.0
3.0,4.5,7.333333333333333,5.0,5.0,7.5,5.0
3.0,5.25,5.666666666666666,4.5,2.5,8.125,5.5
3.0,6.0,4.0,4.0,0.0,8.75,6.0
3.0,8.0,6.0,2.0,1.6666666666666667,9.375,6.333333333333333
3.0,10.0,6.0,0.0,3.3333333333333335,10.0,6.666666666666667
3.0,9.5,6.0,5.0,5.0,9.142857142857142,7.0
3.0,9.0,6.0,10.0,2.0,8.285714285714286,7.333333333333333
10.0,10.0,6.0,0.0,4.666666666666666,7.428571428571429,7.666666666666666
9.333333333333334,9.666666666666666,6.0,1.5,7.333333333333333,6.571428571428571,8.0
8.666666666666666,9.333333333333334,6.0,3.0,10.0,5.714285714285714,2.0
8.0,9.0,6.0,5.0,7.0,4.857142857142858,6.0
10.0,8.666666666666666,6.0,7.0,4.0,4.0,9.0
10.0,8.333333333333334,2.0,9.0,7.0,2.0,8.5
10.0,8.0,2.0,2.0,4.0,10.0,8.0
10.0,7.666666666666667,2.0,1.8,1.0,9.0,7.333333333333333
10.0,7.333333333333334,5.0,1.6,2.0,4.5,6.666666666666667
10.0,7.0,1.0,1.4,3.0,0.0,6.0
10.0,7.5,6.0,1.2,3.0,0.3333333333333333,8.0
10.0,8.0,6.333333333333333,1.0,4.0,0.6666666666666666,6.5
10.0,7.0,6.666666666666667,4.5,5.0,1.0,5.0
0.0,5.0,7.0,8.0,6.0,3.0,5.0
0.0,10.0,7.666666666666667,2.0,7.0,4.0,5.0
0.0,6.666666666666666,8.333333333333334,4.666666666666666,8.0,5.0,6.0
10.0,3.333333333333333,9.0,7.333333333333333,9.0,8.0,3.0
9.0,0.0,7.5,10.0,6.0,10.0,8.0
8.0,3.0,6.0,7.0,3.0,9.0,7.0
