,0,1,2,3,4
0,1,0,1,10,3
1,3,8,5,0,6
2,0,6,9,3,9
3,0,0,3,0,9
4,10,10,2,7,8
5,10,8,5,7,8
6,4,4,5,3,1
7,3,2,6,8,0
8,5,6,10,5,3
9,4,3,3,0,9
10,1,6,2,5,10
11,2,4,2,7,0
12,5,7,9,8,9
13,4,6,0,6,6
14,10,3,3,7,7
15,9,2,0,6,2
16,5,10,4,0,8
17,8,0,1,6,2
18,0,6,3,3,9
19,10,3,6,3,0
20,7,8,3,7,3
21,6,9,10,2,0
22,2,1,0,8,3
23,9,8,0,8,0
24,0,6,3,5,8
25,9,4,7,1,9
26,7,7,3,10,3
27,7,10,0,9,6
28,2,2,2,3,2
29,6,4,5,3,0
30,5,0,3,5,1
31,8,3,6,7,6
32,9,4,4,2,0
33,0,7,4,1,7
34,1,2,7,1,4
35,0,1,7,2,0
36,3,0,10,8,0
37,6,10,9,2,2
38,4,2,0,5,2
39,6,10,3,9,8
40,8,0,7,7,1
41,3,9,6,0,3
42,7,5,8,5,10
43,5,4,5,5,5
44,3,1,1,1,0
45,10,10,0,3,2
46,4,8,10,0,2
47,0,7,1,0,9
48,5,8,4,0,10
49,0,1,3,6,8
50,2,5,9,7,6
51,6,3,7,7,4
52,0,5,3,5,8
53,0,0,4,10,6
54,9,1,6,7,1
55,5,7,0,2,6
56,2,9,7,10,6
57,4,6,9,9,3
58,4,8,10,5,4
59,6,6,6,6,1
60,4,5,7,0,0
61,10,10,0,0,0
62,3,1,5,7,10
63,7,3,2,0,0
64,2,10,7,9,0
65,10,4,2,1,4
66,7,6,5,5,1
67,3,3,2,5,1
68,4,7,8,7,10
69,3,4,6,8,4
70,8,1,7,3,6
71,6,0,6,5,6
72,6,2,9,9,9
73,10,8,7,5,9
74,3,7,1,7,4
75,3,3,5,7,4
76,6,7,8,3,3
77,5,4,9,9,8
78,5,6,0,0,8
79,9,5,0,2,9
80,2,4,9,4,9
81,7,2,6,9,9
82,8,3,8,1,1
83,6,4,0,4,9
84,1,5,10,10,9
85,3,0,4,6,0
86,0,3,10,2,2
87,9,3,2,10,8
88,10,4,2,2,5
89,4,9,3,8,7
90,0,4,9,9,9
91,8,7,8,4,5
92,8,1,1,8,10
93,9,8,8,5,10
94,1,1,5,9,4
95,9,1,3,3,6
96,1,4,0,9,4
97,10,8,2,5,0
98,0,6,7,9,6
99,5,2,7,9,9
100,6,5,2,2,8
101,0,0,5,9,6
102,7,3,8,1,9
103,1,9,3,5,1
104,1,7,7,10,10
105,1,2,7,3,6
106,10,0,4,1,2
107,10,4,3,2,4
108,8,1,8,2,10
109,1,5,6,7,1
110,3,10,4,4,4
111,5,3,5,5,10
112,1,2,0,1,6
113,7,10,8,4,10
114,7,6,8,10,4
115,1,9,0,9,9
116,2,2,3,2,2
117,2,10,2,9,5
118,0,8,5,4,7
119,4,2,7,1,6
120,10,4,1,7,8
121,7,1,2,4,1
122,8,4,1,6,4
123,2,5,9,8,1
124,3,5,0,9,0
125,5,0,6,1,8
126,5,0,6,6,6
127,4,0,5,5,6
128,1,10,0,3,9
129,8,10,1,7,4
130,1,6,4,7,9
131,4,4,3,6,6
132,2,8,7,9,3
133,4,6,9,0,10
134,2,4,0,3,9
135,9,8,2,10,5
136,7,6,10,2,6
137,8,8,1,7,6
138,5,5,3,8,5
139,0,4,6,3,9
140,8,5,5,10,1
141,8,2,10,8,0
142,9,5,3,10,10
143,5,6,4,5,2
144,10,9,4,2,0
145,3,5,5,7,2
146,3,6,7,10,3
147,0,8,4,3,2
148,6,1,0,2,3
149,8,1,2,4,3
150,9,7,3,8,3
151,2,8,6,2,2
152,4,0,7,7,5
153,8,1,7,3,9
154,4,4,0,6,10
155,3,0,2,4,3
156,6,1,0,6,5
157,0,2,0,4,7
158,8,3,6,8,1
159,6,3,9,5,4
160,9,10,1,5,3
161,6,5,3,0,7
162,4,1,9,0,4
163,9,6,0,3,8
164,2,5,10,10,0
165,7,2,7,3,2
166,1,5,2,2,3
167,5,1,3,9,9
168,10,4,0,3,3
169,10,4,2,6,9
170,0,1,8,9,6
171,6,10,1,7,8
172,7,7,4,8,10
