,0,1,2,3,4
0,5,9,62,76,88
1,3,4,44,44,33
2,10,8,85,24,4
3,8,1,84,11,42
4,8,8,9,39,5
5,7,7,25,33,96
6,1,8,70,71,29
7,8,5,50,21,49
8,10,10,94,69,80
9,10,7,89,77,53
10,3,2,37,37,87
11,4,5,66,87,4
12,6,3,15,50,52
13,1,1,1,71,76
14,2,9,2,85,93
15,7,4,83,39,38
16,10,3,99,68,80
17,3,5,97,71,72
18,3,1,6,6,8
19,0,4,26,35,13
20,4,9,53,21,39
21,10,1,50,50,2
22,10,7,17,3,60
23,6,0,22,16,60
24,8,8,0,39,3
25,6,2,51,83,70
26,10,10,70,90,25
27,10,0,84,75,20
28,8,2,2,46,6
29,0,9,19,47,55
30,0,5,72,8,79
31,7,7,36,58,73
32,8,8,100,38,1
33,4,9,32,27,88
34,4,4,42,77,61
35,7,9,78,35,38
36,10,10,75,100,87
37,0,5,43,72,90
38,5,0,63,37,13
39,1,4,86,18,21
40,6,0,0,30,59
41,6,4,48,53,48
42,10,2,9,4,85
43,4,3,94,86,43
44,8,5,93,7,92
45,9,7,100,39,24
46,5,5,20,30,23
47,4,3,96,60,22
48,3,8,21,69,82
49,10,10,35,18,63
50,1,7,85,90,57
51,5,7,50,25,20
52,6,7,3,27,32
53,2,10,18,50,16
54,10,2,57,62,84
55,0,7,10,31,47
56,4,2,100,36,98
57,9,0,69,93,7
58,0,7,7,93,39
59,5,9,45,94,81
60,2,3,44,38,82
61,8,5,21,91,79
62,10,7,71,35,9
63,6,7,94,8,11
64,5,5,66,27,83
65,4,8,27,1,1
66,4,3,89,89,49
67,9,8,15,4,44
68,10,6,10,96,29
69,6,4,96,91,69
70,6,9,95,84,69
71,7,2,57,1,72
72,9,9,58,61,98
73,4,5,30,1,35
74,9,8,85,3,8
75,4,0,83,66,41
76,6,0,96,43,83
77,10,7,22,66,25
78,2,7,75,94,50
79,2,7,96,22,42
80,5,8,72,60,2
81,9,4,95,67,85
82,4,2,45,83,20
83,4,3,47,18,84
84,0,8,47,44,9
85,5,3,57,31,8
86,10,4,38,10,42
87,6,3,17,7,4
88,0,4,29,49,97
89,0,6,23,76,68
90,10,2,80,38,33
91,10,10,37,22,36
92,8,6,70,34,15
93,9,0,60,63,12
94,5,6,74,66,9
95,6,1,18,11,64
96,10,1,41,81,41
97,3,9,77,31,2
98,10,9,36,22,2
99,2,4,74,94,41
100,1,7,4,67,93
101,7,2,34,9,35
102,7,2,63,28,25
103,10,8,60,99,14
104,8,8,51,37,52
105,9,1,53,11,45
106,2,3,35,38,17
107,4,6,66,90,54
108,10,8,61,42,98
109,9,5,59,56,3
