0,1,2,3,4,5,6,7,8,9,10
2,1,57,7,56,33,8,2,73,9,7
5,1,100,3,6,52,2,6,5,3,5
9,8,27,8,47,30,2,8,66,4,3
8,7,2,1,23,5,1,2,1,8,0
1,8,78,3,87,46,4,2,93,10,10
10,5,16,6,97,46,4,4,74,5,7
5,9,100,2,95,91,4,0,67,4,7
9,7,33,7,5,62,4,2,100,1,8
1,10,29,5,97,84,4,6,65,9,9
5,0,46,1,94,82,6,6,45,10,0
9,9,79,6,49,64,5,8,72,8,3
8,7,10,6,21,86,9,5,5,6,1
5,9,67,8,98,27,8,4,61,3,1
2,8,84,8,82,39,5,6,92,3,3
4,6,15,6,77,58,2,1,4,1,0
1,4,98,10,63,65,9,7,96,9,5
2,4,50,10,49,11,5,0,62,4,0
2,9,75,10,40,32,6,6,59,4,6
7,2,14,4,21,59,6,2,74,8,10
10,1,1,0,52,98,1,0,52,10,5
8,4,82,4,19,59,5,2,94,8,8
6,9,95,3,100,69,7,1,16,6,9
6,1,67,5,90,23,6,2,15,3,8
7,4,35,2,68,10,6,1,8,0,6
9,0,51,8,64,30,4,1,55,0,8
10,3,22,2,25,17,0,3,51,0,4
9,9,2,8,4,49,2,8,35,2,0
4,4,28,3,43,51,10,2,84,7,10
5,7,5,10,43,43,6,6,87,7,5
7,7,33,4,32,36,4,3,47,2,3
2,2,76,5,70,2,4,7,30,6,5
1,9,10,4,55,50,3,7,54,6,6
7,8,92,0,44,68,7,0,81,10,2
8,1,35,1,51,26,8,9,55,6,5
10,6,54,0,64,35,2,2,3,10,4
5,0,36,8,99,40,2,3,67,1,0
7,6,39,3,34,36,8,2,2,9,6
1,8,26,7,26,34,1,4,78,9,8
2,3,2,9,0,59,2,1,37,2,3
8,2,22,5,12,88,5,2,58,4,1
3,6,83,7,94,37,0,7,67,7,5
3,5,52,4,61,43,8,1,2,7,1
0,5,74,8,0,83,1,8,84,7,9
2,7,52,3,85,0,9,7,29,2,9
8,3,38,7,54,98,8,6,22,0,6
1,9,83,8,1,98,10,7,69,2,10
0,4,99,8,93,49,7,10,37,10,0
2,5,86,10,51,59,7,9,45,5,2
8,7,74,7,2,77,5,6,58,4,5
0,7,35,5,40,28,6,7,84,0,9
0,1,28,1,64,57,5,8,89,10,3
5,6,76,10,61,12,9,10,2,4,7
6,1,29,1,71,60,10,7,100,7,10
5,3,47,3,31,22,9,6,80,0,5
1,5,95,9,32,39,9,1,38,8,7
6,10,2,9,7,14,0,9,14,2,2
3,6,37,2,58,80,8,7,78,10,3
4,6,7,5,27,40,6,0,37,1,1
1,2,88,2,31,71,6,4,49,7,10
2,1,41,1,65,31,3,3,73,4,0
4,7,93,1,84,6,2,1,84,2,6
6,4,99,3,17,37,9,4,60,7,0
6,5,81,3,8,55,0,6,87,8,3
6,3,62,2,39,59,4,3,93,8,3
2,6,64,1,17,0,5,0,43,5,9
9,4,56,3,49,18,10,3,0,9,4
9,5,5,0,15,78,1,7,86,3,7
2,1,45,6,53,48,5,7,43,1,8
9,0,45,9,55,94,4,10,56,2,1
1,2,88,9,40,98,8,5,49,3,2
