0,1,2,3,4,5,6,7,8,9,10
2,1,57,7,10,33,8,2,10,9,7
5,1,100,3,6,52,2,6,5,3,5
9,8,27,8,10,30,2,8,10,4,3
8,7,2,1,10,5,1,2,1,8,0
1,8,78,3,10,46,4,2,10,10,10
10,5,16,6,10,46,4,4,10,5,7
5,9,100,2,10,91,4,0,10,4,7
9,7,33,7,5,62,4,2,10,1,8
1,10,29,5,10,84,4,6,10,9,9
5,0,46,1,10,82,6,6,10,10,0
9,9,79,6,10,64,5,8,10,8,3
8,7,10,6,10,86,9,5,5,6,1
5,9,67,8,10,27,8,4,10,3,1
2,8,84,8,10,39,5,6,10,3,3
4,6,15,6,10,58,2,1,4,1,0
1,4,98,10,10,65,9,7,10,9,5
2,4,50,10,10,11,5,0,10,4,0
2,9,75,10,10,32,6,6,10,4,6
7,2,14,4,10,59,6,2,10,8,10
10,1,1,0,10,98,1,0,10,10,5
8,4,82,4,10,59,5,2,10,8,8
6,9,95,3,10,69,7,1,10,6,9
6,1,67,5,10,23,6,2,10,3,8
7,4,35,2,10,10,6,1,8,0,6
9,0,51,8,10,30,4,1,10,0,8
10,3,22,2,10,17,0,3,10,0,4
9,9,2,8,4,49,2,8,10,2,0
4,4,28,3,10,51,10,2,10,7,10
5,7,5,10,10,43,6,6,10,7,5
7,7,33,4,10,36,4,3,10,2,3
2,2,76,5,10,2,4,7,10,6,5
1,9,10,4,10,50,3,7,10,6,6
7,8,92,0,10,68,7,0,10,10,2
8,1,35,1,10,26,8,9,10,6,5
10,6,54,0,10,35,2,2,3,10,4
5,0,36,8,10,40,2,3,10,1,0
7,6,39,3,10,36,8,2,2,9,6
1,8,26,7,10,34,1,4,10,9,8
2,3,2,9,0,59,2,1,10,2,3
8,2,22,5,10,88,5,2,10,4,1
3,6,83,7,10,37,0,7,10,7,5
3,5,52,4,10,43,8,1,2,7,1
0,5,74,8,0,83,1,8,10,7,9
2,7,52,3,10,0,9,7,10,2,9
8,3,38,7,10,98,8,6,10,0,6
1,9,83,8,1,98,10,7,10,2,10
