0,1,2,3,4
4.0,4,,,6.0
4.0,3,,8.0,5.333333333333333
0.0,9,,5.333333333333334,4.666666666666667
3.3333333333333335,6,,2.666666666666667,4.0
6.666666666666667,0,,0.0,7.0
10.0,7,,1.0,5.5
8.0,9,4.0,2.0,4.0
6.0,3,6.0,4.0,0.0
4.0,9,6.2,6.0,4.0
4.333333333333333,1,6.4,8.0,1.0
4.666666666666667,6,6.6,10.0,3.6666666666666665
5.0,8,6.8,2.0,6.333333333333333
5.0,5,7.0,2.5,9.0
5.0,8,4.666666666666666,3.0,4.5
5.066666666666666,9,2.333333333333333,4.666666666666667,0.0
5.133333333333334,10,0.0,6.333333333333334,1.0
5.2,1,0.75,8.0,5.0
5.266666666666667,8,1.5,9.0,4.166666666666667
5.333333333333333,0,2.25,9.0,3.333333333333333
5.4,1,3.0,7.0,2.5
5.466666666666667,7,3.75,0.0,1.6666666666666665
5.533333333333333,0,4.5,0.3333333333333333,0.833333333333333
5.6,10,5.25,0.6666666666666666,0.0
5.666666666666667,6,6.0,1.0,0.0
5.733333333333333,8,6.5,1.0,4.0
5.8,5,7.0,1.0,8.0
5.866666666666667,10,7.5,0.0,2.0
5.933333333333334,8,8.0,1.3333333333333333,8.0
6.0,6,5.5,2.6666666666666665,8.5
4.0,7,3.0,4.0,9.0
2.0,2,4.5,5.333333333333333,2.0
5.0,3,6.0,6.666666666666666,0.0
4.166666666666667,7,9.0,8.0,8.0
3.333333333333333,10,7.333333333333333,8.166666666666666,7.0
2.5,2,5.666666666666666,8.333333333333334,8.0
1.6666666666666665,1,4.0,8.5,5.0
0.833333333333333,6,3.0,8.666666666666666,4.0
0.0,5,7.0,8.833333333333334,9.0
10.0,6,1.0,9.0,6.0
3.0,1,8.0,10.0,4.5
8.0,2,4.0,1.0,3.0
1.0,8,2.0,4.0,3.0
8.0,9,0.0,3.5,2.0
4.0,2,5.0,3.0,2.3333333333333335
6.0,4,6.0,2.5,2.6666666666666665
8.0,5,7.0,2.0,3.0
10.0,6,8.0,8.0,3.333333333333333
5.0,1,7.333333333333333,9.0,3.6666666666666665
10.0,7,6.666666666666667,10.0,4.0
8.0,10,6.0,2.0,3.5
6.0,7,9.0,2.0,3.0
2.0,3,6.0,9.0,9.0
9.0,7,6.0,7.0,1.0
0.0,4,6.0,5.0,8.0
4.5,4,9.0,0.0,4.0
9.0,1,6.5,3.5,4.0
1.0,0,4.0,7.0,4.5
2.25,5,9.0,7.0,5.0
3.5,9,3.0,7.0,6.25
4.75,8,4.0,7.0,7.5
6.0,7,5.0,7.0,8.75
6.5,4,8.0,6.0,10.0
7.0,8,6.0,4.0,8.0
7.5,0,4.0,1.0,6.5
8.0,10,2.0,4.5,5.0
7.0,0,0.0,8.0,7.0
7.75,7,4.0,0.0,6.0
8.5,1,3.3333333333333335,6.0,5.0
9.25,4,2.666666666666667,0.0,4.0
10.0,0,2.0,1.3333333333333333,5.5
9.0,6,3.0,2.6666666666666665,7.0
6.333333333333334,1,3.5,4.0,7.6
3.666666666666667,0,4.0,1.0,8.2
1.0,1,5.0,3.0,8.8
2.5,6,7.5,5.0,9.4
4.0,0,10.0,7.0,10.0
3.0,6,8.666666666666666,9.0,9.333333333333334
2.0,7,7.333333333333334,5.0,8.666666666666666
1.0,8,6.0,10.0,8.0
2.125,3,9.0,5.0,2.0
3.25,4,8.0,5.0,3.5
4.375,0,7.0,3.0,5.0
5.5,10,6.75,1.5,4.0
6.625,5,6.5,0.0,3.0
7.75,1,6.25,6.0,4.5
8.875,0,6.0,8.0,6.0
10.0,9,6.333333333333333,10.0,7.5
8.0,3,6.666666666666667,7.5,9.0
3.0,6,7.0,5.0,8.666666666666666
3.0,1,6.0,6.0,8.333333333333334
3.0,7,5.0,7.0,8.0
3.0,5,4.0,6.2,0.0
9.0,2,3.0,5.4,0.0
6.0,7,2.0,4.6,2.0
10.0,5,1.0,3.8,4.0
0.0,4,0.0,3.0,9.0
6.0,2,4.5,3.0,0.0
4.666666666666667,1,9.0,3.0,2.0
3.3333333333333335,4,7.0,3.0,9.0
2.0,9,7.0,3.0,6.0
10.0,0,4.0,4.0,5.5
