,0,1,2,3,4
0,4.0,4,,,6.0
1,4.0,3,,8.0,
2,0.0,9,,,
3,,6,,,4.0
4,,0,,0.0,7.0
5,10.0,7,,,
6,8.0,9,4.0,2.0,4.0
7,,3,6.0,,0.0
8,4.0,9,,,4.0
9,,1,,8.0,1.0
10,,6,,10.0,
11,5.0,8,,2.0,
12,,5,7.0,,9.0
13,5.0,8,,3.0,
14,,9,,,0.0
15,,10,0.0,,1.0
16,,1,,8.0,5.0
17,,8,,9.0,
18,,0,,9.0,
19,,1,,7.0,
20,,7,,0.0,
21,,0,,,
22,,10,,,0.0
23,,6,6.0,1.0,0.0
24,,8,,,
25,,5,,1.0,8.0
26,,10,,0.0,2.0
27,,8,8.0,,8.0
28,6.0,6,,,
29,,7,3.0,,9.0
30,2.0,2,,,2.0
31,5.0,3,6.0,,0.0
32,,7,9.0,8.0,8.0
33,,10,,,7.0
34,,2,,,8.0
35,,1,4.0,,5.0
36,,6,3.0,,4.0
37,0.0,5,7.0,,9.0
38,10.0,6,1.0,9.0,6.0
39,3.0,1,8.0,10.0,
40,8.0,2,4.0,1.0,3.0
41,1.0,8,,4.0,3.0
42,8.0,9,0.0,,2.0
43,4.0,2,5.0,,
44,,4,,,
45,,5,,2.0,
46,10.0,6,8.0,8.0,
47,5.0,1,,,
48,10.0,7,,10.0,4.0
49,,10,6.0,2.0,
50,6.0,7,9.0,2.0,3.0
51,2.0,3,6.0,9.0,9.0
52,9.0,7,,,1.0
53,0.0,4,6.0,5.0,8.0
54,,4,9.0,0.0,4.0
55,9.0,1,,,4.0
56,1.0,0,4.0,7.0,
57,,5,9.0,,5.0
58,,9,3.0,7.0,
59,,8,,,
60,6.0,7,5.0,7.0,
61,,4,8.0,6.0,10.0
62,,8,,4.0,8.0
63,,0,,1.0,
64,8.0,10,,,5.0
65,7.0,0,0.0,8.0,7.0
66,,7,4.0,0.0,
67,,1,,6.0,
68,,4,,0.0,4.0
69,10.0,0,2.0,,
70,9.0,6,3.0,,7.0
71,,1,,4.0,
72,,0,4.0,1.0,
73,1.0,1,5.0,3.0,
74,,6,,,
75,4.0,0,10.0,,10.0
76,,6,,9.0,
77,,7,,5.0,
78,1.0,8,6.0,10.0,8.0
79,,3,9.0,5.0,2.0
80,,4,,5.0,
81,,0,7.0,3.0,5.0
82,,10,,,
83,,5,,0.0,3.0
84,,1,,6.0,
85,,0,6.0,,
86,10.0,9,,10.0,
87,8.0,3,,,9.0
88,3.0,6,7.0,5.0,
89,,1,,,
90,,7,,7.0,8.0
91,3.0,5,,,0.0
92,9.0,2,,,0.0
93,6.0,7,,,
94,10.0,5,,,4.0
95,0.0,4,0.0,3.0,9.0
96,6.0,2,,,0.0
97,,1,9.0,,2.0
98,,4,7.0,,9.0
99,2.0,9,7.0,3.0,6.0
100,10.0,0,4.0,4.0,
101,,9,9.0,10.0,5.0
102,1.0,6,,,6.0
103,,2,0.0,,
104,6.0,2,,6.0,
105,4.0,1,5.0,,8.0
106,,1,4.0,4.0,
107,7.0,3,,8.0,
108,1.0,10,,1.0,4.0
109,0.0,6,1.0,,1.0
110,,6,,,
111,5.0,4,,,
112,,3,,,8.0
113,8.0,3,2.0,10.0,6.0
114,10.0,3,0.0,,
115,3.0,0,,3.0,0.0
116,,0,6.0,,
117,2.0,9,6.0,,3.0
118,,6,,10.0,
119,,5,,10.0,10.0
120,,7,,10.0,3.0
121,4.0,10,,3.0,7.0
122,,6,,,
