,0,1,2,3,4
0,5,7,3,7,3
1,1,3,9,10,9
2,4,10,0,0,2
3,7,3,9,1,6
4,0,8,6,2,9
5,9,3,6,0,10
6,1,2,2,3,4
7,8,0,10,8,5
8,4,1,0,3,2
9,10,3,10,0,1
10,6,3,10,6,9
11,8,5,2,8,8
12,7,4,9,2,3
13,0,8,4,6,8
14,3,2,2,3,5
15,9,8,5,2,6
16,9,9,9,3,6
17,4,2,5,5,0
18,7,4,8,8,3
19,9,8,6,3,3
20,3,9,1,0,0
21,8,4,2,2,1
22,10,7,3,4,10
23,4,1,9,0,3
24,7,1,5,0,6
25,5,9,1,2,8
26,8,0,4,0,1
27,4,4,2,8,8
28,6,8,9,9,4
29,7,5,8,5,9
30,3,3,10,3,3
31,3,0,3,2,2
32,0,8,9,8,1
33,6,4,10,2,0
34,10,1,8,7,7
35,10,7,9,10,1
36,7,9,0,2,7
37,8,1,5,1,9
38,1,1,6,7,6
39,3,7,5,1,9
40,4,3,2,8,1
41,7,7,10,6,8
42,10,2,2,2,5
43,2,2,7,7,3
44,7,5,8,3,3
45,4,7,5,1,5
46,6,9,8,1,10
47,0,10,8,5,8
48,6,0,10,3,3
49,10,4,6,9,9
50,0,2,7,9,9
51,4,9,5,3,10
52,4,2,2,9,8
53,5,3,8,1,6
54,7,8,1,3,5
55,9,7,1,4,3
56,3,0,3,5,2
57,7,0,3,9,9
58,3,4,9,10,6
59,2,10,1,6,3
60,10,0,9,2,3
61,9,10,2,5,8
62,6,2,6,3,9
63,4,1,5,3,5
64,6,5,7,8,3
65,5,7,1,8,1
66,9,8,7,9,4
67,9,9,7,1,5
68,10,1,9,9,10
69,8,3,5,7,1
70,7,5,0,1,9
71,6,5,0,4,1
72,9,2,3,3,10
73,9,4,0,7,6
74,2,0,6,7,0
75,10,10,7,3,0
76,0,2,6,1,5
77,8,10,8,5,9
78,4,6,7,5,2
79,9,1,7,9,8
80,10,2,2,10,10
81,9,0,9,2,4
82,3,7,3,6,9
83,2,5,4,4,8
84,4,1,9,0,4
85,8,9,5,2,3
86,3,6,5,3,6
87,3,1,2,9,2
88,6,4,6,1,6
89,7,1,7,10,7
90,8,7,2,7,1
91,10,7,1,10,3
92,0,3,5,8,10
93,2,0,10,2,6
94,4,8,10,9,6
95,6,7,4,0,5
96,1,10,0,1,4
97,1,5,9,10,1
98,0,2,6,1,10
99,8,3,0,9,0
100,2,1,7,0,5
101,10,2,10,10,0
102,7,10,9,2,2
103,8,8,10,8,5
104,9,7,8,0,8
105,2,3,1,0,2
106,7,10,5,6,0
107,8,10,7,2,8
108,10,5,4,5,3
109,2,9,6,7,6
110,7,4,10,6,5
111,2,1,6,10,9
112,4,7,2,10,8
113,6,9,10,4,6
114,0,5,4,3,0
115,4,0,0,4,9
116,10,0,9,0,0
117,0,3,9,0,0
118,5,10,10,10,9
119,8,8,4,2,10
120,6,6,4,2,10
121,4,6,1,9,9
122,2,3,2,5,8
123,9,4,2,2,5
124,6,6,9,8,1
125,3,5,5,3,8
126,3,4,5,7,3
127,10,6,6,10,5
128,0,9,0,8,3
129,2,3,8,6,1
130,0,1,4,6,2
131,6,7,10,8,8
132,1,9,6,2,4
133,1,2,4,6,3
134,2,4,10,9,1
135,6,2,6,0,8
136,1,7,10,9,2
137,9,7,1,5,8
138,10,2,2,2,5
139,1,5,1,0,1
140,8,7,1,9,1
141,7,6,8,5,2
142,10,8,1,2,8
143,4,0,5,1,2
144,1,0,2,7,7
145,4,10,1,8,9
146,1,0,3,4,1
147,2,9,8,1,3
148,6,5,6,1,3
149,2,6,2,0,9
150,5,3,0,0,5
151,10,3,6,1,10
152,9,2,4,10,1
153,0,10,5,4,0
154,2,1,7,5,8
155,7,10,3,10,4
156,4,4,4,9,0
157,9,5,0,6,7
158,9,0,1,9,3
159,10,10,1,8,7
160,2,4,1,4,2
161,0,0,1,0,0
162,3,4,4,3,0
163,5,9,8,2,4
164,9,6,8,6,3
165,9,3,5,9,9
166,1,2,8,3,1
167,8,6,1,0,10
168,5,9,4,9,5
169,2,8,3,10,1
170,0,4,4,3,7
171,6,2,4,0,6
172,2,0,7,6,7
173,4,0,4,3,8
174,5,5,5,3,8
175,5,4,6,10,4
176,7,0,7,3,9
177,0,4,0,1,0
178,8,3,10,5,8
179,2,3,5,7,5
180,7,5,9,2,3
181,10,7,3,1,2
182,2,6,8,8,7
183,9,4,8,9,6
184,3,4,8,6,0
185,4,1,10,6,0
186,0,2,7,8,9
187,2,8,3,6,3
188,3,3,2,0,0
189,8,4,3,8,9
190,3,7,2,5,3
191,5,2,9,0,1
192,2,8,8,2,2
193,3,2,3,0,5
194,2,8,6,2,0
195,4,8,3,7,3
196,7,9,0,7,9
197,2,10,1,10,0
198,8,0,1,8,1
199,10,10,4,3,4
200,3,7,3,4,0
201,7,4,10,0,4
202,8,6,1,10,4
203,1,6,3,3,3
204,10,0,0,0,2
205,7,0,3,4,6
206,2,1,10,6,1
207,10,3,8,8,0
208,5,1,5,9,10
209,6,0,7,0,7
210,1,8,5,10,7
211,3,5,0,3,10
212,4,7,0,8,3
213,3,8,1,7,0
214,1,7,10,2,3
215,2,5,2,6,8
216,3,7,10,4,9
217,8,10,2,4,9
218,4,10,1,9,2
219,8,6,8,2,2
220,6,5,8,3,5
221,5,10,0,4,9
222,3,3,8,4,10
223,5,2,9,1,8
224,3,7,2,9,0
225,3,2,4,4,6
226,3,6,1,2,5
227,6,2,10,1,8
228,2,10,8,1,4
229,10,7,2,9,4
230,7,2,9,7,1
231,5,9,8,10,3
232,0,7,7,6,5
233,1,6,5,5,9
234,4,6,1,9,7
235,3,10,1,4,3
236,0,6,3,9,3
237,0,0,5,4,8
238,0,0,4,4,6
239,6,9,0,5,9
240,3,10,0,0,9
241,3,8,1,10,7
242,7,10,0,4,9
243,8,0,10,1,10
244,0,10,8,10,3
245,1,3,7,2,10
246,7,6,3,10,8
247,6,4,2,4,4
248,8,7,4,10,10
249,7,3,9,1,1
250,3,2,9,7,1
251,8,1,1,6,10
252,10,5,1,2,6
253,6,7,3,3,0
254,4,10,8,5,1
255,9,8,6,8,10
256,1,0,8,7,5
257,7,4,10,6,7
258,5,3,1,9,0
259,6,5,6,8,6
260,10,6,7,1,9
261,4,3,4,7,10
262,6,10,8,6,1
263,5,4,9,8,3
264,6,1,5,9,1
265,8,7,6,7,1
266,4,5,5,7,10
267,0,0,8,8,6
268,5,3,0,1,2
269,3,9,2,8,10
270,4,2,2,4,7
271,7,3,2,9,6
272,1,7,7,0,9
273,6,1,3,5,9
274,8,9,3,3,0
275,5,3,2,5,9
276,3,10,9,8,3
277,7,5,6,1,8
278,10,10,9,9,0
279,9,6,8,2,10
280,5,1,9,10,6
281,2,2,7,9,0
282,4,0,4,3,9
283,4,1,1,6,2
284,9,9,7,0,8
285,1,7,1,3,9
286,7,3,2,6,6
287,3,3,9,3,1
288,6,8,6,8,5
289,3,3,6,2,6
290,8,0,2,6,1
291,4,9,4,4,6
292,9,2,3,2,9
293,5,3,1,7,7
294,8,3,0,3,4
295,10,6,0,10,1
296,5,5,4,1,8
297,4,7,4,7,2
298,4,5,0,4,1
299,5,10,10,10,6
300,10,4,2,7,7
301,6,4,0,1,10
302,0,10,4,1,8
303,3,9,10,2,1
304,0,8,2,3,6
305,8,7,2,5,7
306,6,6,3,9,2
307,10,6,7,2,1
308,10,0,6,1,2
309,3,6,1,6,1
310,7,0,5,9,8
311,1,7,1,6,10
312,5,7,4,3,10
313,4,2,9,0,7
314,5,1,2,8,2
315,7,3,2,0,0
316,7,2,5,1,7
317,5,10,5,1,5
318,4,5,1,7,8
319,8,2,5,8,5
320,6,9,5,1,9
321,4,7,6,3,7
322,0,3,0,1,9
323,8,10,5,1,9
324,4,6,5,7,10
325,8,2,9,3,8
326,6,3,5,4,7
327,2,2,8,1,4
328,0,9,10,6,0
329,3,4,9,9,8
330,6,9,4,1,0
331,7,8,9,1,3
332,9,6,2,7,9
333,9,7,6,3,5
334,1,0,5,2,10
335,2,0,6,7,9
336,2,4,9,6,6
337,2,8,0,8,5
338,8,0,4,7,3
339,6,3,10,4,4
340,3,9,5,2,8
341,3,7,2,10,8
342,4,1,3,9,2
343,4,5,6,9,2
344,0,3,3,9,10
345,7,3,9,3,1
346,0,5,0,5,0
347,6,2,6,0,10
348,1,10,0,6,9
349,6,1,8,10,5
350,6,4,5,7,1
351,0,6,4,6,4
352,3,8,7,3,7
353,3,3,8,3,1
354,8,1,1,8,9
355,4,4,5,2,10
356,4,1,1,1,3
357,8,5,9,8,10
358,4,10,0,5,2
359,5,9,5,0,1
360,1,6,0,4,1
361,3,5,6,10,4
362,10,10,3,3,1
363,0,1,0,3,0
364,7,1,9,7,9
365,6,7,10,1,9
366,6,5,0,6,9
367,7,0,5,8,2
368,9,1,10,3,0
369,3,0,5,8,7
370,1,3,2,9,1
371,3,8,2,8,9
372,8,2,8,2,1
373,6,5,1,9,1
374,10,4,10,1,2
375,1,3,4,9,7
376,10,7,4,9,6
377,6,3,9,6,0
378,7,1,1,6,8
379,8,3,8,2,2
380,1,10,7,2,3
381,10,9,0,4,6
382,4,8,1,2,7
383,10,5,0,8,2
384,6,9,10,5,10
385,0,2,0,10,5
386,8,8,0,1,5
387,0,8,7,0,1
388,4,6,6,9,1
389,5,9,8,10,6
390,4,1,0,1,4
391,7,1,10,8,8
392,7,3,6,7,3
393,7,7,5,2,0
394,4,8,7,3,4
395,0,10,7,3,0
396,0,9,3,3,2
397,6,2,1,10,4
398,0,8,7,4,6
399,0,4,1,9,0
400,2,9,8,9,5
401,6,7,7,4,3
402,9,2,10,7,3
403,6,9,9,10,5
404,4,9,8,8,3
405,10,4,0,10,0
406,9,3,10,0,1
407,3,10,0,8,10
408,10,10,9,9,1
409,10,7,6,8,3
410,9,1,9,8,4
411,1,10,8,3,3
412,2,6,2,1,9
413,9,5,10,7,4
414,5,4,2,10,3
415,7,5,10,1,10
416,2,9,3,5,1
417,6,4,10,6,10
418,7,7,10,8,0
419,9,8,4,10,8
420,7,5,6,0,7
421,4,10,9,9,2
422,9,10,0,6,5
423,0,6,2,2,7
424,7,5,2,1,2
425,0,10,9,5,6
426,9,2,3,1,10
427,10,9,0,7,6
428,0,7,9,3,0
