,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,8,8,7,10,5,0,2,5,7,7,10,6,6,7
1,1,2,9,6,1,7,9,6,5,0,10,8,6,1
2,3,2,2,0,5,1,7,4,0,0,2,10,1,0
3,7,2,4,6,5,9,8,4,4,4,6,0,8,3
4,5,7,5,10,0,9,0,1,1,2,4,7,3,1
5,2,10,8,2,0,7,5,4,6,6,6,9,3,9
6,5,10,3,0,4,9,7,1,1,2,7,1,7,6
7,5,2,1,5,6,8,8,7,4,10,4,9,1,3
8,6,6,7,8,6,5,4,5,1,1,3,3,0,0
9,3,8,4,1,2,8,2,3,4,1,9,10,10,4
10,9,0,6,10,1,9,3,1,10,4,10,3,5,9
11,2,0,10,7,9,10,10,6,6,8,5,6,9,4
12,2,7,7,7,0,7,10,6,8,9,8,1,5,4
13,0,4,8,9,5,4,0,3,0,3,10,2,3,0
14,3,2,2,4,1,0,0,10,0,2,6,10,3,1
15,4,10,2,9,4,10,0,8,5,7,1,6,10,1
16,8,10,7,4,3,6,3,7,7,5,6,4,5,2
17,3,6,8,6,2,2,2,0,2,4,3,9,2,8
18,9,4,0,3,0,3,3,3,9,4,8,4,3,9
19,6,4,9,9,6,3,3,10,7,0,3,0,1,8
20,3,1,9,2,2,10,5,3,5,1,1,5,2,2
21,5,1,8,3,1,6,7,3,10,9,2,3,5,7
22,6,8,8,2,1,6,2,2,4,4,2,9,7,3
23,2,7,9,7,9,10,7,8,6,3,9,5,1,4
24,10,9,9,7,10,1,3,2,10,9,0,2,9,4
25,0,3,2,8,0,6,5,8,10,10,5,3,3,0
26,4,10,2,9,5,5,3,0,5,1,0,7,9,8
27,1,2,2,1,3,1,2,7,2,10,4,8,10,2
28,7,7,4,9,5,4,0,10,3,6,6,10,10,5
29,4,7,10,6,1,5,8,0,8,0,8,7,0,3
30,6,9,10,1,9,5,7,6,10,7,0,9,1,3
31,8,3,3,9,0,10,1,5,3,9,2,8,4,6
32,2,2,9,7,1,9,6,4,10,8,3,9,2,2
33,2,3,10,0,2,10,7,10,4,0,6,9,6,5
34,8,3,8,8,4,5,7,8,4,4,0,4,8,9
35,0,8,3,0,10,2,4,0,2,8,5,7,8,10
36,2,0,0,3,5,6,2,2,8,5,9,2,9,4
37,6,2,10,2,1,6,3,4,4,10,8,5,4,1
38,7,7,8,1,1,0,2,10,6,1,9,8,8,7
39,4,8,5,4,8,9,9,8,8,5,4,2,3,0
40,5,5,9,8,5,9,1,8,2,1,5,0,4,2
41,2,5,2,1,3,2,5,4,0,9,1,9,6,9
42,2,10,10,10,7,3,2,2,0,1,1,2,1,6
43,1,7,1,2,8,6,8,2,9,5,7,8,8,8
44,8,6,6,1,5,10,10,2,4,2,8,4,3,7
45,0,6,3,1,10,9,5,6,6,9,6,2,1,3
46,10,8,8,8,2,7,0,3,8,6,2,3,8,4
47,4,0,6,4,2,3,0,9,5,9,2,0,10,4
48,2,5,6,5,0,6,8,4,9,4,0,2,6,3
49,10,10,3,9,10,0,8,9,0,1,9,3,2,2
50,4,8,8,10,1,1,10,3,2,5,7,0,1,9
51,6,7,6,2,3,2,2,4,8,8,10,3,3,8
52,7,10,7,4,7,3,4,10,2,1,10,9,9,1
53,10,5,2,10,0,6,10,6,3,7,8,1,8,0
54,9,9,9,3,0,3,8,6,8,3,4,1,6,9
55,2,3,9,3,10,1,1,9,7,5,2,6,4,1
56,9,3,0,5,6,10,0,9,8,9,4,9,1,0
57,2,6,6,6,8,5,0,8,7,2,10,7,1,3
58,4,9,0,2,0,2,6,2,6,4,6,0,7,1
59,1,8,3,8,5,3,2,8,6,1,8,8,10,1
60,10,8,0,9,0,6,3,1,9,7,1,8,1,1
61,9,3,3,1,2,1,0,8,5,2,2,8,3,9
62,6,7,0,0,9,6,10,6,9,10,5,0,1,0
63,2,5,9,1,8,3,9,0,3,3,4,1,7,2
64,7,6,4,3,5,3,4,2,0,10,4,0,4,6
65,4,8,1,3,3,10,6,0,1,5,10,9,0,7
66,10,6,9,0,0,1,2,0,2,10,4,5,2,5
67,2,10,10,9,1,6,4,5,6,2,4,9,6,4
68,4,2,10,3,0,10,4,9,9,0,6,6,8,5
69,3,0,8,0,10,5,1,5,10,7,2,0,10,6
70,0,2,10,3,8,9,9,0,6,6,1,1,6,8
71,8,7,7,6,5,1,2,9,1,2,5,8,7,4
72,10,1,1,8,6,6,4,8,8,2,1,6,7,2
73,8,6,8,1,5,9,5,5,8,0,2,5,9,10
74,8,8,4,5,8,3,2,5,1,2,4,0,2,8
75,5,4,7,6,2,2,1,6,8,1,9,4,1,2
76,1,8,3,7,8,3,10,5,2,0,8,0,9,1
77,6,10,5,7,2,5,2,8,1,6,9,6,10,5
78,2,4,9,9,6,7,5,2,2,7,5,9,2,2
79,8,8,8,2,10,7,8,0,3,0,3,1,2,9
80,2,2,0,4,3,4,2,4,0,3,5,1,8,3
81,10,3,9,4,5,7,3,0,5,5,6,10,0,9
