0,1,2,3,4,5,6,7,8
6,80,26,10,10,94,4,5,1
7,73,18,10,10,55,2,67,6
6,81,85,10,10,25,9,44,6
9,8,35,10,10,23,7,81,7
0,57,50,10,10,98,6,66,4
6,18,91,10,10,46,8,81,7
0,22,1,10,10,71,0,13,6
3,80,24,10,6,2,10,78,0
10,85,93,10,10,92,9,48,7
1,20,18,10,10,63,9,64,2
10,50,94,10,10,70,4,58,0
2,61,21,10,10,95,5,48,8
4,65,64,10,0,55,8,82,9
9,88,58,10,10,32,7,54,9
1,98,53,10,10,54,5,11,0
3,36,5,10,10,4,0,80,9
2,80,48,10,10,60,3,43,7
10,6,33,10,10,78,2,31,10
6,19,40,10,10,100,5,89,3
6,73,55,10,10,40,3,67,8
8,19,26,10,10,22,6,99,6
7,48,2,10,10,4,7,60,8
5,36,27,10,10,82,8,14,2
8,20,98,10,9,93,6,45,5
9,16,92,5,10,31,1,58,9
10,86,8,10,10,28,4,43,7
7,80,63,10,10,91,6,71,7
7,60,68,10,10,97,7,8,6
6,21,20,10,10,84,3,99,2
5,97,57,10,10,99,8,67,9
10,16,65,10,10,22,3,72,9
3,5,37,10,10,97,4,90,4
3,14,38,10,10,41,9,74,3
0,66,48,10,10,89,2,58,4
8,1,52,10,10,45,10,3,8
6,31,36,10,10,97,3,11,8
0,17,37,10,10,100,7,47,2
6,56,55,7,10,2,8,20,7
10,54,17,10,9,82,8,78,10
10,79,67,10,10,65,4,12,2
6,97,98,10,10,81,2,20,5
1,67,26,7,10,18,8,13,8
7,47,68,10,10,91,3,5,9
9,35,89,10,10,51,8,58,7
4,4,43,10,10,77,9,92,5
10,67,1,10,10,78,0,38,5
0,35,22,10,10,100,3,80,2
2,95,50,10,10,25,10,74,8
8,95,3,10,10,92,5,15,2
6,65,0,10,10,17,1,86,0
4,93,27,10,10,53,1,58,9
9,72,17,10,10,33,0,80,9
9,14,35,10,10,68,10,9,6
7,16,28,10,10,10,2,60,3
3,42,72,10,10,93,1,72,1
7,90,44,10,10,98,3,57,1
8,2,35,10,10,22,9,2,5
6,27,98,10,10,56,3,57,8
2,24,37,10,10,51,2,72,8
6,10,85,3,9,2,7,29,2
6,10,22,10,10,11,8,25,4
6,89,59,10,10,71,1,98,5
1,49,76,5,10,13,2,44,5
3,97,51,10,10,24,1,53,2
3,79,21,10,10,18,8,56,5
7,5,5,10,10,84,6,54,3
8,72,92,10,10,38,1,36,9
1,73,23,10,10,55,1,98,10
7,57,11,10,10,73,9,80,6
8,39,58,10,10,34,4,65,9
5,28,62,4,10,21,6,92,2
7,17,8,10,10,63,1,11,9
1,23,17,10,10,50,8,39,3
7,8,2,10,10,26,8,51,4
6,56,85,10,10,91,9,46,6
0,35,88,10,10,48,5,88,4
0,59,61,7,10,69,1,97,10
6,11,2,10,10,78,9,47,0
6,93,37,10,10,7,9,27,3
2,48,54,10,8,21,8,55,5
6,85,85,10,1,36,4,48,10
5,3,50,10,10,20,8,16,7
0,90,71,10,10,56,10,1,8
4,38,57,10,10,80,9,17,1
1,19,6,10,10,2,2,72,10
6,3,61,10,10,96,10,64,0
2,0,76,7,10,74,0,38,0
4,97,97,10,4,95,0,92,4
2,6,43,10,10,19,3,65,5
0,42,89,10,8,15,0,36,10
2,39,78,10,10,50,5,56,10
8,49,8,10,10,90,3,42,5
10,91,27,10,10,100,1,10,0
4,42,48,10,10,7,0,32,3
7,70,82,10,10,22,1,66,1
0,99,27,10,10,76,3,12,7
6,37,13,10,10,75,0,56,8
4,49,95,10,10,68,2,11,0
4,1,65,1,10,85,4,9,2
3,28,15,4,10,11,5,14,10
5,30,71,10,10,27,7,21,0
1,87,94,10,10,56,5,19,6
4,55,29,10,10,56,5,78,3
5,8,63,10,10,47,0,35,10
10,88,17,10,10,90,1,2,3
1,26,65,10,10,93,1,1,9
3,7,90,10,10,58,4,43,2
7,87,33,10,10,36,2,45,2
1,42,99,10,10,2,8,28,0
4,32,64,9,10,51,2,46,5
0,25,76,10,10,41,5,73,1
1,86,67,10,10,21,3,99,4
1,46,18,10,10,55,8,91,5
8,96,51,4,10,0,1,88,10
7,6,98,10,10,74,0,75,10
2,36,15,4,10,2,5,33,4
3,45,6,10,10,10,2,82,2
0,23,87,10,6,60,6,90,10
10,56,33,10,10,57,1,61,7
0,67,71,10,10,58,4,88,4
7,39,12,3,9,95,0,57,1
7,61,71,10,10,91,9,21,5
4,80,56,10,10,51,9,51,3
10,86,70,10,10,55,1,81,4
6,60,67,10,10,34,4,95,4
2,65,20,10,10,4,5,66,5
1,9,20,10,10,71,9,20,7
7,12,29,10,10,57,2,69,8
9,1,95,10,10,4,3,2,2
3,28,17,10,10,52,1,48,9
7,65,58,10,4,87,9,35,6
9,75,45,10,10,69,5,30,5
2,21,10,10,10,82,7,11,0
3,58,4,10,10,70,5,75,5
9,81,77,10,10,75,1,13,4
3,72,93,10,3,55,10,16,2
7,71,22,10,10,35,9,72,0
4,50,66,10,10,75,4,77,5
9,32,39,10,10,54,3,76,1
1,3,57,10,10,68,7,95,4
4,15,41,10,10,76,8,92,5
10,54,93,10,10,27,5,9,1
9,24,2,10,10,60,7,25,3
8,17,3,10,10,4,7,51,9
0,47,18,10,10,91,10,95,9
4,8,4,10,10,77,7,33,6
5,28,34,10,10,47,6,29,2
10,56,6,10,10,60,3,29,6
3,19,65,10,1,59,4,4,10
7,31,67,10,10,53,7,65,3
9,44,4,10,10,56,10,92,0
8,59,76,10,10,8,5,68,5
8,62,95,10,10,42,3,62,8
7,12,60,10,10,52,1,81,0
2,47,76,0,10,63,10,58,3
3,43,20,10,10,41,2,4,1
0,80,8,10,10,84,7,60,2
9,83,46,10,10,77,5,54,3
3,36,60,10,10,99,2,51,4
10,68,73,5,10,44,8,64,6
3,85,33,10,10,0,2,41,1
9,71,4,10,10,21,0,46,5
9,53,72,10,10,76,4,17,8
2,64,33,10,10,14,0,85,7
10,84,14,10,10,2,5,97,1
3,52,56,7,10,65,7,85,6
4,88,82,4,10,72,3,3,10
10,72,27,10,10,7,10,64,2
8,11,61,10,10,61,6,10,6
1,53,45,10,10,96,7,82,8
5,30,58,10,10,90,1,8,5
5,3,76,0,10,27,3,43,0
5,76,94,10,10,51,0,64,7
6,84,20,9,10,2,10,93,9
6,78,56,10,10,80,5,26,8
8,2,58,10,10,52,1,100,2
8,17,50,10,10,1,2,69,6
8,65,70,10,10,29,4,68,5
9,29,2,10,10,80,10,91,9
7,62,24,6,10,54,2,37,4
10,1,72,10,10,37,6,30,2
3,16,57,10,10,86,4,15,4
0,74,48,10,10,43,1,25,1
9,49,47,10,10,71,2,6,0
9,50,91,10,10,54,3,96,5
1,71,80,10,10,96,8,98,1
5,46,78,10,10,33,7,11,4
9,42,22,6,10,69,3,71,6
5,0,87,10,10,17,10,53,10
0,85,32,4,10,78,4,62,6
6,54,95,10,10,61,7,23,2
1,29,26,10,10,64,7,32,2
0,6,65,10,8,81,8,82,5
5,67,80,10,10,22,4,25,9
9,34,49,10,10,92,7,88,5
4,82,63,10,10,31,10,54,9
7,51,10,10,10,83,4,30,1
8,60,30,10,10,57,8,59,6
5,45,60,10,10,44,10,80,0
5,90,4,10,10,9,4,86,8
6,66,92,10,10,45,5,23,5
10,25,13,10,10,55,9,9,10
8,71,70,10,10,10,6,54,0
3,64,73,10,10,40,5,79,8
4,49,36,10,10,95,4,74,9
1,0,71,10,10,36,6,0,2
8,4,25,10,10,60,0,76,1
6,10,7,7,10,72,9,89,5
9,7,8,10,5,66,4,57,10
8,10,81,10,10,18,5,36,10
1,90,46,10,10,7,10,19,10
8,18,63,10,10,49,10,52,4
2,62,66,10,10,48,6,7,6
10,57,4,10,6,48,3,63,8
4,79,18,10,10,7,5,96,4
7,94,7,10,10,67,10,39,0
6,62,52,10,10,85,8,6,5
9,9,11,10,10,50,3,71,3
0,60,4,10,10,15,10,70,0
4,4,45,10,10,65,10,87,7
6,41,45,10,10,26,0,28,4
0,21,40,10,10,65,4,72,7
8,28,22,10,10,78,10,89,6
10,93,51,10,10,21,7,75,9
7,99,3,10,10,93,3,44,4
1,51,92,10,10,96,5,36,9
6,33,78,4,5,31,3,91,1
2,17,89,10,0,23,2,31,7
3,59,70,10,10,53,1,58,8
10,56,95,10,10,87,8,8,1
3,29,77,10,10,64,2,62,7
0,86,88,10,7,31,5,94,6
2,50,30,10,10,19,9,72,10
5,22,61,10,10,66,6,29,9
5,17,88,10,10,67,2,71,0
2,2,11,10,10,70,1,22,6
4,3,27,10,10,58,6,5,10
2,55,36,10,10,34,1,51,10
2,92,97,10,10,86,10,34,10
4,98,97,10,10,64,1,15,8
4,28,37,10,10,37,5,24,3
6,70,91,10,10,9,7,92,4
10,7,13,10,10,89,3,74,4
5,88,16,10,2,79,3,89,9
2,36,30,10,10,3,7,30,0
5,58,41,10,10,69,2,33,2
9,9,50,10,10,58,10,80,10
3,85,2,10,9,24,6,99,8
1,60,81,10,10,72,8,55,2
9,89,15,10,10,64,6,81,6
7,41,14,10,10,44,0,100,1
9,92,65,0,10,1,6,31,3
7,65,45,10,10,80,10,10,5
7,41,16,10,10,30,7,66,7
2,96,48,10,10,60,8,92,4
6,0,7,9,10,54,8,42,2
9,82,56,10,10,56,10,36,5
1,44,8,10,10,65,10,71,7
10,33,19,10,10,90,7,20,8
9,37,100,10,10,66,5,73,5
3,51,0,10,10,23,10,7,10
2,52,89,10,9,24,9,11,3
2,3,95,10,10,42,1,72,9
4,55,74,10,10,17,8,88,7
9,86,43,10,10,45,0,75,4
3,90,53,10,10,97,2,10,3
0,82,88,10,10,25,4,15,7
1,51,31,10,10,32,5,20,7
4,6,7,10,10,90,10,75,4
3,57,57,10,10,77,8,59,4
6,59,63,10,10,52,8,4,1
9,97,59,10,10,78,10,53,9
3,36,95,10,10,64,8,36,8
8,33,17,10,10,32,6,95,8
1,11,28,10,10,49,6,32,6
5,5,31,10,10,35,6,87,2
3,67,74,10,10,73,0,81,6
2,23,45,10,2,37,1,35,10
1,5,82,10,10,82,6,88,5
1,77,15,10,10,55,10,63,6
3,44,11,10,10,29,7,17,5
10,24,38,10,10,60,3,61,5
10,37,55,10,10,50,5,32,10
9,56,2,10,6,86,1,45,3
3,89,66,10,10,6,6,74,2
9,16,8,10,10,40,7,61,6
4,76,54,9,10,79,3,62,1
2,32,2,6,10,72,4,35,10
10,91,15,10,10,92,7,8,8
7,22,55,10,10,18,5,76,6
9,88,25,10,3,94,5,92,4
6,73,13,0,10,17,6,45,10
4,32,72,10,10,94,7,98,9
7,93,86,10,10,26,4,2,1
8,7,33,10,10,83,3,79,7
5,22,56,10,10,21,9,75,9
8,67,92,10,10,72,6,32,1
1,41,35,6,10,41,4,20,7
4,2,40,10,10,0,10,37,1
5,67,11,10,10,80,10,92,9
3,57,57,10,10,32,2,95,5
10,46,43,10,10,79,1,78,1
5,9,6,10,10,91,6,81,4
1,66,0,10,10,57,8,99,1
0,90,1,10,10,32,3,84,7
9,29,87,10,10,53,4,4,9
2,4,73,10,10,36,3,23,9
5,16,88,10,10,49,8,10,5
4,31,62,10,10,84,4,75,5
4,42,84,10,10,8,2,79,7
1,79,60,10,10,59,4,46,8
9,69,53,10,10,13,7,16,1
1,62,71,10,10,64,0,57,7
5,13,15,10,10,33,7,25,7
4,21,55,9,10,75,7,1,0
4,27,60,10,10,71,9,19,8
4,11,93,10,10,67,5,91,2
2,48,92,10,10,56,6,98,8
6,29,77,2,10,29,10,8,0
9,24,24,10,10,92,3,69,3
0,62,9,10,10,0,7,59,4
0,46,61,10,10,4,6,29,5
8,66,29,10,10,15,9,75,5
10,75,37,10,7,39,3,69,0
6,74,43,10,10,88,6,59,2
0,90,36,10,10,97,8,48,9
7,47,31,10,10,8,3,95,8
3,29,38,10,10,51,8,23,9
8,30,1,10,10,49,5,6,0
7,82,27,10,10,56,9,53,10
5,14,21,10,10,66,10,62,10
10,39,80,10,10,72,7,53,10
0,8,0,10,9,78,5,73,5
6,78,15,10,10,5,0,47,5
3,7,89,10,10,9,3,61,9
9,42,6,10,10,83,5,9,1
8,53,43,10,10,4,10,36,3
3,32,11,10,10,74,8,47,6
5,13,92,10,10,49,10,31,6
4,18,81,10,10,95,3,73,3
6,99,74,10,1,36,1,29,10
1,35,11,10,10,55,0,25,6
8,89,96,10,10,56,2,24,9
8,71,90,10,10,27,6,96,8
0,36,25,10,5,71,8,76,9
1,40,12,10,3,84,10,7,1
8,60,39,10,10,11,2,85,3
10,46,69,10,10,40,1,31,5
10,98,56,10,10,28,8,81,2
1,30,83,10,10,3,9,46,10
9,80,35,10,10,65,2,66,1
0,38,17,10,10,7,5,47,0
3,18,66,10,10,68,2,30,10
7,42,83,10,10,60,4,13,3
2,0,17,10,10,2,7,77,1
10,51,74,10,10,57,7,59,7
0,98,43,10,10,20,1,80,3
2,94,15,5,10,94,6,26,7
10,62,56,10,10,19,6,90,1
8,4,98,10,9,71,4,85,10
0,20,23,10,10,24,5,3,2
9,1,90,10,10,52,0,67,8
10,48,55,10,10,93,3,78,0
8,36,32,10,10,64,0,27,9
9,81,70,10,10,13,4,70,10
3,51,36,10,10,32,0,5,0
10,95,30,10,10,26,1,50,2
8,8,92,10,10,10,2,4,3
10,40,42,9,10,34,2,0,8
9,87,91,10,10,10,8,44,0
0,92,54,10,2,96,3,57,10
2,98,60,10,10,73,8,64,7
