0,1,2,3,4,5,6,7,8
6,80,26,31,11,94,4,5,1
7,73,18,25,68,55,2,67,6
6,81,85,70,16,25,9,44,6
9,8,35,72,35,23,7,81,7
0,57,50,53,47,98,6,66,4
6,18,91,89,84,46,8,81,7
0,22,1,71,78,71,0,13,6
3,80,24,70,6,2,10,78,0
10,85,93,98,100,92,9,48,7
1,20,18,40,19,63,9,64,2
10,50,94,50,84,70,4,58,0
2,61,21,46,96,95,5,48,8
4,65,64,12,0,55,8,82,9
9,88,58,47,30,32,7,54,9
1,98,53,17,64,54,5,11,0
3,36,5,88,25,4,0,80,9
2,80,48,99,13,60,3,43,7
10,6,33,97,51,78,2,31,10
6,19,40,34,11,100,5,89,3
6,73,55,32,89,40,3,67,8
8,19,26,92,18,22,6,99,6
7,48,2,16,65,4,7,60,8
5,36,27,69,16,82,8,14,2
8,20,98,20,9,93,6,45,5
9,16,92,5,13,31,1,58,9
10,86,8,78,42,28,4,43,7
7,80,63,48,11,91,6,71,7
7,60,68,19,26,97,7,8,6
6,21,20,89,83,84,3,99,2
5,97,57,81,31,99,8,67,9
10,16,65,81,55,22,3,72,9
3,5,37,67,37,97,4,90,4
3,14,38,80,95,41,9,74,3
0,66,48,84,88,89,2,58,4
8,1,52,15,11,45,10,3,8
6,31,36,57,21,97,3,11,8
0,17,37,100,88,100,7,47,2
6,56,55,7,78,2,8,20,7
10,54,17,10,9,82,8,78,10
10,79,67,84,56,65,4,12,2
6,97,98,26,17,81,2,20,5
1,67,26,7,43,18,8,13,8
7,47,68,22,53,91,3,5,9
9,35,89,16,86,51,8,58,7
4,4,43,100,12,77,9,92,5
10,67,1,73,70,78,0,38,5
0,35,22,10,22,100,3,80,2
2,95,50,71,22,25,10,74,8
8,95,3,81,83,92,5,15,2
6,65,0,19,68,17,1,86,0
4,93,27,54,58,53,1,58,9
9,72,17,32,60,33,0,80,9
9,14,35,74,38,68,10,9,6
7,16,28,50,50,10,2,60,3
3,42,72,31,82,93,1,72,1
7,90,44,69,24,98,3,57,1
8,2,35,94,70,22,9,2,5
6,27,98,31,49,56,3,57,8
2,24,37,70,88,51,2,72,8
6,10,85,3,9,2,7,29,2
6,10,22,24,72,11,8,25,4
6,89,59,12,99,71,1,98,5
1,49,76,5,91,13,2,44,5
3,97,51,28,47,24,1,53,2
3,79,21,29,24,18,8,56,5
7,5,5,18,79,84,6,54,3
8,72,92,98,69,38,1,36,9
1,73,23,46,92,55,1,98,10
7,57,11,57,79,73,9,80,6
8,39,58,48,43,34,4,65,9
5,28,62,4,20,21,6,92,2
7,17,8,24,64,63,1,11,9
1,23,17,37,17,50,8,39,3
7,8,2,81,77,26,8,51,4
6,56,85,10,98,91,9,46,6
0,35,88,57,97,48,5,88,4
0,59,61,7,57,69,1,97,10
6,11,2,28,98,78,9,47,0
6,93,37,63,37,7,9,27,3
2,48,54,81,8,21,8,55,5
6,85,85,16,1,36,4,48,10
5,3,50,54,30,20,8,16,7
0,90,71,49,72,56,10,1,8
4,38,57,88,72,80,9,17,1
1,19,6,26,66,2,2,72,10
6,3,61,81,30,96,10,64,0
2,0,76,7,27,74,0,38,0
4,97,97,33,4,95,0,92,4
2,6,43,58,27,19,3,65,5
0,42,89,53,8,15,0,36,10
2,39,78,36,100,50,5,56,10
8,49,8,69,39,90,3,42,5
10,91,27,20,86,100,1,10,0
4,42,48,86,89,7,0,32,3
7,70,82,34,38,22,1,66,1
0,99,27,72,73,76,3,12,7
6,37,13,43,90,75,0,56,8
4,49,95,26,34,68,2,11,0
