,0,1,2,3,4,5
0,4,2,8,3,1,10
1,9,3,3,0,7,8
2,7,5,8,9,5,4
3,6,2,7,10,4,6
4,0,10,1,9,8,0
5,1,9,10,6,9,1
6,7,8,0,7,7,7
7,0,6,1,1,7,9
8,0,6,9,5,3,10
9,3,3,2,4,8,2
10,2,3,2,3,5,2
11,2,5,10,2,3,0
12,4,0,0,8,4,0
13,7,7,3,7,7,8
14,5,4,9,2,3,6
15,8,4,3,8,8,4
16,7,9,7,5,1,4
17,7,4,4,2,5,5
18,4,3,7,6,2,1
19,1,3,0,2,5,7
20,3,5,7,10,0,3
21,0,9,4,7,8,3
22,4,9,2,10,5,4
23,3,7,1,6,1,7
24,9,6,10,10,4,5
25,3,2,3,2,10,3
26,9,10,8,7,9,0
27,9,1,1,8,9,1
28,1,6,5,0,6,2
29,6,10,4,8,6,8
30,8,7,9,7,9,2
31,0,1,5,6,1,4
32,2,1,3,3,10,3
33,6,6,10,4,2,9
34,4,0,10,10,5,10
35,9,2,9,0,7,3
36,3,5,5,9,2,7
37,8,4,9,1,4,4
38,8,0,10,1,5,6
39,10,3,8,6,1,2
40,8,5,3,0,3,9
41,3,9,9,4,4,5
42,9,9,3,8,9,9
43,7,9,8,4,4,2
44,1,9,3,4,4,6
45,10,7,7,4,3,5
46,2,1,5,5,7,9
47,0,1,6,4,10,1
48,4,5,5,8,6,9
49,3,0,5,7,1,8
50,6,6,4,2,9,6
51,4,5,3,3,9,3
52,10,1,6,2,1,5
53,0,5,6,8,8,2
54,6,7,9,9,10,7
55,7,7,1,9,5,7
56,10,8,1,4,9,1
57,1,7,6,1,3,8
58,9,9,2,1,7,10
59,6,3,9,5,5,5
60,3,8,8,9,6,4
61,9,0,3,3,7,5
62,4,5,9,6,9,5
63,9,4,3,9,2,3
64,8,6,7,10,7,7
65,4,4,8,3,5,3
66,0,9,6,3,7,1
67,10,0,0,3,3,5
68,7,9,8,6,9,7
69,8,8,7,4,5,1
70,8,1,1,8,2,8
71,4,4,5,1,7,1
72,7,5,0,8,9,3
73,9,2,8,10,0,1
74,6,8,5,0,0,9
75,8,1,8,10,8,2
76,5,4,5,6,2,3
77,8,8,7,4,9,3
78,0,10,8,7,7,8
79,1,0,10,0,0,6
80,4,1,1,3,1,4
81,1,1,2,7,4,3
82,10,1,7,0,10,1
83,1,2,9,0,8,8
84,10,4,7,0,8,8
85,8,5,2,10,8,0
86,9,2,1,0,3,5
87,8,8,2,8,2,3
88,4,2,7,6,9,1
89,1,4,10,8,2,1
90,6,2,7,6,3,10
91,9,7,0,3,6,0
92,6,5,4,3,1,9
93,7,4,6,1,2,7
94,6,7,8,8,0,3
95,8,3,9,0,5,7
96,2,10,10,3,9,10
97,10,3,4,4,8,0
98,3,6,9,4,7,6
99,7,10,9,4,0,3
100,3,2,9,10,6,3
101,5,9,6,3,0,6
102,2,9,10,8,10,4
103,10,0,5,5,10,0
104,2,4,8,5,3,6
105,5,4,5,7,6,2
106,10,4,8,2,6,4
107,4,8,2,8,6,3
108,2,8,3,4,2,2
109,3,6,8,4,4,8
110,10,10,7,7,8,10
111,0,3,3,3,0,2
112,4,10,7,7,10,7
113,1,4,5,5,10,9
114,3,9,5,6,9,9
115,2,0,6,10,6,0
116,9,9,10,0,5,7
117,2,4,7,7,1,3
118,8,7,1,8,0,4
119,0,3,8,9,0,8
120,3,0,9,1,0,8
121,6,7,0,6,10,10
122,4,7,8,9,3,5
123,8,8,6,6,3,3
124,9,10,1,5,6,7
125,0,5,2,9,4,6
126,8,8,9,6,2,6
127,6,1,10,2,0,2
128,9,9,5,2,5,7
129,8,2,2,5,4,9
130,3,1,5,9,3,2
131,2,8,4,1,1,10
132,8,0,8,3,10,7
133,0,8,4,6,8,6
134,0,1,2,9,5,8
135,6,3,0,9,5,0
136,9,4,3,5,3,7
137,2,4,10,8,1,1
138,4,5,8,1,4,6
139,6,2,4,0,5,6
140,1,2,10,5,1,7
141,2,2,10,8,5,0
142,0,7,1,8,6,3
143,4,3,6,2,4,5
144,2,0,10,4,6,7
145,5,1,5,0,1,7
146,9,2,5,8,4,4
147,4,6,3,9,9,4
148,8,6,7,7,7,3
149,0,6,10,9,4,4
150,0,1,1,0,10,9
151,10,1,2,10,1,6
152,2,0,2,5,10,2
153,6,5,9,7,0,1
154,2,5,10,0,8,3
155,7,10,7,5,1,6
156,8,9,0,5,9,7
157,10,7,10,4,3,5
158,1,9,0,10,7,7
159,10,2,1,1,7,10
160,7,10,8,8,10,0
161,8,9,5,4,10,8
162,0,3,9,1,10,6
163,8,6,0,9,2,6
164,6,10,1,1,5,3
165,3,9,10,8,10,0
166,4,9,3,2,8,9
167,8,10,3,5,1,6
168,7,0,8,3,8,7
169,5,1,0,10,2,6
170,8,7,6,5,7,7
171,2,3,0,1,3,10
172,10,1,5,0,4,10
173,5,8,8,0,9,10
174,4,10,6,3,5,1
175,6,10,4,1,3,4
176,0,6,3,2,10,1
177,2,2,3,9,8,5
178,9,5,6,7,4,5
179,5,4,1,7,5,4
180,8,10,5,2,1,2
181,8,5,8,3,4,0
182,5,8,1,4,6,4
183,3,9,3,2,7,4
184,5,1,9,8,6,6
185,7,3,8,2,5,7
186,7,1,6,8,1,6
187,9,9,9,3,1,5
188,5,0,6,10,4,5
189,2,8,6,0,3,4
190,9,10,6,9,0,5
191,9,1,2,3,10,6
192,5,9,7,2,10,2
193,8,7,9,3,0,3
194,8,9,2,6,8,4
195,8,6,10,10,5,2
196,0,2,8,4,2,7
197,9,5,1,9,10,1
198,7,1,4,8,1,3
199,0,7,0,8,4,10
200,1,6,5,3,10,2
201,2,6,0,7,3,10
202,4,4,4,4,6,9
203,2,1,7,0,0,9
204,7,4,4,4,10,0
205,0,5,8,10,1,9
206,6,4,5,5,3,7
207,0,9,7,1,2,4
208,3,0,3,9,4,5
209,7,5,3,0,2,0
210,5,3,5,5,9,9
211,10,4,5,10,5,5
212,0,1,5,9,10,5
213,10,1,8,0,5,4
214,9,7,7,10,9,7
215,8,8,0,3,4,1
216,5,9,10,7,5,10
217,4,3,8,4,5,10
218,7,7,2,7,0,10
219,2,4,10,0,4,3
220,10,7,3,6,6,1
221,4,2,2,5,10,1
222,7,2,10,7,2,5
223,9,0,0,9,3,8
224,10,3,6,3,6,1
225,4,2,8,7,0,8
226,8,10,10,7,3,0
227,3,0,2,7,6,5
228,10,6,2,3,6,1
229,6,6,6,5,7,1
230,7,3,6,0,1,4
231,10,9,10,8,5,0
232,4,0,3,8,6,0
233,8,6,5,10,0,7
234,1,5,2,8,6,3
235,2,1,9,5,2,1
236,8,1,8,9,9,8
237,6,3,8,1,5,3
238,2,6,10,2,9,4
239,3,6,5,5,4,0
240,5,4,3,2,5,3
241,6,5,4,7,6,4
242,5,1,7,10,6,10
243,6,7,3,9,6,7
244,4,8,6,3,9,1
245,4,0,7,0,1,3
246,2,6,9,9,8,2
247,9,3,10,4,8,2
248,10,1,3,0,4,10
249,1,6,4,6,4,5
250,2,6,7,5,1,8
251,10,10,2,7,7,9
252,2,4,4,0,7,4
253,2,9,0,0,8,10
254,10,0,10,2,8,10
255,10,9,5,7,8,8
256,5,0,7,2,1,7
257,6,6,5,0,0,0
258,5,3,5,9,4,8
259,6,1,0,1,10,1
260,9,2,1,3,10,7
261,5,9,3,9,9,8
262,2,6,6,7,5,3
263,5,2,5,1,0,3
264,1,9,6,4,5,6
265,10,3,0,5,1,8
266,7,2,0,9,0,9
267,10,9,3,6,1,8
268,1,3,1,6,2,6
269,1,10,5,8,6,5
270,9,10,3,10,6,8
271,2,0,7,1,7,3
272,10,2,10,1,3,2
273,0,6,4,2,7,0
274,3,2,8,7,5,4
275,6,9,2,0,1,1
276,1,3,8,3,1,1
277,3,5,0,1,7,5
278,8,6,10,2,0,5
279,2,8,9,2,8,5
280,5,4,0,10,5,5
281,5,6,7,7,3,0
282,9,5,10,0,4,1
283,6,5,1,4,4,6
284,9,9,7,5,6,6
285,1,6,3,1,1,1
286,10,2,9,2,3,2
287,10,9,7,9,6,4
288,7,9,5,3,9,7
289,4,4,2,4,1,10
290,3,1,10,3,9,5
291,7,3,8,2,3,7
292,0,1,2,3,6,0
293,10,0,10,7,4,10
294,7,7,1,0,0,2
295,4,4,4,9,5,0
296,10,4,6,6,8,0
297,3,4,4,4,9,8
298,7,7,6,2,6,8
299,7,6,8,5,7,5
300,2,7,2,2,4,5
301,7,0,6,0,2,7
302,0,8,1,5,3,6
303,2,6,6,7,3,10
304,1,8,9,0,8,7
305,0,6,6,3,3,2
306,1,8,10,4,4,6
307,2,4,10,6,8,2
308,5,4,2,3,7,10
309,4,1,5,7,9,7
310,1,8,10,0,10,4
311,10,3,2,0,0,9
312,0,3,6,0,2,0
313,1,6,9,10,10,1
314,2,6,10,0,3,3
315,2,1,6,6,0,5
316,7,3,2,5,1,6
317,6,9,6,0,1,6
318,3,9,0,7,10,10
319,9,1,7,2,10,4
320,4,9,6,7,1,3
321,4,3,5,0,6,1
322,4,9,4,1,5,10
323,2,4,1,10,1,5
324,10,7,7,10,8,5
325,10,2,5,2,9,3
326,7,0,6,7,2,4
327,8,0,2,10,4,3
328,1,2,4,3,6,5
329,7,10,2,6,5,2
330,6,10,10,8,2,3
331,2,3,0,7,2,0
332,6,1,3,9,2,5
333,4,1,3,0,4,1
334,5,2,3,3,2,6
335,1,8,5,9,2,8
336,7,1,1,7,9,8
337,9,6,5,7,2,10
338,6,3,7,1,5,10
339,8,2,10,7,10,5
340,4,1,1,9,8,3
341,8,3,5,9,4,0
342,1,4,8,9,8,4
343,5,1,0,6,7,9
344,7,3,1,8,1,4
345,5,3,0,0,0,10
346,2,9,3,6,8,7
347,2,8,1,10,5,6
348,10,6,5,5,6,1
349,10,2,5,0,10,4
350,7,10,8,4,1,4
351,6,5,1,1,4,1
352,4,9,6,3,6,8
353,7,1,8,10,0,3
354,5,6,7,4,8,7
355,4,7,1,8,2,0
356,9,4,3,4,6,10
357,5,6,8,4,8,8
358,3,2,3,6,8,3
359,4,8,6,6,9,6
360,1,0,1,2,7,7
361,9,5,1,8,5,0
362,0,1,8,2,5,4
363,4,2,4,9,10,8
364,8,9,8,1,10,7
365,7,10,2,2,3,6
366,5,9,2,4,10,10
367,5,3,5,1,8,6
368,5,1,0,10,0,4
369,6,1,9,4,7,10
370,10,0,7,0,7,7
371,5,0,4,3,7,9
372,7,10,3,6,8,3
373,7,9,8,2,1,10
374,7,9,8,8,8,9
375,6,0,3,5,9,8
376,3,10,8,2,5,5
377,8,1,6,8,9,4
378,2,4,5,10,2,8
379,6,9,7,9,8,1
380,7,2,0,10,6,7
