0,1,2,3,4,5
1,9,10,10,25,5
1,3,58,3,38,7
0,0,27,7,19,9
3,10,86,9,45,8
8,8,1,0,20,3
6,0,57,3,44,5
1,3,7,2,6,10
0,6,2,1,19,5
5,10,12,2,85,5
6,10,66,3,71,7
5,0,27,6,34,0
0,3,89,3,84,1
9,9,91,7,6,10
6,10,62,5,32,9
5,8,40,1,35,7
6,9,61,6,99,6
7,6,0,10,6,4
7,3,50,8,26,4
8,3,39,0,16,6
10,3,51,8,3,4
6,8,79,7,52,0
10,1,87,4,93,8
9,10,39,9,81,3
3,10,58,4,22,7
1,7,46,8,23,0
7,10,96,1,7,8
6,4,43,5,93,0
5,0,4,5,15,10
9,10,30,5,10,2
9,1,25,9,26,1
0,10,59,5,100,5
3,3,65,0,48,3
9,3,39,1,33,5
5,9,70,3,28,1
1,9,99,1,47,5
5,4,32,7,59,7
3,1,50,0,15,6
9,0,62,3,0,3
9,2,32,5,89,8
5,8,8,9,1,9
8,7,73,6,63,10
6,2,62,4,11,4
3,8,32,7,75,5
10,0,59,10,55,1
8,6,17,3,50,5
0,4,5,2,19,6
10,2,66,7,68,0
10,3,90,4,80,3
1,2,15,8,35,7
4,0,50,4,67,3
2,4,24,8,73,7
10,9,28,8,86,2
5,9,99,6,53,4
6,9,86,8,2,10
0,4,36,5,10,6
10,8,49,5,54,1
4,6,21,5,51,8
9,7,93,0,4,7
7,4,67,6,73,7
10,2,51,8,5,8
10,7,71,9,1,1
9,9,73,0,67,9
7,8,99,4,72,1
6,9,44,10,69,2
9,3,18,10,78,2
2,9,47,8,21,9
8,7,78,8,82,8
8,7,14,2,52,5
4,1,37,9,84,8
1,3,65,9,68,2
10,6,66,5,99,5
1,6,31,9,19,0
10,9,43,8,40,6
9,9,16,9,84,1
10,2,59,5,28,1
7,8,63,9,44,5
8,0,35,1,70,6
9,2,14,7,30,3
9,2,76,6,7,4
5,4,23,7,14,3
4,4,26,10,33,4
8,5,32,8,7,4
6,5,97,10,6,8
9,8,71,0,7,2
8,3,62,6,25,3
10,7,95,8,94,8
4,10,62,10,18,10
1,0,41,0,28,7
8,7,71,4,31,7
8,0,24,5,54,9
1,8,16,5,36,8
8,4,37,5,44,9
0,10,25,8,41,4
8,6,14,4,53,0
0,9,83,10,88,8
4,2,5,4,78,10
6,8,19,5,6,6
3,1,68,0,80,6
2,6,6,4,56,4
5,0,73,1,31,10
6,6,11,0,44,10
3,1,27,4,25,10
0,4,66,4,90,2
1,3,46,1,75,4
1,0,10,8,11,1
8,9,66,3,33,2
9,9,36,7,22,3
7,5,32,6,18,0
6,4,66,4,92,9
8,4,96,6,17,0
8,2,45,5,62,5
1,4,6,8,69,4
7,9,90,10,52,7
10,1,65,0,90,7
7,8,39,8,39,3
8,10,63,2,70,0
3,7,82,5,77,10
9,5,25,8,99,6
1,8,81,3,69,10
4,9,77,8,55,7
9,6,51,4,100,1
5,5,74,7,22,6
2,2,25,9,20,6
9,6,62,2,49,9
3,5,92,1,60,4
6,3,78,3,46,0
2,5,77,9,52,5
9,1,79,7,34,9
0,9,43,6,42,10
10,5,67,6,84,10
5,7,33,1,98,10
7,4,17,6,12,6
10,9,64,5,61,2
4,9,1,1,62,3
1,0,73,2,49,2
10,8,75,7,61,9
3,5,21,9,98,10
4,1,93,1,48,4
0,10,73,4,36,4
9,2,77,8,29,8
2,8,45,5,48,7
10,0,79,5,42,9
4,10,25,6,99,5
1,6,73,0,3,2
6,1,51,3,93,3
3,10,46,3,69,10
7,6,0,9,5,0
1,4,30,10,41,4
7,9,21,7,30,9
2,4,31,9,60,7
0,0,33,2,18,10
10,2,27,9,4,5
