,0,1,2,3,4,5
0,1,9,10,10,25,5
1,1,3,58,3,38,7
2,0,0,27,7,19,9
3,3,10,86,9,45,8
4,8,8,1,0,20,3
5,6,0,57,3,44,5
6,1,3,7,2,6,10
7,0,6,2,1,19,5
8,5,10,12,2,85,5
9,6,10,66,3,71,7
10,5,0,27,6,34,0
11,0,3,89,3,84,1
12,9,9,91,7,6,10
13,6,10,62,5,32,9
14,5,8,40,1,35,7
15,6,9,61,6,99,6
16,7,6,0,10,6,4
17,7,3,50,8,26,4
18,8,3,39,0,16,6
19,10,3,51,8,3,4
20,6,8,79,7,52,0
21,10,1,87,4,93,8
22,9,10,39,9,81,3
23,3,10,58,4,22,7
24,1,7,46,8,23,0
25,7,10,96,1,7,8
26,6,4,43,5,93,0
27,5,0,4,5,15,10
28,9,10,30,5,10,2
29,9,1,25,9,26,1
30,0,10,59,5,100,5
31,3,3,65,0,48,3
32,9,3,39,1,33,5
33,5,9,70,3,28,1
34,1,9,99,1,47,5
35,5,4,32,7,59,7
36,3,1,50,0,15,6
37,9,0,62,3,0,3
38,9,2,32,5,89,8
39,5,8,8,9,1,9
40,8,7,73,6,63,10
41,6,2,62,4,11,4
42,3,8,32,7,75,5
43,10,0,59,10,55,1
44,8,6,17,3,50,5
45,0,4,5,2,19,6
46,10,2,66,7,68,0
47,10,3,90,4,80,3
48,1,2,15,8,35,7
49,4,0,50,4,67,3
50,2,4,24,8,73,7
51,10,9,28,8,86,2
52,5,9,99,6,53,4
53,6,9,86,8,2,10
54,0,4,36,5,10,6
55,10,8,49,5,54,1
56,4,6,21,5,51,8
57,9,7,93,0,4,7
58,7,4,67,6,73,7
59,10,2,51,8,5,8
60,10,7,71,9,1,1
61,9,9,73,0,67,9
62,7,8,99,4,72,1
63,6,9,44,10,69,2
64,9,3,18,10,78,2
65,2,9,47,8,21,9
66,8,7,78,8,82,8
67,8,7,14,2,52,5
68,4,1,37,9,84,8
69,1,3,65,9,68,2
70,10,6,66,5,99,5
71,1,6,31,9,19,0
72,10,9,43,8,40,6
73,9,9,16,9,84,1
74,10,2,59,5,28,1
75,7,8,63,9,44,5
76,8,0,35,1,70,6
77,9,2,14,7,30,3
78,9,2,76,6,7,4
79,5,4,23,7,14,3
80,4,4,26,10,33,4
81,8,5,32,8,7,4
82,6,5,97,10,6,8
83,9,8,71,0,7,2
84,8,3,62,6,25,3
85,10,7,95,8,94,8
86,4,10,62,10,18,10
87,1,0,41,0,28,7
88,8,7,71,4,31,7
