0,1,2,3,4,5
1,9,10,10,25,5
1,3,10,3,38,7
0,0,10,7,19,9
3,10,10,9,45,8
8,8,1,0,20,3
6,0,10,3,44,5
1,3,7,2,6,10
0,6,2,1,19,5
5,10,10,2,85,5
6,10,10,3,71,7
5,0,10,6,34,0
0,3,10,3,84,1
9,9,10,7,6,10
6,10,10,5,32,9
5,8,10,1,35,7
6,9,10,6,99,6
7,6,0,10,6,4
7,3,10,8,26,4
8,3,10,0,16,6
10,3,10,8,3,4
6,8,10,7,52,0
10,1,10,4,93,8
9,10,10,9,81,3
3,10,10,4,22,7
1,7,10,8,23,0
7,10,10,1,7,8
6,4,10,5,93,0
5,0,4,5,15,10
9,10,10,5,10,2
9,1,10,9,26,1
0,10,10,5,100,5
3,3,10,0,48,3
9,3,10,1,33,5
5,9,10,3,28,1
1,9,10,1,47,5
5,4,10,7,59,7
3,1,10,0,15,6
9,0,10,3,0,3
9,2,10,5,89,8
5,8,8,9,1,9
8,7,10,6,63,10
6,2,10,4,11,4
3,8,10,7,75,5
10,0,10,10,55,1
8,6,10,3,50,5
0,4,5,2,19,6
10,2,10,7,68,0
10,3,10,4,80,3
1,2,10,8,35,7
4,0,10,4,67,3
2,4,10,8,73,7
10,9,10,8,86,2
5,9,10,6,53,4
6,9,10,8,2,10
0,4,10,5,10,6
10,8,10,5,54,1
4,6,10,5,51,8
9,7,10,0,4,7
7,4,10,6,73,7
10,2,10,8,5,8
10,7,10,9,1,1
9,9,10,0,67,9
7,8,10,4,72,1
6,9,10,10,69,2
9,3,10,10,78,2
2,9,10,8,21,9
8,7,10,8,82,8
8,7,10,2,52,5
4,1,10,9,84,8
1,3,10,9,68,2
10,6,10,5,99,5
1,6,10,9,19,0
10,9,10,8,40,6
9,9,10,9,84,1
10,2,10,5,28,1
7,8,10,9,44,5
8,0,10,1,70,6
9,2,10,7,30,3
9,2,10,6,7,4
5,4,10,7,14,3
4,4,10,10,33,4
8,5,10,8,7,4
6,5,10,10,6,8
9,8,10,0,7,2
8,3,10,6,25,3
10,7,10,8,94,8
4,10,10,10,18,10
1,0,10,0,28,7
8,7,10,4,31,7
8,0,10,5,54,9
1,8,10,5,36,8
8,4,10,5,44,9
0,10,10,8,41,4
8,6,10,4,53,0
0,9,10,10,88,8
4,2,5,4,78,10
6,8,10,5,6,6
3,1,10,0,80,6
2,6,6,4,56,4
5,0,10,1,31,10
6,6,10,0,44,10
3,1,10,4,25,10
0,4,10,4,90,2
1,3,10,1,75,4
1,0,10,8,11,1
8,9,10,3,33,2
9,9,10,7,22,3
7,5,10,6,18,0
6,4,10,4,92,9
8,4,10,6,17,0
8,2,10,5,62,5
1,4,6,8,69,4
7,9,10,10,52,7
10,1,10,0,90,7
7,8,10,8,39,3
8,10,10,2,70,0
3,7,10,5,77,10
9,5,10,8,99,6
1,8,10,3,69,10
4,9,10,8,55,7
9,6,10,4,100,1
5,5,10,7,22,6
2,2,10,9,20,6
9,6,10,2,49,9
3,5,10,1,60,4
6,3,10,3,46,0
2,5,10,9,52,5
9,1,10,7,34,9
0,9,10,6,42,10
10,5,10,6,84,10
5,7,10,1,98,10
7,4,10,6,12,6
10,9,10,5,61,2
4,9,1,1,62,3
1,0,10,2,49,2
10,8,10,7,61,9
3,5,10,9,98,10
4,1,10,1,48,4
0,10,10,4,36,4
9,2,10,8,29,8
2,8,10,5,48,7
10,0,10,5,42,9
4,10,10,6,99,5
