0,1,2,3,4,5,6,7,8
9,10,5,9,9,59,0,8,10
10,7,5,3,4,51,6,6,10
10,1,9,7,1,79,2,10,10
10,1,9,5,3,38,9,9,7
10,1,8,0,3,34,4,1,10
10,6,10,9,7,5,5,9,10
10,3,1,5,1,30,1,3,10
10,6,3,7,7,29,4,6,10
10,8,0,7,10,61,4,3,10
10,10,8,4,4,90,8,6,10
10,3,0,2,10,20,7,8,10
10,3,3,1,4,86,2,9,10
10,1,4,3,10,1,3,4,10
10,4,10,7,10,89,5,5,10
10,6,2,2,10,90,4,9,7
7,10,10,9,6,78,5,6,10
10,9,10,6,1,42,3,1,10
10,4,0,7,3,65,10,3,9
10,2,2,10,3,5,9,8,10
10,1,10,6,6,44,5,3,4
10,0,10,0,9,17,2,4,10
7,9,1,5,5,71,6,0,10
10,8,8,4,10,0,4,2,10
10,7,1,6,7,33,0,9,10
10,7,8,1,7,68,8,5,10
10,2,1,4,4,29,9,5,10
10,1,10,5,8,83,8,5,10
10,8,1,1,1,32,3,4,10
10,0,10,10,4,84,8,3,10
10,5,1,8,5,83,3,5,10
10,6,8,3,3,51,0,0,10
10,3,7,0,2,95,3,10,10
10,3,0,7,0,21,1,0,10
10,6,6,6,9,62,7,8,10
10,4,2,10,5,26,10,0,10
10,6,9,7,7,53,4,8,10
10,0,7,10,8,84,7,7,10
10,9,1,7,8,79,8,3,10
10,3,7,2,1,27,1,3,10
5,9,5,3,4,93,8,10,10
10,0,9,0,5,72,6,6,10
10,3,1,2,4,24,4,4,10
10,5,10,9,6,59,3,10,4
10,8,7,6,2,68,5,2,10
10,8,6,7,3,37,5,6,10
10,5,6,6,9,63,2,6,10
10,5,2,3,6,11,9,9,10
10,7,0,9,2,2,6,9,10
10,8,0,7,8,97,10,5,10
10,0,6,8,1,34,7,7,6
3,10,0,5,6,1,7,3,10
10,5,8,10,5,38,0,2,10
10,5,4,1,7,51,10,7,3
10,9,2,3,8,30,0,10,10
10,1,3,2,9,33,4,10,10
10,5,1,8,5,14,6,7,10
10,10,6,8,3,52,7,2,10
10,8,7,1,8,33,1,3,10
10,10,4,1,2,77,1,2,10
10,3,1,8,10,2,10,5,10
10,4,10,4,6,2,6,10,3
10,10,8,3,7,33,9,9,10
2,1,5,1,6,20,5,1,10
10,5,3,9,6,93,9,3,10
10,9,2,1,3,4,8,5,5
10,4,5,3,10,60,0,9,10
10,8,10,5,1,35,8,10,1
10,4,2,5,10,5,5,10,10
10,3,5,3,8,70,5,6,10
10,4,5,4,5,0,7,4,10
10,9,4,8,4,60,4,3,10
10,0,3,2,0,6,9,4,10
10,0,0,6,8,36,10,8,10
10,0,3,5,7,23,1,8,10
10,6,6,10,2,72,5,2,10
10,0,9,6,10,27,5,10,10
10,10,3,4,7,18,6,0,10
10,6,4,3,0,81,6,1,10
10,2,0,1,4,31,6,9,10
10,0,10,10,7,2,10,9,10
10,1,4,6,0,30,3,4,10
10,4,0,0,1,74,0,3,3
10,7,1,7,6,39,9,2,10
10,1,9,8,6,45,0,9,10
10,6,5,3,2,22,9,3,10
10,7,9,9,6,37,3,2,10
10,9,8,3,5,20,9,10,10
10,8,1,7,2,97,2,7,10
10,7,6,0,3,54,4,6,10
10,2,7,8,10,24,8,6,10
10,4,2,9,10,28,10,7,10
10,10,5,5,0,72,6,8,10
10,6,6,6,9,83,7,9,10
6,2,1,1,5,89,1,9,1
10,10,4,8,9,76,5,9,10
10,8,3,9,10,77,6,5,10
1,4,3,3,3,89,10,0,2
10,3,0,1,3,8,4,1,10
10,1,10,3,9,33,8,0,10
6,4,6,3,3,86,5,10,10
10,8,6,5,8,44,8,9,10
10,4,3,7,8,82,0,4,10
10,7,0,10,0,59,3,6,10
10,0,2,6,8,82,9,8,10
10,8,8,1,5,100,7,10,10
10,1,7,4,6,40,2,10,10
2,2,5,8,1,21,6,4,10
10,4,10,1,5,18,8,10,10
10,3,8,2,4,67,8,2,10
10,7,5,8,4,83,10,0,10
10,3,0,0,8,90,2,10,10
10,6,5,0,3,59,4,8,10
10,8,8,9,9,87,6,8,10
10,5,7,6,2,7,8,4,6
10,8,8,9,7,18,6,6,5
10,7,9,0,0,97,8,10,10
