0,1,2,3,4,5,6,7,8
40,7,10,5,8,10,4,10,74
95,93,10,6,8,10,2,10,16
40,71,10,7,10,10,1,5,94
33,87,10,9,4,10,10,3,51
7,35,10,3,6,10,9,10,29
37,61,10,3,1,10,9,10,42
53,18,10,8,2,10,1,10,39
29,36,10,2,10,7,9,1,33
25,69,10,8,4,10,8,10,2
5,44,10,2,8,10,0,10,8
36,17,10,0,6,10,6,3,51
97,27,10,7,5,10,1,10,65
54,84,10,1,4,10,10,10,93
2,90,10,8,9,10,8,10,30
1,91,10,4,3,10,7,10,59
29,67,10,6,9,10,7,10,36
93,72,10,1,1,10,5,10,39
98,10,9,4,7,10,10,10,59
18,34,10,5,0,2,10,10,68
87,72,10,0,3,10,3,2,39
38,15,10,5,10,8,5,10,25
7,92,10,0,0,10,3,10,74
16,32,10,10,5,10,10,10,95
91,46,10,9,0,10,6,10,65
15,36,10,3,0,10,7,10,41
28,36,2,1,9,7,5,10,44
61,52,10,7,5,10,8,10,66
10,24,10,2,7,10,3,10,16
64,87,10,4,0,10,10,10,77
59,83,7,7,1,10,6,8,37
92,95,10,5,1,9,5,10,51
37,31,10,6,10,10,4,10,8
60,10,10,9,2,10,3,10,0
54,61,10,1,7,10,2,10,90
29,50,3,4,8,10,2,10,4
51,0,10,8,8,10,7,10,96
85,47,7,5,9,10,10,10,65
95,99,10,4,3,10,9,10,73
67,88,10,3,4,10,0,10,64
11,20,10,7,4,10,1,10,34
48,96,10,7,10,10,1,10,81
99,94,8,9,8,10,2,10,8
74,75,10,2,9,10,1,10,83
84,99,10,3,8,10,2,10,66
50,86,10,9,2,10,7,10,34
69,15,10,3,1,10,0,10,73
94,100,7,2,6,10,6,10,23
23,11,10,1,9,10,9,10,90
70,83,10,5,6,10,2,10,44
62,29,10,3,8,9,8,10,39
44,23,10,9,5,8,4,10,9
93,62,10,3,0,10,1,10,35
97,26,10,2,2,10,3,10,61
41,33,10,4,0,10,0,10,61
38,46,4,4,3,10,6,10,5
32,69,10,4,7,10,9,10,87
2,82,10,3,7,10,8,10,84
37,45,10,1,2,10,4,10,26
96,39,7,6,4,10,0,10,1
15,16,10,10,9,10,1,7,12
