0,1,2,3,4,5,6
2,10,75,10,58,3,88
1,3,85,10,17,4,96
1,10,90,10,10,4,61
6,10,57,10,87,4,14
8,10,10,10,75,3,41
4,10,41,10,68,2,91
1,3,4,10,13,10,4
0,10,24,10,40,2,25
4,10,94,10,4,8,39
1,10,80,10,58,2,7
5,10,65,10,100,5,60
7,10,41,10,46,4,17
9,10,11,10,41,6,96
0,10,60,10,31,10,1
10,10,14,10,46,4,32
1,10,5,2,34,6,28
7,10,91,10,16,5,13
9,10,68,10,6,3,72
2,10,39,10,85,7,90
4,10,78,10,2,1,45
2,10,75,10,53,5,32
3,10,6,10,61,1,73
0,10,68,10,88,1,73
1,10,79,10,76,0,35
9,10,12,10,82,10,31
4,10,90,5,60,7,83
7,10,32,10,64,0,5
7,10,45,10,99,10,8
6,10,94,10,69,8,25
3,10,1,10,20,5,90
7,3,95,10,44,3,21
6,10,45,10,49,7,49
0,10,70,10,91,10,20
6,10,83,10,67,1,100
7,10,31,10,9,4,67
5,10,94,10,47,8,6
4,10,39,10,92,8,85
7,10,7,10,56,9,89
5,10,25,10,12,1,39
7,10,45,10,15,1,34
0,10,72,10,86,3,80
4,10,29,10,33,5,22
10,10,23,9,78,6,86
7,10,47,10,23,0,8
7,10,18,10,74,6,99
8,9,78,10,55,4,96
10,10,75,10,5,2,42
9,10,13,10,55,3,63
10,10,63,7,31,10,96
4,10,48,10,84,2,58
10,10,68,10,21,3,4
3,10,17,10,95,4,79
5,10,10,10,91,3,43
0,10,13,10,29,8,37
6,10,88,10,48,5,76
0,10,30,10,73,1,56
10,10,82,10,65,2,3
8,4,3,1,85,8,53
7,10,17,9,94,9,63
1,10,80,10,91,5,68
3,10,15,10,49,9,3
0,10,31,10,39,4,36
9,6,21,10,95,3,95
10,10,64,10,6,5,50
2,10,32,10,70,3,7
1,10,90,10,57,7,7
6,10,77,8,97,8,58
6,10,22,10,1,5,54
4,10,16,10,3,3,44
3,10,10,10,96,2,83
1,10,79,8,56,0,34
5,10,18,10,52,6,73
3,10,18,10,75,9,10
10,10,14,2,100,9,16
1,10,98,10,39,4,52
5,10,81,10,38,4,61
1,10,36,10,66,7,92
1,10,61,10,12,0,45
9,10,63,10,33,3,18
1,10,70,10,63,4,43
9,10,100,10,86,10,81
1,10,51,10,9,1,9
7,10,20,10,68,8,18
5,10,86,10,35,1,100
7,10,26,10,1,8,73
8,10,27,10,98,2,3
9,10,26,10,80,9,39
2,10,8,10,73,5,8
1,10,3,10,87,1,43
9,10,88,10,61,10,84
3,10,95,10,25,3,66
4,10,69,10,99,3,67
2,10,78,10,9,7,27
3,10,10,9,46,0,55
1,10,10,10,32,9,0
8,7,47,10,63,6,72
10,1,94,10,52,1,64
2,10,99,10,61,1,37
10,6,32,10,38,5,88
5,10,1,10,41,4,1
9,10,59,7,85,4,45
1,10,69,10,88,3,87
7,10,64,10,65,0,19
2,10,66,6,59,8,86
0,10,47,10,76,0,95
9,10,65,10,86,9,77
10,10,69,10,60,3,58
5,10,10,10,93,5,8
0,10,97,10,6,5,4
7,10,86,10,43,1,5
1,10,38,10,32,7,16
7,10,20,1,57,1,69
1,8,38,10,15,2,70
9,1,8,10,16,7,4
7,10,17,10,11,8,20
0,10,24,10,37,3,42
5,10,18,10,28,10,9
8,10,89,10,93,5,33
8,10,77,10,89,8,8
3,10,40,9,37,10,87
7,10,27,10,0,10,23
3,10,75,10,68,2,18
6,10,100,7,28,10,27
9,10,81,10,82,1,93
0,10,47,2,44,9,91
5,10,94,10,90,5,36
7,10,68,10,21,4,39
6,10,27,10,60,6,19
0,10,100,10,25,10,63
9,10,2,9,67,3,45
9,10,76,10,96,7,90
3,10,91,6,85,1,77
4,10,71,10,6,0,41
3,10,30,10,96,0,83
4,10,50,10,79,1,65
4,10,70,8,56,5,38
8,10,64,10,49,2,77
9,10,10,10,41,6,7
2,10,60,10,68,6,47
1,10,78,10,11,4,87
5,10,39,10,57,4,82
2,9,25,10,26,7,74
4,10,51,10,0,5,20
0,10,28,10,54,9,93
1,10,43,10,61,1,41
0,10,78,10,75,8,98
10,10,9,10,53,0,99
5,10,15,10,30,0,52
1,10,97,10,57,9,93
6,10,84,10,70,7,12
4,10,87,10,47,9,36
7,10,51,10,32,3,49
6,6,29,10,48,3,53
5,10,48,5,90,2,57
10,10,19,10,66,7,5
2,10,17,10,58,4,46
3,10,88,10,94,4,0
0,10,46,10,51,0,57
9,10,3,10,90,2,83
5,10,9,10,69,7,87
7,2,52,10,32,0,18
7,10,5,10,47,10,91
7,10,5,10,91,2,78
1,10,63,10,37,2,42
10,10,53,10,56,6,71
5,10,9,10,56,5,18
5,10,11,3,56,3,38
10,10,53,10,15,7,57
5,10,34,10,8,8,32
10,10,6,10,32,3,61
2,10,67,10,41,2,29
5,10,58,10,100,9,87
9,10,2,10,47,4,44
0,10,90,10,32,6,37
7,10,19,10,65,4,32
0,10,65,10,49,7,85
7,10,100,10,41,1,21
1,10,6,10,48,4,94
3,10,68,10,20,7,49
1,10,21,10,28,0,41
6,10,97,10,92,1,88
0,10,54,10,61,9,93
6,10,71,10,51,8,36
6,10,81,10,0,5,98
8,10,4,0,29,10,91
7,10,9,10,20,6,54
0,10,44,10,6,8,46
4,10,99,10,32,5,64
10,10,1,10,95,4,11
8,10,87,10,16,0,93
6,10,42,7,19,5,66
1,10,16,10,90,6,39
8,10,18,10,77,3,76
0,5,65,10,42,3,12
3,10,10,10,72,4,43
5,10,8,10,83,10,50
7,10,25,10,92,6,46
3,10,78,10,50,1,74
8,10,28,10,20,3,81
0,10,38,10,8,4,23
3,10,84,10,66,3,35
8,10,30,10,61,4,6
1,10,65,10,11,1,67
6,10,53,10,81,4,17
3,10,7,10,54,5,73
7,10,90,10,49,6,32
7,10,58,10,6,3,71
10,10,87,10,15,3,83
7,10,70,10,85,9,47
4,10,5,10,41,1,93
10,10,100,10,67,8,31
0,2,86,10,99,2,79
6,10,52,10,81,10,30
3,10,93,10,40,7,28
8,0,13,7,94,8,3
0,10,11,10,86,3,93
3,10,91,10,51,0,20
9,10,6,10,86,1,7
7,10,28,10,98,10,37
3,10,40,10,89,5,94
4,10,34,10,90,10,52
2,10,88,10,49,4,31
9,10,85,10,54,7,10
1,10,46,3,47,0,91
2,10,66,8,65,8,39
