,0,1,2,3,4,5,6
0,2,0,5,6,3,9,5
1,6,4,6,8,10,4,5
2,7,2,5,8,7,1,6
3,4,4,9,7,0,2,0
4,10,9,4,2,9,2,9
5,4,3,7,2,6,10,2
6,8,3,1,3,2,8,0
7,10,6,5,9,8,4,4
8,9,6,3,1,9,10,7
9,2,10,3,7,3,1,0
10,6,5,7,7,9,0,6
11,7,5,2,9,10,7,2
12,1,3,0,8,4,7,4
13,5,8,0,2,1,9,5
14,1,8,7,1,2,6,8
15,1,10,5,5,7,10,5
16,2,10,0,8,2,10,6
17,0,4,1,1,0,2,6
18,10,10,8,4,10,3,10
19,2,5,6,9,1,7,0
20,3,2,8,4,7,2,8
21,10,6,1,4,5,1,8
22,10,3,10,9,3,10,7
23,1,7,1,10,5,2,10
24,3,5,7,0,3,10,2
25,9,2,5,7,4,3,8
26,9,4,3,6,3,3,8
27,4,5,7,7,6,8,0
28,6,10,9,8,10,2,4
29,10,5,3,0,6,2,3
30,6,8,8,1,5,9,7
31,6,2,2,5,2,8,10
32,3,10,7,6,0,7,8
33,5,4,5,5,2,7,2
34,8,4,8,3,9,0,4
35,2,3,10,1,10,0,0
36,5,3,9,8,10,8,8
37,9,1,4,9,0,4,7
38,2,6,5,3,4,6,6
39,0,5,0,1,5,8,6
40,1,2,0,6,3,8,0
41,5,7,4,0,6,4,8
42,4,3,9,1,0,0,7
43,0,5,2,9,10,10,2
44,8,10,3,4,1,3,3
45,4,10,9,3,9,7,4
46,6,10,1,6,6,7,1
47,4,5,9,5,7,7,3
48,6,0,0,2,7,3,2
49,3,9,2,10,0,8,7
50,2,5,0,4,0,10,0
51,7,7,1,10,4,8,0
52,5,3,0,4,7,3,3
53,2,0,2,0,6,3,5
54,3,5,7,8,10,2,9
55,7,2,3,3,1,10,5
56,5,10,10,10,2,0,5
57,5,4,8,7,8,9,6
58,6,0,10,6,9,6,0
59,8,1,9,0,1,1,2
60,5,4,7,4,5,8,6
61,4,10,4,1,7,10,4
62,10,8,6,4,6,4,2
63,4,4,0,5,6,9,0
64,5,9,7,7,2,10,1
65,9,6,8,9,0,1,8
66,3,2,9,7,4,6,6
67,10,7,8,7,7,2,4
68,0,5,4,5,7,8,2
69,0,3,6,8,7,3,10
70,3,1,6,4,3,10,2
71,9,9,3,8,7,9,4
72,3,5,2,10,7,1,7
73,7,4,2,0,2,9,6
74,4,9,10,3,6,10,7
75,10,8,7,10,4,0,3
76,0,7,2,2,7,3,3
77,3,4,7,4,0,9,4
78,9,7,9,0,2,9,9
79,2,7,7,4,8,3,6
80,5,4,6,10,9,3,8
81,10,4,1,5,8,5,0
82,5,2,10,0,7,7,8
83,0,6,8,1,7,7,9
84,0,7,2,4,7,9,4
85,5,5,10,2,0,8,4
86,8,0,9,3,2,7,0
87,4,1,10,9,5,9,10
88,2,6,4,7,9,5,4
89,5,2,4,10,7,10,3
90,10,2,2,2,3,1,3
91,10,7,2,7,6,3,4
92,0,0,0,5,10,2,9
