,0,1,2,3,4,5,6
0,2,22,75,27,58,3,88
1,1,3,85,34,17,4,96
2,1,65,90,74,10,4,61
3,6,57,57,88,87,4,14
4,8,89,10,27,75,3,41
5,4,66,41,66,68,2,91
6,1,3,4,81,13,10,4
7,0,18,24,73,40,2,25
8,4,34,94,26,4,8,39
9,1,33,80,17,58,2,7
10,5,18,65,72,100,5,60
11,7,37,41,53,46,4,17
12,9,71,11,56,41,6,96
13,0,48,60,67,31,10,1
14,10,85,14,35,46,4,32
15,1,84,5,2,34,6,28
16,7,61,91,30,16,5,13
17,9,72,68,46,6,3,72
18,2,60,39,47,85,7,90
19,4,98,78,83,2,1,45
20,2,43,75,88,53,5,32
21,3,96,6,84,61,1,73
22,0,11,68,91,88,1,73
23,1,19,79,33,76,0,35
24,9,22,12,81,82,10,31
25,4,74,90,5,60,7,83
26,7,48,32,97,64,0,5
27,7,65,45,23,99,10,8
28,6,60,94,77,69,8,25
29,3,16,1,93,20,5,90
30,7,3,95,16,44,3,21
31,6,47,45,20,49,7,49
32,0,14,70,20,91,10,20
33,6,82,83,12,67,1,100
34,7,50,31,10,9,4,67
35,5,91,94,55,47,8,6
36,4,60,39,73,92,8,85
37,7,56,7,83,56,9,89
38,5,81,25,87,12,1,39
39,7,58,45,12,15,1,34
40,0,84,72,36,86,3,80
41,4,10,29,27,33,5,22
42,10,69,23,9,78,6,86
43,7,80,47,92,23,0,8
44,7,45,18,46,74,6,99
45,8,9,78,82,55,4,96
46,10,40,75,68,5,2,42
47,9,17,13,59,55,3,63
48,10,14,63,7,31,10,96
49,4,33,48,76,84,2,58
50,10,90,68,94,21,3,4
51,3,93,17,38,95,4,79
52,5,17,10,14,91,3,43
53,0,97,13,48,29,8,37
54,6,16,88,33,48,5,76
55,0,33,30,71,73,1,56
56,10,74,82,16,65,2,3
57,8,4,3,1,85,8,53
58,7,51,17,9,94,9,63
59,1,79,80,90,91,5,68
60,3,82,15,23,49,9,3
61,0,100,31,23,39,4,36
62,9,6,21,54,95,3,95
63,10,80,64,43,6,5,50
64,2,23,32,25,70,3,7
65,1,62,90,90,57,7,7
66,6,62,77,8,97,8,58
67,6,89,22,91,1,5,54
68,4,42,16,20,3,3,44
69,3,35,10,42,96,2,83
70,1,14,79,8,56,0,34
71,5,99,18,71,52,6,73
72,3,95,18,64,75,9,10
73,10,48,14,2,100,9,16
74,1,75,98,22,39,4,52
75,5,53,81,97,38,4,61
76,1,48,36,88,66,7,92
77,1,53,61,72,12,0,45
78,9,70,63,30,33,3,18
79,1,42,70,95,63,4,43
80,9,82,100,12,86,10,81
81,1,14,51,60,9,1,9
82,7,69,20,11,68,8,18
83,5,48,86,59,35,1,100
84,7,75,26,48,1,8,73
85,8,72,27,93,98,2,3
86,9,51,26,17,80,9,39
87,2,87,8,66,73,5,8
88,1,55,3,67,87,1,43
89,9,98,88,88,61,10,84
90,3,59,95,28,25,3,66
91,4,15,69,17,99,3,67
92,2,40,78,75,9,7,27
93,3,100,10,9,46,0,55
94,1,35,10,61,32,9,0
95,8,7,47,36,63,6,72
96,10,1,94,88,52,1,64
97,2,58,99,94,61,1,37
98,10,6,32,50,38,5,88
99,5,55,1,34,41,4,1
100,9,32,59,7,85,4,45
101,1,85,69,41,88,3,87
102,7,86,64,56,65,0,19
103,2,69,66,6,59,8,86
104,0,23,47,13,76,0,95
105,9,33,65,23,86,9,77
106,10,57,69,64,60,3,58
