,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,6,2,6,1,2,8,1,9,1,0,7,10,3,7,6
1,1,1,6,4,10,3,0,10,6,1,1,9,1,7,4
2,0,5,6,1,1,6,8,10,3,2,7,5,5,3,6
3,5,8,5,6,3,1,10,7,2,4,7,10,0,0,2
4,2,10,10,0,9,2,1,5,2,7,10,3,10,4,8
5,3,6,9,5,9,2,6,4,0,1,8,7,6,8,2
6,6,4,8,2,1,7,5,5,9,1,3,6,4,7,3
7,1,2,9,3,9,2,7,0,0,8,6,9,5,2,7
8,4,2,6,9,3,2,10,3,8,0,1,6,3,4,4
9,9,9,7,1,4,10,2,0,4,5,4,2,0,2,0
10,3,1,8,6,2,2,10,9,6,7,2,10,0,3,2
11,9,9,2,3,6,2,3,3,7,5,2,7,7,0,6
12,5,7,10,10,3,6,10,1,7,0,7,10,4,2,0
13,9,6,3,9,7,4,9,10,6,3,8,1,4,10,7
14,7,8,7,5,9,4,3,2,0,3,3,1,7,4,1
15,7,10,5,6,8,7,8,4,2,1,9,6,8,8,6
16,8,5,7,3,0,8,7,7,3,4,10,10,6,1,2
17,7,10,4,2,8,2,7,5,9,8,9,3,0,2,10
18,1,8,5,7,10,7,0,9,10,7,8,4,1,0,7
19,0,4,7,7,6,6,5,2,10,7,1,1,3,3,7
20,7,2,5,1,1,4,0,5,3,5,8,8,4,6,2
21,1,0,0,1,8,3,5,1,4,3,10,8,10,0,8
22,9,10,10,1,5,7,4,3,0,3,3,2,10,0,10
23,1,7,5,3,0,5,1,5,0,7,10,8,10,10,2
24,0,0,4,9,8,9,8,7,2,6,10,5,2,7,6
25,5,10,3,10,10,2,2,1,8,7,7,5,5,7,1
26,7,1,8,5,6,5,3,2,10,8,8,0,2,3,7
27,2,6,8,4,8,6,2,8,0,0,2,3,8,2,1
28,3,10,9,9,3,9,2,9,9,9,10,6,7,7,0
29,7,0,1,7,2,7,0,7,7,7,3,0,10,10,5
30,4,3,7,2,3,4,6,3,10,3,8,7,9,2,5
31,8,0,4,7,4,10,3,7,3,0,10,4,0,3,2
32,8,3,1,2,1,3,4,10,1,4,1,0,4,4,7
33,4,3,4,0,9,3,3,8,10,0,2,1,1,10,7
34,6,4,8,2,10,7,2,0,3,2,4,9,8,5,4
35,7,3,2,4,3,5,2,3,6,9,9,9,5,3,10
36,5,7,6,0,5,6,10,5,10,6,8,10,5,5,10
37,5,3,7,6,1,4,10,5,1,1,4,7,3,5,4
38,0,10,5,3,8,2,10,5,7,5,5,2,1,9,4
39,8,7,4,6,3,5,8,9,5,1,4,9,1,7,3
40,8,4,10,5,5,0,1,9,2,4,4,0,2,7,9
41,4,5,8,9,4,8,0,3,7,5,5,0,8,5,8
42,8,0,10,1,3,6,7,6,9,2,9,6,0,0,0
43,5,8,5,1,6,2,5,10,3,7,7,0,9,10,8
44,5,3,0,7,10,1,8,6,6,9,5,9,0,7,4
